RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
1,0,08793,Tiger Woods,66.75,267,4
2,0,06522,Ernie Els,68.00,272,4
2,0,21209,Sergio Garcia,68.00,272,4
2,0,01968,Nick Price,68.00,340,5
5,0,21961,Charles Howell III,68.17,818,12
6,0,01553,John Huston,68.56,617,9
7,0,01361,Dan Forsman,68.57,960,14
8,0,10860,Justin Leonard,68.78,619,9
9,0,01457,Jay Haas,68.80,688,10
10,0,01577,Lee Janzen,68.92,827,12
11,0,06251,Chris DiMarco,68.94,1103,16
12,0,10885,Robert Allenby,69.00,759,11
12,0,01320,Bob Estes,69.00,621,9
12,0,10809,Jim Furyk,69.00,897,13
12,0,20572,Rod Pampling,69.00,1104,16
16,0,20498,Briny Baird,69.14,1521,22
16,0,12645,Brent Geiberger,69.14,484,7
18,0,01706,Davis Love III,69.33,624,9
19,0,06004,Stephen Ames,69.38,1110,16
19,0,01569,Peter Jacobsen,69.38,902,13
21,0,07749,Brett Quigley,69.42,833,12
22,0,08075,Jerry Kelly,69.43,972,14
23,0,21806,Paul Gow,69.46,903,13
24,0,20094,Jonathan Kaye,69.60,696,10
25,0,01938,David Peoples,69.62,1462,21
26,0,06515,Shaun Micheel,69.65,1184,17
27,0,20634,Peter Lonard,69.80,698,10
28,0,22371,Aaron Baddeley,69.82,768,11
28,0,01948,Tim Petrovic,69.82,1536,22
30,0,02239,Scott Verplank,69.83,838,12
31,0,08537,J.P. Hayes,69.93,1049,15
31,0,12680,Shigeki Maruyama,69.93,979,14
33,0,02223,Bob Tway,69.94,1119,16
34,0,02246,Duffy Waldorf,70.00,770,11
34,0,10423,Mike Weir,70.00,560,8
36,0,20157,Retief Goosen,70.11,631,9
37,0,07721,Pat Bates,70.12,1823,26
38,0,07223,Brian Bateman,70.13,1122,16
39,0,01226,Fred Couples,70.14,491,7
40,0,01619,Skip Kendall,70.15,1403,20
41,0,01945,Kenny Perry,70.17,421,6
41,0,02002,John Riegger,70.17,842,12
43,0,01810,Phil Mickelson,70.20,702,10
44,0,12782,Tim Herron,70.22,1264,18
44,0,24502,Adam Scott,70.22,632,9
46,0,06332,Neal Lancaster,70.24,1475,21
47,0,19846,Brian Gay,70.25,1124,16
47,0,06567,Vijay Singh,70.25,562,8
49,0,10733,Kent Jones,70.27,1054,15
50,0,23552,Hank Kuehne,70.29,984,14
51,0,23541,Ben Crane,70.33,1266,18
51,0,02206,David Toms,70.33,633,9
53,0,01139,Olin Browne,70.36,1548,22
54,0,07867,Woody Austin,70.37,1337,19
55,0,08931,Glen Day,70.44,1127,16
55,0,01797,Rocco Mediate,70.44,634,9
57,0,02214,Kirk Triplett,70.45,775,11
58,0,02106,Chris Smith,70.47,1198,17
59,0,19825,Darren Clarke,70.50,564,8
60,0,11032,Frank Lickliter II,70.53,1199,17
61,0,22548,Patrick Sheehan,70.55,1411,20
62,0,01161,Mark Calcavecchia,70.56,1129,16
63,0,12510,Chad Campbell,70.58,847,12
64,0,20127,Chris Riley,70.59,1200,17
65,0,01761,Len Mattiace,70.60,1059,15
66,0,08337,Mike Heinen,70.61,1624,23
67,0,10425,Jay Williamson,70.62,1483,21
68,0,06621,Joe Durant,70.63,1130,16
69,0,10213,Dicky Pride,70.64,989,14
69,0,02010,Loren Roberts,70.64,989,14
71,0,20229,Stewart Cink,70.69,919,13
71,0,01378,David Frost,70.69,919,13
71,0,06617,Brian Henninger,70.69,919,13
74,0,23614,Rich Beem,70.73,778,11
75,0,01381,Fred Funk,70.75,849,12
76,0,19972,José Coceres,70.83,425,6
77,0,01329,Brad Faxon,70.85,921,13
77,0,01388,Robert Gamez,70.85,1417,20
79,0,20645,John Senden,70.86,1559,22
80,0,08123,Jeff Brehaut,70.87,1630,23
80,0,10912,Craig Perks,70.87,1063,15
82,0,01677,Tom Lehman,70.90,709,10
83,0,08375,Paul Stankowski,70.91,780,11
84,0,20573,Scott Laycock,70.92,851,12
85,0,08547,John Maginnes,70.94,1206,17
86,0,06643,Paul Goydos,70.95,1348,19
86,0,01475,Donnie Hammond,70.95,1490,21
86,0,22293,Heath Slocum,70.95,1490,21
89,0,20098,Stuart Appleby,71.00,781,11
89,0,12388,Michael Clark II,71.00,781,11
89,0,06573,Brandt Jobe,71.00,994,14
89,0,20940,Kenichi Kuboya,71.00,1420,20
89,0,01724,Jeff Maggert,71.00,1136,16
89,0,08339,Spike McRoy,71.00,1207,17
89,0,20663,Brenden Pappas,71.00,1704,24
89,0,20095,Carl Paulson,71.00,1278,18
89,0,23034,Brent Schwarzrock,71.00,497,7
89,0,02104,Jeff Sluman,71.00,923,13
99,0,12823,Carlos Franco,71.05,1350,19
99,0,20628,Arron Oberholser,71.05,1350,19
101,0,06809,Bob Burns,71.06,1208,17
102,0,01685,J.L. Lewis,71.09,782,11
103,0,06575,Dudley Hart,71.10,1493,21
104,0,01941,Tom Pernice Jr.,71.11,1280,18
105,0,01157,Tom Byrum,71.12,1209,17
106,0,01666,Bernhard Langer,71.14,498,7
106,0,20548,Hidemichi Tanaka,71.14,996,14
108,0,22913,John Rollins,71.15,925,13
109,0,22892,Jason Gore,71.17,1708,24
110,0,11011,Mike Sposa,71.19,1139,16
111,0,01928,Corey Pavin,71.20,1424,20
