RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
111,0,06595,Kevin Sutherland,71.20,1068,15
113,0,19824,Craig Barlow,71.24,1496,21
113,0,07941,Mike Grob,71.24,1496,21
115,0,01307,Joel Edwards,71.25,570,8
115,0,12705,Cliff Kresge,71.25,1425,20
117,0,01098,Jay Don Blake,71.28,1283,18
118,0,26420,Richard Johnson,71.32,1355,19
119,0,01723,Andrew Magee,71.35,1641,23
120,0,01249,John Daly,71.36,785,11
120,0,12660,Jesper Parnevik,71.36,785,11
122,0,12662,Thomas Levet,71.38,928,13
123,0,01132,Mark Brooks,71.40,1428,20
124,0,23353,J.J. Henry,71.44,1786,25
125,0,24925,Jonathan Byrd,71.46,1715,24
126,0,20099,Doug Barron,71.47,1215,17
126,0,10107,Deane Pappas,71.47,1072,15
126,0,06581,David Sutherland,71.47,1072,15
129,0,23338,David Gossett,71.48,1787,25
130,0,06034,Marco Dawson,71.50,1287,18
131,0,20574,Mathew Goggin,71.52,1788,25
132,0,20472,Alex Cejka,71.53,1073,15
132,0,01766,Billy Mayfair,71.53,1359,19
134,0,02101,Joey Sindelar,71.55,1431,20
135,0,23135,Tim Clark,71.57,1002,14
136,0,23036,Chris Anderson,71.58,1360,19
136,0,08545,Glen Hnatiuk,71.58,1360,19
136,0,25345,Carl Pettersson,71.58,859,12
139,0,01175,Jim Carter,71.61,1289,18
140,0,01024,Billy Andrade,71.62,1504,21
140,0,24357,K.J. Choi,71.62,931,13
142,0,20436,Garrett Willis,71.65,1218,17
143,0,02170,Hal Sutton,71.67,860,12
144,0,06078,Esteban Toledo,71.69,1147,16
145,0,23125,Brad Elder,71.71,1004,14
146,0,19881,Robert Damron,71.73,1578,22
147,0,23983,Luke Donald,71.76,1507,21
148,0,10565,Ian Leggatt,71.80,718,10
149,0,12755,Vance Veazey,71.83,862,12
150,0,12652,Cameron Beckman,71.86,1509,21
150,0,10201,Matt Gogel,71.86,503,7
152,0,07457,Steve Flesch,71.88,1150,16
152,0,21805,Harrison Frazar,71.88,1222,17
154,0,20566,Kaname Yokoo,71.90,719,10
155,0,22621,Ben Curtis,71.92,863,12
156,0,26489,Cameron Yancey,71.93,1079,15
157,0,20593,Greg Chalmers,72.00,1080,15
157,0,08725,Tom Gillis,72.00,504,7
157,0,22295,Darron Stiles,72.00,1368,19
160,0,01707,Steve Lowery,72.06,1153,16
161,0,10585,Scott McCarron,72.08,865,12
162,0,08633,Per-Ulrik Johansson,72.10,1442,20
163,0,21739,Aaron Barber,72.12,1226,17
164,0,12602,Dean Wilson,72.13,1082,15
165,0,21633,Steve Allan,72.14,505,7
166,0,20121,Todd Fischer,72.20,1805,25
167,0,25031,Andy Miller,72.25,867,12
167,0,06527,Steve Stricker,72.25,1156,16
169,0,20771,Steven Alker,72.32,1374,19
170,0,22046,Geoff Ogilvy,72.39,1303,18
171,0,23621,Rory Sabbatini,72.44,1304,18
171,0,25692,Akio Sadakata,72.44,1159,16
173,0,24356,Jason Buha,72.45,797,11
174,0,23108,Matt Kuchar,72.47,1087,15
175,0,24361,Pat Perez,72.52,1523,21
176,0,01887,Mark O'Meara,72.54,943,13
177,0,01035,Tommy Armour III,72.58,871,12
178,0,06475,Jeff Klein,72.59,1234,17
179,0,01042,Paul Azinger,72.62,944,13
180,0,02049,Gene Sauers,72.63,1380,19
181,0,25450,Ty Tryon,72.71,1018,14
182,0,20568,Anthony Painter,72.74,1673,23
183,0,07101,Dave Stockton Jr.,72.77,1601,22
184,0,23656,Jason Caron,72.79,1019,14
185,0,23177,Kenneth Staton,72.88,1166,16
186,0,26950,John Morgan,72.93,1094,15
187,0,20623,Gavin Coles,73.00,1022,14
188,0,12661,Todd Barranger,73.15,1463,20
189,0,21878,Mark Wilson,73.25,1172,16
190,0,20029,Notah Begay III,74.40,1116,15
