RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
1,0,06567,Vijay Singh,68.80,4059,59
2,0,20127,Chris Riley,69.29,2356,34
3,0,08793,Tiger Woods,69.32,2842,41
4,0,06621,Joe Durant,69.45,2014,29
5,0,01706,Davis Love III,69.54,2434,35
6,0,01945,Kenny Perry,69.57,3270,47
7,0,10885,Robert Allenby,69.58,2296,33
8,0,10809,Jim Furyk,69.79,3001,43
9,0,21805,Harrison Frazar,69.81,1815,26
10,0,20095,Carl Paulson,69.85,1886,27
11,0,01035,Tommy Armour III,69.86,1467,21
12,0,01685,J.L. Lewis,69.90,2097,30
13,0,12510,Chad Campbell,69.91,3216,46
14,0,23552,Hank Kuehne,69.95,1399,20
15,0,10585,Scott McCarron,69.97,2099,30
16,0,19824,Craig Barlow,70.00,1750,25
16,0,20157,Retief Goosen,70.00,2240,32
18,0,08075,Jerry Kelly,70.02,2871,41
19,0,01361,Dan Forsman,70.03,2101,30
19,0,02010,Loren Roberts,70.03,2031,29
19,0,20645,John Senden,70.03,2101,30
19,0,02214,Kirk Triplett,70.03,2031,29
23,0,22046,Geoff Ogilvy,70.07,2032,29
24,0,06251,Chris DiMarco,70.09,2243,32
25,0,23338,David Gossett,70.10,1472,21
26,0,23125,Brad Elder,70.11,631,9
27,0,20121,Todd Fischer,70.14,1543,22
28,0,20229,Stewart Cink,70.16,3017,43
29,0,02239,Scott Verplank,70.17,2526,36
30,0,01553,John Huston,70.18,1965,28
30,0,20548,Hidemichi Tanaka,70.18,2807,40
32,0,07457,Steve Flesch,70.20,2808,40
33,0,02223,Bob Tway,70.22,2528,36
34,0,01320,Bob Estes,70.23,2739,39
35,0,08633,Per-Ulrik Johansson,70.24,2037,29
35,0,12602,Dean Wilson,70.24,1756,25
35,0,21878,Mark Wilson,70.24,1475,21
38,0,20628,Arron Oberholser,70.25,1405,20
39,0,23135,Tim Clark,70.26,1616,23
39,0,06522,Ernie Els,70.26,2389,34
39,0,20094,Jonathan Kaye,70.26,2459,35
42,0,01766,Billy Mayfair,70.28,1757,25
42,0,02104,Jeff Sluman,70.28,2530,36
44,0,10423,Mike Weir,70.29,2390,34
45,0,02101,Joey Sindelar,70.32,1547,22
46,0,12652,Cameron Beckman,70.35,1407,20
46,0,22293,Heath Slocum,70.35,2181,31
48,0,24925,Jonathan Byrd,70.36,1970,28
49,0,01388,Robert Gamez,70.38,2815,40
49,0,10201,Matt Gogel,70.38,1830,26
49,0,07749,Brett Quigley,70.38,2041,29
52,0,01226,Fred Couples,70.39,2182,31
53,0,06643,Paul Goydos,70.41,1901,27
53,0,20663,Brenden Pappas,70.41,2042,29
55,0,02206,David Toms,70.42,2324,33
56,0,02170,Hal Sutton,70.50,1974,28
57,0,22371,Aaron Baddeley,70.52,1481,21
