RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
58,0,01941,Tom Pernice Jr.,70.54,2469,35
59,0,22913,John Rollins,70.56,1764,25
60,0,20098,Stuart Appleby,70.57,2117,30
60,0,01723,Andrew Magee,70.57,1482,21
62,0,01677,Tom Lehman,70.58,1694,24
63,0,20498,Briny Baird,70.60,3036,43
64,0,06332,Neal Lancaster,70.61,1977,28
65,0,24357,K.J. Choi,70.64,2755,39
66,0,01139,Olin Browne,70.65,2402,34
66,0,12782,Tim Herron,70.65,2190,31
66,0,12705,Cliff Kresge,70.65,1837,26
69,0,01024,Billy Andrade,70.67,1908,27
69,0,01378,David Frost,70.67,1484,21
71,0,06004,Stephen Ames,70.68,1767,25
72,0,10860,Justin Leonard,70.69,2050,29
73,0,06515,Shaun Micheel,70.70,1909,27
74,0,23353,J.J. Henry,70.71,1697,24
74,0,10733,Kent Jones,70.71,1485,21
74,0,06078,Esteban Toledo,70.71,1980,28
77,0,21209,Sergio Garcia,70.72,1768,25
78,0,12680,Shigeki Maruyama,70.74,2193,31
78,0,01948,Tim Petrovic,70.74,2476,35
78,0,08375,Paul Stankowski,70.74,1910,27
81,0,12823,Carlos Franco,70.76,2052,29
81,0,25692,Akio Sadakata,70.76,1486,21
83,0,20572,Rod Pampling,70.77,2194,31
84,0,06527,Steve Stricker,70.78,637,9
85,0,01797,Rocco Mediate,70.81,1912,27
85,0,20568,Anthony Painter,70.81,1487,21
87,0,01329,Brad Faxon,70.83,2479,35
88,0,06595,Kevin Sutherland,70.84,2196,31
89,0,08931,Glen Day,70.86,2551,36
89,0,01381,Fred Funk,70.86,3118,44
91,0,12660,Jesper Parnevik,70.88,2268,32
92,0,07721,Pat Bates,70.89,1914,27
93,0,10565,Ian Leggatt,70.90,1489,21
94,0,07867,Woody Austin,70.91,2482,35
94,0,21961,Charles Howell III,70.91,3262,46
96,0,02002,John Riegger,70.92,851,12
97,0,01457,Jay Haas,70.93,2128,30
97,0,01619,Skip Kendall,70.93,2057,29
99,0,23541,Ben Crane,70.96,1774,25
99,0,06573,Brandt Jobe,70.96,1703,24
99,0,23621,Rory Sabbatini,70.96,1774,25
102,0,20029,Notah Begay III,70.97,2200,31
103,0,01707,Steve Lowery,71.00,1775,25
103,0,02246,Duffy Waldorf,71.00,2130,30
105,0,08123,Jeff Brehaut,71.06,2345,33
106,0,01157,Tom Byrum,71.07,1919,27
106,0,20436,Garrett Willis,71.07,1919,27
108,0,23983,Luke Donald,71.08,1777,25
109,0,26420,Richard Johnson,71.11,1351,19
110,0,01666,Bernhard Langer,71.14,1565,22
111,0,20472,Alex Cejka,71.16,1779,25
112,0,01161,Mark Calcavecchia,71.19,1922,27
113,0,01968,Nick Price,71.21,2065,29
114,0,08545,Glen Hnatiuk,71.22,1638,23
114,0,26950,John Morgan,71.22,1638,23
114,0,10107,Deane Pappas,71.22,1282,18
117,0,01938,David Peoples,71.25,1995,28
118,0,20099,Doug Barron,71.27,1568,22
118,0,01928,Corey Pavin,71.27,1853,26
120,0,21633,Steve Allan,71.28,1283,18
121,0,01175,Jim Carter,71.30,1426,20
121,0,19881,Robert Damron,71.30,1640,23
121,0,01307,Joel Edwards,71.30,1426,20
121,0,20573,Scott Laycock,71.30,1426,20
125,0,10425,Jay Williamson,71.40,1785,25
126,0,19825,Darren Clarke,71.41,1214,17
127,0,01569,Peter Jacobsen,71.42,1857,26
128,0,20593,Greg Chalmers,71.45,2072,29
129,0,07101,Dave Stockton Jr.,71.46,929,13
130,0,08725,Tom Gillis,71.48,1787,25
130,0,08339,Spike McRoy,71.48,1787,25
132,0,06617,Brian Henninger,71.50,858,12
133,0,01098,Jay Don Blake,71.56,1145,16
134,0,11032,Frank Lickliter II,71.57,2147,30
135,0,20771,Steven Alker,71.58,1861,26
135,0,23177,Kenneth Staton,71.58,859,12
137,0,08537,J.P. Hayes,71.60,1432,20
138,0,01810,Phil Mickelson,71.61,2005,28
139,0,01475,Donnie Hammond,71.62,1504,21
140,0,07223,Brian Bateman,71.63,1146,16
141,0,01887,Mark O'Meara,71.64,1003,14
141,0,06581,David Sutherland,71.64,1576,22
143,0,08337,Mike Heinen,71.65,1218,17
143,0,20634,Peter Lonard,71.65,2436,34
143,0,25345,Carl Pettersson,71.65,1648,23
143,0,22548,Patrick Sheehan,71.65,1863,26
147,0,01042,Paul Azinger,71.67,1505,21
147,0,24356,Jason Buha,71.67,1075,15
147,0,12662,Thomas Levet,71.67,1505,21
150,0,06034,Marco Dawson,71.68,1362,19
151,0,23036,Chris Anderson,71.72,1793,25
151,0,25031,Andy Miller,71.72,1291,18
151,0,22295,Darron Stiles,71.72,2080,29
154,0,01577,Lee Janzen,71.73,1865,26
155,0,07941,Mike Grob,71.74,1363,19
155,0,02049,Gene Sauers,71.74,1363,19
157,0,21739,Aaron Barber,71.75,1722,24
158,0,11011,Mike Sposa,71.81,1149,16
159,0,12755,Vance Veazey,71.86,1509,21
160,0,21806,Paul Gow,71.90,1438,20
160,0,10213,Dicky Pride,71.90,1510,21
162,0,23614,Rich Beem,71.92,1870,26
162,0,20940,Kenichi Kuboya,71.92,1726,24
164,0,06575,Dudley Hart,71.93,1007,14
165,0,19846,Brian Gay,72.00,2160,30
165,0,12645,Brent Geiberger,72.00,1152,16
165,0,08547,John Maginnes,72.00,1728,24
165,0,01761,Len Mattiace,72.00,2088,29
169,0,19972,José Coceres,72.04,1873,26
169,0,24361,Pat Perez,72.04,1657,23
171,0,01132,Mark Brooks,72.05,1441,20
172,0,10912,Craig Perks,72.14,1587,22
173,0,01724,Jeff Maggert,72.18,1588,22
174,0,23034,Brent Schwarzrock,72.19,1155,16
175,0,22892,Jason Gore,72.20,1083,15
176,0,06809,Bob Burns,72.38,1158,16
176,0,20574,Mathew Goggin,72.38,1158,16
176,0,02106,Chris Smith,72.38,1520,21
179,0,20623,Gavin Coles,72.44,1159,16
180,0,22621,Ben Curtis,72.50,1450,20
181,0,23656,Jason Caron,72.56,1161,16
182,0,23108,Matt Kuchar,72.75,1164,16
183,0,24502,Adam Scott,72.78,1310,18
184,0,20566,Kaname Yokoo,72.80,728,10
185,0,01249,John Daly,73.07,1023,14
186,0,12388,Michael Clark II,73.50,882,12
187,0,06475,Jeff Klein,73.54,956,13
188,0,26489,Cameron Yancey,73.64,1031,14
189,0,12661,Todd Barranger,73.86,1034,14
190,0,25450,Ty Tryon,74.56,671,9
