RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
1,0,28089,Jason Day,102.51,798,38,780
2,0,21528,Henrik Stenson,102.36,594,26,582
3,0,24361,Pat Perez,101.83,1146,50,1117
4,0,23108,Matt Kuchar,101.77,1071,36,1054
5,0,34265,Will Wilcox,101.72,583,24,569
6,0,20396,Lee Westwood,101.63,429,21,415
7,0,25834,Daniel Summerhays,101.55,1222,47,1194
8,0,33413,Ben Martin,101.30,1078,41,1051
9,0,36689,Brooks Koepka,101.26,870,37,844
10,0,20593,Greg Chalmers,101.21,495,19,482
10,0,24494,Erik Compton,101.21,989,29,972
12,0,22056,Cameron Percy,101.19,840,30,820
13,0,24140,Sean O'Hair,101.15,1134,45,1102
14,0,02206,David Toms,101.13,793,28,774
15,0,34098,Russell Henley,101.08,926,37,899
16,0,25562,Andres Romero,101.07,749,28,729
17,0,25892,Steve Wheatcroft,101.01,989,40,959
18,0,29420,Billy Horschel,100.96,1043,44,1009
19,0,34256,Andrew Putnam,100.93,754,27,734
20,0,23983,Luke Donald,100.92,760,32,735
21,0,27649,Brandt Snedeker,100.89,1014,37,986
21,0,34046,Jordan Spieth,100.89,899,38,869
23,0,01810,Phil Mickelson,100.81,745,24,727
23,0,25632,Jimmy Walker,100.81,868,29,846
25,0,35451,Scott Pinckney,100.78,1031,38,1001
26,0,34099,Harris English,100.75,1198,37,1170
26,0,32102,Rickie Fowler,100.75,795,22,779
28,0,26951,Johnson Wagner,100.74,813,27,792
29,0,27895,Jonas Blixt,100.68,740,27,718
29,0,29478,Kevin Kisner,100.68,1314,36,1287
31,0,40058,Zac Blair,100.65,1230,45,1193
32,0,26300,Matt Jones,100.64,944,40,910
33,0,34360,Patrick Reed,100.57,1044,38,1012
34,0,25274,Steven Bowditch,100.56,1246,48,1205
35,0,23623,Bo Van Pelt,100.55,917,30,892
36,0,32640,Troy Merritt,100.53,1123,39,1090
37,0,26758,David Hearn,100.52,1154,34,1126
38,0,32839,Hideki Matsuyama,100.51,977,31,951
39,0,30711,Colt Knost,100.48,1049,37,1017
40,0,27214,Kevin Streelman,100.47,1060,33,1032
40,0,30927,Brendon Todd,100.47,1061,32,1034
42,0,25364,Paul Casey,100.46,879,31,852
43,0,24507,Jason Bohn,100.41,1221,38,1188
44,0,23320,Ryan Palmer,100.40,751,17,737
45,0,34264,Hudson Swafford,100.34,1177,41,1140
46,0,34174,John Huh,100.33,1219,41,1182
47,0,26289,Boo Weekley,100.31,974,30,947
48,0,29926,Danny Lee,100.29,1362,45,1321
49,0,32448,James Hahn,100.27,1114,42,1075
49,0,31557,Jim Herman,100.27,1091,35,1059
51,0,10809,Jim Furyk,100.26,756,19,739
52,0,25369,Jamie Donaldson,100.22,445,16,430
52,0,29222,Billy Hurley III,100.22,893,23,872
52,0,25345,Carl Pettersson,100.22,1339,38,1304
55,0,23621,Rory Sabbatini,100.21,938,33,907
56,0,27936,Martin Laird,100.19,1027,32,997
56,0,23800,Bryce Molder,100.19,1070,34,1038
56,0,28475,Jeff Overton,100.19,1047,24,1025
59,0,33419,Cameron Tringale,100.18,1132,41,1093
60,0,28500,Martin Flores,100.17,1154,44,1112
61,0,36699,Patrick Rodgers,100.15,659,19,641
62,0,24846,Ricky Barnes,100.11,901,26,876
63,0,28679,Fabián Gómez,100.10,980,35,946
63,0,35539,Luke Guthrie,100.10,974,38,937
63,0,24924,Bill Haas,100.10,1034,28,1007
66,0,27644,Brian Harman,100.09,1114,38,1077
67,0,31416,Derek Fathauer,100.00,922,26,896
67,0,33399,Adam Hadwin,100.00,1141,38,1103
67,0,33122,Russell Knox,100.00,1243,42,1201
67,0,34409,David Lingmerth,100.00,1013,28,985
67,0,24781,Hunter Mahan,100.00,898,26,872
67,0,24138,Ian Poulter,100.00,673,25,648
67,0,20645,John Senden,100.00,741,18,723
74,0,21961,Charles Howell III,99.93,1458,47,1410
75,0,29725,Tony Finau,99.92,1327,47,1279
76,0,32366,Kevin Chappell,99.91,1053,33,1019
77,0,25396,Kevin Na,99.90,1004,33,970
77,0,29425,Andrew Svoboda,99.90,996,36,959
79,0,20229,Stewart Cink,99.89,943,41,901
80,0,30925,Dustin Johnson,99.87,753,20,732
81,0,12510,Chad Campbell,99.85,1315,39,1274
82,0,29720,Andres Gonzales,99.82,1092,37,1053
82,0,35541,John Peterson,99.82,1115,27,1086
82,0,31560,Brian Stuard,99.82,1108,32,1074
85,0,27963,Chris Stroud,99.80,982,33,947
86,0,22371,Aaron Baddeley,99.78,898,27,869
86,0,25720,Chad Collins,99.78,902,23,877
88,0,37454,Whee Kim,99.75,795,26,767
89,0,25804,Bubba Watson,99.74,766,12,752
89,0,31323,Gary Woodland,99.74,765,23,740
91,0,24024,Zach Johnson,99.70,989,32,954
91,0,34431,Robert Streb,99.70,1338,38,1296
93,0,33141,Keegan Bradley,99.67,910,28,879
93,0,29535,Brice Garnett,99.67,917,31,883
95,0,35545,Blayne Barber,99.66,871,20,848
95,0,25818,Scott Piercy,99.66,1181,44,1133
97,0,23638,Brendon de Jonge,99.62,1321,32,1284
98,0,24490,George McNeill,99.60,1242,33,1204
99,0,34262,Jon Curran,99.57,941,27,910
100,0,26329,Louis Oosthuizen,99.56,677,25,649
101,0,30852,Ryo Ishikawa,99.54,1078,37,1036
102,0,25198,Francesco Molinari,99.53,632,12,617
103,0,30946,Alex Prugh,99.52,1041,21,1015
104,0,28259,Sangmoon Bae,99.50,1203,34,1163
105,0,33486,Roger Sloan,99.49,590,15,572
106,0,20472,Alex Cejka,99.48,1146,27,1113
107,0,32150,Michael Thompson,99.44,1078,39,1033
108,0,22046,Geoff Ogilvy,99.43,524,19,502
109,0,33667,Carlos Ortiz,99.41,1187,39,1141
110,0,24357,K.J. Choi,99.38,800,19,776
111,0,20848,Ángel Cabrera,99.37,634,18,612
112,0,27436,Graham DeLaet,99.36,776,17,754
112,0,33418,Shawn Stefani,99.36,1251,30,1213
114,0,34563,Chesson Hadley,99.35,1234,33,1193
115,0,30736,Oscar Fraustro,99.32,586,12,570
116,0,27466,Spencer Levin,99.26,1213,32,1172
117,0,35532,Tom Hoge,99.22,897,25,865
118,0,36801,Mark Hubbard,99.21,882,27,848
119,0,23048,Eric Axley,99.19,616,15,596
119,0,33448,Justin Thomas,99.19,1360,31,1318
121,0,40026,Daniel Berger,99.16,1192,30,1152
121,0,25240,D.A. Points,99.16,832,22,803
121,0,29518,Brendan Steele,99.16,1070,28,1033
124,0,29479,Scott Brown,99.15,1180,31,1139
124,0,37273,Derek Ernst,99.15,936,25,903
124,0,22892,Jason Gore,99.15,825,23,795
127,0,27770,Camilo Villegas,99.14,1048,48,991
128,0,25493,Nick Taylor,99.12,1141,30,1101
129,0,20771,Steven Alker,99.04,732,14,711
129,0,27064,Jhonattan Vegas,99.04,1044,34,1000
131,0,28132,Tyrone Van Aswegen,99.02,613,12,595
132,0,30926,Chris Kirk,99.00,804,19,777
133,0,12716,Charley Hoffman,98.98,1077,30,1036
134,0,30944,Jason Kokrak,98.96,1158,33,1113
134,0,29289,S.Y. Noh,98.96,766,21,737
136,0,08075,Jerry Kelly,98.94,942,28,904
137,0,24925,Jonathan Byrd,98.92,739,24,707
137,0,31202,William McGirt,98.92,1393,32,1346
139,0,21878,Mark Wilson,98.89,1166,35,1118
140,0,32200,Roberto Castro,98.86,526,12,508
140,0,23353,J.J. Henry,98.86,1145,27,1105
140,0,39977,Max Homa,98.86,879,19,850
143,0,10860,Justin Leonard,98.82,760,17,734
144,0,23541,Ben Crane,98.80,747,21,717
144,0,21753,Brian Davis,98.80,1004,28,964
146,0,34358,Jonathan Randolph,98.75,802,23,769
147,0,20104,Ken Duke,98.74,1111,29,1068
148,0,27141,J.B. Holmes,98.72,935,24,899
149,0,34261,Scott Langley,98.68,1135,23,1097
150,0,27095,Nick Watney,98.64,1178,34,1128
151,0,26476,Chez Reavie,98.63,732,18,704
152,0,26596,Ryan Moore,98.62,868,21,835
153,0,25349,Tim Wilkinson,98.58,846,24,810
154,0,33461,Morgan Hoffmann,98.57,976,24,938
155,0,20157,Retief Goosen,98.50,865,18,834
156,0,23548,Bill Lunde,98.48,527,16,503
157,0,29223,Sam Saunders,98.47,914,23,877
158,0,28307,Matt Every,98.35,788,15,760
158,0,28780,Nicholas Thompson,98.35,1030,35,978
160,0,21209,Sergio Garcia,98.31,533,23,501
161,0,10885,Robert Allenby,98.30,764,16,735
162,0,25686,Jason Dufner,98.13,695,23,659
163,0,29476,Kyle Reifers,98.07,1140,29,1089
164,0,26331,Charl Schwartzel,98.05,616,13,591
165,0,24358,Robert Garrigus,98.00,800,11,773
166,0,22405,Justin Rose,97.99,696,16,666
167,0,22293,Heath Slocum,97.89,570,14,544
168,0,26851,Marc Leishman,97.82,780,15,748
169,0,34130,Sung Joon Park,97.76,938,15,902
