RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,06527,Steve Stricker,95.45,105,110,-0.67
2,0,10423,Mike Weir,94.67,142,150,-0.62
3,0,10649,Tom Scherrer,93.83,76,81,-0.59
4,0,20105,Jeff Gove,93.75,75,80,-0.56
5,0,01677,Tom Lehman,93.67,74,79,-0.58
6,0,07867,Woody Austin,93.24,207,222,-0.57
7,0,22378,Trevor Immelman,93.18,82,88,-0.51
8,0,10875,Todd Demsey,92.99,146,157,-0.63
9,0,23788,D.J. Trahan,92.89,196,211,-0.55
10,0,23623,Bo Van Pelt,92.76,205,221,-0.59
10,0,26289,Boo Weekley,92.76,141,152,-0.58
12,0,22892,Jason Gore,92.68,190,205,-0.57
13,0,01766,Billy Mayfair,92.67,177,191,-0.52
14,0,06595,Kevin Sutherland,92.65,189,204,-0.60
15,0,20623,Gavin Coles,92.54,62,67,-0.52
16,0,09011,David Duval,92.50,74,80,-0.47
16,0,06567,Vijay Singh,92.50,185,200,-0.64
18,0,02223,Bob Tway,92.38,97,105,-0.62
19,0,01226,Fred Couples,92.36,133,144,-0.73
20,0,24490,George McNeill,92.24,202,219,-0.65
21,0,01810,Phil Mickelson,92.09,163,177,-0.64
22,0,08537,J.P. Hayes,92.04,104,113,-0.49
23,0,20098,Stuart Appleby,91.97,126,137,-0.59
24,0,01948,Tim Petrovic,91.72,155,169,-0.57
25,0,01139,Olin Browne,91.57,76,83,-0.34
25,0,24449,Parker McLachlin,91.57,152,166,-0.64
27,0,22046,Geoff Ogilvy,91.35,95,104,-0.55
28,0,10809,Jim Furyk,91.22,135,148,-0.67
29,0,10505,Shane Bertsch,91.18,124,136,-0.54
30,0,12680,Shigeki Maruyama,91.14,72,79,-0.64
31,0,27936,Martin Laird,91.10,215,236,-0.63
32,0,01161,Mark Calcavecchia,91.06,112,123,-0.63
33,0,26500,Alejandro Cañizares,91.03,71,78,-0.55
34,0,24924,Bill Haas,90.98,222,244,-0.64
35,0,21959,Ted Purdy,90.97,141,155,-0.54
36,0,23125,Brad Elder,90.83,99,109,-0.55
37,0,22548,Patrick Sheehan,90.80,158,174,-0.55
38,0,26695,Michael Letzig,90.76,167,184,-0.65
39,0,23353,J.J. Henry,90.61,164,181,-0.54
40,0,27770,Camilo Villegas,90.54,134,148,-0.73
41,0,21805,Harrison Frazar,90.50,162,179,-0.53
42,0,01945,Kenny Perry,90.43,208,230,-0.59
42,0,24502,Adam Scott,90.43,85,94,-0.75
44,0,01706,Davis Love III,90.38,141,156,-0.64
45,0,20663,Brenden Pappas,90.37,122,135,-0.72
46,0,25349,Tim Wilkinson,90.36,150,166,-0.61
47,0,01313,Steve Elkington,90.30,149,165,-0.47
48,0,25804,Bubba Watson,90.20,221,245,-0.62
49,0,06251,Chris DiMarco,90.07,127,141,-0.60
50,0,27933,John Merrick,90.05,172,191,-0.58
51,0,11032,Frank Lickliter II,90.04,217,241,-0.55
52,0,23135,Tim Clark,89.92,107,119,-0.53
52,0,28158,Steve Marino,89.92,214,238,-0.57
54,0,24227,Justin Bolli,89.86,124,138,-0.58
55,0,08075,Jerry Kelly,89.76,114,127,-0.63
56,0,07457,Steve Flesch,89.74,140,156,-0.66
57,0,21350,Ryuji Imada,89.73,131,146,-0.58
58,0,26631,Cody Freeman,89.72,96,107,-0.51
59,0,24357,K.J. Choi,89.66,104,116,-0.64
60,0,28780,Nicholas Thompson,89.49,247,276,-0.60
61,0,21209,Sergio Garcia,89.47,119,133,-0.66
61,0,07547,Craig Kanada,89.47,68,76,-0.53
63,0,06197,Michael Allen,89.44,144,161,-0.65
63,0,06621,Joe Durant,89.44,161,180,-0.50
65,0,01724,Jeff Maggert,89.42,169,189,-0.50
66,0,10885,Robert Allenby,89.39,177,198,-0.55
66,0,25396,Kevin Na,89.39,177,198,-0.65
66,0,23797,Brett Rumford,89.39,118,132,-0.62
69,0,22371,Aaron Baddeley,89.38,143,160,-0.63
69,0,10733,Kent Jones,89.38,101,113,-0.59
71,0,23108,Matt Kuchar,89.31,117,131,-0.56
72,0,06643,Paul Goydos,89.26,108,121,-0.55
73,0,20104,Ken Duke,89.25,191,214,-0.57
74,0,01320,Bob Estes,89.24,141,158,-0.48
75,0,19846,Brian Gay,89.22,91,102,-0.67
76,0,23540,Jason Allred,89.15,115,129,-0.63
77,0,12510,Chad Campbell,89.14,156,175,-0.76
78,0,20443,Jin Park,89.11,90,101,-0.50
79,0,22621,Ben Curtis,89.09,98,110,-0.65
80,0,01928,Corey Pavin,89.06,57,64,-0.49
81,0,23621,Rory Sabbatini,89.02,146,164,-0.62
82,0,20498,Briny Baird,88.95,161,181,-0.60
83,0,26300,Matt Jones,88.94,193,217,-0.61
84,0,23325,Vaughn Taylor,88.89,136,153,-0.50
85,0,23614,Rich Beem,88.76,158,178,-0.59
86,0,25364,Paul Casey,88.75,71,80,-0.48
87,0,24024,Zach Johnson,88.74,134,151,-0.50
88,0,12823,Carlos Franco,88.73,126,142,-0.67
89,0,25900,Lucas Glover,88.72,173,195,-0.62
90,0,22582,Kyle Thompson,88.68,94,106,-0.60
91,0,06575,Dudley Hart,88.57,93,105,-0.56
92,0,06004,Stephen Ames,88.52,108,122,-0.60
93,0,24925,Jonathan Byrd,88.50,177,200,-0.62
94,0,26668,Marc Turnesa,88.46,115,130,-0.66
95,0,20572,Rod Pampling,88.40,160,181,-0.54
96,0,20850,Daniel Chopra,88.32,174,197,-0.60
97,0,22913,John Rollins,88.30,166,188,-0.55
98,0,21753,Brian Davis,88.29,196,222,-0.57
99,0,20382,Stephen Leaney,88.24,45,51,-0.47
99,0,24781,Hunter Mahan,88.24,135,153,-0.60
101,0,23409,James Driscoll,88.18,179,203,-0.63
102,0,24138,Ian Poulter,88.14,52,59,-0.58
103,0,20127,Chris Riley,88.10,74,84,-0.57
104,0,01577,Lee Janzen,88.06,118,134,-0.52
104,0,25190,Jeff Quinney,88.06,118,134,-0.54
106,0,23778,Brad Adamonis,88.04,162,184,-0.61
107,0,24912,Will MacKenzie,88.03,103,117,-0.58
108,0,29718,Anthony Kim,88.02,147,167,-0.64
108,0,27120,Troy Matteson,88.02,191,217,-0.60
110,0,20634,Peter Lonard,87.97,139,158,-0.65
111,0,27141,J.B. Holmes,87.92,211,240,-0.61
112,0,01941,Tom Pernice Jr.,87.89,167,190,-0.63
