RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,21209,Sergio Garcia,64.7,22,34,-6.00
2,0,12782,Tim Herron,57.9,44,76,-10.00
3,0,27214,Kevin Streelman,57.8,37,64,-2.00
3,0,06595,Kevin Sutherland,57.8,48,83,-12.00
5,0,24357,K.J. Choi,57.5,23,40,-6.00
6,0,24781,Hunter Mahan,57.1,24,42,-5.00
7,0,10885,Robert Allenby,56.5,39,69,-9.00
7,0,20098,Stuart Appleby,56.5,35,62,-5.00
9,0,06573,Brandt Jobe,56.4,22,39,-2.00
10,0,20229,Stewart Cink,56.3,27,48,-3.00
11,0,10425,Jay Williamson,56.0,28,50,E
12,0,06527,Steve Stricker,55.8,29,52,-10.00
13,0,22046,Geoff Ogilvy,55.6,25,45,-10.00
14,0,08931,Glen Day,55.2,16,29,E
15,0,22913,John Rollins,54.5,24,44,-4.00
16,0,23778,Brad Adamonis,54.4,37,68,-6.00
16,0,01766,Billy Mayfair,54.4,31,57,-5.00
18,0,20645,John Senden,54.2,26,48,-2.00
19,0,06567,Vijay Singh,54.1,20,37,-2.00
20,0,11032,Frank Lickliter II,54.0,47,87,-17.00
21,0,26668,Marc Turnesa,53.6,30,56,-7.00
22,0,28089,Jason Day,53.2,41,77,-11.00
23,0,21805,Harrison Frazar,53.1,26,49,-3.00
24,0,20574,Mathew Goggin,52.9,27,51,+1.00
24,0,26679,Kevin Stadler,52.9,37,70,-5.00
26,0,27933,John Merrick,52.7,29,55,-5.00
27,0,25364,Paul Casey,52.6,10,19,-3.00
28,0,25345,Carl Pettersson,52.2,47,90,-10.00
29,0,12652,Cameron Beckman,51.9,28,54,-2.00
29,0,23541,Ben Crane,51.9,27,52,-5.00
31,0,20766,Padraig Harrington,51.7,15,29,-6.00
31,0,01948,Tim Petrovic,51.7,31,60,E
33,0,06575,Dudley Hart,51.6,33,64,-3.00
34,0,22378,Trevor Immelman,51.4,18,35,-6.00
34,0,22806,Doug LaBelle II,51.4,18,35,-2.00
36,0,26300,Matt Jones,51.3,40,78,-6.00
37,0,23353,J.J. Henry,51.2,42,82,-4.00
38,0,23797,Brett Rumford,51.0,26,51,-4.00
39,0,23540,Jason Allred,50.9,27,53,-2.00
39,0,22371,Aaron Baddeley,50.9,29,57,-9.00
39,0,24358,Robert Garrigus,50.9,29,57,-7.00
39,0,12705,Cliff Kresge,50.9,27,53,-2.00
39,0,27095,Nick Watney,50.9,29,57,-4.00
44,0,20850,Daniel Chopra,50.8,30,59,-8.00
45,0,10423,Mike Weir,50.7,34,67,-10.00
46,0,23718,Nathan Green,50.6,44,87,-12.00
46,0,22548,Patrick Sheehan,50.6,40,79,-3.00
46,0,24663,Y.E. Yang,50.6,42,83,-6.00
49,0,06004,Stephen Ames,50.0,27,54,-7.00
49,0,01161,Mark Calcavecchia,50.0,20,40,-3.00
49,0,12823,Carlos Franco,50.0,31,62,-8.00
49,0,20378,Mathias Grönberg,50.0,30,60,+2.00
49,0,24924,Bill Haas,50.0,37,74,-11.00
49,0,24912,Will MacKenzie,50.0,21,42,-4.00
49,0,24361,Pat Perez,50.0,30,60,-3.00
49,0,25804,Bubba Watson,50.0,27,54,-9.00
57,0,28158,Steve Marino,49.4,41,83,-9.00
57,0,24449,Parker McLachlin,49.4,39,79,-8.00
59,0,21753,Brian Davis,49.3,36,73,-5.00
60,0,25900,Lucas Glover,49.2,30,61,-8.00
60,0,22892,Jason Gore,49.2,31,63,-2.00
62,0,08075,Jerry Kelly,49.1,26,53,-6.00
63,0,07749,Brett Quigley,49.0,25,51,-8.00
63,0,26476,Chez Reavie,49.0,25,51,-1.00
63,0,25349,Tim Wilkinson,49.0,24,49,-6.00
66,0,27141,J.B. Holmes,48.9,23,47,+1.00
66,0,01810,Phil Mickelson,48.9,23,47,-7.00
68,0,25842,Jon Mills,48.7,37,76,-2.00
69,0,27561,Nick Flanagan,48.4,31,64,-1.00
69,0,26695,Michael Letzig,48.4,15,31,-3.00
71,0,01797,Rocco Mediate,48.2,27,56,-3.00
72,0,20848,Ángel Cabrera,48.0,12,25,-4.00
72,0,21961,Charles Howell III,48.0,36,75,-10.00
74,0,01724,Jeff Maggert,47.9,23,48,-3.00
75,0,21633,Steve Allan,47.4,18,38,-1.00
75,0,24490,George McNeill,47.4,36,76,-1.00
77,0,26631,Cody Freeman,47.2,25,53,-5.00
77,0,12680,Shigeki Maruyama,47.2,17,36,-1.00
77,0,12660,Jesper Parnevik,47.2,25,53,-9.00
77,0,27770,Camilo Villegas,47.2,25,53,-2.00
81,0,10875,Todd Demsey,47.1,24,51,-2.00
82,0,20498,Briny Baird,47.0,31,66,-4.00
83,0,01142,Bart Bryant,46.9,15,32,-2.00
83,0,06522,Ernie Els,46.9,15,32,-3.00
83,0,12602,Dean Wilson,46.9,23,49,-5.00
86,0,06197,Michael Allen,46.7,21,45,-4.00
87,0,20433,Mark Hensby,46.6,27,58,-6.00
87,0,27120,Troy Matteson,46.6,41,88,-8.00
89,0,01320,Bob Estes,46.3,25,54,-5.00
90,0,21461,Kenneth Ferrie,46.2,24,52,-5.00
91,0,27936,Martin Laird,45.9,28,61,-9.00
92,0,01139,Olin Browne,45.8,11,24,-3.00
93,0,20623,Gavin Coles,45.5,10,22,-5.00
93,0,23621,Rory Sabbatini,45.5,20,44,-2.00
93,0,20160,Charlie Wi,45.5,25,55,-4.00
96,0,07867,Woody Austin,45.2,33,73,-10.00
96,0,01945,Kenny Perry,45.2,28,62,-8.00
96,0,10649,Tom Scherrer,45.2,19,42,-6.00
99,0,01388,Robert Gamez,44.9,22,49,-5.00
100,0,02223,Bob Tway,44.7,17,38,-6.00
101,0,23157,Richard Johnson,44.4,28,63,-2.00
101,0,10585,Scott McCarron,44.4,16,36,E
103,0,01035,Tommy Armour III,44.2,19,43,-4.00
103,0,22348,Nick O'Hern,44.2,19,43,-4.00
105,0,01024,Billy Andrade,44.0,22,50,-2.00
106,0,10809,Jim Furyk,43.9,25,57,-4.00
107,0,01577,Lee Janzen,43.8,21,48,+1.00
107,0,24138,Ian Poulter,43.8,14,32,-3.00
109,0,27963,Chris Stroud,43.6,24,55,-3.00
110,0,06621,Joe Durant,43.5,20,46,-4.00
110,0,30925,Dustin Johnson,43.5,30,69,-4.00
112,0,23320,Ryan Palmer,43.4,23,53,-4.00
113,0,23614,Rich Beem,43.1,25,58,-1.00
113,0,25396,Kevin Na,43.1,31,72,-4.00
113,0,22293,Heath Slocum,43.1,22,51,E
116,0,23048,Eric Axley,43.0,34,79,-7.00
116,0,28475,Jeff Overton,43.0,34,79,-5.00
118,0,10860,Justin Leonard,42.9,21,49,-7.00
118,0,21959,Ted Purdy,42.9,24,56,-2.00
118,0,02002,John Riegger,42.9,12,28,-3.00
118,0,24502,Adam Scott,42.9,9,21,-1.00
122,0,20663,Brenden Pappas,42.6,20,47,E
123,0,10733,Kent Jones,42.4,14,33,E
123,0,21949,Joe Ogilvie,42.4,25,59,-4.00
123,0,20572,Rod Pampling,42.4,25,59,-2.00
123,0,01941,Tom Pernice Jr.,42.4,28,66,-4.00
127,0,06034,Marco Dawson,42.2,19,45,-2.00
127,0,09011,David Duval,42.2,19,45,-1.00
129,0,01553,John Huston,41.9,13,31,-2.00
130,0,07457,Steve Flesch,41.7,25,60,+2.00
130,0,20634,Peter Lonard,41.7,20,48,-2.00
132,0,24140,Sean O'Hair,41.5,22,53,-5.00
133,0,25190,Jeff Quinney,41.1,23,56,-3.00
134,0,06643,Paul Goydos,41.0,16,39,-2.00
135,0,20472,Alex Cejka,40.9,18,44,-2.00
135,0,20105,Jeff Gove,40.9,9,22,-4.00
137,0,29718,Anthony Kim,40.7,24,59,-5.00
138,0,25594,Travis Perkins,40.6,13,32,-2.00
139,0,23325,Vaughn Taylor,40.5,30,74,-4.00
140,0,24227,Justin Bolli,40.4,21,52,-6.00
140,0,12716,Charley Hoffman,40.4,19,47,-4.00
140,0,23108,Matt Kuchar,40.4,21,52,-4.00
143,0,23623,Bo Van Pelt,40.3,25,62,-1.00
144,0,23409,James Driscoll,40.0,30,75,-10.00
144,0,30750,Tommy Gainey,40.0,14,35,E
144,0,26951,Johnson Wagner,40.0,22,55,-6.00
147,0,25720,Chad Collins,39.7,23,58,-4.00
148,0,01313,Steve Elkington,39.5,17,43,-3.00
149,0,20382,Stephen Leaney,39.4,13,33,-2.00
150,0,01928,Corey Pavin,39.3,11,28,-4.00
151,0,24925,Jonathan Byrd,39.2,20,51,-3.00
152,0,08845,Scott Sterling,39.1,18,46,-2.00
153,0,26596,Ryan Moore,39.0,16,41,E
154,0,23788,D.J. Trahan,38.8,19,49,E
155,0,26500,Alejandro Cañizares,38.7,12,31,-1.00
156,0,19846,Brian Gay,38.3,18,47,-4.00
157,0,27613,David Lutterus,38.0,19,50,+2.00
158,0,01226,Fred Couples,37.8,14,37,-2.00
158,0,23497,Tag Ridings,37.8,17,45,-2.00
160,0,01677,Tom Lehman,37.1,13,35,E
161,0,20443,Jin Park,37.0,17,46,+2.00
162,0,01707,Steve Lowery,36.9,24,65,-7.00
163,0,28780,Nicholas Thompson,36.8,25,68,-4.00
164,0,21350,Ryuji Imada,36.5,19,52,-5.00
164,0,01706,Davis Love III,36.5,19,52,-3.00
166,0,22582,Kyle Thompson,36.4,16,44,+1.00
167,0,23125,Brad Elder,36.2,17,47,-2.00
168,0,12309,Bob Sowards,36.0,18,50,-3.00
169,0,26420,Richard Johnson,35.7,10,28,-1.00
169,0,24024,Zach Johnson,35.7,10,28,E
171,0,23349,Charles Warren,35.4,17,48,-2.00
172,0,12510,Chad Campbell,35.1,20,57,-1.00
173,0,12826,Paul Claxton,34.8,8,23,-2.00
174,0,02239,Scott Verplank,34.4,11,32,-1.00
175,0,06012,Greg Kraft,34.2,13,38,-2.00
176,0,25632,Jimmy Walker,34.1,14,41,-4.00
176,0,26289,Boo Weekley,34.1,14,41,-1.00
178,0,27649,Brandt Snedeker,34.0,16,47,-4.00
178,0,21878,Mark Wilson,34.0,17,50,-6.00
180,0,23135,Tim Clark,33.3,17,51,-1.00
180,0,22621,Ben Curtis,33.3,15,45,-5.00
180,0,08537,J.P. Hayes,33.3,14,42,E
180,0,07547,Craig Kanada,33.3,12,36,-3.00
180,0,06090,Jim McGovern,33.3,13,39,-1.00
180,0,25562,Andres Romero,33.3,15,45,-3.00
186,0,06251,Chris DiMarco,32.7,18,55,-2.00
186,0,21731,Freddie Jacobson,32.7,18,55,-1.00
188,0,27060,John Mallinger,30.9,17,55,-2.00
189,0,19913,Ron Whittaker,30.8,8,26,E
190,0,20104,Ken Duke,30.3,20,66,-7.00
191,0,19803,Ryan Armour,29.8,14,47,+1.00
192,0,02206,David Toms,28.9,11,38,-1.00
193,0,20157,Retief Goosen,28.6,12,42,-2.00
193,0,01473,Todd Hamilton,28.6,16,56,-3.00
195,0,10505,Shane Bertsch,27.5,14,51,E
196,0,20127,Chris Riley,23.1,6,26,+1.00
197,0,08385,Omar Uresti,22.6,7,31,-3.00
