RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,31416,Derek Fathauer,156.2,3143144000,559
2,0,28087,Kris Blanks,156.4,2898895000,515
3,0,01035,Tommy Armour III,156.9,3382754000,599
4,0,26679,Kevin Stadler,157.3,3583492000,633
5,0,06567,Vijay Singh,157.9,3246310000,571
6,0,06012,Greg Kraft,158.3,2717918000,477
7,0,06621,Joe Durant,158.4,2908109000,510
8,0,01226,Fred Couples,158.5,2528188000,443
8,0,10117,Bob Heintz,158.5,3360018000,589
10,0,26881,Jarrod Lyle,158.6,3527929000,618
10,0,08845,Scott Sterling,158.6,2695222000,472
12,0,21949,Joe Ogilvie,158.9,4872679000,852
12,0,22548,Patrick Sheehan,158.9,2654850000,464
14,0,26300,Matt Jones,159.1,2984203000,521
15,0,27683,Leif Olson,159.3,2603592000,454
16,0,10425,Jay Williamson,159.4,3855517000,672
17,0,02214,Kirk Triplett,159.5,3640240000,634
17,0,25919,Brian Vranesh,159.5,2795792000,487
19,0,22295,Darron Stiles,159.6,2682743000,467
20,0,01945,Kenny Perry,159.7,4824016000,839
21,0,30925,Dustin Johnson,159.8,3985688000,693
22,0,23135,Tim Clark,159.9,3845240000,668
23,0,21805,Harrison Frazar,160.0,5305863000,921
24,0,01724,Jeff Maggert,160.1,4834643000,839
24,0,22293,Heath Slocum,160.1,5738940000,996
26,0,06004,Stephen Ames,160.2,3576202000,620
26,0,27120,Troy Matteson,160.2,5887861000,1021
26,0,23497,Tag Ridings,160.2,2658064000,461
29,0,12782,Tim Herron,160.4,5288428000,916
30,0,30711,Colt Knost,160.5,3680558000,637
30,0,22046,Geoff Ogilvy,160.5,3692127000,639
30,0,25818,Scott Piercy,160.5,4819895000,834
33,0,28118,Peter Tomasulo,160.6,2913211000,504
34,0,10860,Justin Leonard,160.7,4988218000,862
35,0,21959,Ted Purdy,160.8,5549944000,959
35,0,26476,Chez Reavie,160.8,4868749000,841
35,0,31323,Gary Woodland,160.8,2176731000,376
38,0,07223,Brian Bateman,160.9,3202783000,553
38,0,01473,Todd Hamilton,160.9,4321372000,746
40,0,26498,Matt Weibring,161.0,3529534000,609
41,0,20850,Daniel Chopra,161.1,5092811000,878
42,0,06197,Michael Allen,161.2,3860026000,665
42,0,01577,Lee Janzen,161.2,4021654000,693
42,0,01706,Davis Love III,161.2,5106167000,880
45,0,01797,Rocco Mediate,161.4,4357527000,750
45,0,25190,Jeff Quinney,161.4,4606867000,793
47,0,24507,Jason Bohn,161.5,5481459000,943
47,0,08931,Glen Day,161.5,4395847000,756
47,0,01677,Tom Lehman,161.5,2500269000,430
50,0,01313,Steve Elkington,161.6,4275758000,735
51,0,23108,Matt Kuchar,161.8,4812741000,826
51,0,10423,Mike Weir,161.8,4402986000,756
51,0,21878,Mark Wilson,161.8,6018029000,1033
54,0,20070,Matt Bettencourt,161.9,5366578000,921
54,0,01132,Mark Brooks,161.9,2791041000,479
56,0,23778,Brad Adamonis,162.0,4204926000,721
56,0,01320,Bob Estes,162.0,4729070000,811
56,0,10733,Kent Jones,162.0,4058227000,696
59,0,20104,Ken Duke,162.1,4792486000,821
59,0,25900,Lucas Glover,162.1,5163597000,885
59,0,20634,Peter Lonard,162.1,5148462000,882
62,0,12652,Cameron Beckman,162.2,5126653000,878
62,0,27933,John Merrick,162.2,4519563000,774
62,0,29221,Webb Simpson,162.2,5768797000,988
62,0,27214,Kevin Streelman,162.2,5553662000,951
66,0,21961,Charles Howell III,162.3,5590470000,957
67,0,28620,Aron Price,162.4,5198861000,889
68,0,28158,Steve Marino,162.5,5780157000,988
68,0,24140,Sean O'Hair,162.5,3731609000,638
68,0,27095,Nick Watney,162.5,4444922000,760
71,0,01941,Tom Pernice Jr.,162.6,5216451000,891
71,0,23349,Charles Warren,162.6,3499716000,598
73,0,20229,Stewart Cink,162.7,4012374000,685
73,0,06251,Chris DiMarco,162.7,6050973000,1033
73,0,07457,Steve Flesch,162.7,4347305000,742
73,0,12705,Cliff Kresge,162.7,4432628000,757
77,0,23614,Rich Beem,162.8,3916166000,668
