RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,10585,Scott McCarron,-.082
2,0,08793,Tiger Woods,-.073
3,0,01677,Tom Lehman,-.062
4,0,23552,Hank Kuehne,-.039
4,0,22405,Justin Rose,-.039
6,0,06567,Vijay Singh,-.034
7,0,21209,Sergio Garcia,-.033
8,0,12782,Tim Herron,-.013
9,0,01553,John Huston,-.012
10,0,20645,John Senden,-.006
11,0,22621,Ben Curtis,E
11,0,23621,Rory Sabbatini,E
13,0,12823,Carlos Franco,+.005
14,0,06004,Stephen Ames,+.007
15,0,24024,Zach Johnson,+.008
16,0,24925,Jonathan Byrd,+.010
16,0,01329,Brad Faxon,+.010
16,0,23497,Tag Ridings,+.010
19,0,02206,David Toms,+.012
20,0,01249,John Daly,+.013
21,0,19825,Darren Clarke,+.018
22,0,12680,Shigeki Maruyama,+.020
23,0,20229,Stewart Cink,+.022
24,0,01203,Russ Cochran,+.027
24,0,01927,Dennis Paulson,+.027
26,0,01920,Craig Parry,+.029
27,0,01527,Scott Hoch,+.030
28,0,06332,Neal Lancaster,+.032
29,0,08075,Jerry Kelly,+.033
29,0,21959,Ted Purdy,+.033
31,0,07223,Brian Bateman,+.034
32,0,01473,Todd Hamilton,+.036
33,0,07457,Steve Flesch,+.039
34,0,25345,Carl Pettersson,+.040
35,0,06522,Ernie Els,+.041
36,0,01042,Paul Azinger,+.045
36,0,01388,Robert Gamez,+.045
38,0,12652,Cameron Beckman,+.046
39,0,10860,Justin Leonard,+.049
40,0,10201,Matt Gogel,+.051
41,0,01706,Davis Love III,+.055
42,0,01810,Phil Mickelson,+.057
43,0,02239,Scott Verplank,+.058
44,0,06613,Tommy Tolles,+.059
44,0,02214,Kirk Triplett,+.059
46,0,20157,Retief Goosen,+.060
47,0,21949,Joe Ogilvie,+.061
48,0,19824,Craig Barlow,+.062
49,0,10885,Robert Allenby,+.063
49,0,20628,Arron Oberholser,+.063
51,0,01945,Kenny Perry,+.064
52,0,01457,Jay Haas,+.065
52,0,24502,Adam Scott,+.065
54,0,22046,Geoff Ogilvy,+.067
55,0,20098,Stuart Appleby,+.068
55,0,24781,Hunter Mahan,+.068
57,0,12660,Jesper Parnevik,+.069
57,0,07749,Brett Quigley,+.069
59,0,07721,Pat Bates,+.071
59,0,01948,Tim Petrovic,+.071
61,0,20472,Alex Cejka,+.073
62,0,06621,Joe Durant,+.074
62,0,10107,Deane Pappas,+.074
64,0,20663,Brenden Pappas,+.075
65,0,23320,Ryan Palmer,+.076
66,0,02106,Chris Smith,+.077
67,0,23541,Ben Crane,+.078
67,0,01761,Len Mattiace,+.078
67,0,20548,Hidemichi Tanaka,+.078
70,0,11032,Frank Lickliter II,+.079
70,0,10912,Craig Perks,+.079
70,0,02246,Duffy Waldorf,+.079
73,0,12510,Chad Campbell,+.080
74,0,25900,Lucas Glover,+.081
75,0,01577,Lee Janzen,+.082
76,0,01381,Fred Funk,+.083
76,0,20378,Mathias Grönberg,+.083
78,0,22371,Aaron Baddeley,+.085
78,0,25396,Kevin Na,+.085
80,0,20850,Daniel Chopra,+.086
81,0,19881,Robert Damron,+.087
82,0,21633,Steve Allan,+.088
83,0,23623,Bo Van Pelt,+.090
84,0,02101,Joey Sindelar,+.091
85,0,24361,Pat Perez,+.092
86,0,21961,Charles Howell III,+.098
87,0,12645,Brent Geiberger,+.099
88,0,01666,Bernhard Langer,+.101
89,0,01024,Billy Andrade,+.102
90,0,06197,Michael Allen,+.104
90,0,02223,Bob Tway,+.104
92,0,01619,Skip Kendall,+.105
92,0,08385,Omar Uresti,+.105
94,0,08339,Spike McRoy,+.106
94,0,26287,Roland Thatcher,+.106
96,0,12394,Tom Carter,+.107
96,0,01941,Tom Pernice Jr.,+.107
98,0,23135,Tim Clark,+.114
98,0,01928,Corey Pavin,+.114
98,0,21878,Mark Wilson,+.114
101,0,06251,Chris DiMarco,+.115
102,0,06575,Dudley Hart,+.116
102,0,08537,J.P. Hayes,+.116
104,0,21731,Freddie Jacobson,+.117
105,0,07939,Dan Olsen,+.119
105,0,01968,Nick Price,+.119
105,0,06527,Steve Stricker,+.119
108,0,02104,Jeff Sluman,+.120
109,0,01127,Danny Briggs,+.121
110,0,21407,Arjun Atwal,+.122
110,0,10423,Mike Weir,+.122
112,0,06373,José María Olazábal,+.123
113,0,20104,Ken Duke,+.124
114,0,23613,Rich Barcelo,+.125
114,0,25686,Jason Dufner,+.125
116,0,06214,Guy Boros,+.127
116,0,23353,J.J. Henry,+.127
118,0,20498,Briny Baird,+.129
119,0,01926,Steve Pate,+.130
120,0,07867,Woody Austin,+.132
121,0,01261,Jay Delsing,+.133
122,0,01771,Blaine McCallister,+.135
123,0,08931,Glen Day,+.137
123,0,12760,Danny Ellis,+.137
123,0,20634,Peter Lonard,+.137
126,0,19846,Brian Gay,+.138
126,0,23307,Roger Tambellini,+.138
128,0,23063,Scott Hend,+.140
128,0,01797,Rocco Mediate,+.140
130,0,01685,J.L. Lewis,+.141
131,0,20593,Greg Chalmers,+.144
132,0,23108,Matt Kuchar,+.145
133,0,01157,Tom Byrum,+.149
133,0,19972,José Coceres,+.149
133,0,22913,John Rollins,+.149
136,0,06595,Kevin Sutherland,+.151
137,0,01142,Bart Bryant,+.152
138,0,21805,Harrison Frazar,+.156
139,0,02002,John Riegger,+.157
140,0,01161,Mark Calcavecchia,+.165
141,0,02245,Grant Waite,+.167
142,0,23614,Rich Beem,+.168
143,0,01887,Mark O'Meara,+.169
143,0,10425,Jay Williamson,+.169
145,0,01035,Tommy Armour III,+.171
146,0,20433,Mark Hensby,+.173
147,0,24290,D.J. Brigman,+.174
147,0,01707,Steve Lowery,+.174
149,0,01320,Bob Estes,+.175
150,0,01938,David Peoples,+.177
150,0,02049,Gene Sauers,+.177
152,0,20121,Todd Fischer,+.179
153,0,12602,Dean Wilson,+.180
154,0,24507,Jason Bohn,+.182
155,0,12705,Cliff Kresge,+.184
156,0,01361,Dan Forsman,+.185
156,0,21893,Brian Kortan,+.185
158,0,01226,Fred Couples,+.187
158,0,01724,Jeff Maggert,+.187
160,0,01378,David Frost,+.188
161,0,02099,Scott Simpson,+.189
162,0,06515,Shaun Micheel,+.190
163,0,08337,Mike Heinen,+.200
163,0,20094,Jonathan Kaye,+.200
163,0,20127,Chris Riley,+.200
166,0,22293,Heath Slocum,+.204
167,0,23983,Luke Donald,+.206
168,0,20029,Notah Begay III,+.209
169,0,20585,Niclas Fasth,+.210
169,0,22548,Patrick Sheehan,+.210
169,0,20580,Andre Stolz,+.210
172,0,20572,Rod Pampling,+.213
173,0,08835,Kris Cox,+.217
174,0,01139,Olin Browne,+.221
175,0,01313,Steve Elkington,+.222
176,0,10733,Kent Jones,+.226
177,0,21646,David Branshaw,+.227
178,0,02010,Loren Roberts,+.230
179,0,10213,Dicky Pride,+.231
180,0,24357,K.J. Choi,+.236
181,0,20382,Stephen Leaney,+.242
182,0,06078,Esteban Toledo,+.245
183,0,08123,Jeff Brehaut,+.248
184,0,01219,John Cook,+.250
185,0,23325,Vaughn Taylor,+.254
186,0,23338,David Gossett,+.267
187,0,01766,Billy Mayfair,+.275
188,0,12753,David Morland IV,+.282
189,0,07363,Craig Bowden,+.284
190,0,06809,Bob Burns,+.297
191,0,11123,Chris Couch,+.300
192,0,26420,Richard Johnson,+.303
193,0,08881,Tripp Isenhour,+.304
194,0,25237,Kevin Muncrief,+.309
195,0,01132,Mark Brooks,+.370
196,0,12682,Hirofumi Miyase,+.426
