RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,22405,Justin Rose,-.133
2,0,10107,Deane Pappas,-.057
3,0,08793,Tiger Woods,-.047
4,0,10423,Mike Weir,-.012
5,0,25345,Carl Pettersson,-.011
6,0,20229,Stewart Cink,-.010
7,0,23621,Rory Sabbatini,-.007
8,0,06522,Ernie Els,E
8,0,06567,Vijay Singh,E
10,0,23552,Hank Kuehne,+.006
11,0,07457,Steve Flesch,+.007
12,0,20157,Retief Goosen,+.010
13,0,12645,Brent Geiberger,+.017
14,0,01313,Steve Elkington,+.022
15,0,01706,Davis Love III,+.029
16,0,20378,Mathias Grönberg,+.031
17,0,12660,Jesper Parnevik,+.032
18,0,01127,Danny Briggs,+.034
18,0,21731,Freddie Jacobson,+.034
20,0,24290,D.J. Brigman,+.035
20,0,20572,Rod Pampling,+.035
22,0,06197,Michael Allen,+.036
22,0,26420,Richard Johnson,+.036
24,0,19825,Darren Clarke,+.038
24,0,11032,Frank Lickliter II,+.038
26,0,23135,Tim Clark,+.041
26,0,01457,Jay Haas,+.041
28,0,20098,Stuart Appleby,+.043
28,0,02239,Scott Verplank,+.043
30,0,21633,Steve Allan,+.046
31,0,20663,Brenden Pappas,+.047
32,0,20850,Daniel Chopra,+.049
32,0,21805,Harrison Frazar,+.049
34,0,10860,Justin Leonard,+.050
34,0,02002,John Riegger,+.050
36,0,12680,Shigeki Maruyama,+.053
37,0,01810,Phil Mickelson,+.054
37,0,06527,Steve Stricker,+.054
39,0,23063,Scott Hend,+.058
40,0,21209,Sergio Garcia,+.059
41,0,07749,Brett Quigley,+.060
42,0,21949,Joe Ogilvie,+.061
43,0,22046,Geoff Ogilvy,+.062
44,0,01320,Bob Estes,+.063
44,0,22548,Patrick Sheehan,+.063
46,0,01927,Dennis Paulson,+.066
47,0,06809,Bob Burns,+.067
47,0,23983,Luke Donald,+.067
49,0,20127,Chris Riley,+.071
50,0,01249,John Daly,+.074
51,0,12823,Carlos Franco,+.078
51,0,08337,Mike Heinen,+.078
51,0,01968,Nick Price,+.078
54,0,12394,Tom Carter,+.080
54,0,01941,Tom Pernice Jr.,+.080
56,0,07867,Woody Austin,+.081
56,0,25686,Jason Dufner,+.081
56,0,23623,Bo Van Pelt,+.081
59,0,24925,Jonathan Byrd,+.083
60,0,06621,Joe Durant,+.085
60,0,01707,Steve Lowery,+.085
62,0,06373,José María Olazábal,+.087
62,0,01945,Kenny Perry,+.087
64,0,06575,Dudley Hart,+.090
65,0,01361,Dan Forsman,+.091
66,0,06332,Neal Lancaster,+.092
67,0,20029,Notah Begay III,+.094
68,0,20585,Niclas Fasth,+.095
68,0,02104,Jeff Sluman,+.095
70,0,23614,Rich Beem,+.098
71,0,01142,Bart Bryant,+.100
71,0,22621,Ben Curtis,+.100
73,0,01024,Billy Andrade,+.101
74,0,01926,Steve Pate,+.102
75,0,25396,Kevin Na,+.103
75,0,24361,Pat Perez,+.103
75,0,21959,Ted Purdy,+.103
78,0,20498,Briny Baird,+.106
79,0,01388,Robert Gamez,+.108
80,0,21961,Charles Howell III,+.111
80,0,23325,Vaughn Taylor,+.111
82,0,12760,Danny Ellis,+.112
83,0,01666,Bernhard Langer,+.113
84,0,12652,Cameron Beckman,+.114
85,0,23320,Ryan Palmer,+.117
85,0,20645,John Senden,+.117
85,0,02206,David Toms,+.117
88,0,20472,Alex Cejka,+.124
88,0,06515,Shaun Micheel,+.124
88,0,22293,Heath Slocum,+.124
91,0,01226,Fred Couples,+.126
91,0,08339,Spike McRoy,+.126
93,0,26287,Roland Thatcher,+.127
94,0,19972,José Coceres,+.128
95,0,01761,Len Mattiace,+.131
95,0,01948,Tim Petrovic,+.131
97,0,07721,Pat Bates,+.132
97,0,08075,Jerry Kelly,+.132
97,0,01685,J.L. Lewis,+.132
97,0,02246,Duffy Waldorf,+.132
101,0,23613,Rich Barcelo,+.134
101,0,10425,Jay Williamson,+.134
103,0,02101,Joey Sindelar,+.135
104,0,01527,Scott Hoch,+.136
105,0,24507,Jason Bohn,+.137
105,0,12705,Cliff Kresge,+.137
107,0,20628,Arron Oberholser,+.138
107,0,01928,Corey Pavin,+.138
109,0,01161,Mark Calcavecchia,+.140
110,0,23541,Ben Crane,+.141
110,0,12782,Tim Herron,+.141
110,0,02106,Chris Smith,+.141
113,0,07939,Dan Olsen,+.143
113,0,12602,Dean Wilson,+.143
115,0,06214,Guy Boros,+.144
116,0,01677,Tom Lehman,+.148
116,0,22913,John Rollins,+.148
118,0,08123,Jeff Brehaut,+.151
118,0,20634,Peter Lonard,+.151
118,0,23307,Roger Tambellini,+.151
121,0,02049,Gene Sauers,+.152
122,0,23108,Matt Kuchar,+.153
122,0,01724,Jeff Maggert,+.153
124,0,10885,Robert Allenby,+.154
125,0,20382,Stephen Leaney,+.156
126,0,07223,Brian Bateman,+.157
127,0,06595,Kevin Sutherland,+.161
