RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,01381,Fred Funk,7.36,90,1223,+0.19
2,0,20628,Arron Oberholser,8.57,80,934,+0.14
3,0,01219,John Cook,8.68,64,737,+0.31
4,0,02049,Gene Sauers,8.77,99,1129,+0.15
5,0,02239,Scott Verplank,8.81,92,1044,+0.04
6,0,01139,Olin Browne,8.86,106,1197,+0.27
7,0,01887,Mark O'Meara,9.03,58,642,+0.17
8,0,19881,Robert Damron,9.09,114,1254,+0.27
9,0,08385,Omar Uresti,9.19,104,1132,+0.16
10,0,23135,Tim Clark,9.50,98,1032,+0.04
11,0,01968,Nick Price,9.59,51,532,+0.08
12,0,19972,José Coceres,9.62,86,894,+0.13
13,0,20548,Hidemichi Tanaka,9.66,109,1128,+0.18
14,0,02246,Duffy Waldorf,9.76,91,932,+0.13
15,0,10423,Mike Weir,9.81,81,826,-0.01
16,0,01724,Jeff Maggert,9.89,72,728,+0.15
17,0,12760,Danny Ellis,9.96,107,1074,+0.11
18,0,12682,Hirofumi Miyase,9.98,85,852,+0.36
19,0,26420,Richard Johnson,9.99,139,1392,+0.04
20,0,01945,Kenny Perry,10.02,92,918,+0.09
20,0,22913,John Rollins,10.02,108,1078,+0.15
22,0,23983,Luke Donald,10.04,90,896,+0.07
23,0,10860,Justin Leonard,10.18,101,992,+0.05
24,0,08123,Jeff Brehaut,10.27,146,1421,+0.15
24,0,20382,Stephen Leaney,10.27,90,876,+0.16
26,0,01553,John Huston,10.33,75,726,+0.17
27,0,01142,Bart Bryant,10.44,100,958,+0.10
28,0,20433,Mark Hensby,10.45,127,1215,+0.17
29,0,24024,Zach Johnson,10.47,139,1328,+0.18
30,0,23108,Matt Kuchar,10.48,118,1126,+0.15
30,0,01797,Rocco Mediate,10.48,61,582,+0.23
30,0,02214,Kirk Triplett,10.48,105,1002,+0.20
33,0,08075,Jerry Kelly,10.51,136,1294,+0.13
33,0,06078,Esteban Toledo,10.51,129,1227,+0.23
35,0,01761,Len Mattiace,10.55,107,1014,+0.13
36,0,06251,Chris DiMarco,10.64,122,1147,+0.19
37,0,21878,Mark Wilson,10.65,89,836,+0.20
38,0,07721,Pat Bates,10.66,144,1351,+0.13
38,0,20472,Alex Cejka,10.66,89,835,+0.12
40,0,06595,Kevin Sutherland,10.69,112,1048,+0.16
41,0,07363,Craig Bowden,10.71,118,1102,+0.17
42,0,08931,Glen Day,10.74,142,1322,+0.17
42,0,07457,Steve Flesch,10.74,134,1248,+0.01
42,0,12705,Cliff Kresge,10.74,124,1155,+0.14
45,0,10733,Kent Jones,10.76,142,1320,+0.26
46,0,01810,Phil Mickelson,10.82,92,850,+0.05
47,0,01361,Dan Forsman,10.84,110,1015,+0.09
48,0,01313,Steve Elkington,10.85,89,820,+0.02
49,0,07223,Brian Bateman,10.87,115,1058,+0.16
50,0,01666,Bernhard Langer,10.89,71,652,+0.11
51,0,22405,Justin Rose,10.99,98,892,-0.13
52,0,01132,Mark Brooks,11.07,99,894,+0.38
53,0,02104,Jeff Sluman,11.08,137,1236,+0.09
54,0,25396,Kevin Na,11.10,145,1306,+0.10
55,0,02099,Scott Simpson,11.11,82,738,+0.21
56,0,06809,Bob Burns,11.17,134,1200,+0.07
57,0,12602,Dean Wilson,11.19,154,1376,+0.14
58,0,12510,Chad Campbell,11.21,130,1160,+0.20
59,0,06621,Joe Durant,11.28,130,1152,+0.08
60,0,08881,Tripp Isenhour,11.29,77,682,+0.17
60,0,01685,J.L. Lewis,11.29,151,1338,+0.13
62,0,01577,Lee Janzen,11.33,123,1086,+0.19
63,0,20498,Briny Baird,11.36,141,1241,+0.11
64,0,01378,David Frost,11.42,124,1086,+0.22
64,0,01928,Corey Pavin,11.42,116,1016,+0.14
66,0,08339,Spike McRoy,11.44,135,1180,+0.13
67,0,21646,David Branshaw,11.46,128,1117,+0.19
68,0,11032,Frank Lickliter II,11.48,130,1132,+0.04
69,0,01157,Tom Byrum,11.52,120,1042,+0.20
70,0,01161,Mark Calcavecchia,11.53,107,928,+0.14
70,0,10425,Jay Williamson,11.53,157,1362,+0.13
72,0,21959,Ted Purdy,11.55,174,1506,+0.10
73,0,23353,J.J. Henry,11.56,156,1350,+0.19
74,0,01619,Skip Kendall,11.59,140,1208,+0.19
75,0,01388,Robert Gamez,11.63,157,1350,+0.11
76,0,19824,Craig Barlow,11.71,124,1059,+0.17
77,0,01203,Russ Cochran,11.74,97,826,+0.20
78,0,24507,Jason Bohn,11.79,153,1298,+0.14
78,0,06575,Dudley Hart,11.79,89,755,+0.09
80,0,24361,Pat Perez,11.81,155,1313,+0.10
81,0,12680,Shigeki Maruyama,11.83,133,1124,+0.05
82,0,20094,Jonathan Kaye,11.88,113,951,+0.22
83,0,21893,Brian Kortan,11.93,100,838,+0.24
84,0,12753,David Morland IV,11.94,115,963,+0.18
85,0,02245,Grant Waite,12.24,128,1046,+0.16
86,0,01938,David Peoples,12.26,137,1117,+0.19
87,0,01766,Billy Mayfair,12.37,174,1407,+0.20
88,0,22293,Heath Slocum,12.47,153,1227,+0.12
89,0,01941,Tom Pernice Jr.,12.50,162,1296,+0.08
90,0,10201,Matt Gogel,12.51,133,1063,+0.20
91,0,20029,Notah Begay III,12.53,117,934,+0.09
