RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
46,0,21878,Mark Wilson,10.53,88,836,+0.11
47,0,10885,Robert Allenby,10.57,112,1060,+0.06
48,0,22913,John Rollins,10.58,114,1078,+0.15
49,0,01948,Tim Petrovic,10.63,141,1326,+0.07
49,0,23623,Bo Van Pelt,10.63,133,1251,+0.09
51,0,22621,Ben Curtis,10.64,63,592,E
51,0,06251,Chris DiMarco,10.64,122,1147,+0.11
53,0,21646,David Branshaw,10.65,119,1117,+0.23
54,0,02104,Jeff Sluman,10.76,133,1236,+0.12
55,0,23063,Scott Hend,10.86,114,1050,+0.14
56,0,25396,Kevin Na,10.87,142,1306,+0.08
56,0,10425,Jay Williamson,10.87,148,1362,+0.17
58,0,01139,Olin Browne,10.94,131,1197,+0.22
59,0,01313,Steve Elkington,10.98,90,820,+0.22
60,0,01619,Skip Kendall,11.01,133,1208,+0.11
61,0,23135,Tim Clark,11.05,114,1032,+0.11
62,0,01968,Nick Price,11.09,59,532,+0.12
63,0,12645,Brent Geiberger,11.13,141,1267,+0.10
64,0,01042,Paul Azinger,11.16,110,986,+0.05
64,0,01553,John Huston,11.16,81,726,-0.01
66,0,20157,Retief Goosen,11.17,67,600,+0.06
67,0,01132,Mark Brooks,11.19,100,894,+0.37
68,0,19825,Darren Clarke,11.22,57,508,+0.02
69,0,01024,Billy Andrade,11.28,157,1392,+0.10
69,0,01771,Blaine McCallister,11.28,104,922,+0.13
71,0,01761,Len Mattiace,11.34,115,1014,+0.08
72,0,20548,Hidemichi Tanaka,11.35,128,1128,+0.08
73,0,06575,Dudley Hart,11.39,86,755,+0.12
74,0,06004,Stephen Ames,11.40,135,1184,+0.01
75,0,21961,Charles Howell III,11.41,132,1157,+0.10
76,0,01261,Jay Delsing,11.43,113,989,+0.13
77,0,23614,Rich Beem,11.49,107,931,+0.17
78,0,06809,Bob Burns,11.50,138,1200,+0.30
79,0,02223,Bob Tway,11.52,115,998,+0.10
80,0,07721,Pat Bates,11.55,156,1351,+0.07
81,0,20229,Stewart Cink,11.57,134,1158,+0.02
81,0,08931,Glen Day,11.57,153,1322,+0.14
83,0,12652,Cameron Beckman,11.62,152,1308,+0.05
84,0,01388,Robert Gamez,11.63,157,1350,+0.04
85,0,24290,D.J. Brigman,11.70,121,1034,+0.17
86,0,01927,Dennis Paulson,11.75,110,936,+0.03
87,0,06214,Guy Boros,11.76,102,867,+0.13
87,0,02101,Joey Sindelar,11.76,154,1309,+0.09
89,0,21805,Harrison Frazar,11.83,128,1082,+0.16
90,0,20498,Briny Baird,11.85,147,1241,+0.13
90,0,12682,Hirofumi Miyase,11.85,101,852,+0.43
92,0,19881,Robert Damron,11.88,149,1254,+0.09
92,0,20628,Arron Oberholser,11.88,111,934,+0.06
94,0,01457,Jay Haas,11.95,108,904,+0.06
95,0,06515,Shaun Micheel,12.00,126,1050,+0.19
96,0,25900,Lucas Glover,12.02,149,1240,+0.08
97,0,02002,John Riegger,12.03,89,740,+0.16
98,0,01226,Fred Couples,12.10,75,620,+0.19
99,0,25237,Kevin Muncrief,12.13,81,668,+0.31
100,0,20634,Peter Lonard,12.15,95,782,+0.14
101,0,07457,Steve Flesch,12.18,152,1248,+0.04
102,0,11032,Frank Lickliter II,12.28,139,1132,+0.08
103,0,23353,J.J. Henry,12.30,166,1350,+0.13
104,0,06078,Esteban Toledo,12.31,151,1227,+0.25
105,0,24357,K.J. Choi,12.33,110,892,+0.24
106,0,20433,Mark Hensby,12.35,150,1215,+0.17
107,0,20645,John Senden,12.36,159,1286,-0.01
108,0,07867,Woody Austin,12.40,152,1226,+0.13
108,0,10860,Justin Leonard,12.40,123,992,+0.05
110,0,24361,Pat Perez,12.41,163,1313,+0.09
111,0,23541,Ben Crane,12.42,153,1232,+0.08
112,0,25345,Carl Pettersson,12.46,151,1212,+0.04
113,0,01810,Phil Mickelson,12.47,106,850,+0.06
114,0,01724,Jeff Maggert,12.50,91,728,+0.19
115,0,01035,Tommy Armour III,12.58,146,1161,+0.17
116,0,23307,Roger Tambellini,12.60,130,1032,+0.14
117,0,21209,Sergio Garcia,12.64,92,728,-0.03
117,0,26287,Roland Thatcher,12.64,113,894,+0.11
119,0,25686,Jason Dufner,12.66,136,1074,+0.13
120,0,01127,Danny Briggs,12.70,140,1102,+0.12
121,0,01685,J.L. Lewis,12.71,170,1338,+0.14
122,0,20378,Mathias Grönberg,12.74,144,1130,+0.08
123,0,23325,Vaughn Taylor,12.75,142,1114,+0.25
124,0,23613,Rich Barcelo,12.76,112,878,+0.13
125,0,26420,Richard Johnson,12.79,178,1392,+0.30
126,0,21633,Steve Allan,12.85,170,1323,+0.09
127,0,20104,Ken Duke,12.88,153,1188,+0.12
128,0,02106,Chris Smith,12.92,182,1409,+0.08
129,0,12602,Dean Wilson,12.94,178,1376,+0.18
130,0,22046,Geoff Ogilvy,12.98,150,1156,+0.07
131,0,20098,Stuart Appleby,13.04,117,897,+0.07
132,0,19846,Brian Gay,13.05,167,1280,+0.14
133,0,12680,Shigeki Maruyama,13.08,147,1124,+0.02
134,0,24781,Hunter Mahan,13.11,161,1228,+0.07
135,0,06613,Tommy Tolles,13.13,119,906,+0.06
136,0,12705,Cliff Kresge,13.16,152,1155,+0.18
137,0,20472,Alex Cejka,13.17,110,835,+0.07
138,0,20593,Greg Chalmers,13.21,125,946,+0.14
139,0,06373,José María Olazábal,13.24,81,612,+0.12
140,0,08835,Kris Cox,13.25,120,906,+0.22
141,0,01361,Dan Forsman,13.30,135,1015,+0.19
142,0,08337,Mike Heinen,13.34,95,712,+0.20
143,0,22548,Patrick Sheehan,13.36,195,1460,+0.21
144,0,06332,Neal Lancaster,13.44,189,1406,+0.03
145,0,21731,Freddie Jacobson,13.50,128,948,+0.12
145,0,23108,Matt Kuchar,13.50,152,1126,+0.14
147,0,01577,Lee Janzen,13.54,147,1086,+0.08
148,0,11123,Chris Couch,13.55,100,738,+0.30
149,0,24507,Jason Bohn,13.56,176,1298,+0.18
149,0,01203,Russ Cochran,13.56,112,826,+0.03
151,0,01473,Todd Hamilton,13.59,137,1008,+0.04
152,0,01666,Bernhard Langer,13.65,89,652,+0.10
153,0,20572,Rod Pampling,13.68,160,1170,+0.21
154,0,06197,Michael Allen,13.74,163,1186,+0.10
155,0,01707,Steve Lowery,13.77,155,1126,+0.17
156,0,08793,Tiger Woods,13.83,109,788,-0.07
157,0,01887,Mark O'Meara,13.86,89,642,+0.17
158,0,06567,Vijay Singh,13.90,179,1288,-0.03
159,0,12660,Jesper Parnevik,13.92,159,1142,+0.07
159,0,10423,Mike Weir,13.92,115,826,+0.12
161,0,20585,Niclas Fasth,13.93,105,754,+0.21
162,0,12510,Chad Campbell,13.97,162,1160,+0.08
163,0,20121,Todd Fischer,14.01,195,1392,+0.18
164,0,07223,Brian Bateman,14.08,149,1058,+0.03
165,0,21407,Arjun Atwal,14.13,156,1104,+0.12
166,0,20850,Daniel Chopra,14.14,197,1393,+0.09
167,0,20382,Stephen Leaney,14.16,124,876,+0.24
168,0,12394,Tom Carter,14.24,206,1447,+0.11
168,0,22405,Justin Rose,14.24,127,892,-0.04
170,0,12760,Danny Ellis,14.25,153,1074,+0.14
171,0,06527,Steve Stricker,14.29,151,1057,+0.12
172,0,10107,Deane Pappas,14.32,136,950,+0.07
173,0,02049,Gene Sauers,14.53,164,1129,+0.18
174,0,23983,Luke Donald,14.62,131,896,+0.21
175,0,01938,David Peoples,14.68,164,1117,+0.18
176,0,23621,Rory Sabbatini,14.70,157,1068,E
177,0,23497,Tag Ridings,14.71,98,666,+0.01
177,0,20580,Andre Stolz,14.71,105,714,+0.21
179,0,01378,David Frost,14.73,160,1086,+0.19
180,0,07749,Brett Quigley,14.77,189,1280,+0.07
181,0,21893,Brian Kortan,14.80,124,838,+0.19
182,0,07939,Dan Olsen,14.86,143,962,+0.12
183,0,22371,Aaron Baddeley,14.88,164,1102,+0.09
184,0,02245,Grant Waite,14.91,156,1046,+0.17
185,0,01706,Davis Love III,14.95,128,856,+0.05
186,0,08881,Tripp Isenhour,14.96,102,682,+0.30
187,0,12782,Tim Herron,15.07,149,989,-0.01
188,0,01249,John Daly,15.10,154,1020,+0.01
189,0,01945,Kenny Perry,15.25,140,918,+0.06
190,0,20663,Brenden Pappas,15.47,228,1474,+0.07
191,0,10912,Craig Perks,16.00,152,950,+0.08
192,0,06522,Ernie Els,16.39,97,592,+0.04
193,0,24502,Adam Scott,16.49,93,564,+0.06
194,0,12823,Carlos Franco,16.65,220,1321,E
195,0,23338,David Gossett,17.15,131,764,+0.27
196,0,23552,Hank Kuehne,18.83,229,1216,-0.04
