RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
1,0,08793,Tiger Woods,68.67,824,12
2,0,20628,Arron Oberholser,69.00,483,7
3,0,23983,Luke Donald,69.18,761,11
4,0,01161,Mark Calcavecchia,69.20,692,10
4,0,01677,Tom Lehman,69.20,692,10
4,0,22046,Geoff Ogilvy,69.20,1038,15
7,0,01945,Kenny Perry,69.23,900,13
8,0,21961,Charles Howell III,69.29,1178,17
9,0,20474,Phillip Price,69.33,1040,15
10,0,21407,Arjun Atwal,69.38,902,13
11,0,12680,Shigeki Maruyama,69.43,1458,21
12,0,20378,Mathias Grönberg,69.44,625,9
13,0,01142,Bart Bryant,69.55,765,11
14,0,20157,Retief Goosen,69.56,626,9
14,0,12782,Tim Herron,69.56,1113,16
16,0,02206,David Toms,69.57,974,14
17,0,21350,Ryuji Imada,69.73,1046,15
17,0,01810,Phil Mickelson,69.73,767,11
19,0,12660,Jesper Parnevik,69.82,768,11
20,0,01157,Tom Byrum,69.83,838,12
21,0,12510,Chad Campbell,69.88,1118,16
22,0,21209,Sergio Garcia,69.89,629,9
22,0,06567,Vijay Singh,69.89,1258,18
22,0,12602,Dean Wilson,69.89,1258,18
25,0,08931,Glen Day,70.00,1050,15
25,0,01706,Davis Love III,70.00,910,13
25,0,02223,Bob Tway,70.00,980,14
28,0,20498,Briny Baird,70.04,1751,25
29,0,02214,Kirk Triplett,70.10,701,10
30,0,20645,John Senden,70.16,1333,19
31,0,23541,Ben Crane,70.18,772,11
32,0,01928,Corey Pavin,70.20,702,10
33,0,06573,Brandt Jobe,70.22,1264,18
34,0,02010,Loren Roberts,70.25,562,8
35,0,08537,J.P. Hayes,70.27,773,11
36,0,01941,Tom Pernice Jr.,70.28,1265,18
37,0,01797,Rocco Mediate,70.29,1195,17
38,0,01024,Billy Andrade,70.30,1406,20
39,0,12823,Carlos Franco,70.31,914,13
39,0,21951,Joey Snyder III,70.31,1125,16
39,0,23788,D.J. Trahan,70.31,1125,16
42,0,24502,Adam Scott,70.33,844,12
43,0,20850,Daniel Chopra,70.35,1196,17
44,0,21805,Harrison Frazar,70.37,1337,19
45,0,22405,Justin Rose,70.39,1267,18
46,0,24980,Scott Gutschewski,70.42,1338,19
46,0,08075,Jerry Kelly,70.42,1338,19
48,0,24507,Jason Bohn,70.44,1127,16
48,0,26420,Richard Johnson,70.44,634,9
50,0,20098,Stuart Appleby,70.45,775,11
51,0,06373,José María Olazábal,70.50,564,8
52,0,20472,Alex Cejka,70.53,1199,17
52,0,20229,Stewart Cink,70.53,1340,19
54,0,23325,Vaughn Taylor,70.56,1129,16
54,0,23322,Brett Wetterich,70.56,1270,18
56,0,01707,Steve Lowery,70.57,988,14
57,0,06034,Marco Dawson,70.58,847,12
57,0,12645,Brent Geiberger,70.58,847,12
59,0,25396,Kevin Na,70.59,1200,17
60,0,06575,Dudley Hart,70.60,1059,15
60,0,07749,Brett Quigley,70.60,1412,20
60,0,20396,Lee Westwood,70.60,706,10
63,0,01320,Bob Estes,70.61,1271,18
64,0,06004,Stephen Ames,70.62,1483,21
65,0,01553,John Huston,70.63,1130,16
65,0,23320,Ryan Palmer,70.63,1342,19
67,0,02104,Jeff Sluman,70.65,1413,20
68,0,12652,Cameron Beckman,70.67,848,12
68,0,12826,Paul Claxton,70.67,1272,18
68,0,01473,Todd Hamilton,70.67,1272,18
71,0,25345,Carl Pettersson,70.68,1555,22
72,0,20766,Padraig Harrington,70.70,707,10
73,0,24604,Hunter Haas,70.74,1344,19
73,0,20548,Hidemichi Tanaka,70.74,1344,19
75,0,19824,Craig Barlow,70.78,1274,18
75,0,06251,Chris DiMarco,70.78,637,9
77,0,22548,Patrick Sheehan,70.80,1416,20
78,0,06621,Joe Durant,70.81,1133,16
79,0,01226,Fred Couples,70.82,1204,17
79,0,10860,Justin Leonard,70.82,779,11
81,0,10809,Jim Furyk,70.83,850,12
81,0,06595,Kevin Sutherland,70.83,1275,18
83,0,01666,Bernhard Langer,70.85,921,13
83,0,24361,Pat Perez,70.85,921,13
85,0,24024,Zach Johnson,70.88,1205,17
85,0,23349,Charles Warren,70.88,1205,17
87,0,01388,Robert Gamez,70.89,1276,18
88,0,01313,Steve Elkington,70.91,780,11
88,0,10117,Bob Heintz,70.91,780,11
90,0,01329,Brad Faxon,70.92,851,12
90,0,23623,Bo Van Pelt,70.92,1702,24
