RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,46970,Jon Rahm,18
2,0,48081,Xander Schauffele,11
3,0,45157,Cam Davis,10
4,0,35450,Patrick Cantlay,9
4,0,40250,Taylor Pendrith,9
6,0,55708,Hayden Buckley,8
6,0,55182,Tom Kim,8
6,0,49947,Taylor Moore,8
6,0,24502,Adam Scott,8
10,0,51766,Wyndham Clark,7
10,0,29725,Tony Finau,7
10,0,40098,Matt Fitzpatrick,7
13,0,45522,Christiaan Bezuidenhout,6
13,0,25364,Paul Casey,6
13,0,39997,Corey Conners,6
13,0,34363,Tyrrell Hatton,6
13,0,39971,Sungjae Im,6
18,0,47504,Sam Burns,5
18,0,33653,Thomas Detry,5
18,0,27644,Brian Harman,5
18,0,37455,Si Woo Kim,5
18,0,32640,Troy Merritt,5
18,0,46601,Trey Mullinax,5
18,0,45486,Joaquin Niemann,5
18,0,24361,Pat Perez,5
18,0,49771,J.T. Poston,5
18,0,26476,Chez Reavie,5
18,0,34360,Patrick Reed,5
18,0,49964,Aaron Wise,5
18,0,57366,Cameron Young,5
18,0,47483,Will Zalatoris,5
32,0,26499,Rafa Cabrera Bello,4
32,0,33399,Adam Hadwin,4
32,0,33490,Bo Hoag,4
32,0,54628,Lee Hodges,4
32,0,12716,Charley Hoffman,4
32,0,39977,Max Homa,4
32,0,46717,Viktor Hovland,4
32,0,32791,K.H. Lee,4
32,0,33204,Shane Lowry,4
32,0,34256,Andrew Putnam,4
32,0,35891,Cameron Smith,4
32,0,51634,Sahith Theegala,4
32,0,33448,Justin Thomas,4
32,0,30927,Brendon Todd,4
46,0,35557,Aaron Cockerill,3
46,0,30911,Tommy Fleetwood,3
46,0,25900,Lucas Glover,3
46,0,59095,Chris Gotterup,3
46,0,31646,Emiliano Grillo,3
46,0,21961,Charles Howell III,3
46,0,36799,Stephan Jaeger,3
46,0,36326,David Lipsky,3
46,0,39546,Keith Mitchell,3
46,0,50525,Collin Morikawa,3
46,0,48051,Yannik Paul,3
46,0,33293,Thomas Pieters,3
46,0,47995,Davis Riley,3
46,0,37275,Sam Ryder,3
46,0,23621,Rory Sabbatini,3
46,0,31569,Jason Scrivener,3
46,0,39328,Conrad Shindler,3
46,0,49960,Sepp Straka,3
46,0,40115,Adam Svensson,3
65,0,33948,Byeong Hun An,2
65,0,45526,Abraham Ancer,2
65,0,30978,Kiradech Aphibarnrat,2
65,0,45194,Marcus Armitage,2
65,0,52096,Adri Arnaus,2
65,0,30996,Mark Baldwin,2
65,0,33803,Lucas Bjerregaard,2
65,0,29479,Scott Brown,2
65,0,33974,Dean Burmester,2
65,0,32070,Rafael Campos,2
65,0,34362,Laurie Canter,2
65,0,39524,Sean Crocker,2
65,0,39067,MJ Daffue,2
65,0,47959,Bryson DeChambeau,2
65,0,23983,Luke Donald,2
65,0,57362,Austin Eckroat,2
65,0,54655,Patrick Flavin,2
65,0,48098,Sebastian Garcia Rodriguez,2
65,0,32448,James Hahn,2
65,0,48372,Marcus Helligkilde,2
65,0,35532,Tom Hoge,2
65,0,52686,Rasmus Hojgaard,2
65,0,29420,Billy Horschel,2
65,0,35461,Beau Hossler,2
65,0,35506,Mackenzie Hughes,2
65,0,31138,Scott Jamieson,2
65,0,30925,Dustin Johnson,2
65,0,24024,Zach Johnson,2
65,0,29478,Kevin Kisner,2
65,0,32627,Espen Kofstad,2
65,0,27936,Martin Laird,2
65,0,34364,David Law,2
65,0,45523,Thriston Lawrence,2
65,0,26851,Marc Leishman,2
65,0,55509,Hurly Long,2
65,0,40162,Justin Lower,2
65,0,32839,Hideki Matsuyama,2
65,0,47993,Denny McCarthy,2
65,0,28237,Rory McIlroy,2
65,0,46442,Maverick McNealy,2
65,0,29256,James Morrison,2
65,0,48822,Sebastián Muñoz,2
65,0,30163,Henrik Norlander,2
65,0,48153,Matthieu Pavon,2
65,0,47529,Mito Pereira,2
65,0,58849,Turk Pettit,2
65,0,46414,Aaron Rai,2
65,0,53165,Doc Redman,2
65,0,46046,Scottie Scheffler,2
65,0,48867,Matti Schmid,2
65,0,26331,Charl Schwartzel,2
65,0,46464,Jordan L Smith,2
65,0,39324,J.J. Spaun,2
65,0,34046,Jordan Spieth,2
65,0,30692,Scott Stallings,2
65,0,54364,Stephen Stallings Jr.,2
65,0,49801,Preston Stanley,2
65,0,55893,Sam Stevens,2
65,0,34431,Robert Streb,2
65,0,27330,Josh Teater,2
65,0,47128,Richy Werenski,2
65,0,33870,Ashun Wu,2
