RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
1,0,01161,Mark Calcavecchia,20
2,0,07867,Woody Austin,19
2,0,01381,Fred Funk,19
2,0,23338,David Gossett,19
5,0,01928,Corey Pavin,16
5,0,01941,Tom Pernice Jr.,16
5,0,01968,Nick Price,16
5,0,20127,Chris Riley,16
5,0,22548,Patrick Sheehan,16
10,0,06573,Brandt Jobe,15
10,0,01948,Tim Petrovic,15
12,0,20771,Steven Alker,14
12,0,23541,Ben Crane,14
12,0,07457,Steve Flesch,14
12,0,12823,Carlos Franco,14
12,0,01388,Robert Gamez,14
12,0,24361,Pat Perez,14
12,0,22295,Darron Stiles,14
19,0,06004,Stephen Ames,13
19,0,20029,Notah Begay III,13
19,0,08075,Jerry Kelly,13
19,0,20568,Anthony Painter,13
19,0,12660,Jesper Parnevik,13
19,0,01938,David Peoples,13
19,0,10423,Mike Weir,13
26,0,20098,Stuart Appleby,12
26,0,01329,Brad Faxon,12
26,0,10809,Jim Furyk,12
26,0,21961,Charles Howell III,12
26,0,01577,Lee Janzen,12
26,0,01685,J.L. Lewis,12
26,0,26950,John Morgan,12
26,0,20436,Garrett Willis,12
34,0,01024,Billy Andrade,11
34,0,20498,Briny Baird,11
34,0,12661,Todd Barranger,11
34,0,06809,Bob Burns,11
34,0,01157,Tom Byrum,11
34,0,08931,Glen Day,11
34,0,01320,Bob Estes,11
34,0,20121,Todd Fischer,11
34,0,06643,Paul Goydos,11
34,0,01553,John Huston,11
34,0,20634,Peter Lonard,11
34,0,01706,Davis Love III,11
34,0,25031,Andy Miller,11
34,0,23621,Rory Sabbatini,11
34,0,20645,John Senden,11
34,0,23177,Kenneth Staton,11
34,0,07101,Dave Stockton Jr.,11
34,0,02239,Scott Verplank,11
52,0,23036,Chris Anderson,10
52,0,07721,Pat Bates,10
52,0,08123,Jeff Brehaut,10
52,0,19825,Darren Clarke,10
52,0,06251,Chris DiMarco,10
52,0,23983,Luke Donald,10
52,0,12705,Cliff Kresge,10
52,0,01707,Steve Lowery,10
52,0,08547,John Maginnes,10
52,0,01797,Rocco Mediate,10
52,0,01810,Phil Mickelson,10
52,0,10107,Deane Pappas,10
52,0,20095,Carl Paulson,10
52,0,01945,Kenny Perry,10
52,0,22293,Heath Slocum,10
52,0,02104,Jeff Sluman,10
52,0,06581,David Sutherland,10
52,0,25450,Ty Tryon,10
70,0,01035,Tommy Armour III,9
70,0,21739,Aaron Barber,9
70,0,20099,Doug Barron,9
70,0,01139,Olin Browne,9
70,0,24925,Jonathan Byrd,9
70,0,23656,Jason Caron,9
70,0,20472,Alex Cejka,9
70,0,20593,Greg Chalmers,9
70,0,24357,K.J. Choi,9
70,0,20229,Stewart Cink,9
70,0,01249,John Daly,9
70,0,06522,Ernie Els,9
70,0,22892,Jason Gore,9
70,0,08337,Mike Heinen,9
70,0,08633,Per-Ulrik Johansson,9
70,0,23552,Hank Kuehne,9
70,0,11032,Frank Lickliter II,9
70,0,01723,Andrew Magee,9
70,0,20628,Arron Oberholser,9
70,0,07749,Brett Quigley,9
70,0,02010,Loren Roberts,9
70,0,22913,John Rollins,9
70,0,02049,Gene Sauers,9
70,0,12755,Vance Veazey,9
70,0,08793,Tiger Woods,9
95,0,12510,Chad Campbell,8
95,0,20623,Gavin Coles,8
95,0,01226,Fred Couples,8
95,0,19881,Robert Damron,8
95,0,01378,David Frost,8
95,0,08725,Tom Gillis,8
95,0,10201,Matt Gogel,8
95,0,21806,Paul Gow,8
95,0,07941,Mike Grob,8
95,0,01475,Donnie Hammond,8
95,0,23353,J.J. Henry,8
95,0,12782,Tim Herron,8
95,0,20094,Jonathan Kaye,8
95,0,01619,Skip Kendall,8
95,0,06475,Jeff Klein,8
95,0,23108,Matt Kuchar,8
95,0,20573,Scott Laycock,8
95,0,12680,Shigeki Maruyama,8
95,0,06515,Shaun Micheel,8
95,0,10912,Craig Perks,8
95,0,02106,Chris Smith,8
95,0,08375,Paul Stankowski,8
95,0,06595,Kevin Sutherland,8
95,0,20548,Hidemichi Tanaka,8
95,0,02214,Kirk Triplett,8
95,0,21878,Mark Wilson,8
121,0,19824,Craig Barlow,7
121,0,12652,Cameron Beckman,7
121,0,23614,Rich Beem,7
