RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,23552,Hank Kuehne,138.4,2296596000,461
2,0,01249,John Daly,139.9,1637038000,325
3,0,10912,Craig Perks,141.1,2555176000,503
4,0,01810,Phil Mickelson,141.2,2027621000,399
5,0,10107,Deane Pappas,142.2,2575425000,503
5,0,23177,Kenneth Staton,142.2,2175375000,425
7,0,24502,Adam Scott,142.4,1378685000,269
8,0,21209,Sergio Garcia,142.6,1386029000,270
9,0,01035,Tommy Armour III,142.8,2266657000,441
9,0,06567,Vijay Singh,142.8,3135094000,610
11,0,25450,Ty Tryon,143.0,1626278000,316
12,0,01226,Fred Couples,143.4,1682442000,326
12,0,26950,John Morgan,143.4,2812719000,545
12,0,20572,Rod Pampling,143.4,2761661000,535
15,0,12661,Todd Barranger,143.6,2490967000,482
16,0,19824,Craig Barlow,144.0,3354492000,647
17,0,20098,Stuart Appleby,144.7,2760817000,530
17,0,23656,Jason Caron,144.7,2657281000,510
17,0,11011,Mike Sposa,144.7,2739581000,526
20,0,06617,Brian Henninger,144.8,2142689000,411
21,0,01553,John Huston,144.9,2670794000,512
22,0,20663,Brenden Pappas,145.1,3625856000,694
23,0,06034,Marco Dawson,145.3,2865546000,548
23,0,02002,John Riegger,145.3,2034537000,389
23,0,10425,Jay Williamson,145.3,3644759000,697
26,0,02106,Chris Smith,145.4,2982721000,570
27,0,22548,Patrick Sheehan,145.5,3782764000,722
28,0,07749,Brett Quigley,145.8,3244107000,618
29,0,06332,Neal Lancaster,146.0,4184753000,796
30,0,01388,Robert Gamez,146.2,3988870000,758
30,0,08375,Paul Stankowski,146.2,2216368000,421
32,0,23614,Rich Beem,146.3,2333699000,443
33,0,12645,Brent Geiberger,146.4,2007746000,381
33,0,25692,Akio Sadakata,146.4,2803282000,532
35,0,19846,Brian Gay,146.5,3559686000,675
36,0,22913,John Rollins,146.6,2275353000,431
36,0,12755,Vance Veazey,146.6,2237185000,424
38,0,01945,Kenny Perry,146.8,3081989000,583
