RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,25572,Graeme McDowell,33' 4",54,1798.083,-7.00
2,0,07867,Woody Austin,35' 1",78,2734.333,+3.00
3,0,10505,Shane Bertsch,36' 5",73,2657.083,-3.00
4,0,01116,Michael Bradley,36' 9",111,4077.000,+9.00
5,0,06515,Shaun Micheel,37' 2",131,4867.750,+29.00
6,0,21209,Sergio Garcia,37' 7",87,3267.250,-3.00
6,0,25345,Carl Pettersson,37' 7",140,5262.167,+4.00
8,0,27649,Brandt Snedeker,38' 5",109,4185.583,+9.00
9,0,06621,Joe Durant,38' 6",84,3235.917,+17.00
10,0,01706,Davis Love III,38' 7",76,2933.750,+7.00
11,0,20229,Stewart Cink,38' 10",93,3608.667,-6.00
12,0,20098,Stuart Appleby,39' 2",123,4821.750,+13.00
12,0,23621,Rory Sabbatini,39' 2",138,5410.500,+2.00
14,0,23673,Michael Connell,39' 6",89,3512.333,+18.00
15,0,12716,Charley Hoffman,39' 7",140,5539.333,+6.00
16,0,25804,Bubba Watson,39' 8",124,4922.167,+7.00
17,0,12510,Chad Campbell,40' 0",142,5684.750,+18.00
17,0,31557,Jim Herman,40' 0",120,4798.917,+12.00
19,0,23548,Bill Lunde,40' 1",146,5855.083,+14.00
20,0,24507,Jason Bohn,40' 2",81,3250.417,+17.00
20,0,22046,Geoff Ogilvy,40' 2",101,4057.333,+10.00
22,0,09011,David Duval,40' 3",102,4109.083,+21.00
22,0,32698,Bobby Gates,40' 3",144,5791.833,+19.00
24,0,02206,David Toms,40' 7",99,4018.667,+1.00
25,0,26679,Kevin Stadler,40' 8",95,3863.833,+9.00
25,0,23325,Vaughn Taylor,40' 8",143,5813.250,+24.00
27,0,25274,Steven Bowditch,40' 9",139,5668.583,+12.00
27,0,24781,Hunter Mahan,40' 9",120,4892.333,+20.00
29,0,06004,Stephen Ames,40' 10",99,4043.250,+6.00
29,0,30925,Dustin Johnson,40' 10",112,4572.333,E
31,0,28087,Kris Blanks,40' 11",148,6053.417,+16.00
31,0,01766,Billy Mayfair,40' 11",136,5562.333,+6.00
33,0,25396,Kevin Na,41' 0",114,4675.583,+14.00
34,0,06251,Chris DiMarco,41' 1",148,6075.250,+28.00
35,0,26758,David Hearn,41' 2",164,6747.917,+32.00
35,0,06573,Brandt Jobe,41' 2",143,5884.167,+11.00
35,0,24138,Ian Poulter,41' 2",59,2430.917,-1.00
35,0,29221,Webb Simpson,41' 2",134,5513.917,+11.00
39,0,25818,Scott Piercy,41' 3",152,6268.417,+26.00
39,0,30946,Alex Prugh,41' 3",137,5646.750,+32.00
41,0,20157,Retief Goosen,41' 4",84,3475.000,+2.00
41,0,20766,Padraig Harrington,41' 4",80,3306.750,+1.00
43,0,24846,Ricky Barnes,41' 5",118,4887.500,+15.00
