RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,27770,Camilo Villegas,15' 9",361.417,23,E
2,0,21731,Freddie Jacobson,16' 9",518.167,31,-2
3,0,10505,Shane Bertsch,17' 0",237.667,14,E
3,0,24024,Zach Johnson,17' 0",340.333,20,+2
5,0,27974,Sung Kang,17' 9",372.167,21,+7
6,0,06643,Paul Goydos,17' 11",733.000,41,+8
7,0,06527,Steve Stricker,18' 0",432.000,24,-5
8,0,23983,Luke Donald,18' 5",147.167,8,-2
9,0,27466,Spencer Levin,18' 6",592.500,32,-1
10,0,24604,Hunter Haas,19' 3",691.833,36,-2
11,0,27936,Martin Laird,19' 10",495.500,25,-6
12,0,33911,Nate Smith,19' 11",538.500,27,+9
13,0,11123,Chris Couch,20' 1",642.167,32,+6
13,0,23621,Rory Sabbatini,20' 1",682.000,34,+11
15,0,23614,Rich Beem,20' 6",246.083,12,E
16,0,01706,Davis Love III,20' 7",412.333,20,+1
16,0,25572,Graeme McDowell,20' 7",412.417,20,-1
18,0,24361,Pat Perez,20' 10",457.917,22,+4
18,0,25345,Carl Pettersson,20' 10",727.917,35,E
18,0,27330,Josh Teater,20' 10",770.667,37,+3
21,0,21753,Brian Davis,21' 0",736.000,35,+9
21,0,22961,David Mathis,21' 0",609.250,29,+5
23,0,23718,Nathan Green,21' 3",596.000,28,+4
24,0,20160,Charlie Wi,21' 4",660.750,31,+3
25,0,07457,Steve Flesch,21' 5",450.500,21,-2
25,0,21209,Sergio Garcia,21' 5",384.917,18,E
25,0,19970,Robert Karlsson,21' 5",556.000,26,-1
28,0,01766,Billy Mayfair,21' 6",666.000,31,+3
29,0,12652,Cameron Beckman,21' 7",797.083,37,+5
29,0,24781,Hunter Mahan,21' 7",713.250,33,+1
31,0,24980,Scott Gutschewski,21' 8",542.333,25,+8
31,0,27933,John Merrick,21' 8",346.083,16,+3
33,0,28679,Fabián Gómez,21' 9",957.750,44,+11
33,0,26951,Johnson Wagner,21' 9",370.417,17,+3
35,0,22621,Ben Curtis,21' 10",523.333,24,E
35,0,27214,Kevin Streelman,21' 10",612.333,28,+7
37,0,10860,Justin Leonard,21' 11",526.750,24,+9
38,0,26476,Chez Reavie,22' 0",329.583,15,+4
39,0,26289,Boo Weekley,22' 1",508.750,23,+1
40,0,25240,D.A. Points,22' 2",641.833,29,+10
41,0,21407,Arjun Atwal,22' 3",869.333,39,+8
42,0,23541,Ben Crane,22' 5",336.083,15,+2
43,0,08537,J.P. Hayes,22' 7",429.167,19,+2
43,0,01797,Rocco Mediate,22' 7",699.917,31,+6
43,0,22293,Heath Slocum,22' 7",676.667,30,+13
46,0,08725,Tom Gillis,22' 8",566.250,25,+4
46,0,12716,Charley Hoffman,22' 8",884.083,39,E
48,0,29718,Anthony Kim,22' 9",888.167,39,+5
48,0,01810,Phil Mickelson,22' 9",568.583,25,+1
50,0,12510,Chad Campbell,22' 10",593.417,26,+9
50,0,28620,Aron Price,22' 10",342.167,15,+2
52,0,25834,Daniel Summerhays,22' 11",504.500,22,+7
53,0,28089,Jason Day,23' 1",830.000,36,+3
53,0,31202,William McGirt,23' 1",553.917,24,+9
55,0,23673,Michael Connell,23' 2",393.750,17,+6
55,0,10809,Jim Furyk,23' 2",694.167,30,+4
55,0,26420,Richard Johnson,23' 2",532.750,23,+3
55,0,01948,Tim Petrovic,23' 2",787.167,34,+6
59,0,24846,Ricky Barnes,23' 3",673.417,29,-4
