RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
93,0,23497,Tag Ridings,43' 11",165539,314,13794.917,+60.00
93,0,26287,Roland Thatcher,43' 11",124355,236,10362.917,+59.00
95,0,06004,Stephen Ames,44' 0",94483,179,7873.583,+13.00
95,0,23638,Brendon de Jonge,44' 0",166962,316,13913.500,+33.00
95,0,32640,Troy Merritt,44' 0",109279,207,9106.583,+52.00
98,0,25818,Scott Piercy,44' 1",141255,267,11771.250,+30.00
99,0,24361,Pat Perez,44' 2",115592,218,9632.667,+31.00
99,0,20127,Chris Riley,44' 2",99186,187,8265.500,+33.00
101,0,24290,D.J. Brigman,44' 4",120259,226,10021.583,+41.00
101,0,21350,Ryuji Imada,44' 4",154721,291,12893.417,+48.00
101,0,23320,Ryan Palmer,44' 4",130250,245,10854.167,+25.00
101,0,31323,Gary Woodland,44' 4",158930,299,13244.167,+20.00
105,0,10885,Robert Allenby,44' 5",133323,250,11110.250,+42.00
105,0,29720,Andres Gonzales,44' 5",80965,152,6747.083,+24.00
105,0,33419,Cameron Tringale,44' 5",190724,358,15893.667,+44.00
108,0,27330,Josh Teater,44' 6",173996,326,14499.667,+40.00
108,0,32150,Michael Thompson,44' 6",127094,238,10591.167,+48.00
108,0,27770,Camilo Villegas,44' 6",118476,222,9873.000,+36.00
111,0,20472,Alex Cejka,44' 7",75421,141,6285.083,+18.00
111,0,26851,Marc Leishman,44' 7",183474,343,15289.500,+44.00
111,0,24140,Sean O'Hair,44' 7",129035,241,10752.917,+34.00
114,0,20645,John Senden,44' 8",147522,275,12293.500,+33.00
114,0,08375,Paul Stankowski,44' 8",138863,259,11571.917,+41.00
114,0,06527,Steve Stricker,44' 8",98619,184,8218.250,+2.00
117,0,27120,Troy Matteson,44' 9",168163,313,14013.583,+57.00
118,0,31202,William McGirt,44' 10",180892,336,15074.333,+31.00
118,0,26596,Ryan Moore,44' 10",111469,207,9289.083,+29.00
118,0,25240,D.A. Points,44' 10",134075,249,11172.917,+44.00
118,0,25632,Jimmy Walker,44' 10",182916,340,15243.000,+59.00
122,0,08725,Tom Gillis,44' 11",100744,187,8395.333,+41.00
122,0,21731,Freddie Jacobson,44' 11",133160,247,11096.667,+26.00
122,0,25562,Andres Romero,44' 11",142331,264,11860.917,+59.00
125,0,33413,Ben Martin,45' 1",116239,215,9686.583,+55.00
125,0,22348,Nick O'Hern,45' 1",99611,184,8300.917,+26.00
127,0,21753,Brian Davis,45' 2",139275,257,11606.250,+41.00
127,0,07457,Steve Flesch,45' 2",148374,274,12364.500,+46.00
127,0,26758,David Hearn,45' 2",144739,267,12061.583,+56.00
127,0,29718,Anthony Kim,45' 2",153308,283,12775.667,+41.00
131,0,27974,Sung Kang,45' 3",111843,206,9320.250,+44.00
132,0,21961,Charles Howell III,45' 5",189202,347,15766.833,+21.00
132,0,30110,Kyle Stanley,45' 5",163552,300,13629.333,+29.00
134,0,23541,Ben Crane,45' 6",95481,175,7956.750,+10.00
134,0,26951,Johnson Wagner,45' 6",119563,219,9963.583,+34.00
136,0,06522,Ernie Els,45' 7",112071,205,9339.250,+38.00
136,0,27797,Derek Lamely,45' 7",142826,261,11902.167,+45.00
138,0,24925,Jonathan Byrd,45' 8",147830,270,12319.167,+26.00
139,0,20498,Briny Baird,45' 9",77913,142,6492.750,+29.00
139,0,20070,Matt Bettencourt,45' 9",167449,305,13954.083,+41.00
139,0,27933,John Merrick,45' 9",96553,176,8046.083,+35.00
139,0,34072,Will Strickler,45' 9",86754,158,7229.500,+44.00
143,0,24357,K.J. Choi,45' 10",111100,202,9258.333,+32.00
143,0,23718,Nathan Green,45' 10",153368,279,12780.667,+46.00
145,0,30711,Colt Knost,45' 11",107408,195,8950.667,+32.00
146,0,23983,Luke Donald,46' 0",82321,149,6860.083,-1.00
146,0,24024,Zach Johnson,46' 0",96610,175,8050.833,+26.00
146,0,24502,Adam Scott,46' 0",77792,141,6482.667,+20.00
149,0,12782,Tim Herron,46' 1",166496,301,13874.667,+34.00
149,0,28486,Michael Putnam,46' 1",127273,230,10606.083,+38.00
151,0,19970,Robert Karlsson,46' 2",97465,176,8122.083,+15.00
152,0,29910,Blake Adams,46' 3",181645,327,15137.083,+49.00
152,0,28089,Jason Day,46' 3",146572,264,12214.333,+42.00
152,0,25396,Kevin Na,46' 3",151617,273,12634.750,+25.00
152,0,32876,Martin Piller,46' 3",112586,203,9382.167,+56.00
152,0,25457,Alexandre Rocha,46' 3",102710,185,8559.167,+37.00
152,0,23623,Bo Van Pelt,46' 3",132719,239,11059.917,+26.00
152,0,12602,Dean Wilson,46' 3",110922,200,9243.500,+41.00
159,0,10860,Justin Leonard,46' 4",117387,211,9782.250,+29.00
160,0,20593,Greg Chalmers,46' 5",157076,282,13089.667,+30.00
160,0,26420,Richard Johnson,46' 5",111905,201,9325.417,+41.00
160,0,29478,Kevin Kisner,46' 5",118094,212,9841.167,+23.00
163,0,23800,Bryce Molder,46' 6",102691,184,8557.583,+21.00
164,0,26300,Matt Jones,46' 7",140886,252,11740.500,+34.00
165,0,25444,Justin Hicks,46' 8",70599,126,5883.250,+43.00
165,0,20572,Rod Pampling,46' 8",96289,172,8024.083,+20.00
167,0,34255,Joseph Bramlett,46' 9",126754,226,10562.833,+28.00
168,0,31193,Jim Renner,46' 10",114003,203,9500.250,+43.00
169,0,35087,Bio Kim,47' 0",143775,255,11981.250,+39.00
170,0,26881,Jarrod Lyle,47' 1",156596,277,13049.667,+65.00
171,0,20436,Garrett Willis,47' 2",119329,211,9944.083,+52.00
172,0,22378,Trevor Immelman,47' 3",133862,236,11155.167,+10.00
172,0,01948,Tim Petrovic,47' 3",143522,253,11960.167,+51.00
172,0,26331,Charl Schwartzel,47' 3",86160,152,7180.000,+27.00
175,0,01577,Lee Janzen,47' 4",97165,171,8097.083,+45.00
176,0,29420,Billy Horschel,47' 8",103560,181,8630.000,+38.00
177,0,25834,Daniel Summerhays,47' 10",126222,220,10518.500,+65.00
178,0,21407,Arjun Atwal,47' 11",194941,339,16245.083,+87.00
178,0,28158,Steve Marino,47' 11",126407,220,10533.917,+16.00
180,0,27939,Matt McQuillan,48' 2",87351,151,7279.250,+28.00
181,0,20160,Charlie Wi,48' 9",162069,277,13505.750,+30.00
182,0,10585,Scott McCarron,48' 11",115610,197,9634.167,+36.00
183,0,23409,James Driscoll,49' 1",140137,238,11678.083,+40.00
184,0,23353,J.J. Henry,49' 6",126533,213,10544.417,+30.00
185,0,23614,Rich Beem,49' 10",84384,141,7032.000,+45.00
186,0,08075,Jerry Kelly,51' 0",108352,177,9029.333,+42.00
