RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
1,0,02159,Curtis Strange,34.52,2520,73
2,0,01527,Scott Hoch,34.59,3390,98
3,0,02190,Doug Tewell,34.66,2322,67
4,0,01633,Tom Kite,34.69,2428,70
5,0,01072,Chip Beck,34.75,2815,81
6,0,01682,Wayne Levi,34.77,2816,81
7,0,01858,Tommy Nakajima,34.80,1427,41
8,0,01935,Calvin Peete,34.82,2542,73
9,0,02256,Tom Watson,34.87,1848,53
10,0,01042,Paul Azinger,34.89,2826,81
11,0,02101,Joey Sindelar,34.90,3525,101
12,0,02180,Harry Taylor,34.94,1817,52
13,0,02033,Dave Rummells,34.97,3567,102
14,0,01093,Ronnie Black,34.99,2729,78
15,0,01444,Ken Green,35.00,3150,90
16,0,01226,Fred Couples,35.02,3187,91
17,0,01378,David Frost,35.05,2734,78
18,0,01060,Dave Barr,35.08,3052,87
18,0,01235,Ben Crenshaw,35.08,3017,86
18,0,01984,Sam Randolph,35.08,2526,72
18,0,02321,Fuzzy Zoeller,35.08,2210,63
22,0,01864,Larry Nelson,35.09,1860,53
22,0,01926,Steve Pate,35.09,3263,93
24,0,01837,Gil Morgan,35.10,2387,68
25,0,01715,Mark Lye,35.14,3057,87
26,0,01725,John Mahaffey,35.15,3374,96
27,0,01457,Jay Haas,35.16,3164,90
27,0,02146,Payne Stewart,35.16,3059,87
29,0,02049,Gene Sauers,35.17,3517,100
30,0,01717,Sandy Lyle,35.18,1935,55
31,0,01132,Mark Brooks,35.19,3413,97
32,0,01690,Bruce Lietzke,35.22,2923,83
32,0,02242,Lanny Wadkins,35.22,2888,82
34,0,01960,Don Pooley,35.23,2431,69
35,0,01783,Mark McCumber,35.24,2502,71
35,0,01823,Larry Mize,35.24,2396,68
37,0,01418,Bill Glasson,35.28,3034,86
37,0,01736,Roger Maltbie,35.28,2752,78
37,0,02104,Jeff Sluman,35.28,3740,106
40,0,01214,Frank Conner,35.30,2118,60
41,0,01385,Jim Gallagher Jr.,35.31,2260,64
41,0,02241,Bobby Wadkins,35.31,3637,103
43,0,01161,Mark Calcavecchia,35.33,3745,106
44,0,01313,Steve Elkington,35.36,3112,88
44,0,01723,Andrew Magee,35.36,3076,87
44,0,01876,Greg Norman,35.36,1485,42
47,0,01061,Ray Barr Jr.,35.39,2194,62
47,0,01157,Tom Byrum,35.39,3893,110
47,0,01943,Chris Perry,35.39,3610,102
50,0,01435,Wayne Grady,35.40,2230,63
50,0,01958,Dan Pohl,35.40,2832,80
52,0,01355,Raymond Floyd,35.41,1983,56
52,0,01701,Bob Lohr,35.41,3824,108
52,0,02279,Mark Wiebe,35.41,3753,106
55,0,01151,Clark Burroughs,35.42,3046,86
56,0,01361,Dan Forsman,35.44,4324,122
57,0,01569,Peter Jacobsen,35.45,2694,76
57,0,01846,Jodie Mudd,35.45,3332,94
57,0,02160,Ron Streck,35.45,2304,65
57,0,02267,D.A. Weibring,35.45,2517,71
61,0,01975,Tom Purtzer,35.46,2695,76
61,0,02167,Mike Sullivan,35.46,3191,90
63,0,01797,Rocco Mediate,35.47,3760,106
64,0,01006,John Adams,35.48,2271,64
64,0,02010,Loren Roberts,35.48,3193,90
64,0,02100,Tim Simpson,35.48,3229,91
67,0,01310,Dave Eichelberger,35.49,3336,94
67,0,01641,Gary Koch,35.49,2449,69
67,0,01996,Mike Reid,35.49,2484,70
70,0,01549,Mike Hulbert,35.50,3692,104
70,0,02223,Bob Tway,35.50,3266,92
72,0,01197,Bobby Clampett,35.51,3125,88
72,0,01219,John Cook,35.51,3196,90
72,0,02255,Denis Watson,35.51,2379,67
75,0,02133,Craig Stadler,35.52,2167,61
76,0,01390,Buddy Gardner,35.53,3766,106
76,0,01928,Corey Pavin,35.53,2629,74
78,0,01203,Russ Cochran,35.55,3519,99
78,0,02148,Ray Stewart,35.55,3306,93
80,0,01035,Tommy Armour III,35.56,3236,91
80,0,01143,Brad Bryant,35.56,2880,81
80,0,01945,Kenny Perry,35.56,3378,95
83,0,01098,Jay Don Blake,35.57,3593,101
83,0,01706,Davis Love III,35.57,2881,81
83,0,01755,Dick Mast,35.57,3130,88
83,0,01771,Blaine McCallister,35.57,3877,109
83,0,02170,Hal Sutton,35.57,2632,74
83,0,02246,Duffy Waldorf,35.57,3059,86
89,0,01931,Rick Pearson,35.58,3167,89
90,0,01133,Billy Ray Brown,35.60,3560,100
91,0,01475,Donnie Hammond,35.61,3490,98
91,0,01998,Jack Renner,35.61,3169,89
93,0,01891,David Ogrin,35.62,3277,92
93,0,01971,Dillard Pruitt,35.62,2992,84
95,0,06284,Jim Hallet,35.63,3634,102
95,0,02041,Bill Sander,35.63,2993,84
95,0,02303,Robert Wrenn,35.63,3242,91
98,0,01346,Ed Fiori,35.64,3600,101
98,0,01877,Tim Norris,35.64,2887,81
100,0,01559,Hale Irwin,35.65,2353,66
101,0,01469,Dan Halldorson,35.66,3316,93
101,0,01571,Barry Jaeckel,35.66,2746,77
101,0,01851,Bob Murphy,35.66,2639,74
104,0,01887,Mark O'Meara,35.67,2675,75
105,0,02007,Larry Rinker,35.68,3425,96
105,0,02023,Clarence Rose,35.68,3711,104
107,0,01329,Brad Faxon,35.71,3071,86
107,0,01892,Aki Ohmachi,35.71,3178,89
109,0,01024,Billy Andrade,35.72,3501,98
109,0,01033,George Archer,35.72,3286,92
109,0,01129,Bill Britton,35.72,3215,90
109,0,01150,George Burns,35.72,1929,54
109,0,01639,Kenny Knox,35.72,3679,103
109,0,01968,Nick Price,35.72,2429,68
115,0,02195,Leonard Thompson,35.73,3609,101
116,0,01495,Morris Hatalsky,35.74,2502,70
117,0,01284,Mike Donald,35.75,3932,110
117,0,01414,Bob Gilder,35.75,2896,81
117,0,01553,John Huston,35.75,3182,89
117,0,02099,Scott Simpson,35.75,2252,63
121,0,02186,Brian Tennyson,35.76,3397,95
122,0,01323,Brad Fabel,35.77,3434,96
122,0,01707,Steve Lowery,35.77,3505,98
124,0,01077,Mike Bender,35.78,2862,80
125,0,01168,David Canipe,35.79,3042,85
125,0,01306,David Edwards,35.79,2613,73
125,0,01468,Gary Hallberg,35.79,2076,58
128,0,01476,Mike Hammond,35.81,2578,72
128,0,02094,Tony Sills,35.81,3438,96
130,0,02229,Brett Upper,35.82,2830,79
131,0,01086,Roy Biancalana,35.85,2617,73
131,0,01156,Curt Byrum,35.85,3406,95
131,0,02118,J.C. Snead,35.85,2868,80
131,0,02311,Kim Young,35.85,2545,71
135,0,01662,Greg Ladehoff,35.86,3478,97
136,0,01179,Antonio Cerda,35.87,2403,67
137,0,01443,Hubert Green,35.88,2081,58
137,0,02225,Howard Twitty,35.88,3767,105
137,0,02313,Bruce Zabriski,35.88,2906,81
140,0,01305,Danny Edwards,35.89,2046,57
140,0,01790,Pat McGowan,35.89,3230,90
142,0,01106,Jim Booros,35.90,2980,83
142,0,01938,David Peoples,35.90,3554,99
144,0,01941,Tom Pernice Jr.,35.91,3124,87
144,0,02196,Robert Thompson,35.91,3447,96
144,0,02239,Scott Verplank,35.91,3376,94
147,0,01201,Lennie Clements,35.92,3664,102
148,0,02185,Lance Ten Broeck,35.95,2912,81
149,0,01599,Steve Jones,35.96,2841,79
149,0,01826,Brian Mogg,35.96,2553,71
149,0,01986,Joey Rassett,35.96,2517,70
149,0,02090,Tom Sieckmann,35.96,2733,76
153,0,01499,Mark Hayes,35.98,3526,98
154,0,01200,Keith Clearwater,36.01,2917,81
155,0,01185,Brandel Chamblee,36.03,2702,75
156,0,02126,Bruce Soulsby,36.05,2055,57
157,0,01014,Fulton Allem,36.07,2164,60
157,0,01135,Ken Brown,36.07,2020,56
157,0,02322,Richard Zokol,36.07,2453,68
160,0,01096,Phil Blackmar,36.08,2634,73
160,0,01154,Bill Buttner,36.08,3139,87
160,0,02294,Willie Wood,36.08,2814,78
163,0,01964,Greg Powers,36.09,2057,57
164,0,01303,Bob Eastwood,36.13,3071,85
165,0,01261,Jay Delsing,36.14,2891,80
166,0,01175,Jim Carter,36.18,3039,84
167,0,01648,Billy Kratzert,36.19,3112,86
168,0,01557,John Inman,36.20,3403,94
169,0,01191,Barry Cheesman,36.21,2571,71
169,0,01782,Mike McCullough,36.21,3150,87
171,0,01331,Rick Fehr,36.23,2790,77
171,0,01884,Mac O'Grady,36.23,2065,57
173,0,01970,Bob Proben,36.29,2831,78
174,0,02192,Steve Thomas,36.32,2724,75
175,0,01094,Mike Blackburn,36.33,2943,81
175,0,01288,Ed Dougherty,36.33,3233,89
177,0,01068,Andy Bean,36.38,1455,40
178,0,01737,Mark Maness,36.39,2074,57
179,0,01425,Ernie Gonzalez,36.40,2948,81
180,0,01127,Danny Briggs,36.52,2228,61
181,0,01861,Jim Nelford,36.66,2566,70
182,0,01236,Richard Cromwell,36.72,2607,71
183,0,01224,Jeff Coston,36.76,2463,67
184,0,02215,Paul Trittler,36.77,2390,65
185,0,02244,Fred Wadsworth,36.82,2688,73
