RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,10809,Jim Furyk,12.60,229,1818
2,0,02104,Jeff Sluman,12.84,245,1908
3,0,01219,John Cook,13.71,227,1656
4,0,01320,Bob Estes,13.84,259,1872
5,0,01098,Jay Don Blake,13.96,196,1404
6,0,01381,Fred Funk,14.04,288,2052
7,0,09011,David Duval,14.06,210,1494
8,0,07457,Steve Flesch,14.09,251,1782
9,0,02170,Hal Sutton,14.16,265,1872
10,0,01353,Bruce Fleisher,14.21,197,1386
11,0,01748,Doug Martin,14.24,282,1980
12,0,02214,Kirk Triplett,14.30,211,1476
13,0,02223,Bob Tway,14.33,258,1800
14,0,01761,Len Mattiace,14.51,269,1854
15,0,01677,Tom Lehman,14.56,207,1422
16,0,01334,Keith Fergus,14.68,140,954
17,0,02239,Scott Verplank,14.76,255,1728
18,0,02279,Mark Wiebe,14.77,210,1422
19,0,01619,Skip Kendall,14.80,277,1872
20,0,01823,Larry Mize,14.81,216,1458
21,0,01599,Steve Jones,14.86,214,1440
22,0,06527,Steve Stricker,14.91,220,1476
23,0,02010,Loren Roberts,14.93,215,1440
24,0,01161,Mark Calcavecchia,14.99,259,1728
24,0,02146,Payne Stewart,14.99,205,1368
26,0,06078,Esteban Toledo,15.05,252,1674
27,0,01361,Dan Forsman,15.08,209,1386
28,0,01510,Nolan Henke,15.09,239,1584
29,0,12660,Jesper Parnevik,15.14,188,1242
30,0,01926,Steve Pate,15.16,232,1530
31,0,08793,Tiger Woods,15.22,200,1314
32,0,06575,Dudley Hart,15.26,228,1494
33,0,01527,Scott Hoch,15.28,275,1800
34,0,01707,Steve Lowery,15.31,237,1548
35,0,01771,Blaine McCallister,15.33,287,1872
36,0,01887,Mark O'Meara,15.36,188,1224
37,0,01945,Kenny Perry,15.38,227,1476
38,0,20229,Stewart Cink,15.41,269,1746
39,0,10860,Justin Leonard,15.44,278,1800
40,0,01175,Jim Carter,15.46,295,1908
41,0,01331,Rick Fehr,15.50,173,1116
42,0,01553,John Huston,15.53,260,1674
43,0,01968,Nick Price,15.59,174,1116
44,0,06044,Scott Gump,15.64,273,1746
44,0,01569,Peter Jacobsen,15.64,183,1170
46,0,06595,Kevin Sutherland,15.67,282,1800
47,0,01185,Brandel Chamblee,15.69,226,1440
48,0,02101,Joey Sindelar,15.74,272,1728
49,0,08931,Glen Day,15.76,261,1656
50,0,06643,Paul Goydos,15.78,284,1800
51,0,06090,Jim McGovern,15.82,242,1530
52,0,01706,Davis Love III,15.84,211,1332
53,0,01203,Russ Cochran,15.85,251,1584
53,0,01797,Rocco Mediate,15.85,234,1476
55,0,06012,Greg Kraft,15.86,237,1494
56,0,01533,P.H. Horgan III,15.87,300,1890
57,0,01035,Tommy Armour III,15.96,250,1566
58,0,02294,Willie Wood,16.00,239,1494
59,0,02008,Lee Rinker,16.03,300,1872
60,0,19881,Robert Damron,16.04,254,1584
61,0,08553,Lee Porter,16.06,263,1638
62,0,06617,Brian Henninger,16.08,275,1710
63,0,01724,Jeff Maggert,16.13,241,1494
64,0,01457,Jay Haas,16.17,230,1422
64,0,01928,Corey Pavin,16.17,195,1206
66,0,01920,Craig Parry,16.19,137,846
66,0,06567,Vijay Singh,16.19,271,1674
68,0,02133,Craig Stadler,16.21,178,1098
69,0,01941,Tom Pernice Jr.,16.24,231,1422
70,0,02267,D.A. Weibring,16.26,202,1242
71,0,01723,Andrew Magee,16.31,276,1692
71,0,08375,Paul Stankowski,16.31,226,1386
73,0,01376,Bob Friend,16.34,250,1530
74,0,12645,Brent Geiberger,16.35,262,1602
74,0,11032,Frank Lickliter II,16.35,312,1908
76,0,01475,Donnie Hammond,16.41,257,1566
77,0,06004,Stephen Ames,16.45,154,936
78,0,06332,Neal Lancaster,16.47,255,1548
78,0,02206,David Toms,16.47,252,1530
80,0,02246,Duffy Waldorf,16.53,244,1476
81,0,07235,John Morse,16.57,176,1062
82,0,02321,Fuzzy Zoeller,16.58,203,1224
83,0,21584,Richie Coughlan,16.61,281,1692
84,0,01905,Joe Ozaki,16.67,171,1026
85,0,01063,Ben Bates,16.72,301,1800
85,0,01891,David Ogrin,16.72,301,1800
87,0,20094,Jonathan Kaye,16.75,190,1134
88,0,01385,Jim Gallagher Jr.,16.82,218,1296
88,0,08385,Omar Uresti,16.82,330,1962
90,0,07569,Mark Carnevale,16.85,282,1674
91,0,12663,Phil Tataurangi,16.88,240,1422
92,0,01306,David Edwards,16.89,231,1368
93,0,06522,Ernie Els,16.90,146,864
93,0,01685,J.L. Lewis,16.90,286,1692
95,0,02007,Larry Rinker,16.91,283,1674
96,0,01943,Chris Perry,16.93,326,1926
97,0,01261,Jay Delsing,16.96,229,1350
98,0,08339,Spike McRoy,16.99,266,1566
98,0,02135,Mike Standly,16.99,263,1548
100,0,01139,Olin Browne,17.03,236,1386
100,0,02106,Chris Smith,17.03,282,1656
102,0,01157,Tom Byrum,17.09,283,1656
103,0,01549,Mike Hulbert,17.10,274,1602
104,0,06251,Chris DiMarco,17.13,296,1728
105,0,08993,Franklin Langham,17.15,284,1656
106,0,01468,Gary Hallberg,17.21,189,1098
107,0,01960,Don Pooley,17.22,186,1080
108,0,07101,Dave Stockton Jr.,17.26,202,1170
109,0,10585,Scott McCarron,17.27,258,1494
110,0,01577,Lee Janzen,17.28,255,1476
111,0,07749,Brett Quigley,17.30,274,1584
112,0,01996,Mike Reid,17.31,243,1404
113,0,21805,Harrison Frazar,17.35,253,1458
114,0,01116,Michael Bradley,17.38,219,1260
114,0,12782,Tim Herron,17.38,294,1692
114,0,08075,Jerry Kelly,17.38,291,1674
117,0,01766,Billy Mayfair,17.41,282,1620
118,0,01266,Clark Dennis,17.48,236,1350
119,0,01024,Billy Andrade,17.49,299,1710
120,0,01191,Barry Cheesman,17.50,293,1674
120,0,06581,David Sutherland,17.50,293,1674
122,0,01042,Paul Azinger,17.54,221,1260
123,0,01323,Brad Fabel,17.57,291,1656
124,0,01282,Trevor Dodds,17.58,288,1638
125,0,20099,Doug Barron,17.60,282,1602
125,0,06064,Jeff Gallagher,17.60,282,1602
125,0,02245,Grant Waite,17.60,301,1710
128,0,10733,Kent Jones,17.62,276,1566
129,0,02218,Ted Tryba,17.67,334,1890
130,0,01060,Dave Barr,17.69,191,1080
131,0,02241,Bobby Wadkins,17.72,287,1620
132,0,08545,Glen Hnatiuk,17.80,266,1494
132,0,02002,John Riegger,17.80,266,1494
134,0,01408,Kelly Gibson,17.81,343,1926
135,0,10423,Mike Weir,17.89,248,1386
136,0,02023,Clarence Rose,17.91,316,1764
137,0,06621,Joe Durant,17.93,255,1422
138,0,06132,Sonny Skinner,17.96,278,1548
139,0,01414,Bob Gilder,17.97,262,1458
140,0,01201,Lennie Clements,18.02,227,1260
141,0,19824,Craig Barlow,18.11,264,1458
142,0,01132,Mark Brooks,18.12,300,1656
143,0,10569,Mike Brisky,18.14,284,1566
144,0,01226,Fred Couples,18.22,223,1224
145,0,02131,Mike Springer,18.36,347,1890
146,0,06315,Pete Jordan,18.41,295,1602
147,0,01329,Brad Faxon,18.43,272,1476
148,0,07753,Kevin Wentworth,18.45,259,1404
149,0,20098,Stuart Appleby,18.63,218,1170
150,0,08537,J.P. Hayes,18.66,225,1206
151,0,01810,Phil Mickelson,18.71,266,1422
152,0,01014,Fulton Allem,18.83,200,1062
152,0,01378,David Frost,18.83,244,1296
154,0,01093,Ronnie Black,18.87,265,1404
154,0,10962,Bradley Hughes,18.87,214,1134
156,0,01096,Phil Blackmar,18.89,272,1440
157,0,01705,Tim Loustalot,18.92,218,1152
158,0,01607,Brian Kamm,19.05,240,1260
159,0,06056,Jim Estes,19.18,221,1152
159,0,10457,Frank Nobilo,19.18,214,1116
161,0,01302,R.W. Eaks,19.24,277,1440
161,0,01388,Robert Gamez,19.24,239,1242
163,0,01717,Sandy Lyle,19.31,212,1098
164,0,07707,Mike Small,19.32,226,1170
165,0,01249,John Daly,19.34,268,1386
166,0,01006,John Adams,19.44,217,1116
166,0,07087,Hugh Royer III,19.44,287,1476
166,0,02159,Curtis Strange,19.44,175,900
169,0,01133,Billy Ray Brown,19.62,226,1152
170,0,20154,Guy Hill,19.72,252,1278
171,0,10207,Jimmy Johnston,19.73,206,1044
172,0,06613,Tommy Tolles,19.82,289,1458
173,0,21593,Keith Nolan,19.86,193,972
174,0,10213,Dicky Pride,19.87,211,1062
175,0,10195,Tim Conley,20.32,256,1260
176,0,01068,Andy Bean,20.37,176,864
177,0,06791,Mark Wurtz,20.40,202,990
178,0,01326,Nick Faldo,20.52,181,882
179,0,01633,Tom Kite,20.62,245,1188
180,0,01604,Steve Jurgensen,20.68,268,1296
181,0,19883,Joe Daley,20.75,254,1224
182,0,06270,Bobby Gage,21.05,197,936
183,0,06214,Guy Boros,21.26,333,1566
184,0,02099,Scott Simpson,21.93,225,1026
185,0,21631,Iain Steel,21.95,245,1116
186,0,21007,Gabriel Hjertstedt,22.07,286,1296
187,0,12755,Vance Veazey,22.47,271,1206
188,0,01072,Chip Beck,25.18,281,1116
