RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
1,0,08793,Tiger Woods,61.22,150,245
2,0,09011,David Duval,57.14,132,231
3,0,06567,Vijay Singh,56.90,169,297
4,0,01810,Phil Mickelson,56.18,150,267
5,0,01706,Davis Love III,53.28,130,244
6,0,21209,Sergio Garcia,51.91,95,183
7,0,01161,Mark Calcavecchia,51.50,137,266
8,0,21961,Charles Howell III,51.19,151,295
9,0,20098,Stuart Appleby,51.06,168,329
10,0,10585,Scott McCarron,50.92,166,326
11,0,12660,Jesper Parnevik,50.68,149,294
12,0,11032,Frank Lickliter II,50.15,171,341
13,0,01249,John Daly,50.00,138,276
13,0,06251,Chris DiMarco,50.00,172,344
15,0,10423,Mike Weir,49.82,139,279
16,0,02104,Jeff Sluman,49.30,177,359
17,0,01527,Scott Hoch,49.13,141,287
18,0,06522,Ernie Els,48.97,95,194
19,0,23621,Rory Sabbatini,48.94,115,235
20,0,06595,Kevin Sutherland,48.27,167,346
21,0,22892,Jason Gore,48.04,135,281
22,0,12823,Carlos Franco,47.95,140,292
23,0,06004,Stephen Ames,47.68,144,302
24,0,01766,Billy Mayfair,47.54,164,345
25,0,01677,Tom Lehman,47.53,125,263
26,0,12680,Shigeki Maruyama,47.39,145,306
27,0,01945,Kenny Perry,47.32,150,317
28,0,02106,Chris Smith,47.06,160,340
29,0,10809,Jim Furyk,46.67,133,285
30,0,01320,Bob Estes,46.62,131,281
31,0,08075,Jerry Kelly,45.94,164,357
32,0,02206,David Toms,45.87,150,327
33,0,21805,Harrison Frazar,45.76,135,295
34,0,20229,Stewart Cink,45.63,146,320
35,0,19972,José Coceres,45.61,78,171
36,0,01226,Fred Couples,45.57,108,237
37,0,23353,J.J. Henry,45.24,133,294
38,0,07457,Steve Flesch,45.07,169,375
39,0,01797,Rocco Mediate,45.02,104,231
40,0,06573,Brandt Jobe,44.98,148,329
41,0,01553,John Huston,44.83,91,203
42,0,01619,Skip Kendall,44.79,172,384
43,0,10565,Ian Leggatt,44.75,132,295
44,0,20566,Kaname Yokoo,44.64,125,280
45,0,10860,Justin Leonard,44.61,149,334
46,0,01968,Nick Price,44.40,103,232
47,0,19846,Brian Gay,44.36,169,381
48,0,20436,Garrett Willis,44.23,138,312
49,0,08375,Paul Stankowski,44.19,137,310
50,0,07867,Woody Austin,44.18,148,335
51,0,06575,Dudley Hart,44.17,106,240
52,0,02101,Joey Sindelar,44.16,102,231
53,0,23614,Rich Beem,44.12,135,306
54,0,01938,David Peoples,43.96,142,323
55,0,23034,Brent Schwarzrock,43.89,97,221
56,0,06090,Jim McGovern,43.87,93,212
57,0,01941,Tom Pernice Jr.,43.71,153,350
58,0,20094,Jonathan Kaye,43.53,175,402
59,0,24357,K.J. Choi,43.49,137,315
60,0,06527,Steve Stricker,43.42,99,228
61,0,06350,Bob May,43.41,112,258
62,0,01139,Olin Browne,43.35,137,316
63,0,19824,Craig Barlow,43.32,107,247
64,0,20574,Mathew Goggin,43.20,143,331
65,0,11011,Mike Sposa,42.94,140,326
66,0,06034,Marco Dawson,42.79,92,215
67,0,07003,David Berganio Jr.,42.68,105,246
68,0,02239,Scott Verplank,42.63,136,319
69,0,01329,Brad Faxon,42.61,124,291
70,0,02245,Grant Waite,42.59,115,270
71,0,22046,Geoff Ogilvy,42.57,86,202
72,0,20593,Greg Chalmers,42.38,128,302
73,0,20043,Edward Fryatt,42.33,127,300
74,0,01203,Russ Cochran,42.26,112,265
75,0,06514,Kevin Johnson,42.17,132,313
76,0,01307,Joel Edwards,42.15,145,344
77,0,23125,Brad Elder,42.12,163,387
78,0,01035,Tommy Armour III,42.04,132,314
79,0,02214,Kirk Triplett,42.03,116,276
80,0,02170,Hal Sutton,42.01,134,319
81,0,10201,Matt Gogel,41.99,118,281
82,0,06613,Tommy Tolles,41.97,128,305
83,0,08057,Brian Wilson,41.91,127,303
84,0,02246,Duffy Waldorf,41.77,99,237
85,0,06036,Scott Dunlap,41.73,106,254
86,0,01093,Ronnie Black,41.71,73,175
87,0,10885,Robert Allenby,41.69,143,343
88,0,20127,Chris Riley,41.67,140,336
89,0,01175,Jim Carter,41.59,141,339
90,0,01707,Steve Lowery,41.54,135,325
91,0,06621,Joe Durant,41.45,114,275
92,0,02279,Mark Wiebe,41.40,89,215
93,0,01926,Steve Pate,41.26,118,286
94,0,01042,Paul Azinger,41.20,110,267
95,0,06332,Neal Lancaster,41.19,152,369
95,0,01723,Andrew Magee,41.19,138,335
