RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
1,0,01810,Phil Mickelson,26.29,388,1476,26
2,0,01706,Davis Love III,25.19,340,1350,20
3,0,08793,Tiger Woods,24.93,341,1368,5
4,0,02206,David Toms,24.48,423,1728,7
5,0,09011,David Duval,24.35,320,1314,41
6,0,01945,Kenny Perry,24.22,388,1602,8
7,0,01161,Mark Calcavecchia,24.12,343,1422,63
8,0,06251,Chris DiMarco,24.11,447,1854,15
9,0,06567,Vijay Singh,24.09,399,1656,30
10,0,10585,Scott McCarron,23.94,405,1692,25
11,0,02104,Jeff Sluman,23.56,441,1872,22
12,0,11032,Frank Lickliter II,23.37,429,1836,48
13,0,21209,Sergio Garcia,23.33,252,1080,55
14,0,01249,John Daly,23.31,344,1476,70
15,0,02239,Scott Verplank,23.20,405,1746,14
16,0,01797,Rocco Mediate,23.03,286,1242,12
17,0,01677,Tom Lehman,23.00,327,1422,1
18,0,12652,Cameron Beckman,22.90,408,1782,42
19,0,21961,Charles Howell III,22.75,348,1530,2
20,0,01320,Bob Estes,22.73,360,1584,45
21,0,02106,Chris Smith,22.62,399,1764,16
22,0,10809,Jim Furyk,22.60,358,1584,17
23,0,01527,Scott Hoch,22.55,341,1512,75
24,0,01666,Bernhard Langer,22.50,247,1098,46
25,0,20229,Stewart Cink,22.45,392,1746,29
26,0,07457,Steve Flesch,22.43,432,1926,57
27,0,20098,Stuart Appleby,22.39,395,1764,143
28,0,07749,Brett Quigley,22.22,252,1134,86
29,0,02223,Bob Tway,22.17,423,1908,5
30,0,06004,Stephen Ames,22.16,335,1512,36
31,0,06575,Dudley Hart,22.15,299,1350,37
32,0,10860,Justin Leonard,22.11,394,1782,81
33,0,19846,Brian Gay,22.07,445,2016,80
34,0,01766,Billy Mayfair,22.06,397,1800,27
35,0,01457,Jay Haas,21.91,284,1296,39
36,0,01203,Russ Cochran,21.84,287,1314,58
36,0,01219,John Cook,21.84,346,1584,3
38,0,02214,Kirk Triplett,21.82,326,1494,19
39,0,20127,Chris Riley,21.78,392,1800,134
40,0,01307,Joel Edwards,21.77,388,1782,35
41,0,20566,Kaname Yokoo,21.74,317,1458,127
42,0,01042,Paul Azinger,21.73,309,1422,34
43,0,01619,Skip Kendall,21.71,422,1944,77
44,0,06595,Kevin Sutherland,21.66,382,1764,23
45,0,20593,Greg Chalmers,21.60,346,1602,103
45,0,06621,Joe Durant,21.60,311,1440,4
47,0,01577,Lee Janzen,21.56,357,1656,62
47,0,08075,Jerry Kelly,21.56,392,1818,31
49,0,20094,Jonathan Kaye,21.53,434,2016,74
49,0,08375,Paul Stankowski,21.53,341,1584,85
51,0,01329,Brad Faxon,21.52,337,1566,117
52,0,21805,Harrison Frazar,21.49,325,1512,87
52,0,12660,Jesper Parnevik,21.49,352,1638,82
54,0,06573,Brandt Jobe,21.45,363,1692,40
54,0,12680,Shigeki Maruyama,21.45,363,1692,107
56,0,01724,Jeff Maggert,21.43,324,1512,67
56,0,02257,Brian Watts,21.43,216,1008,106
58,0,01707,Steve Lowery,21.42,374,1746,51
59,0,01941,Tom Pernice Jr.,21.41,393,1836,157
60,0,21949,Joe Ogilvie,21.40,416,1944,185
61,0,06527,Steve Stricker,21.37,250,1170,175
62,0,01139,Olin Browne,21.35,369,1728,49
63,0,01378,David Frost,21.33,334,1566,180
64,0,01226,Fred Couples,21.32,261,1224,24
64,0,10423,Mike Weir,21.32,330,1548,60
66,0,12823,Carlos Franco,21.26,333,1566,111
67,0,06613,Tommy Tolles,21.25,329,1548,108
68,0,20043,Edward Fryatt,21.22,340,1602,110
69,0,06522,Ernie Els,21.20,229,1080,99
70,0,01920,Craig Parry,21.08,239,1134,64
71,0,06034,Marco Dawson,21.05,216,1026,72
72,0,22892,Jason Gore,21.04,303,1440,163
73,0,11011,Mike Sposa,21.03,352,1674,92
74,0,22046,Geoff Ogilvy,21.02,227,1080,155
75,0,10885,Robert Allenby,20.96,400,1908,33
75,0,01024,Billy Andrade,20.96,298,1422,145
75,0,02101,Joey Sindelar,20.96,249,1188,76
78,0,01098,Jay Don Blake,20.95,362,1728,114
79,0,01553,John Huston,20.93,226,1080,18
80,0,01475,Donnie Hammond,20.92,192,918,10
81,0,02110,Jerry Smith,20.88,357,1710,160
82,0,20436,Garrett Willis,20.87,323,1548,126
83,0,07003,David Berganio Jr.,20.85,274,1314,73
83,0,01381,Fred Funk,20.85,439,2106,50
83,0,06332,Neal Lancaster,20.85,394,1890,54
83,0,23621,Rory Sabbatini,20.85,259,1242,95
87,0,24357,K.J. Choi,20.83,345,1656,101
87,0,08931,Glen Day,20.83,315,1512,132
89,0,02170,Hal Sutton,20.70,354,1710,9
90,0,06350,Bob May,20.69,298,1440,38
90,0,02245,Grant Waite,20.69,283,1368,91
92,0,12645,Brent Geiberger,20.68,294,1422,78
93,0,01968,Nick Price,20.65,275,1332,68
94,0,19817,Michael Muehr,20.59,341,1656,96
95,0,10565,Ian Leggatt,20.57,311,1512,79
96,0,06036,Scott Dunlap,20.53,292,1422,120
97,0,01175,Jim Carter,20.52,373,1818,119
98,0,01938,David Peoples,20.49,343,1674,32
99,0,08057,Brian Wilson,20.48,317,1548,152
100,0,06090,Jim McGovern,20.46,232,1134,118
101,0,20498,Briny Baird,20.39,378,1854,27
102,0,23614,Rich Beem,20.35,326,1602,124
103,0,02099,Scott Simpson,20.32,267,1314,151
104,0,23353,J.J. Henry,20.30,307,1512,13
104,0,22122,Andrew McLardy,20.30,274,1350,125
106,0,01771,Blaine McCallister,20.28,292,1440,133
107,0,07547,Craig Kanada,20.23,284,1404,190
108,0,06373,José María Olazábal,20.21,171,846,84
109,0,08545,Glen Hnatiuk,20.19,367,1818,11
110,0,10912,Craig Perks,20.18,276,1368,137
111,0,06809,Bob Burns,20.16,323,1602,65
111,0,12753,David Morland IV,20.16,312,1548,179
113,0,01927,Dennis Paulson,20.12,268,1332,140
114,0,10201,Matt Gogel,20.10,293,1458,113
115,0,19972,José Coceres,20.08,206,1026,61
116,0,23034,Brent Schwarzrock,20.02,227,1134,69
117,0,07867,Woody Austin,20.00,342,1710,104
118,0,01723,Andrew Magee,19.98,338,1692,165
119,0,01313,Steve Elkington,19.95,219,1098,144
120,0,08881,Tripp Isenhour,19.91,319,1602,172
120,0,02002,John Riegger,19.91,301,1512,44
120,0,02246,Duffy Waldorf,19.91,258,1296,53
123,0,01157,Tom Byrum,19.87,304,1530,100
124,0,01685,J.L. Lewis,19.86,379,1908,137
125,0,23125,Brad Elder,19.83,389,1962,169
126,0,01943,Chris Perry,19.80,278,1404,47
127,0,01887,Mark O'Meara,19.74,231,1170,90
128,0,20574,Mathew Goggin,19.71,330,1674,105
129,0,24604,Hunter Haas,19.66,269,1368,191
129,0,12782,Tim Herron,19.66,322,1638,21
131,0,08339,Spike McRoy,19.60,321,1638,88
132,0,21007,Gabriel Hjertstedt,19.59,268,1368,172
133,0,06514,Kevin Johnson,19.54,320,1638,152
134,0,08537,J.P. Hayes,19.52,267,1368,112
135,0,02279,Mark Wiebe,19.44,217,1116,130
135,0,10425,Jay Williamson,19.44,315,1620,109
137,0,01388,Robert Gamez,19.40,206,1062,131
138,0,01035,Tommy Armour III,19.35,317,1638,147
139,0,02218,Ted Tryba,19.34,369,1908,114
140,0,01063,Ben Bates,19.29,184,954,129
141,0,06643,Paul Goydos,19.25,291,1512,161
142,0,08633,Per-Ulrik Johansson,19.24,277,1440,52
142,0,12705,Cliff Kresge,19.24,284,1476,142
144,0,02294,Willie Wood,19.23,180,936,177
145,0,21806,Paul Gow,19.19,259,1350,140
146,0,06012,Greg Kraft,19.17,352,1836,94
147,0,19881,Robert Damron,19.11,313,1638,136
148,0,06078,Esteban Toledo,19.10,392,2052,123
149,0,01374,Robin Freeman,19.09,354,1854,89
150,0,19824,Craig Barlow,19.06,247,1296,71
150,0,01093,Ronnie Black,19.06,175,918,122
152,0,02010,Loren Roberts,18.98,287,1512,116
153,0,10457,Frank Nobilo,18.91,303,1602,58
154,0,08553,Lee Porter,18.89,306,1620,149
155,0,20095,Carl Paulson,18.88,316,1674,97
156,0,21584,Richie Coughlan,18.86,224,1188,158
156,0,12760,Danny Ellis,18.86,258,1368,170
158,0,01926,Steve Pate,18.80,291,1548,146
159,0,01599,Steve Jones,18.78,240,1278,102
160,0,01185,Brandel Chamblee,18.76,260,1386,159
161,0,01761,Len Mattiace,18.75,324,1728,168
162,0,01361,Dan Forsman,18.73,263,1404,83
163,0,01014,Fulton Allem,18.65,188,1008,161
163,0,01928,Corey Pavin,18.65,235,1260,183
165,0,12388,Michael Clark II,18.56,284,1530,98
166,0,01823,Larry Mize,18.47,246,1332,150
167,0,20099,Doug Barron,18.46,206,1116,156
168,0,08123,Jeff Brehaut,18.40,255,1386,92
169,0,10962,Bradley Hughes,18.38,311,1692,43
170,0,06617,Brian Henninger,18.35,261,1422,167
171,0,06315,Pete Jordan,18.34,340,1854,135
172,0,07763,Doug Dunakey,18.31,267,1458,184
172,0,20433,Mark Hensby,18.31,234,1278,166
172,0,07101,Dave Stockton Jr.,18.31,201,1098,187
175,0,10213,Dicky Pride,18.30,257,1404,174
176,0,06431,Jean Van de Velde,18.15,147,810,154
177,0,21633,Steve Allan,18.09,280,1548,189
178,0,06515,Shaun Micheel,18.06,325,1800,128
179,0,12714,Chris Tidland,17.99,259,1440,147
180,0,25083,Jeremy Anderson,17.71,220,1242,139
180,0,01487,Jeff Hart,17.71,271,1530,56
182,0,22051,Ben Ferguson,17.64,235,1332,181
183,0,01132,Mark Brooks,17.61,279,1584,163
184,0,08535,Gary Nicklaus,17.55,297,1692,178
185,0,01200,Keith Clearwater,17.38,194,1116,182
186,0,08063,Kelly Grunewald,17.34,206,1188,186
187,0,01418,Bill Glasson,17.18,201,1170,66
188,0,10963,Jimmy Green,17.15,284,1656,171
189,0,10733,Kent Jones,17.12,228,1332,120
190,0,10649,Tom Scherrer,17.09,203,1188,176
191,0,06591,Rocky Walcher,16.85,179,1062,194
192,0,08993,Franklin Langham,16.76,181,1080,188
193,0,06140,Sean Murphy,16.27,205,1260,192
194,0,01603,Jeff Julian,16.16,160,990,193
