RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,01249,John Daly,32.62
2,0,01677,Tom Lehman,27.95
3,0,23623,Bo Van Pelt,27.70
4,0,06567,Vijay Singh,27.54
5,0,23325,Vaughn Taylor,26.96
6,0,06522,Ernie Els,26.95
7,0,11032,Frank Lickliter II,26.32
8,0,22046,Geoff Ogilvy,26.18
9,0,07867,Woody Austin,25.77
10,0,08793,Tiger Woods,25.56
11,0,22548,Patrick Sheehan,25.49
12,0,24507,Jason Bohn,25.18
13,0,01810,Phil Mickelson,25.14
14,0,12760,Danny Ellis,25.00
15,0,19824,Craig Barlow,24.88
15,0,20229,Stewart Cink,24.88
17,0,01553,John Huston,24.54
18,0,21878,Mark Wilson,24.14
19,0,12680,Shigeki Maruyama,24.07
20,0,25900,Lucas Glover,23.88
21,0,24290,D.J. Brigman,23.87
22,0,24502,Adam Scott,23.81
23,0,12652,Cameron Beckman,23.69
24,0,21209,Sergio Garcia,23.68
25,0,08337,Mike Heinen,23.66
26,0,23063,Scott Hend,23.62
27,0,02206,David Toms,23.58
28,0,06515,Shaun Micheel,23.37
29,0,20850,Daniel Chopra,23.33
30,0,01226,Fred Couples,23.26
31,0,02101,Joey Sindelar,23.22
32,0,23621,Rory Sabbatini,23.21
33,0,01619,Skip Kendall,23.08
34,0,20157,Retief Goosen,22.94
35,0,22913,John Rollins,22.59
36,0,23135,Tim Clark,22.42
37,0,02049,Gene Sauers,22.38
38,0,02010,Loren Roberts,22.34
39,0,21805,Harrison Frazar,22.27
39,0,10585,Scott McCarron,22.27
41,0,06613,Tommy Tolles,22.18
42,0,01706,Davis Love III,22.17
43,0,21731,Freddie Jacobson,22.12
44,0,23552,Hank Kuehne,22.05
45,0,21959,Ted Purdy,22.01
46,0,24024,Zach Johnson,21.94
47,0,06621,Joe Durant,21.89
48,0,24361,Pat Perez,21.81
49,0,07749,Brett Quigley,21.79
50,0,20593,Greg Chalmers,21.78
51,0,20663,Brenden Pappas,21.65
52,0,06251,Chris DiMarco,21.58
53,0,08075,Jerry Kelly,21.57
54,0,01928,Corey Pavin,21.56
55,0,19846,Brian Gay,21.48
56,0,06527,Steve Stricker,21.46
57,0,01142,Bart Bryant,21.43
57,0,25396,Kevin Na,21.43
59,0,06004,Stephen Ames,21.40
60,0,11123,Chris Couch,21.34
61,0,01320,Bob Estes,21.16
62,0,10201,Matt Gogel,21.12
63,0,01577,Lee Janzen,21.10
64,0,10423,Mike Weir,21.08
65,0,23108,Matt Kuchar,21.07
66,0,01157,Tom Byrum,21.03
67,0,02245,Grant Waite,20.99
68,0,19881,Robert Damron,20.94
69,0,23983,Luke Donald,20.88
70,0,26287,Roland Thatcher,20.83
71,0,01024,Billy Andrade,20.72
72,0,08931,Glen Day,20.69
73,0,10425,Jay Williamson,20.65
74,0,12823,Carlos Franco,20.63
74,0,22405,Justin Rose,20.63
76,0,12645,Brent Geiberger,20.58
77,0,01666,Bernhard Langer,20.55
78,0,20585,Niclas Fasth,20.49
79,0,07363,Craig Bowden,20.48
80,0,19825,Darren Clarke,20.45
80,0,25345,Carl Pettersson,20.45
82,0,23353,J.J. Henry,20.35
83,0,07457,Steve Flesch,20.33
84,0,24781,Hunter Mahan,20.21
85,0,01219,John Cook,20.14
85,0,01968,Nick Price,20.14
87,0,01457,Jay Haas,20.11
88,0,23613,Rich Barcelo,20.10
89,0,01161,Mark Calcavecchia,20.09
90,0,01527,Scott Hoch,20.00
90,0,06332,Neal Lancaster,20.00
90,0,23320,Ryan Palmer,20.00
93,0,02106,Chris Smith,19.94
94,0,20572,Rod Pampling,19.92
94,0,02104,Jeff Sluman,19.92
94,0,23307,Roger Tambellini,19.92
97,0,02246,Duffy Waldorf,19.90
98,0,21949,Joe Ogilvie,19.86
99,0,01938,David Peoples,19.81
100,0,12602,Dean Wilson,19.79
101,0,12394,Tom Carter,19.73
102,0,21633,Steve Allan,19.71
103,0,20098,Stuart Appleby,19.70
104,0,01203,Russ Cochran,19.67
105,0,01724,Jeff Maggert,19.65
106,0,10107,Deane Pappas,19.62
107,0,01313,Steve Elkington,19.55
108,0,23497,Tag Ridings,19.46
109,0,12660,Jesper Parnevik,19.42
110,0,21646,David Branshaw,19.38
111,0,26420,Richard Johnson,19.31
112,0,10885,Robert Allenby,19.25
113,0,24925,Jonathan Byrd,19.22
114,0,08537,J.P. Hayes,19.09
114,0,01945,Kenny Perry,19.09
116,0,01926,Steve Pate,18.96
117,0,08385,Omar Uresti,18.94
118,0,07223,Brian Bateman,18.81
119,0,08123,Jeff Brehaut,18.79
120,0,23541,Ben Crane,18.78
121,0,01378,David Frost,18.75
121,0,01941,Tom Pernice Jr.,18.75
123,0,20580,Andre Stolz,18.72
124,0,01127,Danny Briggs,18.64
125,0,01139,Olin Browne,18.58
126,0,02239,Scott Verplank,18.57
127,0,20029,Notah Begay III,18.50
128,0,01707,Steve Lowery,18.48
129,0,19972,José Coceres,18.45
130,0,12510,Chad Campbell,18.37
130,0,01473,Todd Hamilton,18.37
130,0,22293,Heath Slocum,18.37
133,0,02002,John Riegger,18.31
134,0,08835,Kris Cox,18.25
134,0,20121,Todd Fischer,18.25
136,0,01035,Tommy Armour III,18.15
137,0,10733,Kent Jones,18.12
