RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,10425,Jay Williamson,85.16,132,155,-0.23
2,0,02239,Scott Verplank,84.00,105,125,-0.32
3,0,23621,Rory Sabbatini,83.62,97,116,-0.15
4,0,10860,Justin Leonard,83.22,119,143,-0.42
5,0,08385,Omar Uresti,83.19,99,119,-0.26
6,0,09011,David Duval,83.08,54,65,-0.28
7,0,08845,Scott Sterling,83.02,132,159,-0.30
8,0,24781,Hunter Mahan,82.81,106,128,-0.28
9,0,20105,Jeff Gove,82.28,65,79,-0.26
10,0,10809,Jim Furyk,82.11,101,123,-0.37
11,0,06621,Joe Durant,81.94,118,144,-0.17
12,0,20645,John Senden,81.89,104,127,-0.32
13,0,06573,Brandt Jobe,81.72,76,93,-0.21
14,0,01928,Corey Pavin,81.69,58,71,-0.36
15,0,23353,J.J. Henry,81.47,189,232,-0.22
16,0,26668,Marc Turnesa,81.43,114,140,-0.32
17,0,12823,Carlos Franco,81.42,92,113,-0.27
18,0,06575,Dudley Hart,81.19,82,101,-0.28
19,0,20498,Briny Baird,81.18,138,170,-0.22
20,0,07547,Craig Kanada,81.13,86,106,-0.30
21,0,23135,Tim Clark,81.06,107,132,-0.28
22,0,07457,Steve Flesch,80.98,132,163,-0.20
23,0,06090,Jim McGovern,80.77,84,104,-0.23
24,0,22293,Heath Slocum,80.72,134,166,-0.33
25,0,27933,John Merrick,80.54,120,149,-0.25
26,0,24663,Y.E. Yang,80.50,128,159,-0.27
27,0,21209,Sergio Garcia,80.46,70,87,-0.16
28,0,01553,John Huston,80.41,78,97,-0.42
29,0,01766,Billy Mayfair,80.39,123,153,-0.28
30,0,01724,Jeff Maggert,80.27,118,147,-0.20
31,0,06527,Steve Stricker,80.22,73,91,-0.26
32,0,02223,Bob Tway,80.19,85,106,-0.32
33,0,06595,Kevin Sutherland,79.87,123,154,-0.30
34,0,21949,Joe Ogilvie,79.77,138,173,-0.27
35,0,20574,Mathew Goggin,79.72,114,143,-0.17
36,0,23108,Matt Kuchar,79.66,94,118,-0.23
36,0,02206,David Toms,79.66,94,118,-0.38
38,0,27095,Nick Watney,79.65,137,172,-0.25
39,0,22371,Aaron Baddeley,79.17,76,96,-0.37
39,0,22046,Geoff Ogilvy,79.17,76,96,-0.32
39,0,26951,Johnson Wagner,79.17,95,120,-0.27
42,0,20127,Chris Riley,79.03,49,62,-0.31
43,0,10423,Mike Weir,79.02,113,143,-0.36
44,0,24361,Pat Perez,78.99,109,138,-0.23
45,0,01320,Bob Estes,78.98,124,157,-0.26
45,0,11032,Frank Lickliter II,78.98,139,176,-0.27
47,0,06197,Michael Allen,78.91,116,147,-0.27
48,0,01388,Robert Gamez,78.87,112,142,-0.24
49,0,20634,Peter Lonard,78.79,130,165,-0.31
50,0,23541,Ben Crane,78.74,100,127,-0.26
51,0,01941,Tom Pernice Jr.,78.72,111,141,-0.27
52,0,21731,Freddie Jacobson,78.70,85,108,-0.34
53,0,01139,Olin Browne,78.69,96,122,-0.24
53,0,07749,Brett Quigley,78.69,96,122,-0.23
55,0,26420,Richard Johnson,78.48,62,79,-0.26
56,0,27963,Chris Stroud,78.46,102,130,-0.23
57,0,01945,Kenny Perry,78.42,149,190,-0.26
58,0,20472,Alex Cejka,78.35,76,97,-0.26
59,0,01948,Tim Petrovic,78.32,112,143,-0.22
60,0,01810,Phil Mickelson,78.30,83,106,-0.33
61,0,06004,Stephen Ames,78.29,101,129,-0.28
61,0,24227,Justin Bolli,78.29,101,129,-0.17
61,0,26289,Boo Weekley,78.29,119,152,-0.22
64,0,12602,Dean Wilson,78.24,133,170,-0.32
65,0,26476,Chez Reavie,78.20,104,133,-0.20
66,0,25190,Jeff Quinney,78.13,75,96,-0.35
67,0,28475,Jeff Overton,78.09,139,178,-0.25
68,0,22621,Ben Curtis,78.05,96,123,-0.31
69,0,12826,Paul Claxton,77.94,53,68,-0.43
70,0,22378,Trevor Immelman,77.88,81,104,-0.33
70,0,24912,Will MacKenzie,77.88,81,104,-0.26
72,0,20572,Rod Pampling,77.87,95,122,-0.24
73,0,20160,Charlie Wi,77.85,123,158,-0.27
74,0,26500,Alejandro Cañizares,77.78,56,72,-0.32
74,0,22806,Doug LaBelle II,77.78,77,99,-0.21
76,0,26596,Ryan Moore,77.67,80,103,-0.28
77,0,23778,Brad Adamonis,77.63,118,152,-0.21
77,0,10505,Shane Bertsch,77.63,118,152,-0.26
79,0,23320,Ryan Palmer,77.61,104,134,-0.31
80,0,24490,George McNeill,77.60,149,192,-0.24
81,0,06034,Marco Dawson,77.48,86,111,-0.26
81,0,21959,Ted Purdy,77.48,86,111,-0.15
83,0,25900,Lucas Glover,77.46,134,173,-0.29
84,0,06567,Vijay Singh,77.31,92,119,-0.20
85,0,19803,Ryan Armour,77.22,122,158,-0.39
86,0,25594,Travis Perkins,77.03,57,74,-0.21
87,0,25720,Chad Collins,76.92,70,91,-0.39
88,0,23718,Nathan Green,76.80,96,125,-0.39
89,0,21805,Harrison Frazar,76.76,109,142,-0.17
90,0,01226,Fred Couples,76.70,79,103,-0.23
91,0,20443,Jin Park,76.67,92,120,-0.32
92,0,07867,Woody Austin,76.65,128,167,-0.27
93,0,24024,Zach Johnson,76.60,108,141,-0.26
94,0,23497,Tag Ridings,76.55,111,145,-0.26
95,0,20104,Ken Duke,76.53,163,213,-0.29
96,0,01577,Lee Janzen,76.52,101,132,-0.18
97,0,20229,Stewart Cink,76.47,104,136,-0.31
97,0,24502,Adam Scott,76.47,52,68,-0.33
99,0,21961,Charles Howell III,76.11,137,180,-0.19
99,0,28158,Steve Marino,76.11,172,226,-0.22
101,0,22892,Jason Gore,76.02,130,171,-0.24
102,0,22348,Nick O'Hern,75.97,98,129,-0.24
103,0,27214,Kevin Streelman,75.77,147,194,-0.18
104,0,26631,Cody Freeman,75.70,81,107,-0.20
104,0,06643,Paul Goydos,75.70,81,107,-0.30
104,0,27770,Camilo Villegas,75.70,81,107,-0.27
107,0,01035,Tommy Armour III,75.64,118,156,-0.30
108,0,10885,Robert Allenby,75.47,120,159,-0.34
109,0,22548,Patrick Sheehan,75.46,163,216,-0.29
110,0,08075,Jerry Kelly,75.45,83,110,-0.24
111,0,25842,Jon Mills,75.33,113,150,-0.26
112,0,21461,Kenneth Ferrie,75.24,79,105,-0.19
113,0,01024,Billy Andrade,75.19,100,133,-0.26
114,0,27120,Troy Matteson,75.00,135,180,-0.25
115,0,21878,Mark Wilson,74.88,152,203,-0.28
116,0,20433,Mark Hensby,74.81,101,135,-0.17
117,0,21633,Steve Allan,74.75,74,99,-0.35
118,0,12510,Chad Campbell,74.68,118,158,-0.33
119,0,20382,Stephen Leaney,74.65,53,71,-0.23
119,0,02002,John Riegger,74.65,106,142,-0.25
119,0,19913,Ron Whittaker,74.65,53,71,-0.25
122,0,01313,Steve Elkington,74.60,94,126,-0.28
123,0,20663,Brenden Pappas,74.56,85,114,-0.24
124,0,01797,Rocco Mediate,74.42,96,129,-0.25
125,0,27060,John Mallinger,74.38,119,160,-0.29
126,0,26679,Kevin Stadler,74.31,107,144,-0.20
127,0,01473,Todd Hamilton,74.17,112,151,-0.35
128,0,26695,Michael Letzig,73.87,82,111,-0.27
129,0,08537,J.P. Hayes,73.83,79,107,-0.28
130,0,12782,Tim Herron,73.75,118,160,-0.27
131,0,24138,Ian Poulter,73.61,53,72,-0.38
132,0,29718,Anthony Kim,73.57,103,140,-0.38
133,0,26300,Matt Jones,73.55,114,155,-0.24
134,0,27561,Nick Flanagan,73.47,108,147,-0.19
135,0,24357,K.J. Choi,73.39,80,109,-0.25
136,0,12652,Cameron Beckman,73.33,110,150,-0.38
136,0,06522,Ernie Els,73.33,44,60,-0.20
138,0,24140,Sean O'Hair,73.28,96,131,-0.20
139,0,23325,Vaughn Taylor,73.26,137,187,-0.37
140,0,24358,Robert Garrigus,73.18,131,179,-0.18
141,0,12680,Shigeki Maruyama,73.13,49,67,-0.24
142,0,23125,Brad Elder,73.12,68,93,-0.34
143,0,23623,Bo Van Pelt,72.99,127,174,-0.26
144,0,20098,Stuart Appleby,72.97,81,111,-0.40
145,0,06251,Chris DiMarco,72.93,97,133,-0.22
146,0,10875,Todd Demsey,72.89,121,166,-0.22
147,0,20850,Daniel Chopra,72.86,102,140,-0.26
147,0,25349,Tim Wilkinson,72.86,102,140,-0.27
149,0,23349,Charles Warren,72.84,118,162,-0.20
150,0,25345,Carl Pettersson,72.78,123,169,-0.33
151,0,22582,Kyle Thompson,72.66,101,139,-0.25
152,0,25804,Bubba Watson,72.60,106,146,-0.27
153,0,01142,Bart Bryant,72.58,90,124,-0.29
154,0,10733,Kent Jones,72.53,66,91,-0.29
155,0,23048,Eric Axley,72.26,112,155,-0.26
156,0,30925,Dustin Johnson,72.22,130,180,-0.16
157,0,06012,Greg Kraft,72.17,83,115,-0.27
158,0,22913,John Rollins,72.15,114,158,-0.30
159,0,25364,Paul Casey,71.88,46,64,-0.43
160,0,21753,Brian Davis,71.70,114,159,-0.32
160,0,24924,Bill Haas,71.70,114,159,-0.25
162,0,25396,Kevin Na,71.43,110,154,-0.21
163,0,19846,Brian Gay,71.33,102,143,-0.29
164,0,23797,Brett Rumford,71.28,67,94,-0.19
165,0,08931,Glen Day,71.26,62,87,-0.31
166,0,01161,Mark Calcavecchia,71.15,74,104,-0.18
167,0,01706,Davis Love III,71.14,106,149,-0.20
168,0,27613,David Lutterus,71.13,69,97,-0.25
169,0,20766,Padraig Harrington,70.69,41,58,-0.29
170,0,24449,Parker McLachlin,70.67,106,150,-0.29
171,0,01677,Tom Lehman,70.27,52,74,-0.12
172,0,10585,Scott McCarron,70.00,56,80,-0.18
172,0,12309,Bob Sowards,70.00,70,100,-0.07
172,0,28780,Nicholas Thompson,70.00,119,170,-0.17
175,0,27649,Brandt Snedeker,69.91,79,113,-0.27
176,0,21350,Ryuji Imada,69.89,65,93,-0.29
177,0,20378,Mathias Grönberg,69.62,110,158,-0.21
178,0,30750,Tommy Gainey,69.61,71,102,-0.30
179,0,28089,Jason Day,69.57,96,138,-0.28
179,0,12705,Cliff Kresge,69.57,96,138,-0.30
181,0,23614,Rich Beem,69.28,106,153,-0.27
182,0,27936,Martin Laird,68.97,100,145,-0.24
183,0,20848,Ángel Cabrera,68.83,53,77,-0.30
184,0,20623,Gavin Coles,68.66,46,67,-0.20
185,0,10649,Tom Scherrer,68.13,62,91,-0.16
186,0,23409,James Driscoll,67.81,99,146,-0.27
187,0,12716,Charley Hoffman,67.65,115,170,-0.18
188,0,01707,Steve Lowery,67.55,102,151,-0.21
189,0,23157,Richard Johnson,67.50,108,160,-0.21
190,0,25632,Jimmy Walker,67.35,66,98,-0.27
191,0,20157,Retief Goosen,66.67,50,75,-0.26
191,0,23788,D.J. Trahan,66.67,90,135,-0.22
193,0,23540,Jason Allred,66.36,71,107,-0.18
194,0,24925,Jonathan Byrd,65.67,88,134,-0.24
195,0,12660,Jesper Parnevik,65.04,80,123,-0.28
196,0,27141,J.B. Holmes,62.76,91,145,-0.30
