RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,46970,Jon Rahm,4,1,3
2,0,39997,Corey Conners,6,4,2
3,0,39971,Sungjae Im,13,4,9
4,0,48081,Xander Schauffele,14,3,11
4,0,46046,Scottie Scheffler,14,13,1
6,0,34098,Russell Henley,21,14,7
7,0,55708,Hayden Buckley,25,10,15
8,0,29518,Brendan Steele,33,17,16
9,0,28237,Rory McIlroy,35,23,12
10,0,21961,Charles Howell III,37,31,6
11,0,27936,Martin Laird,39,15,24
11,0,50525,Collin Morikawa,39,9,30
13,0,46402,Talor Gooch,41,25,16
14,0,35450,Patrick Cantlay,43,25,18
14,0,50095,Austin Smotherman,43,11,32
16,0,40250,Taylor Pendrith,48,38,10
17,0,31646,Emiliano Grillo,54,6,48
18,0,25900,Lucas Glover,57,20,37
19,0,29725,Tony Finau,59,54,5
19,0,39546,Keith Mitchell,59,2,57
21,0,33122,Russell Knox,60,56,4
22,0,47529,Mito Pereira,64,50,14
23,0,46414,Aaron Rai,65,42,23
23,0,49964,Aaron Wise,65,44,21
25,0,47483,Will Zalatoris,67,59,8
26,0,46340,Alex Smalley,72,35,37
27,0,33204,Shane Lowry,74,24,50
28,0,36871,Matthew NeSmith,76,45,31
29,0,54628,Lee Hodges,79,59,20
29,0,29420,Billy Horschel,79,38,41
29,0,28252,Seamus Power,79,52,27
32,0,46717,Viktor Hovland,81,7,74
33,0,27129,Luke List,82,69,13
33,0,49947,Taylor Moore,82,43,39
35,0,47995,Davis Riley,83,8,75
36,0,20229,Stewart Cink,86,47,39
37,0,40098,Matt Fitzpatrick,93,15,78
38,0,52372,Cameron Champ,94,25,69
38,0,45609,Tyler Duncan,94,40,54
40,0,45526,Abraham Ancer,95,18,77
40,0,32839,Hideki Matsuyama,95,59,36
42,0,36326,David Lipsky,97,53,44
43,0,33399,Adam Hadwin,101,49,52
44,0,45540,Jared Wolfe,102,73,29
45,0,34255,Joseph Bramlett,103,81,22
46,0,27064,Jhonattan Vegas,104,59,45
47,0,47504,Sam Burns,109,83,26
47,0,33448,Justin Thomas,109,75,34
49,0,34076,Joel Dahmen,113,63,50
49,0,34264,Hudson Swafford,113,30,83
51,0,47988,Nick Hardy,115,90,25
52,0,45486,Joaquin Niemann,118,70,48
53,0,31557,Jim Herman,119,63,56
54,0,29535,Brice Garnett,120,54,66
54,0,47856,Seth Reeves,120,20,100
56,0,24502,Adam Scott,125,70,55
56,0,27214,Kevin Streelman,125,31,94
58,0,48822,Sebastián Muñoz,126,31,95
59,0,52374,Brandon Wu,127,108,19
60,0,30926,Chris Kirk,133,28,105
61,0,28775,Nate Lashley,134,81,53
62,0,51890,Greyson Sigg,142,96,46
63,0,33141,Keegan Bradley,143,40,103
64,0,27644,Brian Harman,144,73,71
64,0,30944,Jason Kokrak,144,11,133
66,0,19803,Ryan Armour,145,87,58
66,0,39977,Max Homa,145,35,110
68,0,46442,Maverick McNealy,147,66,81
69,0,32791,K.H. Lee,148,34,114
70,0,34046,Jordan Spieth,149,87,62
71,0,37455,Si Woo Kim,150,28,122
72,0,52375,Doug Ghim,151,56,95
72,0,46601,Trey Mullinax,151,66,85
74,0,39324,J.J. Spaun,152,80,72
75,0,40115,Adam Svensson,155,94,61
76,0,32816,Satoshi Kodaira,156,83,73
76,0,31323,Gary Woodland,156,50,106
78,0,49960,Sepp Straka,159,70,89
79,0,32448,James Hahn,160,45,115
80,0,37212,Paul Barjon,162,37,125
80,0,34174,John Huh,162,83,79
