RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,39997,Corey Conners,14,8,6
2,0,25364,Paul Casey,15,1,14
3,0,46970,Jon Rahm,20,2,18
4,2,27936,Martin Laird,21,5,16
4,2,53165,Doc Redman,21,9,12
6,-2,27064,Jhonattan Vegas,22,3,19
7,1,48081,Xander Schauffele,25,15,10
7,-3,29221,Webb Simpson,25,14,11
9,0,37189,Harold Varner III,30,15,15
10,0,31646,Emiliano Grillo,36,29,7
11,2,34563,Chesson Hadley,41,21,20
11,0,27330,Josh Teater,41,34,7
13,-2,34099,Harris English,43,34,9
14,2,46046,Scottie Scheffler,50,7,43
15,1,56762,Will Gordon,53,49,4
15,4,47347,Adam Schenk,53,11,42
17,1,25900,Lucas Glover,54,4,50
17,-2,30163,Henrik Norlander,54,41,13
19,-5,30925,Dustin Johnson,55,15,40
20,1,50525,Collin Morikawa,59,15,44
20,-1,49964,Aaron Wise,59,56,3
22,0,34363,Tyrrell Hatton,62,24,38
23,1,21209,Sergio Garcia,73,13,60
24,-2,45157,Cam Davis,75,34,41
25,14,46717,Viktor Hovland,76,22,54
26,-1,30110,Kyle Stanley,79,77,2
26,2,23788,D.J. Trahan,79,15,64
28,-3,36871,Matthew NeSmith,81,59,22
29,-1,28252,Seamus Power,83,49,34
30,1,52375,Doug Ghim,84,52,32
31,-4,33404,Chris Baker,86,62,24
32,3,47959,Bryson DeChambeau,87,32,55
32,-4,34098,Russell Henley,87,82,5
34,-1,27129,Luke List,88,55,33
34,-2,31323,Gary Woodland,88,23,65
36,-3,30944,Jason Kokrak,89,38,51
37,-2,33204,Shane Lowry,91,57,34
38,-3,33490,Bo Hoag,93,67,26
38,-3,33122,Russell Knox,93,70,23
40,1,30911,Tommy Fleetwood,95,6,89
40,2,10809,Jim Furyk,95,94,1
42,2,29518,Brendan Steele,100,34,66
43,2,35450,Patrick Cantlay,102,45,57
44,10,39971,Sungjae Im,103,10,93
45,2,33448,Justin Thomas,104,73,31
46,0,46435,Austin Cook,106,43,63
47,-8,40026,Daniel Berger,112,12,100
48,2,26596,Ryan Moore,114,62,52
49,1,35658,Kris Ventura,115,25,90
50,0,25804,Bubba Watson,117,38,79
51,6,29535,Brice Garnett,121,94,27
52,6,33399,Adam Hadwin,122,61,61
53,2,45526,Abraham Ancer,124,28,96
53,2,56278,Matthew Wolff,124,20,104
55,7,52372,Cameron Champ,126,48,78
56,5,49960,Sepp Straka,127,32,95
57,-9,28237,Rory McIlroy,128,52,76
57,3,27214,Kevin Streelman,128,47,81
59,-1,32839,Hideki Matsuyama,132,79,53
60,3,27095,Nick Watney,136,115,21
61,4,25493,Nick Taylor,138,40,98
62,2,24361,Pat Perez,139,123,16
63,7,28420,Ryan Brehm,142,94,48
64,2,24502,Adam Scott,143,76,67
65,7,48822,Sebastián Muñoz,146,29,117
66,3,33597,Harry Higgs,148,26,122
66,-18,29420,Billy Horschel,148,27,121
68,-1,29725,Tony Finau,150,103,47
69,2,24924,Bill Haas,152,118,34
70,6,19803,Ryan Armour,154,80,74
70,-2,45486,Joaquin Niemann,154,115,39
72,3,45609,Tyler Duncan,156,73,83
73,-1,32102,Rickie Fowler,157,45,112
74,0,34255,Joseph Bramlett,158,133,25
75,2,32448,James Hahn,161,127,34
76,3,33419,Cameron Tringale,162,134,28
77,1,47504,Sam Burns,164,66,98
78,2,49298,Kramer Hickok,171,51,120
79,7,26476,Chez Reavie,172,84,88
80,3,40098,Matt Fitzpatrick,175,52,123
81,0,48045,Michael Gellerman,176,114,62
81,10,46550,Brandon Hagy,176,94,82
83,5,33141,Keegan Bradley,177,62,115
83,-1,32791,K.H. Lee,177,31,146
85,0,22056,Cameron Percy,178,148,30
85,4,25349,Tim Wilkinson,178,93,85
87,2,25686,Jason Dufner,182,107,75
87,6,30692,Scott Stallings,182,153,29
89,3,37275,Sam Ryder,183,67,116
90,-4,46441,Robby Shelton,185,84,101
91,4,21961,Charles Howell III,188,139,49
92,3,39953,Chase Seiffert,191,123,68
93,1,32662,Michael Gligic,193,102,91
93,4,32640,Troy Merritt,193,80,113
95,6,40042,Tyler McCumber,195,77,118
96,2,28679,Fabián Gómez,196,88,108
97,2,35449,Adam Long,197,120,77
98,-15,23320,Ryan Palmer,198,72,126
98,6,51894,Vince Whaley,198,90,108
100,-1,31420,Anirban Lahiri,199,130,69
100,6,36699,Patrick Rodgers,199,103,96
102,1,35732,Wes Roach,200,127,73
103,-2,26329,Louis Oosthuizen,201,59,142
103,4,33449,Zack Sucher,201,144,57
105,0,47993,Denny McCarthy,203,119,84
106,1,27554,Scott Harrington,208,42,166
107,2,27556,Ted Potter Jr.,209,164,45
108,1,49766,Hank Lebioda,210,131,79
109,3,26758,David Hearn,212,110,102
110,4,48119,Ben Taylor,214,168,46
111,4,21407,Arjun Atwal,215,101,114
111,4,46402,Talor Gooch,215,121,94
113,5,34076,Joel Dahmen,216,44,172
113,6,36689,Brooks Koepka,216,111,105
115,-3,25818,Scott Piercy,219,57,162
116,-1,35310,Lanto Griffin,221,84,137
117,7,27644,Brian Harman,222,91,131
117,3,39546,Keith Mitchell,222,70,152
119,2,24024,Zach Johnson,223,153,70
120,2,12716,Charley Hoffman,226,169,57
120,6,29926,Danny Lee,226,94,132
122,0,29974,Branden Grace,227,171,56
123,1,30927,Brendon Todd,229,91,138
124,4,36801,Mark Hubbard,231,123,108
124,3,33413,Ben Martin,231,140,91
126,4,33948,Byeong Hun An,233,103,130
126,-15,29478,Kevin Kisner,233,94,139
128,3,29484,Peter Uihlein,236,164,72
129,0,29479,Scott Brown,238,73,165
129,5,34213,Grayson Murray,238,67,171
131,1,47128,Richy Werenski,242,134,108
132,2,31560,Brian Stuard,244,94,150
133,-1,29268,Bronson Burgoon,246,144,102
133,3,26300,Matt Jones,246,127,119
135,4,20229,Stewart Cink,247,176,71
135,3,22405,Justin Rose,247,65,182
137,3,27974,Sung Kang,249,108,141
138,4,31557,Jim Herman,251,83,168
139,-3,39977,Max Homa,252,88,164
140,1,33410,Andrew Landry,253,84,169
141,2,33667,Carlos Ortiz,255,148,107
142,2,32150,Michael Thompson,257,103,154
143,2,35461,Beau Hossler,259,111,148
144,3,34431,Robert Streb,261,175,86
145,3,29908,C.T. Pan,263,176,87
146,3,46442,Maverick McNealy,269,141,128
146,4,39324,J.J. Spaun,269,144,125
148,3,33120,Mark Anderson,273,167,106
149,3,49771,J.T. Poston,274,113,161
150,7,23108,Matt Kuchar,276,123,153
151,3,32366,Kevin Chappell,279,132,147
152,1,29970,Dylan Frittelli,280,151,129
153,1,26499,Rafa Cabrera Bello,281,108,173
154,4,27649,Brandt Snedeker,283,157,126
154,0,32254,Xinjun Zhang,283,159,124
156,3,37455,Si Woo Kim,287,151,136
157,3,23325,Vaughn Taylor,290,115,175
158,3,35532,Tom Hoge,298,166,132
159,3,28089,Jason Day,300,141,159
160,3,27942,Rob Oppenheim,302,157,145
161,2,34314,Sebastian Cappelen,303,136,167
162,8,51766,Wyndham Clark,308,121,187
163,2,34021,Bud Cauley,314,179,135
163,16,34360,Patrick Reed,314,174,140
165,3,28775,Nate Lashley,317,161,156
165,11,48887,Matt Wallace,317,141,176
167,-2,27349,Alex Noren,318,159,159
167,0,33486,Roger Sloan,318,184,134
169,1,23623,Bo Van Pelt,322,173,149
170,2,23621,Rory Sabbatini,323,180,143
170,3,32333,Kevin Tway,323,138,185
172,2,32618,Rhein Gibson,324,180,144
173,4,01810,Phil Mickelson,325,148,177
173,-4,25396,Kevin Na,325,144,181
175,-1,32139,Danny Willett,326,137,189
176,5,35891,Cameron Smith,331,161,170
177,0,28307,Matt Every,333,182,151
178,2,35506,Mackenzie Hughes,340,161,179
179,3,22371,Aaron Baddeley,344,189,155
180,8,34046,Jordan Spieth,345,155,190
181,1,19846,Brian Gay,346,188,158
181,4,32757,Patton Kizzire,346,190,156
183,4,40058,Zac Blair,348,170,178
183,6,35617,Martin Trainer,348,155,193
185,1,27963,Chris Stroud,349,186,163
186,3,25572,Graeme McDowell,352,172,180
187,5,40009,Dominic Bozzelli,359,176,183
188,5,35230,Nelson Ledesma,366,182,184
189,6,34256,Andrew Putnam,367,193,174
190,4,24138,Ian Poulter,370,185,185
191,5,25632,Jimmy Walker,378,187,191
192,5,34466,Peter Malnati,379,192,187
193,5,26851,Marc Leishman,383,191,192
