RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,25900,Lucas Glover,3,2,1
2,0,25364,Paul Casey,9,7,2
3,0,24461,Thomas Aiken,13,8,5
3,0,33141,Keegan Bradley,13,1,12
5,0,21209,Sergio Garcia,15,9,6
6,0,28237,Rory McIlroy,17,6,11
7,0,34264,Hudson Swafford,25,3,22
8,0,25686,Jason Dufner,26,20,6
9,0,35451,Scott Pinckney,30,10,20
10,0,31646,Emiliano Grillo,31,4,27
11,0,29518,Brendan Steele,40,15,25
12,0,32102,Rickie Fowler,42,27,15
12,0,34098,Russell Henley,42,13,29
14,0,30944,Jason Kokrak,43,17,26
15,0,33122,Russell Knox,47,38,9
16,0,20691,Greg Owen,48,40,8
17,0,27436,Graham DeLaet,49,21,28
18,0,26289,Boo Weekley,52,11,41
19,0,27214,Kevin Streelman,54,37,17
20,0,32839,Hideki Matsuyama,56,21,35
21,0,26476,Chez Reavie,62,25,37
22,0,20229,Stewart Cink,63,59,4
23,0,26329,Louis Oosthuizen,65,32,33
24,0,24502,Adam Scott,67,64,3
25,0,32200,Roberto Castro,68,49,19
26,0,36699,Patrick Rodgers,69,53,16
26,0,27064,Jhonattan Vegas,69,59,10
28,0,31323,Gary Woodland,70,47,23
29,0,24140,Sean O'Hair,75,21,54
29,0,23320,Ryan Palmer,75,33,42
31,0,30925,Dustin Johnson,76,33,43
31,0,22405,Justin Rose,76,36,40
33,0,25804,Bubba Watson,80,62,18
34,0,29485,Brett Stegmaier,81,21,60
35,0,12510,Chad Campbell,82,49,33
35,0,25818,Scott Piercy,82,30,52
37,0,36689,Brooks Koepka,86,27,59
38,0,26951,Johnson Wagner,91,78,13
39,0,37189,Harold Varner III,93,18,75
40,0,10809,Jim Furyk,94,65,29
40,0,31202,William McGirt,94,43,51
40,0,30163,Henrik Norlander,94,62,32
40,0,29476,Kyle Reifers,94,46,48
44,0,32366,Kevin Chappell,96,25,71
45,0,29420,Billy Horschel,97,52,45
46,0,30110,Kyle Stanley,98,44,54
47,0,23108,Matt Kuchar,101,58,43
48,0,31557,Jim Herman,106,14,92
49,0,24358,Robert Garrigus,109,95,14
50,0,24924,Bill Haas,112,55,57
51,0,22892,Jason Gore,113,45,68
52,0,26758,David Hearn,114,83,31
53,0,35545,Blayne Barber,116,53,63
54,0,20472,Alex Cejka,117,78,39
55,0,33399,Adam Hadwin,118,35,83
56,0,26331,Charl Schwartzel,119,95,24
57,0,33410,Andrew Landry,122,5,117
58,0,29479,Scott Brown,123,16,107
59,0,34174,John Huh,124,47,77
60,0,20645,John Senden,128,107,21
61,0,37455,Si Woo Kim,130,18,112
62,0,40026,Daniel Berger,132,86,46
63,0,37273,Derek Ernst,134,55,79
63,0,29478,Kevin Kisner,134,30,104
65,0,33204,Shane Lowry,135,12,123
65,0,33413,Ben Martin,135,71,64
67,0,26851,Marc Leishman,138,38,100
68,0,29461,Jamie Lovemark,139,40,99
69,0,27466,Spencer Levin,140,68,72
70,0,21961,Charles Howell III,141,103,38
70,0,35879,Kelly Kraft,141,91,50
72,0,08075,Jerry Kelly,144,78,66
73,0,27936,Martin Laird,150,103,47
73,0,32150,Michael Thompson,150,71,79
75,0,27644,Brian Harman,151,40,111
75,0,27129,Luke List,151,97,54
77,0,26596,Ryan Moore,153,66,87
78,0,37454,Whee Kim,155,66,89
79,0,28089,Jason Day,168,115,53
80,0,32618,Rhein Gibson,173,138,35
81,0,29221,Webb Simpson,174,117,57
82,0,25493,Nick Taylor,176,90,86
83,0,35732,Wes Roach,180,29,151
84,0,24507,Jason Bohn,183,111,72
85,0,27974,Sung Kang,184,83,101
85,0,30692,Scott Stallings,184,102,82
87,0,25198,Francesco Molinari,185,76,109
87,0,25396,Kevin Na,185,121,64
87,0,34431,Robert Streb,185,107,78
90,0,29725,Tony Finau,187,81,106
91,0,33418,Shawn Stefani,188,119,69
92,0,32448,James Hahn,189,70,119
92,0,34409,David Lingmerth,189,55,134
92,0,27649,Brandt Snedeker,189,99,90
95,0,27141,J.B. Holmes,191,86,105
95,0,22046,Geoff Ogilvy,191,49,142
97,0,20572,Rod Pampling,192,59,133
98,0,29974,Branden Grace,193,132,61
98,0,25572,Graeme McDowell,193,68,125
100,0,30711,Colt Knost,194,91,103
101,0,23353,J.J. Henry,197,148,49
101,0,33448,Justin Thomas,197,103,94
103,0,46440,Smylie Kaufman,200,126,74
104,0,28158,Steve Marino,202,117,85
105,0,27963,Chris Stroud,207,140,67
106,0,29268,Bronson Burgoon,208,133,75
106,0,34563,Chesson Hadley,208,107,101
106,0,29926,Danny Lee,208,71,137
106,0,02206,David Toms,208,112,96
110,0,34261,Scott Langley,209,71,138
111,0,29223,Sam Saunders,211,83,128
112,0,24912,Will MacKenzie,213,143,70
113,0,34099,Harris English,215,103,112
114,0,34046,Jordan Spieth,216,71,145
114,0,28114,Dawie van der Walt,216,154,62
116,0,23621,Rory Sabbatini,219,89,130
117,0,24357,K.J. Choi,221,124,97
118,0,28679,Fabián Gómez,222,81,141
119,0,34360,Patrick Reed,223,107,116
120,0,34265,Will Wilcox,224,77,147
121,0,01810,Phil Mickelson,225,141,84
122,0,29720,Andres Gonzales,226,145,81
123,0,26300,Matt Jones,234,99,135
123,0,21878,Mark Wilson,234,126,108
125,0,31560,Brian Stuard,235,86,149
126,0,12716,Charley Hoffman,243,124,119
126,0,24024,Zach Johnson,243,121,122
128,0,23638,Brendon de Jonge,246,153,93
129,0,23325,Vaughn Taylor,248,121,127
130,0,35300,Andrew Loupe,249,101,148
131,0,20766,Padraig Harrington,250,91,159
132,0,20848,Ángel Cabrera,252,97,155
132,0,33419,Cameron Tringale,252,161,91
134,0,33667,Carlos Ortiz,253,128,125
135,0,40058,Zac Blair,260,91,169
135,0,30926,Chris Kirk,260,128,132
137,0,33461,Morgan Hoffmann,262,112,150
138,0,24846,Ricky Barnes,263,175,88
139,0,36801,Mark Hubbard,264,119,145
140,0,25240,D.A. Points,266,168,98
141,0,29745,Tyler Aldridge,268,173,95
141,0,25632,Jimmy Walker,268,133,135
143,0,25349,Tim Wilkinson,269,154,115
144,0,24781,Hunter Mahan,274,112,162
145,0,24490,George McNeill,277,146,131
146,0,29289,S.Y. Noh,278,157,121
147,0,23541,Ben Crane,281,138,143
148,0,21731,Freddie Jacobson,284,174,110
149,0,32640,Troy Merritt,285,133,152
150,0,32757,Patton Kizzire,287,163,124
151,0,32876,Martin Piller,290,161,129
151,0,28132,Tyrone Van Aswegen,290,176,114
153,0,29222,Billy Hurley III,294,128,166
153,0,10213,Dicky Pride,294,115,179
155,0,23983,Luke Donald,298,180,118
156,0,34262,Jon Curran,302,146,156
157,0,45526,Abraham Ancer,305,131,174
157,0,28475,Jeff Overton,305,166,139
159,0,06527,Steve Stricker,307,149,158
159,0,25834,Daniel Summerhays,307,151,156
161,0,20098,Stuart Appleby,312,137,175
162,0,22371,Aaron Baddeley,313,159,154
163,0,20104,Ken Duke,315,133,182
163,0,31420,Anirban Lahiri,315,154,161
165,0,23800,Bryce Molder,319,143,176
166,0,27895,Jonas Blixt,320,142,178
167,0,35539,Luke Guthrie,321,169,152
167,0,06567,Vijay Singh,321,158,163
169,0,25892,Steve Wheatcroft,322,149,173
170,0,10885,Robert Allenby,325,185,140
170,0,35891,Cameron Smith,325,160,165
172,0,27942,Rob Oppenheim,327,183,144
173,0,39975,Michael Kim,331,172,159
174,0,20157,Retief Goosen,333,170,163
174,0,27747,Hiroshi Iwata,333,152,181
176,0,35532,Tom Hoge,334,167,167
177,0,06522,Ernie Els,342,165,177
177,0,34466,Peter Malnati,342,171,171
179,0,28092,D.H. Lee,343,163,180
180,0,31416,Derek Fathauer,349,177,172
181,0,25720,Chad Collins,350,182,168
182,0,27770,Camilo Villegas,351,181,170
183,0,25274,Steven Bowditch,362,178,184
184,0,30927,Brendon Todd,363,178,185
185,0,24494,Erik Compton,366,183,183
