RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,01527,Scott Hoch,22
2,0,06567,Vijay Singh,21
3,0,01157,Tom Byrum,14
4,0,01161,Mark Calcavecchia,12
4,0,01810,Phil Mickelson,12
6,0,01619,Skip Kendall,10
7,0,08635,Colin Montgomerie,9
8,0,01219,John Cook,8
8,0,06522,Ernie Els,8
8,0,01577,Lee Janzen,8
8,0,01797,Rocco Mediate,8
8,0,02146,Payne Stewart,8
13,0,01226,Fred Couples,7
13,0,01876,Greg Norman,7
13,0,02245,Grant Waite,7
16,0,01035,Tommy Armour III,6
16,0,01175,Jim Carter,6
16,0,21007,Gabriel Hjertstedt,6
16,0,01599,Steve Jones,6
16,0,01706,Davis Love III,6
16,0,01707,Steve Lowery,6
16,0,12680,Shigeki Maruyama,6
16,0,02106,Chris Smith,6
24,0,01353,Bruce Fleisher,5
24,0,06643,Paul Goydos,5
24,0,12660,Jesper Parnevik,5
24,0,01943,Chris Perry,5
24,0,10215,Charlie Rymer,5
24,0,02206,David Toms,5
24,0,20396,Lee Westwood,5
31,0,06621,Joe Durant,4
31,0,09011,David Duval,4
31,0,01374,Robin Freeman,4
31,0,01468,Gary Hallberg,4
31,0,01604,Steve Jurgensen,4
31,0,01920,Craig Parry,4
31,0,01968,Nick Price,4
31,0,02101,Joey Sindelar,4
31,0,02246,Duffy Waldorf,4
40,0,10885,Robert Allenby,3
40,0,01068,Andy Bean,3
40,0,01139,Olin Browne,3
40,0,01334,Keith Fergus,3
40,0,10809,Jim Furyk,3
40,0,01408,Kelly Gibson,3
40,0,01418,Bill Glasson,3
40,0,08633,Per-Ulrik Johansson,3
40,0,06332,Neal Lancaster,3
40,0,01690,Bruce Lietzke,3
40,0,01724,Jeff Maggert,3
40,0,01771,Blaine McCallister,3
40,0,01864,Larry Nelson,3
40,0,07749,Brett Quigley,3
40,0,11678,Peter Teravainen,3
40,0,02214,Kirk Triplett,3
40,0,02218,Ted Tryba,3
40,0,02223,Bob Tway,3
40,0,08793,Tiger Woods,3
59,0,06004,Stephen Ames,2
59,0,20099,Doug Barron,2
59,0,01096,Phil Blackmar,2
59,0,01200,Keith Clearwater,2
59,0,01320,Bob Estes,2
59,0,01323,Brad Fabel,2
59,0,12823,Carlos Franco,2
59,0,20043,Edward Fryatt,2
59,0,08725,Tom Gillis,2
59,0,12782,Tim Herron,2
59,0,08545,Glen Hnatiuk,2
59,0,01549,Mike Hulbert,2
59,0,01559,Hale Irwin,2
59,0,08265,Eric Johnson,2
59,0,01593,Philip Jonas,2
59,0,01666,Bernhard Langer,2
59,0,01677,Tom Lehman,2
59,0,01682,Wayne Levi,2
59,0,01766,Billy Mayfair,2
59,0,01796,Mark McNulty,2
59,0,10457,Frank Nobilo,2
59,0,01960,Don Pooley,2
59,0,02010,Loren Roberts,2
59,0,02020,Eduardo Romero,2
59,0,02076,Peter Senior,2
59,0,02159,Curtis Strange,2
59,0,06595,Kevin Sutherland,2
59,0,02170,Hal Sutton,2
59,0,06425,Rick Todd,2
59,0,02225,Howard Twitty,2
59,0,02226,Tray Tyner,2
59,0,02241,Bobby Wadkins,2
