RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
1,0,06567,Vijay Singh,47,1995350
2,0,01527,Scott Hoch,24,1996450
3,0,01157,Tom Byrum,14,1997250
4,0,01161,Mark Calcavecchia,12,1997250
4,0,01810,Phil Mickelson,12,1997150
6,0,01619,Skip Kendall,10,1997320
7,0,08635,Colin Montgomerie,9,1997090
8,0,01030,Isao Aoki,8,1990120
8,0,01219,John Cook,8,1997330
8,0,06522,Ernie Els,8,1997240
8,0,01577,Lee Janzen,8,1997320
8,0,12680,Shigeki Maruyama,8,1996300
8,0,01797,Rocco Mediate,8,1997320
8,0,02106,Chris Smith,8,1996420
8,0,02146,Payne Stewart,8,1997300
16,0,01226,Fred Couples,7,1997240
16,0,01876,Greg Norman,7,1997260
16,0,02245,Grant Waite,7,1997380
19,0,01035,Tommy Armour III,6,1997400
19,0,01175,Jim Carter,6,1997380
19,0,21007,Gabriel Hjertstedt,6,1997370
19,0,01599,Steve Jones,6,1997340
19,0,01706,Davis Love III,6,1997340
19,0,01707,Steve Lowery,6,1997390
19,0,08045,Perry Moss,6,1993380
19,0,06425,Rick Todd,6,1991380
27,0,01353,Bruce Fleisher,5,1997380
27,0,06643,Paul Goydos,5,1997400
27,0,01604,Steve Jurgensen,5,1996450
27,0,12660,Jesper Parnevik,5,1997240
27,0,01943,Chris Perry,5,1997410
27,0,10215,Charlie Rymer,5,1997350
27,0,02206,David Toms,5,1997360
27,0,20396,Lee Westwood,5,1997140
35,0,20051,Joe Acosta Jr.,4,1996420
35,0,06621,Joe Durant,4,1997420
35,0,09011,David Duval,4,1997420
35,0,01374,Robin Freeman,4,1997390
35,0,11722,Stewart Ginn,4,1980350
35,0,01468,Gary Hallberg,4,1997400
35,0,01920,Craig Parry,4,1997350
35,0,01968,Nick Price,4,1997320
35,0,02101,Joey Sindelar,4,1997410
35,0,02246,Duffy Waldorf,4,1997400
45,0,10885,Robert Allenby,3,1997300
45,0,06004,Stephen Ames,3,1996300
45,0,01068,Andy Bean,3,1997390
45,0,01139,Olin Browne,3,1997430
45,0,07529,Tim Dunlavey,3,1994240
45,0,01334,Keith Fergus,3,1997390
45,0,10809,Jim Furyk,3,1997390
45,0,01408,Kelly Gibson,3,1997430
45,0,08725,Tom Gillis,3,1996280
45,0,01418,Bill Glasson,3,1997440
45,0,06088,Steve Gotsche,3,1995420
45,0,08633,Per-Ulrik Johansson,3,1997140
45,0,01607,Brian Kamm,3,1996430
45,0,06332,Neal Lancaster,3,1997430
45,0,01690,Bruce Lietzke,3,1997210
45,0,01724,Jeff Maggert,3,1997400
45,0,01771,Blaine McCallister,3,1997430
45,0,01864,Larry Nelson,3,1997330
45,0,07749,Brett Quigley,3,1997430
45,0,02020,Eduardo Romero,3,1996300
45,0,02084,Bob Shearer,3,1984320
45,0,11678,Peter Teravainen,3,1997240
45,0,02214,Kirk Triplett,3,1997430
45,0,02218,Ted Tryba,3,1997430
45,0,02223,Bob Tway,3,1997420
45,0,08793,Tiger Woods,3,1997440
71,0,20099,Doug Barron,2,1997440
71,0,07721,Pat Bates,2,1996310
71,0,01096,Phil Blackmar,2,1997440
71,0,20371,Richard Boxall,2,1996300
71,0,06020,Steve Brodie,2,1995390
71,0,20374,Gary Clark,2,1995290
71,0,01200,Keith Clearwater,2,1997400
71,0,06251,Chris DiMarco,2,1996380
71,0,01320,Bob Estes,2,1997420
71,0,01323,Brad Fabel,2,1997440
71,0,12823,Carlos Franco,2,1997340
71,0,20043,Edward Fryatt,2,1997240
71,0,09071,David Gilford,2,1996240
71,0,12782,Tim Herron,2,1997440
71,0,01517,Satoshi Higashi,2,1996330
71,0,08545,Glen Hnatiuk,2,1997350
71,0,01549,Mike Hulbert,2,1997440
71,0,01555,Stu Ingraham,2,1993340
71,0,01559,Hale Irwin,2,1997240
71,0,01560,David Ishii,2,1996070
71,0,08265,Eric Johnson,2,1997440
71,0,01593,Philip Jonas,2,1997350
71,0,01666,Bernhard Langer,2,1997300
71,0,10565,Ian Leggatt,2,1996360
71,0,01677,Tom Lehman,2,1997440
71,0,01682,Wayne Levi,2,1997440
71,0,01685,J.L. Lewis,2,1996240
71,0,19903,Jonathan Lomas,2,1995290
71,0,01766,Billy Mayfair,2,1997440
71,0,01793,Mac McLendon,2,1980430
71,0,01796,Mark McNulty,2,1997240
71,0,01858,Tommy Nakajima,2,1996320
71,0,01866,Jack Newton,2,1982420
71,0,10457,Frank Nobilo,2,1997420
71,0,01886,Peter O'Malley,2,1996340
71,0,20095,Carl Paulson,2,1996440
71,0,19980,Jim Payne,2,1996300
71,0,01960,Don Pooley,2,1997390
71,0,02010,Loren Roberts,2,1997430
71,0,20817,David Russell,2,1996300
71,0,02064,John Schroeder,2,1995300
71,0,02076,Peter Senior,2,1997300
71,0,02091,Charles Sifford,2,1983020
71,0,02105,Bob Smith,2,1985280
71,0,02159,Curtis Strange,2,1997430
71,0,06595,Kevin Sutherland,2,1997440
71,0,02170,Hal Sutton,2,1997440
71,0,21645,Scott Trethewey,2,1996310
71,0,07269,Greg Turner,2,1996300
71,0,02225,Howard Twitty,2,1997400
71,0,02226,Tray Tyner,2,1997440
71,0,02241,Bobby Wadkins,2,1997280
