RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE
1,0,01577,Lee Janzen,164
2,0,01306,David Edwards,146
3,0,01905,Joe Ozaki,144
4,0,01928,Corey Pavin,135
5,0,07235,John Morse,130
6,0,02101,Joey Sindelar,113
7,0,01945,Kenny Perry,112
8,0,01996,Mike Reid,107
9,0,06581,David Sutherland,105
10,0,07363,Craig Bowden,86
11,0,02206,David Toms,84
12,0,02239,Scott Verplank,78
13,0,01261,Jay Delsing,76
14,0,01320,Bob Estes,74
15,0,02104,Jeff Sluman,72
16,0,06124,Patrick Burke,71
17,0,08931,Glen Day,65
18,0,01331,Rick Fehr,64
19,0,01475,Donnie Hammond,61
20,0,01334,Keith Fergus,58
21,0,08537,J.P. Hayes,55
22,0,10962,Bradley Hughes,53
23,0,01887,Mark O'Meara,52
24,0,01677,Tom Lehman,50
24,0,07101,Dave Stockton Jr.,50
26,0,10505,Shane Bertsch,48
27,0,01072,Chip Beck,47
28,0,02267,D.A. Weibring,46
29,0,01288,Ed Dougherty,45
29,0,01346,Ed Fiori,45
29,0,01682,Wayne Levi,45
32,0,06527,Steve Stricker,44
33,0,21007,Gabriel Hjertstedt,43
34,0,01042,Paul Azinger,40
35,0,06332,Neal Lancaster,39
35,0,02294,Willie Wood,39
37,0,01724,Jeff Maggert,38
38,0,01891,David Ogrin,37
38,0,01920,Craig Parry,37
40,0,12826,Paul Claxton,36
41,0,02245,Grant Waite,35
42,0,12387,Michael Christie,34
42,0,20229,Stewart Cink,34
42,0,01487,Jeff Hart,34
45,0,06214,Guy Boros,33
45,0,01864,Larry Nelson,33
45,0,02131,Mike Springer,33
48,0,07267,Allen Doyle,32
48,0,01385,Jim Gallagher Jr.,32
48,0,02115,Taylor Smith,32
51,0,10585,Scott McCarron,31
52,0,01024,Billy Andrade,29
52,0,02099,Scott Simpson,29
54,0,01035,Tommy Armour III,28
54,0,01139,Olin Browne,28
54,0,01771,Blaine McCallister,28
54,0,02170,Hal Sutton,28
58,0,01161,Mark Calcavecchia,27
59,0,07003,David Berganio Jr.,25
60,0,01706,Davis Love III,24
61,0,01006,John Adams,23
61,0,01323,Brad Fabel,23
61,0,02100,Tim Simpson,23
64,0,01226,Fred Couples,22
64,0,01533,P.H. Horgan III,22
64,0,01960,Don Pooley,22
67,0,01040,Emlyn Aubrey,21
67,0,06621,Joe Durant,21
67,0,12782,Tim Herron,21
67,0,02223,Bob Tway,21
71,0,06012,Greg Kraft,20
71,0,02095,Larry Silveira,20
73,0,01175,Jim Carter,18
73,0,01196,Brian Claar,18
73,0,06144,John Dowdall,18
73,0,01307,Joel Edwards,18
73,0,07547,Craig Kanada,18
73,0,01797,Rocco Mediate,18
73,0,02279,Mark Wiebe,18
80,0,06036,Scott Dunlap,17
80,0,10809,Jim Furyk,17
80,0,12645,Brent Geiberger,17
80,0,11032,Frank Lickliter II,17
80,0,01941,Tom Pernice Jr.,17
80,0,06567,Vijay Singh,17
80,0,06132,Sonny Skinner,17
80,0,08375,Paul Stankowski,17
80,0,02146,Payne Stewart,17
89,0,20158,Anthony Rodriguez,16
90,0,01326,Nick Faldo,15
90,0,02010,Loren Roberts,15
92,0,01219,John Cook,14
92,0,01374,Robin Freeman,14
92,0,06643,Paul Goydos,14
92,0,06044,Scott Gump,14
92,0,01823,Larry Mize,14
92,0,02225,Howard Twitty,14
98,0,01093,Ronnie Black,13
98,0,01116,Michael Bradley,13
98,0,01133,Billy Ray Brown,13
98,0,01510,Nolan Henke,13
98,0,06617,Brian Henninger,13
98,0,08547,John Maginnes,13
98,0,06515,Shaun Micheel,13
98,0,08553,Lee Porter,13
98,0,01975,Tom Purtzer,13
98,0,02218,Ted Tryba,13
98,0,02226,Tray Tyner,13
109,0,10569,Mike Brisky,12
109,0,01157,Tom Byrum,12
109,0,01527,Scott Hoch,12
109,0,01723,Andrew Magee,12
113,0,01096,Phil Blackmar,11
113,0,01185,Brandel Chamblee,11
113,0,10963,Jimmy Green,11
113,0,06575,Dudley Hart,11
117,0,01748,Doug Martin,10
117,0,07087,Hugh Royer III,10
117,0,02135,Mike Standly,10
120,0,01549,Mike Hulbert,9
120,0,12660,Jesper Parnevik,9
120,0,01926,Steve Pate,9
120,0,06613,Tommy Tolles,9
124,0,01201,Lennie Clements,8
124,0,19881,Robert Damron,8
124,0,09011,David Duval,8
124,0,01408,Kelly Gibson,8
124,0,01418,Bill Glasson,8
124,0,01444,Ken Green,8
124,0,01619,Skip Kendall,8
124,0,10860,Justin Leonard,8
124,0,02007,Larry Rinker,8
124,0,02008,Lee Rinker,8
124,0,02159,Curtis Strange,8
124,0,02214,Kirk Triplett,8
136,0,20099,Doug Barron,6
136,0,01098,Jay Don Blake,6
136,0,01132,Mark Brooks,6
136,0,01599,Steve Jones,6
136,0,08339,Spike McRoy,6
136,0,01943,Chris Perry,6
136,0,08385,Omar Uresti,6
136,0,02242,Lanny Wadkins,6
136,0,06577,John Wilson,6
145,0,01011,Rafael Alarcon,5
145,0,01249,John Daly,5
145,0,01313,Steve Elkington,5
145,0,01353,Bruce Fleisher,5
145,0,01553,John Huston,5
145,0,06315,Pete Jordan,5
145,0,02166,Chip Sullivan,5
152,0,20098,Stuart Appleby,4
152,0,01203,Russ Cochran,4
152,0,01489,Steve Hart,4
152,0,01569,Peter Jacobsen,4
152,0,01633,Tom Kite,4
152,0,06595,Kevin Sutherland,4
152,0,02256,Tom Watson,4
152,0,02292,Bob Wolcott,4
160,0,07867,Woody Austin,3
160,0,10875,Todd Demsey,3
160,0,01388,Robert Gamez,3
160,0,10207,Jimmy Johnston,3
160,0,06090,Jim McGovern,3
160,0,01876,Greg Norman,3
160,0,01968,Nick Price,3
160,0,12663,Phil Tataurangi,3
160,0,02321,Fuzzy Zoeller,3
169,0,01329,Brad Faxon,2
169,0,07465,Hideki Kase,2
169,0,01766,Billy Mayfair,2
172,0,10837,Kevin Burton,1
172,0,06034,Marco Dawson,1
172,0,06522,Ernie Els,1
172,0,01361,Dan Forsman,1
172,0,01381,Fred Funk,1
172,0,01810,Phil Mickelson,1
172,0,10457,Frank Nobilo,1
172,0,05466,Jack O'Keefe,1
172,0,07749,Brett Quigley,1
172,0,02023,Clarence Rose,1
172,0,02133,Craig Stadler,1
172,0,08793,Tiger Woods,1
