RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
110,0,20095,Carl Paulson,71.11,640,9
111,0,23135,Tim Clark,71.13,569,8
112,0,02245,Grant Waite,71.14,1494,21
113,0,06332,Neal Lancaster,71.15,1423,20
114,0,20572,Rod Pampling,71.20,1068,15
115,0,01313,Steve Elkington,71.21,1353,19
115,0,20105,Jeff Gove,71.21,2065,29
115,0,01514,Eduardo Herrera,71.21,997,14
115,0,01599,Steve Jones,71.21,997,14
115,0,19817,Michael Muehr,71.21,997,14
115,0,06078,Esteban Toledo,71.21,1353,19
121,0,12660,Jesper Parnevik,71.22,1282,18
121,0,01948,Tim Petrovic,71.22,1638,23
123,0,21805,Harrison Frazar,71.23,926,13
124,0,10457,Frank Nobilo,71.24,1496,21
125,0,23614,Rich Beem,71.25,855,12
126,0,08553,Lee Porter,71.26,1354,19
127,0,01926,Steve Pate,71.27,1069,15
127,0,10213,Dicky Pride,71.27,784,11
129,0,07223,Brian Bateman,71.28,1283,18
130,0,01035,Tommy Armour III,71.30,1426,20
131,0,06197,Michael Allen,71.31,1141,16
131,0,01157,Tom Byrum,71.31,927,13
131,0,01457,Jay Haas,71.31,1141,16
134,0,01132,Mark Brooks,71.33,856,12
134,0,01203,Russ Cochran,71.33,856,12
136,0,07867,Woody Austin,71.35,1213,17
136,0,10425,Jay Williamson,71.35,1213,17
138,0,06617,Brian Henninger,71.36,999,14
138,0,06498,Matt Peterson,71.36,1570,22
140,0,23125,Brad Elder,71.37,1356,19
141,0,23541,Ben Crane,71.38,1499,21
142,0,24937,Jess Daley,71.43,1500,21
142,0,01374,Robin Freeman,71.43,1000,14
144,0,08881,Tripp Isenhour,71.45,786,11
144,0,23800,Bryce Molder,71.45,786,11
146,0,01766,Billy Mayfair,71.47,1072,15
147,0,23322,Brett Wetterich,71.48,1501,21
148,0,19824,Craig Barlow,71.50,572,8
149,0,22913,John Rollins,71.52,1502,21
150,0,01723,Andrew Magee,71.56,1145,16
150,0,21949,Joe Ogilvie,71.56,644,9
152,0,22046,Geoff Ogilvy,71.57,1002,14
153,0,23353,J.J. Henry,71.60,1074,15
154,0,06643,Paul Goydos,71.67,645,9
154,0,10649,Tom Scherrer,71.67,860,12
156,0,01161,Mark Calcavecchia,71.70,717,10
157,0,22293,Heath Slocum,71.72,1291,18
158,0,01249,John Daly,71.75,861,12
158,0,01549,Mike Hulbert,71.75,861,12
158,0,01666,Bernhard Langer,71.75,287,4
161,0,10733,Kent Jones,71.76,1220,17
162,0,02110,Jerry Smith,71.78,1651,23
163,0,21633,Steve Allan,71.80,718,10
164,0,12826,Paul Claxton,71.82,790,11
164,0,08375,Paul Stankowski,71.82,1221,17
166,0,11011,Mike Sposa,71.84,1796,25
167,0,19881,Robert Damron,71.86,1006,14
168,0,20043,Edward Fryatt,71.87,1078,15
169,0,20566,Kaname Yokoo,71.88,1222,17
170,0,23177,Kenneth Staton,71.89,1366,19
171,0,23623,Bo Van Pelt,71.91,1654,23
172,0,20436,Garrett Willis,71.94,1151,16
173,0,06575,Dudley Hart,72.00,864,12
173,0,19958,Miguel Angel Jiménez,72.00,1008,14
175,0,02257,Brian Watts,72.09,793,11
176,0,01378,David Frost,72.12,1226,17
177,0,10201,Matt Gogel,72.14,1010,14
177,0,08993,Franklin Langham,72.14,1010,14
177,0,08535,Gary Nicklaus,72.14,1010,14
177,0,20663,Brenden Pappas,72.14,1010,14
181,0,11032,Frank Lickliter II,72.17,866,12
182,0,20502,Michael Long,72.26,1373,19
183,0,20574,Mathew Goggin,72.31,940,13
183,0,06012,Greg Kraft,72.31,1157,16
185,0,26289,Boo Weekley,72.33,1085,15
186,0,12388,Michael Clark II,72.38,1158,16
186,0,12753,David Morland IV,72.38,941,13
188,0,01927,Dennis Paulson,72.53,1088,15
189,0,06036,Scott Dunlap,72.56,1161,16
190,0,10107,Deane Pappas,72.58,871,12
191,0,06613,Tommy Tolles,72.60,726,10
192,0,01941,Tom Pernice Jr.,72.64,1017,14
193,0,23621,Rory Sabbatini,72.67,872,12
194,0,06315,Pete Jordan,72.74,1382,19
195,0,10117,Bob Heintz,72.86,1020,14
196,0,02170,Hal Sutton,72.90,729,10
197,0,01014,Fulton Allem,73.00,803,11
198,0,02099,Scott Simpson,73.06,1169,16
199,0,01928,Corey Pavin,73.20,732,10
200,0,21259,Jason Hill,73.31,953,13
201,0,06016,Brad Lardon,73.33,880,12
202,0,02322,Richard Zokol,74.30,743,10
