RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,20229,Stewart Cink,20,187,10.7
1,0,10733,Kent Jones,20,242,8.3
1,0,23800,Bryce Molder,20,191,10.5
4,0,20127,Chris Riley,19,243,7.8
4,0,20548,Hidemichi Tanaka,19,222,8.6
4,0,12663,Phil Tataurangi,19,198,9.6
7,0,19846,Brian Gay,18,272,6.6
7,0,01761,Len Mattiace,18,247,7.3
7,0,02206,David Toms,18,245,7.3
10,0,10885,Robert Allenby,17,214,7.9
10,0,06573,Brandt Jobe,17,215,7.9
10,0,20502,Michael Long,17,168,10.1
10,0,01920,Craig Parry,17,184,9.2
10,0,01945,Kenny Perry,17,219,7.8
10,0,02101,Joey Sindelar,17,227,7.5
10,0,02245,Grant Waite,17,234,7.3
17,0,21633,Steve Allan,16,239,6.7
17,0,12652,Cameron Beckman,16,181,8.8
17,0,08123,Jeff Brehaut,16,206,7.8
17,0,01139,Olin Browne,16,252,6.3
17,0,06809,Bob Burns,16,206,7.8
17,0,01203,Russ Cochran,16,139,11.5
17,0,01619,Skip Kendall,16,255,6.3
17,0,08993,Franklin Langham,16,188,8.5
17,0,02104,Jeff Sluman,16,270,5.9
26,0,23541,Ben Crane,15,209,7.2
26,0,12823,Carlos Franco,15,236,6.4
26,0,23353,J.J. Henry,15,204,7.4
26,0,12782,Tim Herron,15,236,6.4
26,0,01766,Billy Mayfair,15,190,7.9
26,0,08553,Lee Porter,15,219,6.8
26,0,02002,John Riegger,15,215,7.0
26,0,02010,Loren Roberts,15,226,6.6
34,0,01024,Billy Andrade,14,229,6.1
34,0,24925,Jonathan Byrd,14,229,6.1
34,0,12510,Chad Campbell,14,252,5.6
34,0,20593,Greg Chalmers,14,211,6.6
34,0,23983,Luke Donald,14,218,6.4
34,0,20043,Edward Fryatt,14,197,7.1
34,0,20574,Mathew Goggin,14,156,9.0
34,0,01527,Scott Hoch,14,155,9.0
34,0,10860,Justin Leonard,14,193,7.3
34,0,20572,Rod Pampling,14,191,7.3
34,0,23177,Kenneth Staton,14,221,6.3
34,0,02246,Duffy Waldorf,14,212,6.6
46,0,19824,Craig Barlow,13,167,7.8
46,0,23614,Rich Beem,13,214,6.1
46,0,01098,Jay Don Blake,13,238,5.5
46,0,23903,Stephen Gangluff,13,188,6.9
46,0,21806,Paul Gow,13,238,5.5
46,0,01553,John Huston,13,195,6.7
46,0,12680,Shigeki Maruyama,13,173,7.5
46,0,10585,Scott McCarron,13,202,6.4
46,0,11011,Mike Sposa,13,267,4.9
46,0,06078,Esteban Toledo,13,203,6.4
46,0,23322,Brett Wetterich,13,197,6.6
57,0,06004,Stephen Ames,12,182,6.6
57,0,20098,Stuart Appleby,12,203,5.9
57,0,01157,Tom Byrum,12,177,6.8
