RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,34358,Jonathan Randolph,13
1,0,23621,Rory Sabbatini,13
3,0,25804,Bubba Watson,12
4,0,24024,Zach Johnson,10
4,0,33122,Russell Knox,10
6,0,21961,Charles Howell III,9
6,0,20443,Jin Park,9
8,0,35879,Kelly Kraft,8
8,0,22293,Heath Slocum,8
10,0,29420,Billy Horschel,7
10,0,39531,Ken Looper,7
10,0,23548,Bill Lunde,7
13,0,01381,Fred Funk,6
13,0,20634,Peter Lonard,6
15,0,27958,Ryan Blaum,5
15,0,08931,Glen Day,5
15,0,20157,Retief Goosen,5
15,0,29926,Danny Lee,5
19,0,24846,Ricky Barnes,4
19,0,10505,Shane Bertsch,4
19,0,01142,Bart Bryant,4
19,0,20229,Stewart Cink,4
19,0,06034,Marco Dawson,4
19,0,06621,Joe Durant,4
19,0,29720,Andres Gonzales,4
19,0,30852,Ryo Ishikawa,4
19,0,30925,Dustin Johnson,4
19,0,10733,Kent Jones,4
19,0,26300,Matt Jones,4
19,0,39975,Michael Kim,4
19,0,26733,John Kimbell,4
19,0,26596,Ryan Moore,4
19,0,21949,Joe Ogilvie,4
19,0,20127,Chris Riley,4
19,0,36699,Patrick Rodgers,4
19,0,22405,Justin Rose,4
19,0,33486,Roger Sloan,4
19,0,08375,Paul Stankowski,4
19,0,21528,Henrik Stenson,4
19,0,20580,Andre Stolz,4
19,0,34431,Robert Streb,4
19,0,23623,Bo Van Pelt,4
19,0,27770,Camilo Villegas,4
44,0,33120,Mark Anderson,3
44,0,20098,Stuart Appleby,3
44,0,31627,Todd Baek,3
44,0,25686,Jason Dufner,3
44,0,28307,Matt Every,3
44,0,32102,Rickie Fowler,3
44,0,26758,David Hearn,3
44,0,34098,Russell Henley,3
44,0,30926,Chris Kirk,3
44,0,26851,Marc Leishman,3
44,0,21099,David Lynn,3
44,0,01810,Phil Mickelson,3
44,0,25449,Justin Peters,3
44,0,29223,Sam Saunders,3
44,0,33419,Cameron Tringale,3
44,0,25632,Jimmy Walker,3
44,0,25841,Marc Warren,3
44,0,27095,Nick Watney,3
62,0,26499,Rafa Cabrera Bello,2
62,0,28089,Jason Day,2
62,0,21209,Sergio Garcia,2
62,0,25900,Lucas Glover,2
62,0,39974,Steven Ihm,2
62,0,26908,Yuta Ikeda,2
62,0,21350,Ryuji Imada,2
62,0,01577,Lee Janzen,2
62,0,01599,Steve Jones,2
62,0,27408,Martin Kaymer,2
62,0,08075,Jerry Kelly,2
62,0,30944,Jason Kokrak,2
62,0,28237,Rory McIlroy,2
62,0,27933,John Merrick,2
62,0,39537,Chris Naegel,2
62,0,31559,Garrett Osborn,2
62,0,01938,David Peoples,2
62,0,24138,Ian Poulter,2
62,0,34360,Patrick Reed,2
62,0,29221,Webb Simpson,2
62,0,27649,Brandt Snedeker,2
62,0,26679,Kevin Stadler,2
62,0,06527,Steve Stricker,2
62,0,08793,Tiger Woods,2
