RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,25572,Graeme McDowell,82.52,85,103,-0.25
2,0,20396,Lee Westwood,81.97,100,122,-0.25
3,0,22621,Ben Curtis,81.88,113,138,-0.27
4,0,10809,Jim Furyk,81.32,148,182,-0.30
5,0,23353,J.J. Henry,81.04,171,211,-0.20
6,0,22348,Nick O'Hern,80.45,144,179,-0.22
7,0,22405,Justin Rose,79.62,125,157,-0.16
8,0,27770,Camilo Villegas,79.13,182,230,-0.21
9,0,25457,Alexandre Rocha,78.79,130,165,-0.18
10,0,06527,Steve Stricker,78.74,137,174,-0.30
11,0,35139,Richard Lee,78.26,144,184,-0.26
12,0,22293,Heath Slocum,77.59,180,232,-0.21
13,0,32150,Michael Thompson,77.55,152,196,-0.19
14,0,22582,Kyle Thompson,77.52,100,129,-0.30
15,0,23638,Brendon de Jonge,77.50,248,320,-0.21
16,0,01706,Davis Love III,77.11,128,166,-0.26
17,0,24781,Hunter Mahan,76.88,133,173,-0.26
18,0,10885,Robert Allenby,76.41,149,195,-0.17
19,0,24024,Zach Johnson,76.29,148,194,-0.23
20,0,23800,Bryce Molder,76.26,151,198,-0.24
21,0,23983,Luke Donald,76.22,109,143,-0.21
22,0,34021,Bud Cauley,76.12,204,268,-0.19
23,0,25892,Steve Wheatcroft,75.94,101,133,-0.18
24,0,24502,Adam Scott,75.76,100,132,-0.20
25,0,01116,Michael Bradley,75.66,115,152,-0.17
26,0,23325,Vaughn Taylor,75.24,155,206,-0.21
27,0,21731,Freddie Jacobson,75.21,91,121,-0.22
28,0,27436,Graham DeLaet,75.00,159,212,-0.20
28,0,21209,Sergio Garcia,75.00,102,136,-0.23
30,0,21350,Ryuji Imada,74.89,164,219,-0.23
31,0,20098,Stuart Appleby,74.87,143,191,-0.13
32,0,23135,Tim Clark,74.60,94,126,-0.26
33,0,26289,Boo Weekley,74.50,149,200,-0.23
34,0,06036,Scott Dunlap,74.47,105,141,-0.30
35,0,31202,William McGirt,74.26,176,237,-0.15
36,0,28455,Will Claxton,74.06,197,266,-0.18
37,0,33122,Russell Knox,74.05,137,185,-0.17
38,0,20623,Gavin Coles,74.00,111,150,-0.31
39,0,25686,Jason Dufner,73.85,161,218,-0.20
40,0,21878,Mark Wilson,73.81,124,168,-0.23
41,0,24846,Ricky Barnes,73.72,202,274,-0.23
42,0,25240,D.A. Points,73.71,171,232,-0.26
42,0,06567,Vijay Singh,73.71,171,232,-0.19
44,0,26758,David Hearn,73.70,213,289,-0.15
45,0,28259,Sangmoon Bae,73.66,137,186,-0.24
46,0,29910,Blake Adams,73.61,198,269,-0.16
46,0,28237,Rory McIlroy,73.61,106,144,-0.37
48,0,02206,David Toms,73.60,92,125,-0.26
49,0,20104,Ken Duke,73.59,209,284,-0.33
50,0,32200,Roberto Castro,73.58,156,212,-0.26
51,0,27933,John Merrick,73.57,167,227,-0.21
52,0,10213,Dicky Pride,73.53,100,136,-0.19
53,0,21961,Charles Howell III,73.33,176,240,-0.15
54,0,23108,Matt Kuchar,73.30,140,191,-0.20
55,0,06573,Brandt Jobe,73.28,85,116,-0.16
56,0,01320,Bob Estes,73.23,145,198,-0.26
57,0,22961,David Mathis,73.12,136,186,-0.21
58,0,29221,Webb Simpson,73.06,141,193,-0.25
59,0,27936,Martin Laird,73.01,119,163,-0.17
60,0,24507,Jason Bohn,72.99,154,211,-0.21
61,0,28087,Kris Blanks,72.94,124,170,-0.19
62,0,06522,Ernie Els,72.91,148,203,-0.18
63,0,08075,Jerry Kelly,72.81,166,228,-0.21
64,0,01797,Rocco Mediate,72.78,115,158,-0.22
65,0,24358,Robert Garrigus,72.76,187,257,-0.26
66,0,12782,Tim Herron,72.73,184,253,-0.18
67,0,24361,Pat Perez,72.68,149,205,-0.21
68,0,19846,Brian Gay,72.65,170,234,-0.31
69,0,20691,Greg Owen,72.61,175,241,-0.17
70,0,26329,Louis Oosthuizen,72.53,132,182,-0.14
71,0,21407,Arjun Atwal,72.51,153,211,-0.22
72,0,26851,Marc Leishman,72.40,160,221,-0.18
73,0,28500,Martin Flores,72.37,186,257,-0.17
73,0,25804,Bubba Watson,72.37,110,152,-0.20
75,0,27556,Ted Potter Jr.,72.35,123,170,-0.23
76,0,24140,Sean O'Hair,72.32,162,224,-0.15
77,0,20572,Rod Pampling,72.25,151,209,-0.18
77,0,26476,Chez Reavie,72.25,138,191,-0.25
79,0,27095,Nick Watney,72.20,174,241,-0.23
80,0,23204,Gary Christian,72.12,163,226,-0.26
81,0,20766,Padraig Harrington,72.09,93,129,-0.15
82,0,29926,Danny Lee,72.04,134,186,-0.16
83,0,30926,Chris Kirk,72.03,188,261,-0.17
84,0,27797,Derek Lamely,72.02,121,168,-0.21
84,0,23621,Rory Sabbatini,72.02,157,218,-0.21
86,0,30110,Kyle Stanley,71.97,172,239,-0.22
87,0,26951,Johnson Wagner,71.82,158,220,-0.17
88,0,24494,Erik Compton,71.74,132,184,-0.27
89,0,30711,Colt Knost,71.71,147,205,-0.22
90,0,20574,Mathew Goggin,71.67,129,180,-0.08
91,0,01941,Tom Pernice Jr.,71.64,96,134,-0.20
92,0,25818,Scott Piercy,71.58,199,278,-0.25
93,0,29420,Billy Horschel,71.43,120,168,-0.18
94,0,27963,Chris Stroud,71.37,162,227,-0.23
95,0,21805,Harrison Frazar,71.34,117,164,-0.17
96,0,27214,Kevin Streelman,71.02,174,245,-0.24
97,0,34174,John Huh,71.00,191,269,-0.20
98,0,12652,Cameron Beckman,70.95,149,210,-0.20
99,0,12510,Chad Campbell,70.94,166,234,-0.19
100,0,27302,Garth Mulroy,70.92,100,141,-0.22
101,0,32102,Rickie Fowler,70.77,138,195,-0.21
102,0,20645,John Senden,70.74,133,188,-0.23
103,0,21753,Brian Davis,70.69,164,232,-0.22
104,0,28089,Jason Day,70.63,113,160,-0.24
105,0,28475,Jeff Overton,70.52,177,251,-0.22
106,0,23320,Ryan Palmer,70.51,165,234,-0.21
107,0,24357,K.J. Choi,70.19,113,161,-0.23
108,0,27330,Josh Teater,70.12,169,241,-0.12
109,0,27895,Jonas Blixt,70.11,129,184,-0.28
109,0,24924,Bill Haas,70.11,129,184,-0.18
111,0,20850,Daniel Chopra,70.07,96,137,-0.28
112,0,26596,Ryan Moore,70.00,175,250,-0.28
112,0,27649,Brandt Snedeker,70.00,140,200,-0.19
114,0,25834,Daniel Summerhays,69.95,142,203,-0.14
115,0,26287,Roland Thatcher,69.93,100,143,-0.18
116,0,27644,Brian Harman,69.92,179,256,-0.22
116,0,29289,S.Y. Noh,69.92,186,266,-0.23
118,0,33141,Keegan Bradley,69.88,174,249,-0.25
119,0,28093,Miguel Angel Carballo,69.87,109,156,-0.29
120,0,06251,Chris DiMarco,69.86,146,209,-0.21
121,0,34099,Harris English,69.85,190,272,-0.22
122,0,23623,Bo Van Pelt,69.81,148,212,-0.31
123,0,26300,Matt Jones,69.63,94,135,-0.19
124,0,08793,Tiger Woods,69.57,112,161,-0.21
125,0,01766,Billy Mayfair,69.44,175,252,-0.15
126,0,24490,George McNeill,69.35,129,186,-0.25
127,0,22378,Trevor Immelman,69.28,106,153,-0.19
128,0,29476,Kyle Reifers,69.23,162,234,-0.22
129,0,30750,Tommy Gainey,68.93,193,280,-0.26
130,0,27974,Sung Kang,68.86,115,167,-0.15
131,0,29479,Scott Brown,68.82,117,170,-0.21
132,0,33419,Cameron Tringale,68.75,154,224,-0.24
133,0,01810,Phil Mickelson,68.68,125,182,-0.26
134,0,25345,Carl Pettersson,68.60,177,258,-0.29
135,0,27060,John Mallinger,68.51,124,181,-0.23
136,0,33120,Mark Anderson,68.50,137,200,-0.18
136,0,23409,James Driscoll,68.50,137,200,-0.20
138,0,06004,Stephen Ames,68.42,78,114,-0.17
139,0,30925,Dustin Johnson,68.37,134,196,-0.25
140,0,23718,Nathan Green,68.35,108,158,-0.19
141,0,26331,Charl Schwartzel,68.29,84,123,-0.25
142,0,23548,Bill Lunde,68.20,148,217,-0.22
143,0,24138,Ian Poulter,68.07,81,119,-0.22
144,0,24940,Edward Loar,68.03,83,122,-0.13
144,0,01724,Jeff Maggert,68.03,166,244,-0.17
146,0,26679,Kevin Stadler,68.00,153,225,-0.22
147,0,23788,D.J. Trahan,67.96,140,206,-0.11
148,0,24604,Hunter Haas,67.92,108,159,-0.29
149,0,25632,Jimmy Walker,67.88,186,274,-0.21
150,0,30944,Jason Kokrak,67.77,143,211,-0.20
151,0,27064,Jhonattan Vegas,67.76,145,214,-0.18
152,0,20229,Stewart Cink,67.72,107,158,-0.21
153,0,20160,Charlie Wi,67.69,155,229,-0.15
154,0,28307,Matt Every,67.54,129,191,-0.27
155,0,22046,Geoff Ogilvy,67.42,120,178,-0.23
156,0,31323,Gary Woodland,67.38,95,141,-0.17
157,0,30692,Scott Stallings,67.34,167,248,-0.13
158,0,08725,Tom Gillis,67.33,136,202,-0.11
159,0,30852,Ryo Ishikawa,67.27,74,110,-0.24
160,0,28308,Troy Kelly,67.26,113,168,-0.15
161,0,21528,Henrik Stenson,67.20,84,125,-0.24
162,0,06034,Marco Dawson,67.12,98,146,-0.22
163,0,29518,Brendan Steele,67.01,130,194,-0.16
