RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,21528,Henrik Stenson,34.20,513,15
2,0,12716,Charley Hoffman,34.22,924,27
3,0,28089,Jason Day,34.42,654,19
4,0,36689,Brooks Koepka,34.45,758,22
4,0,34264,Hudson Swafford,34.45,999,29
6,0,34046,Jordan Spieth,34.50,828,24
7,0,29221,Webb Simpson,34.52,725,21
8,0,40058,Zac Blair,34.53,1105,32
9,0,23983,Luke Donald,34.55,691,20
9,0,26851,Marc Leishman,34.55,760,22
11,0,29926,Danny Lee,34.57,1210,35
12,0,34174,John Huh,34.60,1038,30
13,0,33667,Carlos Ortiz,34.62,1004,29
14,0,29479,Scott Brown,34.63,1039,30
14,0,29222,Billy Hurley III,34.63,935,27
16,0,20771,Steven Alker,34.71,729,21
16,0,25720,Chad Collins,34.71,833,24
16,0,10809,Jim Furyk,34.71,590,17
19,0,32448,James Hahn,34.75,973,28
20,0,33122,Russell Knox,34.78,939,27
20,0,25804,Bubba Watson,34.78,626,18
22,0,21209,Sergio Garcia,34.79,487,14
23,0,25396,Kevin Na,34.80,870,25
24,0,34098,Russell Henley,34.83,801,23
24,0,25632,Jimmy Walker,34.83,801,23
26,0,25274,Steven Bowditch,34.84,1080,31
26,0,22405,Justin Rose,34.84,662,19
28,0,24507,Jason Bohn,34.85,941,27
28,0,28486,Michael Putnam,34.85,941,27
30,0,27644,Brian Harman,34.86,1011,29
31,0,26951,Johnson Wagner,34.87,802,23
32,0,35541,John Peterson,34.88,837,24
32,0,36699,Patrick Rodgers,34.88,558,16
34,0,30925,Dustin Johnson,34.89,663,19
35,0,33448,Justin Thomas,34.90,1047,30
36,0,06567,Vijay Singh,34.91,803,23
37,0,35539,Luke Guthrie,34.92,908,26
37,0,35532,Tom Hoge,34.92,873,25
39,0,21961,Charles Howell III,34.93,1048,30
39,0,34431,Robert Streb,34.93,1048,30
41,0,37454,Whee Kim,34.95,769,22
41,0,23320,Ryan Palmer,34.95,734,21
43,0,26300,Matt Jones,34.96,839,24
44,0,24024,Zach Johnson,35.00,840,24
44,0,08075,Jerry Kelly,35.00,840,24
44,0,23108,Matt Kuchar,35.00,840,24
44,0,32839,Hideki Matsuyama,35.00,840,24
44,0,24490,George McNeill,35.00,945,27
