RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,0,08793,Tiger Woods,2.382,128.654,82.583,46.067,54
2,0,06567,Vijay Singh,2.250,200.221,208.158,-7.937,89
3,0,06522,Ernie Els,1.899,77.876,72.798,5.075,41
4,0,20229,Stewart Cink,1.655,130.779,76.847,53.928,79
5,0,02239,Scott Verplank,1.490,101.328,86.663,14.665,68
6,0,24502,Adam Scott,1.427,57.077,24.124,32.950,40
7,0,20157,Retief Goosen,1.419,56.741,47.863,8.876,40
8,0,21209,Sergio Garcia,1.336,66.787,95.423,-28.638,50
9,0,01810,Phil Mickelson,1.324,71.477,76.187,-4.713,54
10,0,06004,Stephen Ames,1.290,103.165,68.085,35.078,80
11,0,01457,Jay Haas,1.261,76.895,75.217,1.676,61
12,0,24024,Zach Johnson,1.206,107.358,55.974,51.383,89
13,0,08075,Jerry Kelly,1.202,105.797,83.336,22.461,88
14,0,01945,Kenny Perry,1.157,71.705,75.987,-4.284,62
15,0,23621,Rory Sabbatini,1.154,85.367,71.118,14.247,74
16,0,23623,Bo Van Pelt,1.146,93.949,65.620,28.331,82
17,0,23983,Luke Donald,1.078,66.814,54.456,12.358,62
18,0,22405,Justin Rose,1.065,67.125,81.667,-14.543,63
19,0,06251,Chris DiMarco,1.063,81.826,72.536,9.291,77
20,0,01706,Davis Love III,1.059,64.626,53.606,11.016,61
21,0,12680,Shigeki Maruyama,1.048,81.718,32.551,49.165,78
22,0,01677,Tom Lehman,.984,57.058,68.696,-11.639,58
23,0,20098,Stuart Appleby,.974,57.452,51.122,6.327,59
24,0,02206,David Toms,.947,55.860,61.682,-5.823,59
25,0,02104,Jeff Sluman,.862,70.700,93.755,-23.053,82
26,0,01527,Scott Hoch,.861,39.620,46.092,-6.471,46
27,0,02246,Duffy Waldorf,.832,49.112,36.047,13.066,59
28,0,12660,Jesper Parnevik,.816,60.372,21.762,38.607,74
29,0,23135,Tim Clark,.813,57.719,55.034,2.684,71
30,0,02010,Loren Roberts,.812,55.199,12.436,42.762,68
31,0,02214,Kirk Triplett,.805,53.128,48.384,4.743,66
32,0,01249,John Daly,.803,53.831,47.445,6.385,67
33,0,10423,Mike Weir,.782,43.033,28.122,14.909,55
34,0,12782,Tim Herron,.738,48.687,40.772,7.915,66
35,0,10885,Robert Allenby,.733,52.789,72.032,-19.243,72
36,0,19825,Darren Clarke,.707,24.752,8.405,16.343,35
37,0,12823,Carlos Franco,.645,58.063,70.142,-12.076,90
38,0,22046,Geoff Ogilvy,.641,48.725,28.691,20.034,76
39,0,11032,Frank Lickliter II,.627,48.884,27.763,21.120,78
40,0,01381,Fred Funk,.617,51.182,46.947,4.231,83
41,0,20433,Mark Hensby,.602,49.404,23.150,26.251,82
42,0,01226,Fred Couples,.599,26.348,45.589,-19.241,44
43,0,01142,Bart Bryant,.580,37.713,39.639,-1.923,65
44,0,01157,Tom Byrum,.579,41.663,18.794,22.869,72
45,0,01927,Dennis Paulson,.577,38.105,28.219,9.883,66
46,0,10860,Justin Leonard,.563,36.615,48.727,-12.112,65
47,0,21959,Ted Purdy,.551,56.779,62.738,-5.960,103
48,0,06575,Dudley Hart,.550,25.285,26.253,-.969,46
49,0,21961,Charles Howell III,.543,41.271,41.127,.143,76
50,0,01329,Brad Faxon,.536,37.531,.088,37.441,70
51,0,21731,Freddie Jacobson,.535,33.711,.281,33.427,63
52,0,06621,Joe Durant,.530,40.306,72.649,-32.344,76
53,0,12510,Chad Campbell,.525,40.438,54.774,-14.339,77
54,0,23353,J.J. Henry,.520,47.338,41.636,5.702,91
55,0,01928,Corey Pavin,.515,34.504,13.749,20.752,67
56,0,01938,David Peoples,.513,38.480,13.842,24.635,75
56,0,01968,Nick Price,.513,18.474,8.583,9.889,36
58,0,20628,Arron Oberholser,.509,31.536,35.679,-4.144,62
59,0,19846,Brian Gay,.508,44.729,12.938,31.792,88
60,0,22621,Ben Curtis,.494,20.262,27.413,-7.150,41
61,0,21805,Harrison Frazar,.489,34.695,15.033,19.662,71
62,0,25345,Carl Pettersson,.484,38.201,18.692,19.509,79
63,0,07457,Steve Flesch,.476,39.049,24.250,14.798,82
64,0,01666,Bernhard Langer,.471,19.795,29.412,-9.619,42
65,0,01577,Lee Janzen,.466,32.631,54.951,-22.320,70
66,0,08931,Glen Day,.464,40.842,18.650,22.191,88
67,0,01553,John Huston,.444,19.976,50.701,-30.724,45
68,0,19972,José Coceres,.442,26.943,13.423,13.518,61
69,0,20572,Rod Pampling,.437,34.123,32.744,1.380,78
70,0,01948,Tim Petrovic,.411,35.768,8.363,27.402,87
71,0,07749,Brett Quigley,.401,35.309,17.275,18.030,88
72,0,24357,K.J. Choi,.400,25.181,23.102,2.077,63
73,0,20472,Alex Cejka,.388,22.106,22.467,-.360,57
74,0,12652,Cameron Beckman,.384,33.367,31.831,1.534,87
75,0,20498,Briny Baird,.382,30.924,44.431,-13.505,81
76,0,24925,Jonathan Byrd,.378,27.570,9.190,18.377,73
77,0,20127,Chris Riley,.377,19.964,13.507,6.458,53
78,0,06595,Kevin Sutherland,.373,25.020,28.050,-3.032,67
79,0,02223,Bob Tway,.366,24.167,-5.102,29.269,66
80,0,01941,Tom Pernice Jr.,.363,31.222,27.802,3.419,86
81,0,02101,Joey Sindelar,.362,32.194,56.405,-24.212,89
82,0,01388,Robert Gamez,.350,31.464,39.010,-7.542,90
83,0,01320,Bob Estes,.346,17.640,23.941,-6.300,51
83,0,10201,Matt Gogel,.346,24.234,-4.030,28.263,70
85,0,20645,John Senden,.342,29.393,37.723,-8.329,86
86,0,12645,Brent Geiberger,.336,28.234,-14.799,43.034,84
87,0,06373,José María Olazábal,.318,13.341,-6.950,20.291,42
88,0,21949,Joe Ogilvie,.311,26.424,11.372,15.052,85
89,0,19824,Craig Barlow,.289,19.952,43.678,-23.726,69
90,0,01920,Craig Parry,.288,10.662,6.486,4.173,37
91,0,10585,Scott McCarron,.266,19.974,-.191,20.167,75
92,0,23325,Vaughn Taylor,.228,17.592,47.391,-29.798,77
93,0,01473,Todd Hamilton,.220,15.375,-.910,16.283,70
94,0,10733,Kent Jones,.205,17.829,15.559,2.271,87
94,0,25396,Kevin Na,.205,17.591,29.695,-12.104,86
96,0,22293,Heath Slocum,.198,16.429,42.345,-25.914,83
97,0,01127,Danny Briggs,.197,14.738,11.582,3.156,75
98,0,20850,Daniel Chopra,.195,17.953,4.175,13.779,92
99,0,06332,Neal Lancaster,.187,17.370,18.818,-1.448,93
100,0,22548,Patrick Sheehan,.186,18.603,-25.311,43.914,100
