RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,45526,Abraham Ancer,7.79,50,642,+0.10
2,0,27936,Martin Laird,8.75,74,846,+0.18
3,0,32816,Satoshi Kodaira,8.80,50,568,+0.22
3,0,24138,Ian Poulter,8.80,46,523,+0.04
5,0,31560,Brian Stuard,9.27,88,949,+0.15
6,0,33122,Russell Knox,9.46,102,1078,+0.12
7,0,36801,Mark Hubbard,9.54,72,755,+0.06
8,0,27214,Kevin Streelman,9.68,107,1105,-0.05
9,0,29974,Branden Grace,9.69,63,650,+0.13
10,0,27349,Alex Noren,9.82,70,713,+0.06
11,0,19803,Ryan Armour,9.86,50,507,+0.34
12,0,34256,Andrew Putnam,9.89,111,1122,+0.11
13,0,37455,Si Woo Kim,9.92,115,1159,+0.16
14,0,49298,Kramer Hickok,9.93,101,1017,+0.04
15,0,48081,Xander Schauffele,9.94,84,845,-0.01
16,0,39324,J.J. Spaun,10.08,107,1061,+0.12
17,0,23108,Matt Kuchar,10.19,90,883,+0.01
18,0,26476,Chez Reavie,10.27,106,1032,+0.20
19,0,45609,Tyler Duncan,10.28,92,895,+0.12
20,0,32150,Michael Thompson,10.36,106,1023,+0.16
21,0,30978,Kiradech Aphibarnrat,10.38,54,520,+0.13
22,0,30927,Brendon Todd,10.42,101,969,+0.03
23,0,32662,Michael Gligic,10.43,82,786,+0.05
24,0,32839,Hideki Matsuyama,10.53,87,826,+0.03
25,0,32640,Troy Merritt,10.58,114,1077,+0.22
26,0,55708,Hayden Buckley,10.59,113,1067,+0.25
27,0,31420,Anirban Lahiri,10.61,91,858,+0.11
28,0,35532,Tom Hoge,10.62,112,1055,+0.10
29,0,25900,Lucas Glover,10.82,127,1174,+0.13
30,0,24024,Zach Johnson,10.92,83,760,+0.13
31,0,49766,Hank Lebioda,10.93,102,933,+0.08
32,0,23621,Rory Sabbatini,10.94,76,695,+0.20
33,0,46970,Jon Rahm,10.99,90,819,-0.01
34,0,52374,Brandon Wu,11.05,82,742,+0.11
35,0,21961,Charles Howell III,11.06,72,651,+0.13
36,0,47983,Chad Ramey,11.18,85,760,+0.13
37,0,39953,Chase Seiffert,11.20,57,509,+0.07
37,0,56278,Matthew Wolff,11.20,58,518,+0.12
39,0,25818,Scott Piercy,11.30,104,920,+0.11
40,0,40098,Matt Fitzpatrick,11.33,81,715,+0.05
40,0,26851,Marc Leishman,11.33,102,900,-0.01
42,0,34264,Hudson Swafford,11.38,75,659,+0.01
43,0,22405,Justin Rose,11.42,66,578,+0.12
44,0,48822,Sebastián Muñoz,11.45,112,978,+0.16
45,0,34098,Russell Henley,11.50,101,878,+0.01
46,0,39997,Corey Conners,11.55,120,1039,+0.03
47,0,32102,Rickie Fowler,11.58,96,829,+0.09
48,0,12716,Charley Hoffman,11.69,99,847,+0.09
49,0,49960,Sepp Straka,11.70,123,1051,+0.07
50,0,39971,Sungjae Im,11.73,126,1074,-0.06
51,0,51997,Andrew Novak,11.75,90,766,+0.06
52,0,35879,Kelly Kraft,11.78,92,781,+0.16
53,0,46442,Maverick McNealy,11.81,126,1067,-0.01
54,0,36326,David Lipsky,11.85,121,1021,+0.15
55,0,27644,Brian Harman,11.87,128,1078,+0.08
56,0,31557,Jim Herman,11.97,71,593,+0.13
57,0,40162,Justin Lower,11.99,89,742,+0.17
58,0,29420,Billy Horschel,12.00,96,800,+0.05
59,0,50525,Collin Morikawa,12.07,84,696,+0.02
60,0,47993,Denny McCarthy,12.15,146,1202,+0.05
61,0,29478,Kevin Kisner,12.17,93,764,+0.14
62,0,46435,Austin Cook,12.18,89,731,+0.15
63,0,25198,Francesco Molinari,12.20,71,582,+0.14
63,0,29518,Brendan Steele,12.20,105,861,+0.07
65,0,39546,Keith Mitchell,12.21,128,1048,+0.01
65,0,37275,Sam Ryder,12.21,132,1081,+0.06
67,0,33486,Roger Sloan,12.23,103,842,+0.08
68,0,34076,Joel Dahmen,12.24,129,1054,+0.17
