RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,35532,Tom Hoge,34.3,127,370,+1.26
2,0,12716,Charley Hoffman,35.5,130,366,+2.31
3,0,32662,Michael Gligic,35.6,109,306,+1.47
4,0,45526,Abraham Ancer,36.1,65,180,+1.08
5,0,26851,Marc Leishman,36.3,125,344,+0.16
6,0,36801,Mark Hubbard,36.6,97,265,+1.44
6,0,56278,Matthew Wolff,36.6,93,254,+2.69
8,0,47483,Will Zalatoris,36.8,118,321,-0.76
9,0,25818,Scott Piercy,37.0,142,384,+2.04
10,0,29974,Branden Grace,37.6,80,213,+2.00
11,0,37455,Si Woo Kim,37.7,141,374,+2.06
12,0,30692,Scott Stallings,38.0,185,487,+0.97
13,0,51997,Andrew Novak,38.1,114,299,+1.84
14,0,32839,Hideki Matsuyama,38.8,113,291,+0.71
15,0,48084,Wesley Bryan,39.1,97,248,+0.52
15,0,47988,Nick Hardy,39.1,88,225,+1.59
17,0,49766,Hank Lebioda,39.5,138,349,+2.03
18,0,49298,Kramer Hickok,39.8,134,337,+1.42
18,0,31420,Anirban Lahiri,39.8,123,309,+1.95
18,0,48081,Xander Schauffele,39.8,99,249,+0.30
21,0,48117,Kurt Kitayama,40.0,102,255,+0.98
22,0,46970,Jon Rahm,40.2,102,254,+0.49
23,0,40162,Justin Lower,40.3,114,283,+2.19
23,0,33486,Roger Sloan,40.3,126,313,+1.75
23,0,39324,J.J. Spaun,40.3,147,365,+1.50
26,0,35310,Lanto Griffin,40.6,145,357,+1.10
26,0,39953,Chase Seiffert,40.6,69,170,+1.16
28,0,24024,Zach Johnson,40.7,112,275,+1.96
28,0,33122,Russell Knox,40.7,134,329,+1.94
28,0,45486,Joaquin Niemann,40.7,123,302,+0.16
31,0,27349,Alex Noren,40.9,103,252,+0.78
32,0,31560,Brian Stuard,41.2,108,262,+2.04
33,0,27936,Martin Laird,41.3,107,259,+1.68
33,0,47983,Chad Ramey,41.3,116,281,+1.38
35,0,49771,J.T. Poston,41.4,182,440,+0.44
36,0,32102,Rickie Fowler,41.8,132,316,+2.50
37,0,36689,Brooks Koepka,41.9,91,217,+1.10
38,0,24924,Bill Haas,42.0,166,395,+0.36
39,0,21961,Charles Howell III,42.4,100,236,+1.40
39,0,33448,Justin Thomas,42.4,140,330,+0.36
41,0,32757,Patton Kizzire,42.5,200,471,+1.10
41,0,34256,Andrew Putnam,42.5,150,353,+2.13
41,0,24502,Adam Scott,42.5,150,353,+1.53
44,0,37275,Sam Ryder,42.6,178,418,+1.29
44,0,52374,Brandon Wu,42.6,106,249,+1.42
46,0,45157,Cam Davis,42.9,190,443,+0.68
46,0,25686,Jason Dufner,42.9,94,219,+2.34
46,0,32640,Troy Merritt,42.9,146,340,+2.26
46,0,30927,Brendon Todd,42.9,124,289,+1.45
50,0,27095,Nick Watney,43.0,161,374,+1.80
51,0,45609,Tyler Duncan,43.1,113,262,+1.95
52,0,49960,Sepp Straka,43.2,159,368,+1.38
53,0,46402,Talor Gooch,43.5,120,276,+0.42
53,0,31323,Gary Woodland,43.5,134,308,+0.75
55,0,25198,Francesco Molinari,43.7,86,197,+2.09
55,0,49947,Taylor Moore,43.7,174,398,+1.61
57,0,23621,Rory Sabbatini,43.9,115,262,+1.83
58,0,39058,Lucas Herbert,44.0,103,234,+0.78
59,0,39977,Max Homa,44.4,158,356,+0.38
59,0,27974,Sung Kang,44.4,140,315,+0.93
61,0,46550,Brandon Hagy,44.6,173,388,+1.56
61,0,29289,S.Y. Noh,44.6,139,312,+0.79
63,0,39971,Sungjae Im,44.7,153,342,-0.20
63,0,34466,Peter Malnati,44.7,223,499,+1.52
63,0,47347,Adam Schenk,44.7,188,421,+2.18
66,0,24925,Jonathan Byrd,44.8,100,223,+2.70
66,0,46442,Maverick McNealy,44.8,179,400,+1.79
66,0,27064,Jhonattan Vegas,44.8,150,335,+1.20
69,0,24980,Scott Gutschewski,44.9,97,216,+0.93
69,0,23108,Matt Kuchar,44.9,131,292,+1.30
69,0,48822,Sebastián Muñoz,44.9,149,332,+1.07
72,0,24138,Ian Poulter,45.0,81,180,+0.74
72,0,51890,Greyson Sigg,45.0,166,369,+1.57
74,0,34098,Russell Henley,45.1,119,264,+1.43
74,0,29518,Brendan Steele,45.1,138,306,+1.38
76,0,34264,Hudson Swafford,45.3,117,258,+1.28
77,0,32366,Kevin Chappell,45.6,118,259,+2.63
77,0,40098,Matt Fitzpatrick,45.6,98,215,+1.12
