RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
38,0,47988,Nick Hardy,5.1,32,134,+0.438
38,0,39971,Sungjae Im,5.1,55,231,+0.255
38,0,27974,Sung Kang,5.1,43,182,+0.233
38,0,39953,Chase Seiffert,5.1,26,109,+0.154
44,0,35506,Mackenzie Hughes,5.2,48,210,+0.188
44,0,48117,Kurt Kitayama,5.2,35,150,+0.343
44,0,30944,Jason Kokrak,5.2,38,165,-0.053
44,0,29518,Brendan Steele,5.2,45,189,+0.289
44,0,47128,Richy Werenski,5.2,36,152,+0.167
49,0,37212,Paul Barjon,5.3,46,195,+0.239
49,0,40098,Matt Fitzpatrick,5.3,38,163,+0.026
49,0,36884,Ben Kohles,5.3,33,142,+0.182
49,0,24361,Pat Perez,5.3,37,157,+0.054
53,0,51766,Wyndham Clark,5.4,57,246,+0.035
53,0,39997,Corey Conners,5.4,56,235,+0.107
53,0,34363,Tyrrell Hatton,5.4,38,163,+0.158
53,0,36801,Mark Hubbard,5.4,41,173,+0.220
53,0,36326,David Lipsky,5.4,55,229,+0.218
53,0,47993,Denny McCarthy,5.4,65,275,+0.123
53,0,46601,Trey Mullinax,5.4,49,205,+0.347
53,0,34256,Andrew Putnam,5.4,61,256,+0.197
61,0,52375,Doug Ghim,5.5,55,231,+0.109
61,0,46550,Brandon Hagy,5.5,44,189,+0.159
61,0,12716,Charley Hoffman,5.5,47,195,+0.149
61,0,24024,Zach Johnson,5.5,42,178,+0.333
61,0,37455,Si Woo Kim,5.5,64,269,+0.172
61,0,36852,Jim Knous,5.5,27,117,+0.259
61,0,22056,Cameron Percy,5.5,24,106,-0.042
61,0,27214,Kevin Streelman,5.5,61,253,+0.164
69,0,46402,Talor Gooch,5.6,43,182,+0.186
69,0,34563,Chesson Hadley,5.6,50,214,+0.180
69,0,33399,Adam Hadwin,5.6,59,252,+0.119
69,0,36799,Stephan Jaeger,5.6,57,236,+0.281
69,0,35891,Cameron Smith,5.6,41,177,+0.122
69,0,48699,Callum Tarren,5.6,43,181,+0.093
69,0,48887,Matt Wallace,5.6,39,166,+0.103
76,0,52372,Cameron Champ,5.7,37,161,+0.351
76,0,46435,Austin Cook,5.7,42,177,+0.262
76,0,32448,James Hahn,5.7,47,194,+0.340
76,0,32791,K.H. Lee,5.7,70,295,+0.257
76,0,35449,Adam Long,5.7,60,258,+0.167
81,0,48084,Wesley Bryan,5.8,30,130,+0.067
81,0,20229,Stewart Cink,5.8,56,233,+0.196
81,0,46340,Alex Smalley,5.8,63,272,+0.190
84,0,55708,Hayden Buckley,5.9,63,266,+0.238
84,0,30926,Chris Kirk,5.9,55,234,+0.145
84,0,23320,Ryan Palmer,5.9,44,185,+0.068
84,0,47347,Adam Schenk,5.9,63,269,+0.095
84,0,50095,Austin Smotherman,5.9,51,217,-0.020
84,0,10381,Curtis Thompson,5.9,35,147,+0.457
84,0,35617,Martin Trainer,5.9,49,205,+0.143
91,0,33141,Keegan Bradley,6.0,56,241,+0.179
91,0,46717,Viktor Hovland,6.0,48,207,+0.125
91,0,29478,Kevin Kisner,6.0,46,193,+0.087
91,0,33122,Russell Knox,6.0,65,280,+0.308
91,0,45486,Joaquin Niemann,6.0,51,215,+0.137
91,0,48081,Xander Schauffele,6.0,51,216,-0.020
91,0,40115,Adam Svensson,6.0,69,290,+0.217
91,0,32150,Michael Thompson,6.0,61,260,+0.213
91,0,27095,Nick Watney,6.0,53,221,+0.283
91,0,56278,Matthew Wolff,6.0,31,136,+0.258
91,0,57366,Cameron Young,6.0,60,259,+0.100
102,0,24925,Jonathan Byrd,6.1,36,151,+0.111
102,0,32662,Michael Gligic,6.1,48,201,+0.208
102,0,24980,Scott Gutschewski,6.1,32,135,+0.125
102,0,33490,Bo Hoag,6.1,31,131,+0.226
102,0,36689,Brooks Koepka,6.1,33,143,+0.152
102,0,32640,Troy Merritt,6.1,66,283,+0.167
102,0,29908,C.T. Pan,6.1,60,252,+0.350
102,0,49964,Aaron Wise,6.1,64,275,+0.141
102,0,45540,Jared Wolfe,6.1,39,165,+0.231
111,0,30911,Tommy Fleetwood,6.2,37,159,-0.054
111,0,32102,Rickie Fowler,6.2,51,214,+0.529
111,0,35310,Lanto Griffin,6.2,58,250,+0.103
111,0,35461,Beau Hossler,6.2,56,235,+0.161
111,0,47983,Chad Ramey,6.2,47,201,+0.043
111,0,22405,Justin Rose,6.2,36,156,+0.194
111,0,27649,Brandt Snedeker,6.2,42,179,+0.214
111,0,30692,Scott Stallings,6.2,71,300,+0.183
119,0,27895,Jonas Blixt,6.3,36,154,+0.389
119,0,39058,Lucas Herbert,6.3,36,153,+0.167
119,0,35532,Tom Hoge,6.3,66,279,+0.167
119,0,28775,Nate Lashley,6.3,53,227,+0.283
119,0,49766,Hank Lebioda,6.3,59,252,+0.305
119,0,26851,Marc Leishman,6.3,57,244,+0.018
119,0,49947,Taylor Moore,6.3,68,291,+0.324
119,0,28252,Seamus Power,6.3,52,223,E
119,0,46970,Jon Rahm,6.3,52,219,+0.269
119,0,33448,Justin Thomas,6.3,55,232,+0.109
119,0,27770,Camilo Villegas,6.3,44,187,+0.364
130,0,45522,Christiaan Bezuidenhout,6.4,52,218,+0.173
130,0,47504,Sam Burns,6.4,64,278,+0.047
130,0,35450,Patrick Cantlay,6.4,50,209,+0.180
130,0,27644,Brian Harman,6.4,69,289,+0.101
130,0,29289,S.Y. Noh,6.4,39,163,+0.026
130,0,34360,Patrick Reed,6.4,45,189,+0.111
130,0,34046,Jordan Spieth,6.4,58,244,+0.190
130,0,33419,Cameron Tringale,6.4,68,287,+0.265
130,0,37189,Harold Varner III,6.4,50,216,E
139,0,32757,Patton Kizzire,6.5,74,314,+0.095
139,0,25198,Francesco Molinari,6.5,38,160,+0.289
139,0,40250,Taylor Pendrith,6.5,53,222,+0.113
139,0,25818,Scott Piercy,6.5,60,257,+0.233
139,0,34431,Robert Streb,6.5,67,287,+0.090
144,0,23108,Matt Kuchar,6.6,58,244,+0.138
145,0,29221,Webb Simpson,6.7,48,211,+0.021
146,0,29926,Danny Lee,6.8,37,156,+0.216
146,0,50525,Collin Morikawa,6.8,47,199,+0.340
146,0,39324,J.J. Spaun,6.8,72,310,+0.181
146,0,27064,Jhonattan Vegas,6.8,58,249,+0.172
150,0,25686,Jason Dufner,6.9,37,153,+0.351
150,0,47529,Mito Pereira,6.9,73,310,+0.342
150,0,36699,Patrick Rodgers,6.9,67,287,+0.284
150,0,24502,Adam Scott,6.9,60,254,+0.167
150,0,49960,Sepp Straka,6.9,73,309,+0.247
155,0,35110,Brett Drewitt,7.0,40,172,+0.175
155,0,25900,Lucas Glover,7.0,82,339,+0.305
155,0,39977,Max Homa,7.0,72,303,+0.125
155,0,33204,Shane Lowry,7.0,46,203,E
155,0,51997,Andrew Novak,7.0,54,226,+0.333
155,0,33667,Carlos Ortiz,7.0,50,217,+0.140
155,0,34610,Matthias Schwab,7.0,53,225,+0.264
155,0,32333,Kevin Tway,7.0,64,273,+0.156
155,0,51894,Vince Whaley,7.0,64,271,+0.031
155,0,32139,Danny Willett,7.0,42,184,+0.262
165,0,21961,Charles Howell III,7.1,46,196,E
165,0,27936,Martin Laird,7.1,60,253,+0.300
165,0,48822,Sebastián Muñoz,7.1,69,293,+0.072
168,0,32366,Kevin Chappell,7.2,43,179,+0.093
168,0,45157,Cam Davis,7.2,76,322,+0.105
168,0,29970,Dylan Frittelli,7.2,76,325,+0.105
171,0,31646,Emiliano Grillo,7.3,70,300,+0.171
171,0,34466,Peter Malnati,7.3,87,366,+0.103
171,0,39546,Keith Mitchell,7.3,77,323,+0.091
171,0,51890,Greyson Sigg,7.3,72,311,+0.014
175,0,28089,Jason Day,7.4,52,222,+0.096
175,0,51634,Sahith Theegala,7.4,96,412,+0.188
177,0,54421,Garrick Higgo,7.5,41,175,+0.098
177,0,29420,Billy Horschel,7.5,60,253,+0.067
177,0,31420,Anirban Lahiri,7.5,64,275,+0.344
177,0,37275,Sam Ryder,7.5,81,337,+0.185
177,0,23621,Rory Sabbatini,7.5,52,219,+0.192
182,0,46046,Scottie Scheffler,7.6,71,297,+0.099
183,0,25493,Nick Taylor,7.8,78,337,+0.218
183,0,54783,Dylan Wu,7.8,55,238,+0.109
185,0,27129,Luke List,7.9,72,306,+0.333
186,0,49771,J.T. Poston,8.0,89,367,+0.191
187,0,32839,Hideki Matsuyama,8.1,67,287,+0.015
187,0,46442,Maverick McNealy,8.1,86,366,+0.174
189,0,26300,Matt Jones,8.2,58,252,E
190,0,24924,Bill Haas,8.3,77,333,+0.026
191,0,23983,Luke Donald,8.5,63,268,+0.159
192,0,27349,Alex Noren,8.7,62,262,+0.048
193,0,24138,Ian Poulter,9.2,48,203,+0.146
