RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
59,0,39953,Chase Seiffert,62.48,318,509,-0.14
60,0,46970,Jon Rahm,62.39,511,819,-0.28
61,0,21961,Charles Howell III,62.37,406,651,-0.23
62,0,39546,Keith Mitchell,62.31,653,1048,-0.19
63,0,47983,Chad Ramey,62.24,473,760,-0.15
63,0,47995,Davis Riley,62.24,699,1123,-0.21
65,0,52374,Brandon Wu,62.13,461,742,-0.19
66,0,51890,Greyson Sigg,62.00,615,992,-0.17
67,0,24138,Ian Poulter,61.95,324,523,-0.13
68,0,54628,Lee Hodges,61.92,709,1145,-0.20
69,0,45522,Christiaan Bezuidenhout,61.87,503,813,-0.20
70,0,28252,Seamus Power,61.85,509,823,-0.21
71,0,29908,C.T. Pan,61.76,604,978,-0.18
72,0,31420,Anirban Lahiri,61.66,529,858,-0.19
73,0,49947,Taylor Moore,61.63,665,1079,-0.20
74,0,24925,Jonathan Byrd,61.53,363,590,-0.18
75,0,33141,Keegan Bradley,61.42,578,941,-0.21
75,0,22405,Justin Rose,61.42,355,578,-0.17
77,0,27974,Sung Kang,61.37,518,844,-0.16
78,0,48822,Sebastián Muñoz,61.35,600,978,-0.20
79,0,47529,Mito Pereira,61.28,652,1064,-0.22
80,0,49766,Hank Lebioda,61.20,571,933,-0.20
81,0,46402,Talor Gooch,61.10,468,766,-0.21
82,0,23621,Rory Sabbatini,61.01,424,695,-0.21
83,0,40162,Justin Lower,60.92,452,742,-0.22
84,0,49960,Sepp Straka,60.89,640,1051,-0.18
85,0,35532,Tom Hoge,60.85,642,1055,-0.21
85,0,53165,Doc Redman,60.85,530,871,-0.18
87,0,32448,James Hahn,60.72,504,830,-0.19
88,0,46717,Viktor Hovland,60.70,488,804,-0.23
89,0,29974,Branden Grace,60.62,394,650,-0.13
90,0,36884,Ben Kohles,60.52,374,618,-0.18
91,0,28089,Jason Day,60.51,426,704,-0.22
92,0,37275,Sam Ryder,60.31,652,1081,-0.20
93,0,22056,Cameron Percy,60.23,265,440,-0.17
93,0,49964,Aaron Wise,60.23,636,1056,-0.23
95,0,47856,Seth Reeves,60.18,408,678,-0.17
96,0,20229,Stewart Cink,60.17,580,964,-0.19
97,0,33204,Shane Lowry,60.12,395,657,-0.24
98,0,33490,Bo Hoag,60.08,307,511,-0.16
99,0,32662,Michael Gligic,60.05,472,786,-0.22
100,0,39977,Max Homa,60.02,617,1028,-0.23
101,0,28114,Dawie van der Walt,60.00,393,655,-0.14
102,0,30944,Jason Kokrak,59.97,439,732,-0.16
103,0,48887,Matt Wallace,59.83,414,692,-0.19
104,0,24361,Pat Perez,59.80,418,699,-0.21
105,0,30911,Tommy Fleetwood,59.73,359,601,-0.20
105,0,34431,Robert Streb,59.73,614,1028,-0.17
107,0,34264,Hudson Swafford,59.64,393,659,-0.21
108,0,35450,Patrick Cantlay,59.54,462,776,-0.30
109,0,54421,Garrick Higgo,59.45,327,550,-0.13
110,0,49771,J.T. Poston,59.31,656,1106,-0.22
111,0,27895,Jonas Blixt,59.30,341,575,-0.14
112,0,33486,Roger Sloan,59.26,499,842,-0.18
113,0,46340,Alex Smalley,59.19,641,1083,-0.18
114,0,25198,Francesco Molinari,59.11,344,582,-0.18
115,0,25686,Jason Dufner,58.85,316,537,-0.10
116,0,34360,Patrick Reed,58.81,414,704,-0.15
117,0,35310,Lanto Griffin,58.74,548,933,-0.21
118,0,32139,Danny Willett,58.71,354,603,-0.15
119,0,37212,Paul Barjon,58.61,507,865,-0.15
120,0,34610,Matthias Schwab,58.27,444,762,-0.19
121,0,23320,Ryan Palmer,58.22,432,742,-0.19
122,0,29725,Tony Finau,58.16,570,980,-0.27
123,0,54783,Dylan Wu,58.12,408,702,-0.17
124,0,24980,Scott Gutschewski,58.05,303,522,-0.19
125,0,57366,Cameron Young,58.03,578,996,-0.27
126,0,36852,Jim Knous,57.87,283,489,-0.21
127,0,46442,Maverick McNealy,57.83,617,1067,-0.26
128,0,33419,Cameron Tringale,57.79,612,1059,-0.19
129,0,32102,Rickie Fowler,57.78,479,829,-0.19
129,0,47988,Nick Hardy,57.78,360,623,-0.22
131,0,46046,Scottie Scheffler,57.55,541,940,-0.28
132,0,32839,Hideki Matsuyama,57.51,475,826,-0.27
133,0,36799,Stephan Jaeger,57.47,585,1018,-0.19
134,0,35110,Brett Drewitt,57.37,327,570,-0.13
135,0,28237,Rory McIlroy,57.34,410,715,-0.28
136,0,27349,Alex Noren,57.22,408,713,-0.17
137,0,52372,Cameron Champ,57.21,369,645,-0.20
138,0,33667,Carlos Ortiz,57.18,406,710,-0.15
139,0,27770,Camilo Villegas,57.12,401,702,-0.18
140,0,35506,Mackenzie Hughes,56.88,529,930,-0.18
141,0,40250,Taylor Pendrith,56.85,465,818,-0.23
142,0,47128,Richy Werenski,56.83,395,695,-0.16
143,0,25818,Scott Piercy,56.63,521,920,-0.25
144,0,34466,Peter Malnati,56.59,674,1191,-0.22
145,0,25493,Nick Taylor,56.46,564,999,-0.18
146,0,47347,Adam Schenk,56.43,601,1065,-0.14
147,0,23983,Luke Donald,56.16,415,739,-0.17
148,0,35891,Cameron Smith,56.12,408,727,-0.33
149,0,24924,Bill Haas,56.03,520,928,-0.13
150,0,32757,Patton Kizzire,55.96,634,1133,-0.19
150,0,29926,Danny Lee,55.96,305,545,-0.16
152,0,45157,Cam Davis,55.90,587,1050,-0.27
153,0,31323,Gary Woodland,55.81,456,817,-0.16
154,0,45486,Joaquin Niemann,55.79,477,855,-0.25
155,0,34563,Chesson Hadley,55.71,493,885,-0.22
156,0,26851,Marc Leishman,55.56,500,900,-0.26
157,0,34046,Jordan Spieth,55.42,501,904,-0.27
158,0,51997,Andrew Novak,55.35,424,766,-0.17
159,0,30692,Scott Stallings,55.27,635,1149,-0.22
160,0,27129,Luke List,55.23,502,909,-0.19
161,0,27064,Jhonattan Vegas,55.18,474,859,-0.19
162,0,47504,Sam Burns,54.98,552,1004,-0.29
163,0,45540,Jared Wolfe,54.66,352,644,-0.17
164,0,47483,Will Zalatoris,54.53,445,816,-0.29
165,0,48117,Kurt Kitayama,54.49,370,679,-0.24
166,0,33597,Harry Higgs,54.48,505,927,-0.16
167,0,33448,Justin Thomas,54.46,476,874,-0.32
168,0,51634,Sahith Theegala,54.42,702,1290,-0.22
169,0,24502,Adam Scott,54.41,475,873,-0.25
170,0,26300,Matt Jones,54.40,383,704,-0.25
171,0,46601,Trey Mullinax,54.00,486,900,-0.26
172,0,27095,Nick Watney,53.93,473,877,-0.16
173,0,34363,Tyrrell Hatton,53.60,380,709,-0.23
174,0,36689,Brooks Koepka,53.45,287,537,-0.26
175,0,35617,Martin Trainer,53.41,446,835,-0.18
176,0,51766,Wyndham Clark,53.29,567,1064,-0.24
177,0,32366,Kevin Chappell,53.24,320,601,-0.17
178,0,37189,Harold Varner III,53.13,416,783,-0.24
179,0,10381,Curtis Thompson,53.11,316,595,-0.17
180,0,35461,Beau Hossler,53.01,476,898,-0.19
181,0,34255,Joseph Bramlett,52.31,476,910,-0.20
182,0,51894,Vince Whaley,51.81,472,911,-0.20
183,0,12716,Charley Hoffman,51.71,438,847,-0.21
184,0,36699,Patrick Rodgers,51.60,501,971,-0.20
185,0,39058,Lucas Herbert,51.49,293,569,-0.18
186,0,27139,David Skinns,51.48,365,709,-0.21
187,0,32333,Kevin Tway,50.98,467,916,-0.17
188,0,48084,Wesley Bryan,50.88,261,513,-0.21
189,0,29970,Dylan Frittelli,50.71,535,1055,-0.17
190,0,48699,Callum Tarren,50.65,388,766,-0.23
191,0,46550,Brandon Hagy,49.06,393,801,-0.24
192,0,56278,Matthew Wolff,48.46,251,518,-0.21
193,0,29289,S.Y. Noh,47.95,292,609,-0.24
