RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
1,0,01226,Fred Couples,50.49,155,307
2,0,01385,Jim Gallagher Jr.,45.72,171,374
3,0,01677,Tom Lehman,45.58,170,373
4,0,01553,John Huston,45.55,169,371
5,0,01006,John Adams,44.81,151,337
6,0,01355,Raymond Floyd,44.61,91,204
7,0,02246,Duffy Waldorf,44.55,139,312
8,0,01550,Ed Humenik,44.54,159,357
9,0,01408,Kelly Gibson,44.51,146,328
10,0,01388,Robert Gamez,44.40,123,277
11,0,06284,Jim Hallet,44.22,176,398
12,0,06332,Neal Lancaster,44.07,182,413
13,0,01096,Phil Blackmar,44.06,126,286
14,0,01414,Bob Gilder,43.98,146,332
15,0,01249,John Daly,43.77,123,281
16,0,02049,Gene Sauers,43.73,122,279
17,0,01938,David Peoples,43.68,152,348
18,0,01093,Ronnie Black,43.61,140,321
19,0,01161,Mark Calcavecchia,43.52,141,324
20,0,01837,Gil Morgan,43.43,129,297
21,0,01724,Jeff Maggert,43.25,141,326
22,0,01876,Greg Norman,43.00,89,207
23,0,02321,Fuzzy Zoeller,42.98,98,228
24,0,01945,Kenny Perry,42.86,126,294
25,0,02101,Joey Sindelar,42.45,163,384
26,0,01633,Tom Kite,42.41,134,316
26,0,01690,Bruce Lietzke,42.41,95,224
28,0,01887,Mark O'Meara,42.36,122,288
29,0,01444,Ken Green,42.31,132,312
29,0,01846,Jodie Mudd,42.31,99,234
31,0,06034,Marco Dawson,42.29,118,279
32,0,02146,Payne Stewart,42.27,123,291
33,0,01361,Dan Forsman,42.06,159,378
34,0,02225,Howard Twitty,42.05,127,302
35,0,01378,David Frost,42.01,113,269
36,0,01313,Steve Elkington,41.89,124,296
37,0,02167,Mike Sullivan,41.87,121,289
38,0,01261,Jay Delsing,41.76,142,340
39,0,06575,Dudley Hart,41.62,144,346
40,0,06072,Greg Whisman,41.61,114,274
41,0,01723,Andrew Magee,41.57,143,344
42,0,01219,John Cook,41.43,116,280
43,0,01072,Chip Beck,41.42,128,309
44,0,02135,Mike Standly,41.29,147,356
45,0,01042,Paul Azinger,41.10,127,309
46,0,01706,Davis Love III,41.05,133,324
47,0,07569,Mark Carnevale,40.99,116,283
48,0,06128,Steve Lamontagne,40.91,126,308
49,0,06124,Patrick Burke,40.87,132,323
50,0,01771,Blaine McCallister,40.84,136,333
51,0,06150,Carl Cooper,40.74,110,270
52,0,01522,Lon Hinkle,40.41,78,193
53,0,02067,Ted Schulz,40.37,151,374
54,0,01200,Keith Clearwater,40.26,155,385
55,0,01143,Brad Bryant,40.20,160,398
56,0,01049,Ian Baker-Finch,40.19,86,214
57,0,01468,Gary Hallberg,40.07,121,302
57,0,01823,Larry Mize,40.07,117,292
59,0,01577,Lee Janzen,40.06,145,362
60,0,01203,Russ Cochran,40.00,136,340
61,0,02104,Jeff Sluman,39.84,153,384
62,0,01510,Nolan Henke,39.67,121,305
63,0,01098,Jay Don Blake,39.66,117,295
64,0,01549,Mike Hulbert,39.65,157,396
65,0,01968,Nick Price,39.59,135,341
66,0,01214,Frank Conner,39.54,121,306
67,0,02007,Larry Rinker,39.44,112,284
68,0,02010,Loren Roberts,39.34,144,366
69,0,02090,Tom Sieckmann,39.14,137,350
70,0,06599,John Elliott,39.13,81,207
71,0,02267,D.A. Weibring,39.11,106,271
72,0,06090,Jim McGovern,38.90,142,365
73,0,01958,Dan Pohl,38.89,84,216
74,0,02224,Greg Twiggs,38.86,75,193
75,0,02133,Craig Stadler,38.79,109,281
76,0,01329,Brad Faxon,38.69,118,305
77,0,08537,J.P. Hayes,38.58,103,267
78,0,01014,Fulton Allem,38.37,132,344
79,0,01457,Jay Haas,38.20,136,356
80,0,01682,Wayne Levi,38.11,117,307
81,0,01469,Dan Halldorson,37.86,117,309
82,0,02131,Mike Springer,37.79,116,307
83,0,01133,Billy Ray Brown,37.74,97,257
84,0,01331,Rick Fehr,37.67,110,292
85,0,02159,Curtis Strange,37.66,87,231
86,0,02223,Bob Tway,37.61,88,234
87,0,01323,Brad Fabel,37.58,124,330
88,0,06010,Brad Bell,37.57,71,189
89,0,08277,Greg Lesher,37.55,101,269
90,0,06040,John Ross,37.38,114,305
91,0,02303,Robert Wrenn,37.37,108,289
92,0,02095,Larry Silveira,37.23,70,188
93,0,01926,Steve Pate,37.20,138,371
94,0,02033,Dave Rummells,37.18,129,347
95,0,02279,Mark Wiebe,37.13,114,307
96,0,01928,Corey Pavin,36.94,116,314
97,0,01755,Dick Mast,36.86,101,274
98,0,01353,Bruce Fleisher,36.80,131,356
99,0,02185,Lance Ten Broeck,36.77,139,378
100,0,01060,Dave Barr,36.76,118,321
101,0,01196,Brian Claar,36.71,127,346
