RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
135,0,01557,John Inman,17.86,315,1764
136,0,06040,John Ross,17.83,276,1548
136,0,02267,D.A. Weibring,17.83,260,1458
138,0,01458,Jerry Haas,17.80,189,1062
139,0,01748,Doug Martin,17.78,272,1530
140,0,01725,John Mahaffey,17.76,243,1368
141,0,08277,Greg Lesher,17.66,248,1404
142,0,02033,Dave Rummells,17.65,305,1728
143,0,01891,David Ogrin,17.64,254,1440
144,0,02223,Bob Tway,17.61,206,1170
145,0,01040,Emlyn Aubrey,17.52,227,1296
146,0,01569,Peter Jacobsen,17.50,293,1674
147,0,01139,Olin Browne,17.47,283,1620
148,0,01559,Hale Irwin,17.44,204,1170
149,0,01157,Tom Byrum,17.40,238,1368
150,0,01975,Tom Purtzer,17.31,254,1467
151,0,02226,Tray Tyner,17.27,204,1181
152,0,01374,Robin Freeman,17.17,258,1503
153,0,02292,Bob Wolcott,17.16,315,1836
154,0,06751,Chris Tucker,17.14,256,1494
155,0,06048,Dicky Thompson,17.11,213,1245
156,0,06599,John Elliott,17.10,176,1029
157,0,02195,Leonard Thompson,17.07,212,1242
158,0,01996,Mike Reid,17.03,236,1386
159,0,01346,Ed Fiori,17.00,291,1712
160,0,02201,Jim Thorpe,16.96,171,1008
161,0,01376,Bob Friend,16.90,295,1746
162,0,01639,Kenny Knox,16.87,249,1476
163,0,01239,Michael Cunning,16.60,245,1476
164,0,02214,Kirk Triplett,16.51,205,1242
165,0,01489,Steve Hart,16.48,267,1620
166,0,01978,Fran Quinn,16.44,179,1089
167,0,02170,Hal Sutton,16.37,224,1368
168,0,01181,Jon Chaffee,16.33,194,1188
169,0,06010,Brad Bell,16.26,158,972
170,0,06132,Sonny Skinner,16.21,213,1314
171,0,01934,Dave Peege,16.12,198,1228
172,0,02002,John Riegger,16.10,203,1261
173,0,01023,Jerry Anderson,15.90,249,1566
174,0,02041,Bill Sander,15.77,144,913
175,0,01443,Hubert Green,15.56,140,900
176,0,01168,David Canipe,15.21,212,1394
177,0,02311,Kim Young,15.17,183,1206
178,0,01495,Morris Hatalsky,15.11,204,1350
179,0,02230,Stan Utley,15.09,198,1312
180,0,02094,Tony Sills,15.07,179,1188
181,0,06122,Greg Hickman,14.67,169,1152
182,0,06383,E.J. Pfister,14.56,152,1044
183,0,02063,Dave Schreyer,14.47,138,954
