RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,01226,Fred Couples,24.74,374,1512
2,0,01887,Mark O'Meara,23.11,337,1458
3,0,01706,Davis Love III,22.95,380,1656
4,0,01042,Paul Azinger,22.61,350,1548
5,0,01677,Tom Lehman,22.49,415,1845
6,0,01633,Tom Kite,22.41,367,1638
7,0,02246,Duffy Waldorf,22.29,345,1548
8,0,01219,John Cook,22.15,315,1422
9,0,02146,Payne Stewart,22.02,325,1476
10,0,06575,Dudley Hart,21.94,375,1709
11,0,01724,Jeff Maggert,21.85,350,1602
12,0,01355,Raymond Floyd,21.76,235,1080
13,0,01385,Jim Gallagher Jr.,21.75,411,1890
14,0,01553,John Huston,21.73,409,1882
15,0,02049,Gene Sauers,21.70,303,1396
16,0,01098,Jay Don Blake,21.65,304,1404
17,0,01938,David Peoples,21.54,383,1778
18,0,01096,Phil Blackmar,21.46,309,1440
19,0,01072,Chip Beck,21.41,343,1602
20,0,01161,Mark Calcavecchia,21.39,366,1711
21,0,01313,Steve Elkington,21.32,330,1548
22,0,01968,Nick Price,21.27,379,1782
22,0,02104,Jeff Sluman,21.27,425,1998
24,0,02242,Lanny Wadkins,21.26,333,1566
25,0,02010,Loren Roberts,21.24,390,1836
26,0,01200,Keith Clearwater,21.22,406,1913
27,0,01837,Gil Morgan,21.20,332,1566
28,0,02190,Doug Tewell,21.05,288,1368
29,0,02159,Curtis Strange,20.93,226,1080
30,0,01378,David Frost,20.92,305,1458
31,0,01261,Jay Delsing,20.91,350,1674
32,0,02101,Joey Sindelar,20.87,402,1926
33,0,02225,Howard Twitty,20.71,315,1521
34,0,02099,Scott Simpson,20.70,272,1314
35,0,02090,Tom Sieckmann,20.67,346,1674
36,0,01682,Wayne Levi,20.62,308,1494
37,0,01945,Kenny Perry,20.61,306,1485
38,0,01928,Corey Pavin,20.60,330,1602
39,0,01006,John Adams,20.58,342,1662
40,0,01444,Ken Green,20.55,320,1557
41,0,01690,Bruce Lietzke,20.54,244,1188
42,0,01331,Rick Fehr,20.52,314,1530
43,0,01876,Greg Norman,20.50,214,1044
44,0,01361,Dan Forsman,20.49,402,1962
45,0,01093,Ronnie Black,20.41,327,1602
46,0,01132,Mark Brooks,20.35,392,1926
47,0,02067,Ted Schulz,20.23,386,1908
48,0,01408,Kelly Gibson,20.19,338,1674
49,0,01129,Bill Britton,20.17,305,1512
50,0,02135,Mike Standly,20.15,359,1782
51,0,01414,Bob Gilder,20.09,340,1692
52,0,06332,Neal Lancaster,20.05,414,2065
53,0,01549,Mike Hulbert,20.00,396,1980
54,0,01457,Jay Haas,19.98,374,1872
54,0,01577,Lee Janzen,19.98,374,1872
56,0,01388,Robert Gamez,19.97,284,1422
57,0,01846,Jodie Mudd,19.95,237,1188
58,0,01235,Ben Crenshaw,19.92,294,1476
59,0,01958,Dan Pohl,19.91,215,1080
60,0,01249,John Daly,19.87,279,1404
60,0,02224,Greg Twiggs,19.87,186,936
62,0,01323,Brad Fabel,19.86,336,1692
63,0,01797,Rocco Mediate,19.84,292,1472
64,0,01522,Lon Hinkle,19.83,207,1044
65,0,01468,Gary Hallberg,19.80,310,1566
65,0,02321,Fuzzy Zoeller,19.80,221,1116
67,0,06128,Steve Lamontagne,19.76,313,1584
68,0,02131,Mike Springer,19.72,300,1521
68,0,02303,Robert Wrenn,19.72,291,1476
70,0,01533,P.H. Horgan III,19.70,266,1350
71,0,01527,Scott Hoch,19.68,209,1062
72,0,06034,Marco Dawson,19.65,283,1440
73,0,01475,Donnie Hammond,19.61,233,1188
73,0,01550,Ed Humenik,19.61,352,1795
75,0,01329,Brad Faxon,19.60,314,1602
76,0,06090,Jim McGovern,19.58,356,1818
77,0,01203,Russ Cochran,19.56,338,1728
77,0,01771,Blaine McCallister,19.56,338,1728
79,0,06284,Jim Hallet,19.54,394,2016
80,0,01510,Nolan Henke,19.51,302,1548
81,0,02206,David Toms,19.48,305,1566
82,0,01014,Fulton Allem,19.46,345,1773
83,0,01946,Peter Persons,19.42,346,1782
84,0,01133,Billy Ray Brown,19.41,262,1350
84,0,01823,Larry Mize,19.41,283,1458
86,0,01143,Brad Bryant,19.37,394,2034
87,0,01185,Brandel Chamblee,19.32,295,1527
88,0,01960,Don Pooley,19.30,198,1026
89,0,02133,Craig Stadler,19.24,284,1476
90,0,06150,Carl Cooper,19.23,263,1368
91,0,01284,Mike Donald,19.20,349,1818
92,0,01196,Brian Claar,19.19,342,1782
93,0,02185,Lance Ten Broeck,19.11,368,1926
94,0,01723,Andrew Magee,19.10,330,1728
94,0,01736,Roger Maltbie,19.10,220,1152
96,0,01049,Ian Baker-Finch,19.07,206,1080
97,0,06072,Greg Whisman,19.02,267,1404
98,0,01381,Fred Funk,18.96,372,1962
98,0,01766,Billy Mayfair,18.96,389,2052
100,0,02298,Jim Woodward,18.94,237,1251
101,0,01701,Bob Lohr,18.85,302,1602
102,0,01926,Steve Pate,18.84,356,1890
103,0,02007,Larry Rinker,18.83,278,1476
104,0,06124,Patrick Burke,18.82,302,1605
105,0,06044,Scott Gump,18.72,374,1998
106,0,02313,Bruce Zabriski,18.68,267,1429
107,0,02279,Mark Wiebe,18.67,279,1494
108,0,01390,Buddy Gardner,18.66,299,1602
109,0,01306,David Edwards,18.62,315,1692
110,0,01755,Dick Mast,18.57,244,1314
111,0,02111,Mike Smith,18.55,354,1908
112,0,01035,Tommy Armour III,18.54,272,1467
113,0,01288,Ed Dougherty,18.47,359,1944
114,0,02167,Mike Sullivan,18.40,265,1440
115,0,01214,Frank Conner,18.37,286,1557
116,0,01024,Billy Andrade,18.35,284,1548
117,0,01142,Bart Bryant,18.33,198,1080
118,0,01307,Joel Edwards,18.31,178,972
119,0,01943,Chris Perry,18.29,257,1405
120,0,07569,Mark Carnevale,18.27,273,1494
121,0,08537,J.P. Hayes,18.26,240,1314
122,0,01353,Bruce Fleisher,18.25,335,1836
123,0,01469,Dan Halldorson,18.22,282,1548
124,0,01971,Dillard Pruitt,18.19,298,1638
124,0,02100,Tim Simpson,18.19,223,1226
126,0,06012,Greg Kraft,18.13,264,1456
127,0,02095,Larry Silveira,18.11,176,972
128,0,01320,Bob Estes,18.10,290,1602
129,0,01418,Bill Glasson,18.06,171,947
130,0,01435,Wayne Grady,18.02,227,1260
131,0,06142,Mitch Adcock,18.00,243,1350
131,0,01060,Dave Barr,18.00,298,1656
133,0,02322,Richard Zokol,17.99,217,1206
134,0,01783,Mark McCumber,17.94,260,1449
