RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,01690,Bruce Lietzke,84.9,1188,14
2,0,01361,Dan Forsman,109.0,1962,18
3,0,01958,Dan Pohl,120.0,1080,9
3,0,02167,Mike Sullivan,120.0,1440,12
5,0,01414,Bob Gilder,120.9,1692,14
6,0,01161,Mark Calcavecchia,122.2,1711,14
7,0,01035,Tommy Armour III,122.3,1467,12
8,0,02321,Fuzzy Zoeller,124.0,1116,9
9,0,01096,Phil Blackmar,130.9,1440,11
10,0,01355,Raymond Floyd,135.0,1080,8
10,0,01385,Jim Gallagher Jr.,135.0,1890,14
12,0,01226,Fred Couples,137.5,1512,11
13,0,01261,Jay Delsing,139.5,1674,12
14,0,01249,John Daly,140.4,1404,10
15,0,01313,Steve Elkington,140.7,1548,11
16,0,01323,Brad Fabel,141.0,1692,12
17,0,01723,Andrew Magee,144.0,1728,12
18,0,02267,D.A. Weibring,145.8,1458,10
19,0,01960,Don Pooley,146.6,1026,7
20,0,01876,Greg Norman,149.1,1044,7
21,0,01374,Robin Freeman,150.3,1503,10
22,0,01408,Kelly Gibson,152.2,1674,11
23,0,02049,Gene Sauers,155.1,1396,9
24,0,08277,Greg Lesher,156.0,1404,9
25,0,01143,Brad Bryant,156.5,2034,13
26,0,01203,Russ Cochran,157.1,1728,11
27,0,01388,Robert Gamez,158.0,1422,9
28,0,01014,Fulton Allem,161.2,1773,11
29,0,02095,Larry Silveira,162.0,972,6
30,0,06122,Greg Hickman,164.6,1152,7
31,0,01706,Davis Love III,165.6,1656,10
32,0,01677,Tom Lehman,167.7,1845,11
33,0,01185,Brandel Chamblee,169.7,1527,9
34,0,06150,Carl Cooper,171.0,1368,8
35,0,01042,Paul Azinger,172.0,1548,9
36,0,02033,Dave Rummells,172.8,1728,10
37,0,02067,Ted Schulz,173.5,1908,11
38,0,01522,Lon Hinkle,174.0,1044,6
38,0,01837,Gil Morgan,174.0,1566,9
40,0,06072,Greg Whisman,175.5,1404,8
41,0,02002,John Riegger,180.1,1261,7
42,0,01006,John Adams,184.7,1662,9
43,0,01945,Kenny Perry,185.6,1485,8
44,0,02224,Greg Twiggs,187.2,936,5
45,0,01132,Mark Brooks,192.6,1926,10
45,0,02101,Joey Sindelar,192.6,1926,10
47,0,01133,Billy Ray Brown,192.9,1350,7
48,0,01550,Ed Humenik,199.4,1795,9
49,0,01072,Chip Beck,200.3,1602,8
49,0,01390,Buddy Gardner,200.3,1602,8
49,0,01928,Corey Pavin,200.3,1602,8
52,0,01098,Jay Don Blake,200.6,1404,7
53,0,02322,Richard Zokol,201.0,1206,6
54,0,02100,Tim Simpson,204.3,1226,6
55,0,06034,Marco Dawson,205.7,1440,7
56,0,06332,Neal Lancaster,206.5,2065,10
57,0,01887,Mark O'Meara,208.3,1458,7
58,0,01235,Ben Crenshaw,210.9,1476,7
59,0,01306,David Edwards,211.5,1692,8
60,0,07569,Mark Carnevale,213.4,1494,7
60,0,06751,Chris Tucker,213.4,1494,7
62,0,06284,Jim Hallet,224.0,2016,9
63,0,02041,Bill Sander,228.3,913,4
64,0,06124,Patrick Burke,229.3,1605,7
65,0,01943,Chris Perry,234.2,1405,6
66,0,01926,Steve Pate,236.3,1890,8
67,0,01846,Jodie Mudd,237.6,1188,5
68,0,02185,Lance Ten Broeck,240.8,1926,8
69,0,06010,Brad Bell,243.0,972,4
