RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
1,0,27141,J.B. Holmes,302.2,19036.9,63
2,0,30925,Dustin Johnson,297.1,16339.3,55
3,0,01249,John Daly,293.8,7344.6,25
3,0,01810,Phil Mickelson,293.8,11751.8,40
5,0,27436,Graham DeLaet,291.8,13129.6,45
6,0,25804,Bubba Watson,291.7,15170.4,52
7,0,24358,Robert Garrigus,291.6,10204.3,35
8,0,25364,Paul Casey,290.4,8712.2,30
9,0,20848,Ángel Cabrera,289.1,13010.0,45
10,0,25562,Andres Romero,287.6,16679.7,58
11,0,27120,Troy Matteson,286.7,19209.1,67
12,0,22371,Aaron Baddeley,286.6,18913.9,66
13,0,25818,Scott Piercy,284.8,15664.3,55
14,0,28237,Rory McIlroy,284.7,11386.8,40
15,0,27797,Derek Lamely,284.5,13940.4,49
16,0,01706,Davis Love III,284.1,15340.1,54
17,0,28500,Martin Flores,284.0,13917.6,49
18,0,28089,Jason Day,283.7,16455.7,58
19,0,23349,Charles Warren,283.2,11045.7,39
20,0,23322,Brett Wetterich,282.8,10180.3,36
21,0,23320,Ryan Palmer,282.4,17794.2,63
22,0,27936,Martin Laird,282.2,19469.8,69
23,0,21209,Sergio Garcia,282.0,9023.0,32
24,0,12716,Charley Hoffman,281.7,19719.1,70
25,0,11123,Chris Couch,281.0,10959.9,39
26,0,20766,Padraig Harrington,280.9,12922.6,46
26,0,23788,D.J. Trahan,280.9,20508.8,73
28,0,25632,Jimmy Walker,280.4,14021.2,50
29,0,30946,Alex Prugh,280.1,17924.3,64
30,0,26851,Marc Leishman,279.5,18168.5,65
31,0,20850,Daniel Chopra,279.4,15367.6,55
31,0,24490,George McNeill,279.4,14809.9,53
33,0,21959,Ted Purdy,279.3,15641.0,56
34,0,23623,Bo Van Pelt,278.6,20340.5,73
34,0,27095,Nick Watney,278.6,18389.8,66
36,0,20229,Stewart Cink,278.3,16699.2,60
37,0,24925,Jonathan Byrd,278.1,17795.8,64
37,0,28158,Steve Marino,278.1,17517.6,63
39,0,24502,Adam Scott,277.9,14450.6,52
40,0,28475,Jeff Overton,277.8,16390.8,59
41,0,32102,Rickie Fowler,277.7,20550.2,74
42,0,24924,Bill Haas,277.2,18570.1,67
42,0,06567,Vijay Singh,277.2,15522.8,56
44,0,22913,John Rollins,277.1,18286.7,66
45,0,27302,Garth Mulroy,276.9,8861.3,32
46,0,22056,Cameron Percy,276.7,12449.9,45
47,0,26300,Matt Jones,276.3,17129.2,62
48,0,23621,Rory Sabbatini,276.1,12422.4,45
49,0,27330,Josh Teater,275.6,20944.8,76
50,0,20574,Mathew Goggin,275.4,14323.2,52
51,0,23409,James Driscoll,274.9,15944.8,58
51,0,22122,Andrew McLardy,274.9,8246.5,30
51,0,22046,Geoff Ogilvy,274.9,14294.6,52
54,0,26289,Boo Weekley,274.7,18401.8,67
55,0,20663,Brenden Pappas,274.4,10426.8,38
56,0,27933,John Merrick,274.2,21663.5,79
56,0,33419,Cameron Tringale,274.2,9322.8,34
58,0,29910,Blake Adams,274.0,16989.8,62
58,0,20157,Retief Goosen,274.0,12328.8,45
60,0,26679,Kevin Stadler,273.9,15614.0,57
60,0,26392,Chris Wilson,273.9,10956.0,40
62,0,01161,Mark Calcavecchia,273.7,9579.2,35
63,0,20645,John Senden,273.4,19957.4,73
64,0,25900,Lucas Glover,273.3,13663.1,50
65,0,20691,Greg Owen,273.0,15016.7,55
66,0,27770,Camilo Villegas,272.9,12282.2,45
67,0,09011,David Duval,272.5,9538.7,35
68,0,21961,Charles Howell III,272.4,21245.7,78
69,0,23613,Rich Barcelo,272.3,11438.4,42
70,0,26596,Ryan Moore,272.1,16052.8,59
71,0,20098,Stuart Appleby,271.9,22027.1,81
71,0,06595,Kevin Sutherland,271.9,19035.3,70
73,0,20378,Mathias Grönberg,271.7,10054.3,37
74,0,12782,Tim Herron,271.6,15207.6,56
74,0,24912,Will MacKenzie,271.6,15208.5,56
76,0,23307,Roger Tambellini,271.5,13844.3,51
77,0,07749,Brett Quigley,271.3,17907.8,66
77,0,22405,Justin Rose,271.3,15736.8,58
77,0,28780,Nicholas Thompson,271.3,17092.0,63
80,0,28307,Matt Every,271.2,10846.4,40
81,0,08375,Paul Stankowski,271.1,9217.9,34
82,0,21949,Joe Ogilvie,271.0,20328.3,75
83,0,06522,Ernie Els,270.8,13808.6,51
83,0,24140,Sean O'Hair,270.8,15974.5,59
85,0,32640,Troy Merritt,270.7,15158.0,56
86,0,23353,J.J. Henry,270.5,18392.5,68
87,0,12714,Chris Tidland,270.4,15412.7,57
88,0,27214,Kevin Streelman,270.2,18641.8,69
89,0,24663,Y.E. Yang,269.8,11063.4,41
90,0,26881,Jarrod Lyle,269.7,10518.0,39
91,0,01945,Kenny Perry,269.6,14827.3,55
92,0,10885,Robert Allenby,269.5,14552.0,54
92,0,26287,Roland Thatcher,269.5,15360.7,57
94,0,23638,Brendon de Jonge,269.1,21798.8,81
95,0,01577,Lee Janzen,269.0,15064.5,56
96,0,24361,Pat Perez,268.9,18284.3,68
97,0,28087,Kris Blanks,268.8,16937.0,63
97,0,10585,Scott McCarron,268.8,18009.3,67
99,0,26695,Michael Letzig,268.7,17466.2,65
100,0,01707,Steve Lowery,268.2,11265.8,42
100,0,06527,Steve Stricker,268.2,15286.8,57
100,0,27963,Chris Stroud,268.2,15019.9,56
103,0,27613,David Lutterus,268.1,9920.8,37
104,0,22946,Henrik Bjornstad,267.7,11511.0,43
104,0,24781,Hunter Mahan,267.7,19008.7,71
106,0,23548,Bill Lunde,267.5,14444.4,54
107,0,20070,Matt Bettencourt,267.2,12560.2,47
108,0,01766,Billy Mayfair,266.5,13856.1,52
108,0,23325,Vaughn Taylor,266.5,17854.4,67
110,0,24846,Ricky Barnes,266.1,18357.9,69
110,0,26301,James Nitties,266.1,13039.0,49
112,0,20105,Jeff Gove,265.6,8498.4,32
113,0,31560,Brian Stuard,265.4,16718.7,63
114,0,21878,Mark Wilson,265.2,17769.4,67
115,0,12510,Chad Campbell,265.1,15906.8,60
116,0,23541,Ben Crane,264.9,17746.6,67
117,0,24138,Ian Poulter,264.6,8995.0,34
118,0,26882,Michael Sim,264.2,12155.5,46
119,0,07867,Woody Austin,264.0,17422.0,66
119,0,24357,K.J. Choi,264.0,15045.9,57
121,0,23673,Michael Connell,263.8,17407.5,66
122,0,01116,Michael Bradley,263.7,11073.6,42
122,0,24024,Zach Johnson,263.7,19511.5,74
124,0,29221,Webb Simpson,263.6,21611.8,82
125,0,25345,Carl Pettersson,263.5,22923.9,87
126,0,21731,Freddie Jacobson,263.1,18943.3,72
127,0,28620,Aron Price,263.0,11573.1,44
128,0,20686,Jeev Milkha Singh,262.5,8925.7,34
129,0,25240,D.A. Points,262.4,18107.7,69
129,0,27649,Brandt Snedeker,262.4,18365.7,70
131,0,27466,Spencer Levin,262.2,20715.2,79
132,0,24507,Jason Bohn,261.9,18855.4,72
133,0,23108,Matt Kuchar,261.8,18325.1,70
134,0,25686,Jason Dufner,261.5,16473.9,63
134,0,02206,David Toms,261.5,16996.5,65
134,0,20160,Charlie Wi,261.5,19089.6,73
137,0,08537,J.P. Hayes,261.3,16200.9,62
137,0,22293,Heath Slocum,261.3,19856.8,76
139,0,20572,Rod Pampling,261.1,15144.4,58
140,0,01948,Tim Petrovic,260.7,19813.2,76
141,0,32617,Jerod Turner,260.6,8861.1,34
141,0,20436,Garrett Willis,260.6,16154.5,62
143,0,12652,Cameron Beckman,260.3,13014.6,50
143,0,21350,Ryuji Imada,260.3,19264.5,74
145,0,21753,Brian Davis,260.2,18213.1,70
145,0,23983,Luke Donald,260.2,14310.6,55
145,0,06621,Joe Durant,260.2,11187.6,43
145,0,27060,John Mallinger,260.2,11448.9,44
145,0,12755,Vance Veazey,260.2,9626.0,37
150,0,25892,Steve Wheatcroft,260.1,10923.2,42
151,0,08725,Tom Gillis,259.9,20275.3,78
151,0,08075,Jerry Kelly,259.9,17931.5,69
153,0,06251,Chris DiMarco,259.8,14547.4,56
154,0,01797,Rocco Mediate,259.3,13742.4,53
155,0,20472,Alex Cejka,259.2,14512.5,56
155,0,22621,Ben Curtis,259.2,16845.0,65
157,0,01313,Steve Elkington,259.1,12957.1,50
158,0,06514,Kevin Johnson,258.8,10353.9,40
159,0,06004,Stephen Ames,258.5,13442.2,52
160,0,22378,Trevor Immelman,258.4,8786.7,34
161,0,10425,Jay Williamson,258.0,13156.5,51
162,0,26951,Johnson Wagner,257.7,15976.2,62
163,0,01320,Bob Estes,257.6,15971.7,62
164,0,01724,Jeff Maggert,257.4,14155.4,55
165,0,23718,Nathan Green,256.8,16438.1,64
166,0,01941,Tom Pernice Jr.,256.7,10268.8,40
167,0,25720,Chad Collins,256.3,17169.0,67
168,0,24227,Justin Bolli,256.1,8707.3,34
169,0,20498,Briny Baird,256.0,15614.9,61
170,0,06515,Shaun Micheel,255.8,11256.9,44
171,0,20593,Greg Chalmers,255.5,20693.9,81
171,0,23800,Bryce Molder,255.5,16354.8,64
173,0,10809,Jim Furyk,255.1,16838.9,66
174,0,06012,Greg Kraft,255.0,8160.7,32
175,0,12602,Dean Wilson,254.4,7886.2,31
176,0,26420,Richard Johnson,254.0,12955.5,51
177,0,12705,Cliff Kresge,253.5,7604.3,30
178,0,20127,Chris Riley,253.0,13408.9,53
179,0,07457,Steve Flesch,252.7,12886.9,51
179,0,10860,Justin Leonard,252.7,17180.7,68
181,0,01619,Skip Kendall,251.3,8795.8,35
181,0,25396,Kevin Na,251.3,17088.3,68
183,0,23135,Tim Clark,251.0,15559.0,62
184,0,08385,Omar Uresti,250.8,13043.7,52
185,0,06643,Paul Goydos,249.5,15467.9,62
186,0,29285,Brent Delahoussaye,248.1,8434.3,34
186,0,02239,Scott Verplank,248.1,14389.8,58
188,0,10423,Mike Weir,246.9,8640.5,35
189,0,25190,Jeff Quinney,246.6,14305.2,58
190,0,07363,Craig Bowden,244.6,9048.5,37
191,0,01329,Brad Faxon,242.6,10431.3,43
192,0,19846,Brian Gay,241.4,20275.5,84
