RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
1,0,21878,Mark Wilson,2.679,286.129,106.811,71,0221403250
2,0,02206,David Toms,2.674,286.623,107.182,69,0215703073
3,0,28620,Aron Price,2.666,286.938,107.644,49,0238702941
4,0,01724,Jeff Maggert,2.660,283.000,106.398,60,0232703070
5,0,23623,Bo Van Pelt,2.652,304.098,114.675,79,0181703454
6,0,12705,Cliff Kresge,2.649,283.429,107.008,35,0232903127
6,0,22293,Heath Slocum,2.649,283.135,106.899,79,0222003116
8,0,01945,Kenny Perry,2.647,294.147,111.135,59,0212003289
9,0,01249,John Daly,2.638,311.722,118.180,30,0227202906
10,0,08075,Jerry Kelly,2.637,285.955,108.443,74,0219003438
10,0,28237,Rory McIlroy,2.637,307.302,116.548,42,0221502986
10,0,27933,John Merrick,2.637,295.423,112.045,87,0199303124
13,0,08537,J.P. Hayes,2.636,285.202,108.208,65,0229303013
13,0,32617,Jerod Turner,2.636,285.551,108.332,39,0203603119
15,0,24024,Zach Johnson,2.631,283.938,107.921,79,0197203584
15,0,31560,Brian Stuard,2.631,289.784,110.145,69,0235003007
17,0,27060,John Mallinger,2.629,280.977,106.880,50,0208302999
18,0,25345,Carl Pettersson,2.626,288.186,109.724,90,0220402981
19,0,25892,Steve Wheatcroft,2.624,288.437,109.908,47,0219602977
20,0,23135,Tim Clark,2.623,277.690,105.875,68,0221603056
20,0,23788,D.J. Trahan,2.623,304.195,115.986,81,0230903086
22,0,01766,Billy Mayfair,2.620,286.825,109.479,55,0229102957
22,0,22913,John Rollins,2.620,300.733,114.777,74,0211703451
24,0,21949,Joe Ogilvie,2.618,290.781,111.060,81,0219903043
24,0,06567,Vijay Singh,2.618,297.888,113.773,61,0216502938
26,0,20105,Jeff Gove,2.616,289.271,110.576,35,0213402910
26,0,23621,Rory Sabbatini,2.616,298.342,114.057,56,0208403467
28,0,24663,Y.E. Yang,2.614,296.880,113.562,53,0223803315
29,0,25364,Paul Casey,2.613,311.960,119.373,35,0221103308
29,0,10425,Jay Williamson,2.613,286.112,109.495,53,0229603042
31,0,20378,Mathias Grönberg,2.612,292.724,112.050,40,0225403023
31,0,25190,Jeff Quinney,2.612,274.759,105.203,67,0232303080
33,0,06012,Greg Kraft,2.611,275.785,105.639,33,0228802911
34,0,28087,Kris Blanks,2.609,291.069,111.584,69,0188003064
35,0,26881,Jarrod Lyle,2.608,294.817,113.059,41,0224202930
36,0,24357,K.J. Choi,2.607,289.969,111.244,61,0202003100
37,0,23325,Vaughn Taylor,2.606,285.937,109.733,71,0229502945
38,0,23322,Brett Wetterich,2.605,310.275,119.096,39,0224903018
39,0,23541,Ben Crane,2.604,283.729,108.956,73,0220803137
39,0,21753,Brian Davis,2.604,281.572,108.129,79,0209503020
39,0,27120,Troy Matteson,2.604,305.578,117.332,69,0212403371
42,0,10885,Robert Allenby,2.603,293.764,112.871,62,0212503132
42,0,06643,Paul Goydos,2.603,275.599,105.877,68,0213203020
42,0,12782,Tim Herron,2.603,292.863,112.530,58,0228003105
42,0,24781,Hunter Mahan,2.603,292.329,112.307,74,0201503129
46,0,27649,Brandt Snedeker,2.602,281.414,108.164,82,0220103035
47,0,23307,Roger Tambellini,2.601,292.340,112.416,58,0216603034
48,0,27141,J.B. Holmes,2.599,318.999,122.750,72,0210303093
49,0,27936,Martin Laird,2.598,306.820,118.116,76,0204203306
50,0,20848,Ángel Cabrera,2.596,313.184,120.632,56,0176103177
50,0,25900,Lucas Glover,2.596,302.173,116.410,60,0204703509
50,0,25562,Andres Romero,2.596,302.548,116.560,63,0212302904
53,0,26596,Ryan Moore,2.595,295.509,113.895,63,0216303408
53,0,27963,Chris Stroud,2.595,290.838,112.087,61,0223303054
53,0,26287,Roland Thatcher,2.595,288.711,111.258,63,0230602989
56,0,28089,Jason Day,2.594,305.777,117.880,65,0159303131
57,0,23613,Rich Barcelo,2.593,293.596,113.208,49,0200703057
57,0,23673,Michael Connell,2.593,283.946,109.511,71,0218202915
59,0,10809,Jim Furyk,2.592,282.032,108.826,69,0214703014
60,0,06527,Steve Stricker,2.591,288.066,111.177,64,0211603201
61,0,01161,Mark Calcavecchia,2.590,291.542,112.572,40,0215202868
61,0,06522,Ernie Els,2.590,295.063,113.918,58,0211902934
61,0,20127,Chris Riley,2.590,282.639,109.133,58,0209202990
61,0,29221,Webb Simpson,2.590,286.371,110.587,89,0218803096
61,0,06595,Kevin Sutherland,2.590,290.095,112.015,74,0214402986
