RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
1,0,23983,Luke Donald,276,18
2,0,06575,Dudley Hart,264,20
3,0,25240,D.A. Points,262,87
4,0,26420,Richard Johnson,259,259
5,0,24507,Jason Bohn,241,15
6,0,12660,Jesper Parnevik,239,128
7,0,20850,Daniel Chopra,235,233
8,0,10809,Jim Furyk,234,61
9,0,01132,Mark Brooks,231,10
9,0,12510,Chad Campbell,231,1
11,0,19846,Brian Gay,230,24
12,0,07749,Brett Quigley,229,25
13,0,12680,Shigeki Maruyama,228,35
14,0,06515,Shaun Micheel,219,20
15,0,01707,Steve Lowery,216,107
15,0,02101,Joey Sindelar,216,0
17,0,10733,Kent Jones,215,25
17,0,02239,Scott Verplank,215,36
19,0,24924,Bill Haas,214,7
20,0,20378,Mathias Grönberg,213,16
21,0,07457,Steve Flesch,212,15
22,0,25842,Jon Mills,207,1
23,0,22371,Aaron Baddeley,204,162
24,0,23048,Eric Axley,202,177
25,0,20848,Ángel Cabrera,199,53
26,0,12782,Tim Herron,197,55
27,0,06012,Greg Kraft,196,76
28,0,20593,Greg Chalmers,195,90
29,0,23325,Vaughn Taylor,194,15
30,0,22548,Patrick Sheehan,192,84
31,0,01139,Olin Browne,191,12
32,0,10944,Thomas Bjørn,190,0
32,0,12716,Charley Hoffman,190,1
34,0,01941,Tom Pernice Jr.,189,2
35,0,27088,Johan Edfors,187,25
36,0,20121,Todd Fischer,186,23
37,0,19913,Ron Whittaker,185,182
38,0,02246,Duffy Waldorf,184,48
39,0,25900,Lucas Glover,182,10
40,0,20472,Alex Cejka,181,5
40,0,21660,Jason Schultz,181,43
42,0,10885,Robert Allenby,180,6
43,0,21007,Gabriel Hjertstedt,178,14
43,0,23621,Rory Sabbatini,178,11
45,0,06621,Joe Durant,177,19
45,0,24980,Scott Gutschewski,177,1
45,0,26596,Ryan Moore,177,19
45,0,10912,Craig Perks,177,15
45,0,20396,Lee Westwood,177,22
50,0,23541,Ben Crane,176,65
50,0,01766,Billy Mayfair,176,51
52,0,22946,Henrik Bjornstad,175,6
52,0,23718,Nathan Green,175,35
52,0,08075,Jerry Kelly,175,17
52,0,01823,Larry Mize,175,0
52,0,25632,Jimmy Walker,175,28
57,0,06197,Michael Allen,171,14
58,0,06034,Marco Dawson,170,2
59,0,10505,Shane Bertsch,168,10
59,0,22405,Justin Rose,168,168
61,0,06527,Steve Stricker,166,33
62,0,01887,Mark O'Meara,165,3
62,0,01928,Corey Pavin,165,61
64,0,01361,Dan Forsman,164,20
64,0,27120,Troy Matteson,164,3
66,0,20127,Chris Riley,163,11
66,0,06595,Kevin Sutherland,163,6
68,0,06522,Ernie Els,162,79
69,0,01024,Billy Andrade,161,7
69,0,20498,Briny Baird,161,42
69,0,22295,Darron Stiles,161,26
72,0,01261,Jay Delsing,160,36
73,0,22621,Ben Curtis,159,48
73,0,24138,Ian Poulter,159,48
75,0,01553,John Huston,158,13
75,0,06567,Vijay Singh,158,35
77,0,25936,Alex Aragon,157,101
77,0,20229,Stewart Cink,157,5
77,0,21350,Ryuji Imada,157,3
77,0,11032,Frank Lickliter II,157,8
81,0,08385,Omar Uresti,156,4
82,0,19881,Robert Damron,155,9
82,0,23623,Bo Van Pelt,155,2
84,0,20098,Stuart Appleby,153,12
84,0,22046,Geoff Ogilvy,153,44
86,0,01161,Mark Calcavecchia,152,11
86,0,12645,Brent Geiberger,152,9
88,0,02010,Loren Roberts,151,12
88,0,23349,Charles Warren,151,6
90,0,01035,Tommy Armour III,150,1
90,0,20382,Stephen Leaney,150,49
90,0,06373,José María Olazábal,150,64
93,0,20628,Arron Oberholser,149,15
93,0,28475,Jeff Overton,149,9
95,0,22293,Heath Slocum,148,21
96,0,01381,Fred Funk,147,9
96,0,25396,Kevin Na,147,3
98,0,21407,Arjun Atwal,146,122
98,0,25345,Carl Pettersson,146,30
98,0,08793,Tiger Woods,146,28
101,0,20634,Peter Lonard,145,7
101,0,01724,Jeff Maggert,145,6
101,0,23497,Tag Ridings,145,13
104,0,24357,K.J. Choi,144,8
104,0,01320,Bob Estes,144,119
104,0,23788,D.J. Trahan,144,20
107,0,07867,Woody Austin,143,6
107,0,08931,Glen Day,143,1
107,0,25818,Scott Piercy,143,29
107,0,12602,Dean Wilson,143,25
111,0,21470,Daisuke Maruyama,141,42
111,0,20645,John Senden,141,2
111,0,02131,Mike Springer,141,2
114,0,23135,Tim Clark,140,11
114,0,01329,Brad Faxon,140,59
114,0,01388,Robert Gamez,140,17
114,0,01666,Bernhard Langer,140,45
114,0,02206,David Toms,140,35
114,0,12755,Vance Veazey,140,105
120,0,21805,Harrison Frazar,139,4
120,0,22913,John Rollins,139,36
122,0,22378,Trevor Immelman,138,55
123,0,26360,Bubba Dickerson,137,9
123,0,25804,Bubba Watson,137,5
125,0,01473,Todd Hamilton,136,28
125,0,20548,Hidemichi Tanaka,136,39
127,0,01378,David Frost,135,26
127,0,06573,Brandt Jobe,135,50
127,0,24024,Zach Johnson,135,31
127,0,20691,Greg Owen,135,11
127,0,20572,Rod Pampling,135,0
127,0,21959,Ted Purdy,135,28
133,0,23353,J.J. Henry,133,26
134,0,10860,Justin Leonard,132,132
134,0,02223,Bob Tway,132,2
136,0,23616,Ryan Hietala,131,10
136,0,21731,Freddie Jacobson,131,47
136,0,27770,Camilo Villegas,131,83
139,0,22348,Nick O'Hern,130,7
140,0,09011,David Duval,129,3
140,0,21949,Joe Ogilvie,129,4
142,0,20157,Retief Goosen,128,39
142,0,10565,Ian Leggatt,128,39
144,0,01306,David Edwards,127,127
144,0,01313,Steve Elkington,127,1
144,0,01706,Davis Love III,127,1
144,0,01810,Phil Mickelson,127,56
148,0,20631,David McKenzie,126,62
149,0,08835,Kris Cox,124,7
149,0,20433,Mark Hensby,124,124
149,0,26331,Charl Schwartzel,124,51
149,0,10423,Mike Weir,124,3
153,0,07223,Brian Bateman,121,14
153,0,01226,Fred Couples,121,2
153,0,24781,Hunter Mahan,121,6
153,0,01948,Tim Petrovic,121,27
157,0,01042,Paul Azinger,120,105
157,0,12760,Danny Ellis,120,2
159,0,21961,Charles Howell III,119,17
159,0,23322,Brett Wetterich,119,3
161,0,19824,Craig Barlow,117,13
161,0,06251,Chris DiMarco,117,13
161,0,06643,Paul Goydos,117,84
161,0,19958,Miguel Angel Jiménez,117,18
161,0,23552,Hank Kuehne,117,17
161,0,01761,Len Mattiace,117,6
161,0,01771,Blaine McCallister,117,66
161,0,02104,Jeff Sluman,117,5
169,0,24925,Jonathan Byrd,116,1
169,0,01945,Kenny Perry,116,10
171,0,06809,Bob Burns,115,25
171,0,19972,José Coceres,115,4
171,0,21753,Brian Davis,115,10
171,0,21209,Sergio Garcia,115,18
171,0,25572,Graeme McDowell,115,26
171,0,02294,Willie Wood,115,45
177,0,23614,Rich Beem,114,27
177,0,25679,B.J. Staten,114,13
179,0,23725,Brendan Jones,113,39
180,0,23409,James Driscoll,112,11
180,0,24358,Robert Garrigus,112,9
180,0,10585,Scott McCarron,112,59
180,0,06090,Jim McGovern,112,0
180,0,12663,Phil Tataurangi,112,64
185,0,20623,Gavin Coles,111,103
185,0,24140,Sean O'Hair,111,0
187,0,20094,Jonathan Kaye,110,26
187,0,27095,Nick Watney,110,66
189,0,27141,J.B. Holmes,109,15
189,0,01920,Craig Parry,109,14
191,0,02002,John Riegger,108,8
192,0,01418,Bill Glasson,107,14
192,0,20608,David Howell,107,55
192,0,01677,Tom Lehman,107,16
192,0,21878,Mark Wilson,107,34
196,0,01219,John Cook,106,92
197,0,23320,Ryan Palmer,105,42
198,0,06004,Stephen Ames,104,8
198,0,01619,Skip Kendall,104,49
200,0,01142,Bart Bryant,103,10
200,0,25935,John Engler Jr.,103,1
200,0,22892,Jason Gore,103,44
203,0,28307,Matt Every,102,6
203,0,22034,Yasuharu Imano,102,5
205,0,20105,Jeff Gove,100,4
205,0,01475,Donnie Hammond,100,12
205,0,24912,Will MacKenzie,100,11
208,0,26679,Kevin Stadler,99,99
209,0,12652,Cameron Beckman,98,14
209,0,12823,Carlos Franco,98,64
209,0,10201,Matt Gogel,98,18
209,0,06617,Brian Henninger,98,16
209,0,01599,Steve Jones,98,17
209,0,01723,Andrew Magee,98,98
209,0,08375,Paul Stankowski,98,13
216,0,25274,Steven Bowditch,97,97
216,0,21646,David Branshaw,97,2
216,0,01685,J.L. Lewis,97,1
219,0,08339,Spike McRoy,96,19
220,0,11123,Chris Couch,94,3
220,0,28089,Jason Day,94,7
220,0,20766,Padraig Harrington,94,31
220,0,02256,Tom Watson,94,94
224,0,01577,Lee Janzen,93,7
224,0,06350,Bob May,93,80
226,0,20099,Doug Barron,92,7
226,0,20574,Mathew Goggin,92,10
228,0,12461,Paul McGinley,91,40
228,0,01968,Nick Price,91,0
228,0,21528,Henrik Stenson,91,6
231,0,08123,Jeff Brehaut,90,24
231,0,29222,Billy Hurley III,90,8
233,0,27943,Matt Hansen,89,21
233,0,02214,Kirk Triplett,89,12
235,0,01457,Jay Haas,88,5
235,0,10213,Dicky Pride,88,55
235,0,07013,Wes Short Jr.,88,10
235,0,20686,Jeev Milkha Singh,88,19
235,0,02106,Chris Smith,88,7
240,0,01157,Tom Byrum,87,31
240,0,20218,Shingo Katayama,87,30
240,0,10425,Jay Williamson,87,2
243,0,08537,J.P. Hayes,86,67
243,0,06332,Neal Lancaster,86,3
243,0,24502,Adam Scott,86,76
246,0,08635,Colin Montgomerie,82,10
246,0,20812,Tjaart van der Walt,82,47
248,0,01385,Jim Gallagher Jr.,81,38
248,0,23814,Edoardo Molinari,81,51
250,0,20029,Notah Begay III,80,8
251,0,23673,Michael Connell,79,24
251,0,01549,Mike Hulbert,79,4
251,0,02110,Jerry Smith,79,7
254,0,20400,Michael Campbell,78,16
254,0,06044,Scott Gump,78,34
256,0,19825,Darren Clarke,77,34
256,0,01326,Nick Faldo,77,12
256,0,07707,Mike Small,77,3
256,0,21951,Joey Snyder III,77,77
256,0,23307,Roger Tambellini,77,12
256,0,22540,Anthony Wall,77,4
262,0,01797,Rocco Mediate,76,45
262,0,28780,Nicholas Thompson,76,23
264,0,20104,Ken Duke,75,55
264,0,24449,Parker McLachlin,75,75
264,0,24361,Pat Perez,75,5
267,0,01249,John Daly,74,6
267,0,06078,Esteban Toledo,74,74
269,0,27060,John Mallinger,73,9
270,0,24610,Stuart Deane,72,72
270,0,20859,Anders Hansen,72,72
270,0,08993,Franklin Langham,72,72
270,0,26539,Robert Rock,72,72
270,0,25321,Lee Slattery,72,72
270,0,02136,Chris Starkjohann,72,72
270,0,26497,Casey Wittenberg,72,72
277,0,01609,Jim Kane,71,0
277,0,24878,Chris Parra,71,71
279,0,23633,Phil Schmitt,69,15
279,0,23162,Simon Wakefield,69,69
281,0,12662,Thomas Levet,68,17
282,0,24846,Ricky Barnes,67,47
282,0,25191,Gonzalo Fernandez-Castaño,67,23
282,0,08337,Mike Heinen,67,16
282,0,11011,Mike Sposa,67,25
282,0,08845,Scott Sterling,67,4
282,0,20436,Garrett Willis,67,9
288,0,20585,Niclas Fasth,66,0
288,0,22117,Jyoti Randhawa,66,16
290,0,20369,John Bickerton,65,19
290,0,24512,Simon Dyson,65,33
290,0,27929,Shiv Kapur,65,18
290,0,29718,Anthony Kim,65,0
294,0,23903,Stephen Gangluff,64,6
294,0,22624,Joel Kribel,64,64
294,0,23797,Brett Rumford,64,7
297,0,06214,Guy Boros,63,2
297,0,20429,Boyd Summerhays,63,1
299,0,23580,Tetsuji Hiratsuka,62,5
300,0,19970,Robert Karlsson,61,29
301,0,21498,Hideto Tanihara,60,12
302,0,01116,Michael Bradley,59,0
302,0,19795,Kelly Mitchum,59,59
304,0,01072,Chip Beck,58,13
304,0,25720,Chad Collins,58,1
304,0,23338,David Gossett,58,16
307,0,11127,Stephen Dodd,57,40
307,0,23821,Yusaku Miyazato,57,57
307,0,07187,Ron Philo Jr.,57,57
310,0,25732,S.K. Ho,56,6
310,0,01569,Peter Jacobsen,56,8
310,0,28621,Madalitso Muthiya,56,4
313,0,01468,Gary Hallberg,55,8
313,0,19904,Paul Lawrie,55,13
313,0,25863,Rod Perry,55,55
316,0,27447,John Ellis,54,54
316,0,26329,Louis Oosthuizen,54,54
316,0,22582,Kyle Thompson,54,54
319,0,25686,Jason Dufner,53,53
319,0,23063,Scott Hend,53,7
319,0,29461,Jamie Lovemark,53,6
319,0,02133,Craig Stadler,53,2
319,0,02245,Grant Waite,53,9
324,0,01307,Joel Edwards,52,9
325,0,08191,Paul Broadhurst,51,2
325,0,25364,Paul Casey,51,51
325,0,29720,Andres Gonzales,51,20
325,0,26770,James Lepp,51,2
325,0,10649,Tom Scherrer,51,11
330,0,01235,Ben Crenshaw,50,20
330,0,24956,Mikko Ilonen,50,21
