RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
72,0,25686,Jason Dufner,71.08,3412,48
73,0,07457,Steve Flesch,71.09,3199,45
73,0,24358,Robert Garrigus,71.09,3128,44
75,0,08931,Glen Day,71.10,2915,41
76,0,24924,Bill Haas,71.11,3342,47
77,0,01948,Tim Petrovic,71.12,3698,52
78,0,01142,Bart Bryant,71.13,3201,45
78,0,20127,Chris Riley,71.13,2276,32
78,0,23349,Charles Warren,71.13,3414,48
81,0,19846,Brian Gay,71.15,3842,54
81,0,08075,Jerry Kelly,71.15,3771,53
83,0,07363,Craig Bowden,71.16,2277,32
83,0,06595,Kevin Sutherland,71.16,3060,43
83,0,20160,Charlie Wi,71.16,3558,50
86,0,10885,Robert Allenby,71.17,3416,48
87,0,23135,Tim Clark,71.18,2705,38
88,0,27933,John Merrick,71.19,2990,42
89,0,06034,Marco Dawson,71.20,2136,30
90,0,06004,Stephen Ames,71.21,3062,43
91,0,23108,Matt Kuchar,71.22,2920,41
91,0,10860,Justin Leonard,71.22,3205,45
91,0,01707,Steve Lowery,71.22,2564,36
94,0,01320,Bob Estes,71.23,2778,39
94,0,01381,Fred Funk,71.23,2137,30
96,0,27060,John Mallinger,71.26,3064,43
96,0,24490,George McNeill,71.26,3064,43
98,0,10117,Bob Heintz,71.27,2922,41
99,0,21878,Mark Wilson,71.28,3065,43
100,0,07547,Craig Kanada,71.29,3992,56
100,0,01724,Jeff Maggert,71.29,2709,38
102,0,06515,Shaun Micheel,71.30,3066,43
103,0,08123,Jeff Brehaut,71.33,2354,33
104,0,06621,Joe Durant,71.34,2711,38
104,0,20628,Arron Oberholser,71.34,2497,35
106,0,19803,Ryan Armour,71.36,3925,55
106,0,20574,Mathew Goggin,71.36,3568,50
108,0,02246,Duffy Waldorf,71.38,2641,37
109,0,20433,Mark Hensby,71.39,2713,38
109,0,08881,Tripp Isenhour,71.39,3141,44
111,0,22046,Geoff Ogilvy,71.41,3142,44
112,0,20623,Gavin Coles,71.42,2714,38
112,0,25804,Bubba Watson,71.42,3071,43
114,0,02101,Joey Sindelar,71.44,2429,34
115,0,20859,Anders Hansen,71.46,2001,28
115,0,21470,Daisuke Maruyama,71.46,2644,37
117,0,01161,Mark Calcavecchia,71.47,3216,45
118,0,23614,Rich Beem,71.49,3217,45
118,0,08537,J.P. Hayes,71.49,3074,43
118,0,28486,Michael Putnam,71.49,3503,49
121,0,25273,Andrew Buckle,71.50,3003,42
122,0,12705,Cliff Kresge,71.54,3720,52
123,0,01132,Mark Brooks,71.56,1789,25
123,0,27141,J.B. Holmes,71.56,2576,36
123,0,24449,Parker McLachlin,71.56,2791,39
123,0,12602,Dean Wilson,71.56,2791,39
127,0,22212,Craig Lile,71.58,2720,38
128,0,12510,Chad Campbell,71.59,3150,44
128,0,26420,Richard Johnson,71.59,2649,37
130,0,24507,Jason Bohn,71.60,2148,30
130,0,23638,Brendon de Jonge,71.60,3079,43
132,0,19824,Craig Barlow,71.62,1504,21
133,0,10733,Kent Jones,71.64,3152,44
134,0,27120,Troy Matteson,71.65,3081,43
134,0,21660,Jason Schultz,71.65,2221,31
136,0,23322,Brett Wetterich,71.68,2939,41
137,0,11032,Frank Lickliter II,71.69,3011,42
138,0,20157,Retief Goosen,71.70,1649,23
139,0,20572,Rod Pampling,71.72,3299,46
140,0,20098,Stuart Appleby,71.73,3156,44
140,0,01941,Tom Pernice Jr.,71.73,4017,56
140,0,23325,Vaughn Taylor,71.73,3228,45
140,0,26951,Johnson Wagner,71.73,3515,49
144,0,06643,Paul Goydos,71.74,1937,27
144,0,20378,Mathias Grönberg,71.74,3085,43
144,0,01706,Davis Love III,71.74,2439,34
144,0,22295,Darron Stiles,71.74,2224,31
144,0,27963,Chris Stroud,71.74,2439,34
149,0,01024,Billy Andrade,71.75,3157,44
150,0,20105,Jeff Gove,71.77,3804,53
150,0,21806,Paul Gow,71.77,2153,30
152,0,22348,Nick O'Hern,71.78,2584,36
153,0,12782,Tim Herron,71.82,2801,39
153,0,12716,Charley Hoffman,71.82,3591,50
153,0,07749,Brett Quigley,71.82,2729,38
156,0,01928,Corey Pavin,71.83,2514,35
157,0,23353,J.J. Henry,71.86,2659,37
158,0,21959,Ted Purdy,71.88,3450,48
159,0,22378,Trevor Immelman,71.92,2733,38
159,0,02223,Bob Tway,71.92,3452,48
161,0,01797,Rocco Mediate,71.93,2158,30
162,0,23983,Luke Donald,71.94,2374,33
163,0,20766,Padraig Harrington,71.95,2662,37
163,0,22806,Doug LaBelle II,71.95,3166,44
165,0,01577,Lee Janzen,71.97,2375,33
165,0,20691,Greg Owen,71.97,2735,38
167,0,12714,Chris Tidland,72.03,2233,31
168,0,02036,Jim Rutledge,72.07,2090,29
169,0,21805,Harrison Frazar,72.09,3100,43
170,0,25892,Steve Wheatcroft,72.14,2669,37
171,0,01388,Robert Gamez,72.20,2888,40
171,0,08375,Paul Stankowski,72.20,1805,25
173,0,23048,Eric Axley,72.25,3757,52
174,0,23933,Michael Boyd,72.29,2241,31
174,0,02214,Kirk Triplett,72.29,2530,35
176,0,22621,Ben Curtis,72.34,2315,32
177,0,24290,D.J. Brigman,72.38,2316,32
178,0,07223,Brian Bateman,72.40,1810,25
179,0,23613,Rich Barcelo,72.46,2681,37
179,0,24980,Scott Gutschewski,72.46,2029,28
181,0,23320,Ryan Palmer,72.49,3117,43
182,0,21528,Henrik Stenson,72.50,1740,24
183,0,26360,Bubba Dickerson,72.54,1886,26
184,0,23800,Bryce Molder,72.56,1814,25
185,0,01157,Tom Byrum,72.58,1742,24
186,0,01249,John Daly,72.62,2106,29
187,0,24457,Jaco Van Zyl,72.71,2036,28
188,0,02104,Jeff Sluman,72.72,1818,25
189,0,21646,David Branshaw,72.79,2839,39
190,0,11123,Chris Couch,72.81,3131,43
191,0,06251,Chris DiMarco,72.82,2767,38
192,0,06373,José María Olazábal,72.83,1675,23
192,0,26679,Kevin Stadler,72.83,2986,41
194,0,27702,Matt Hendrix,72.86,2113,29
195,0,01473,Todd Hamilton,73.26,2564,35
196,0,29476,Kyle Reifers,73.38,2348,32
