RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
1,0,08793,Tiger Woods,69.02,2830,41
2,0,01766,Billy Mayfair,69.44,2222,32
3,0,07867,Woody Austin,69.72,2022,29
4,0,06522,Ernie Els,69.73,2092,30
5,0,22293,Heath Slocum,69.80,2443,35
6,0,23621,Rory Sabbatini,69.86,2445,35
7,0,10425,Jay Williamson,69.91,769,11
8,0,21209,Sergio Garcia,70.00,2380,34
8,0,28475,Jeff Overton,70.00,1190,17
10,0,01035,Tommy Armour III,70.05,1471,21
11,0,24138,Ian Poulter,70.06,1121,16
12,0,21731,Freddie Jacobson,70.12,2384,34
13,0,01810,Phil Mickelson,70.13,2665,38
14,0,24925,Jonathan Byrd,70.17,2035,29
15,0,20104,Ken Duke,70.18,1965,28
16,0,06527,Steve Stricker,70.20,2457,35
17,0,20645,John Senden,70.24,2388,34
18,0,21961,Charles Howell III,70.30,2320,33
19,0,06197,Michael Allen,70.32,1336,19
19,0,20127,Chris Riley,70.32,1336,19
21,0,01677,Tom Lehman,70.35,1618,23
22,0,24912,Will MacKenzie,70.37,2111,30
23,0,10809,Jim Furyk,70.38,3378,48
24,0,12652,Cameron Beckman,70.41,2394,34
25,0,28158,Steve Marino,70.43,2606,37
26,0,24781,Hunter Mahan,70.45,2184,31
27,0,24502,Adam Scott,70.46,2607,37
28,0,24357,K.J. Choi,70.47,3030,43
29,0,21633,Steve Allan,70.48,1480,21
30,0,21350,Ryuji Imada,70.50,2538,36
31,0,20229,Stewart Cink,70.51,2468,35
32,0,10733,Kent Jones,70.52,1763,25
33,0,24358,Robert Garrigus,70.54,1975,28
34,0,19972,José Coceres,70.55,1411,20
35,0,21753,Brian Davis,70.58,1694,24
35,0,01320,Bob Estes,70.58,1694,24
35,0,23718,Nathan Green,70.58,2541,36
38,0,21949,Joe Ogilvie,70.59,2259,32
38,0,25345,Carl Pettersson,70.59,3106,44
40,0,10117,Bob Heintz,70.60,1765,25
41,0,01381,Fred Funk,70.61,1271,18
41,0,23623,Bo Van Pelt,70.61,2189,31
43,0,24361,Pat Perez,70.62,2048,29
43,0,01945,Kenny Perry,70.62,2048,29
43,0,06567,Vijay Singh,70.62,3672,52
46,0,06515,Shaun Micheel,70.65,1837,26
47,0,20850,Daniel Chopra,70.69,2262,32
48,0,12680,Shigeki Maruyama,70.70,1626,23
48,0,10423,Mike Weir,70.70,2121,30
50,0,06643,Paul Goydos,70.71,1202,17
50,0,26289,Boo Weekley,70.71,2192,31
52,0,23497,Tag Ridings,70.73,1061,15
53,0,20382,Stephen Leaney,70.76,2052,29
54,0,08537,J.P. Hayes,70.77,1840,26
54,0,24024,Zach Johnson,70.77,2477,35
56,0,23135,Tim Clark,70.79,2053,29
56,0,25190,Jeff Quinney,70.79,2053,29
58,0,02239,Scott Verplank,70.81,2549,36
59,0,20634,Peter Lonard,70.82,1983,28
59,0,25396,Kevin Na,70.82,1558,22
61,0,29718,Anthony Kim,70.83,2054,29
62,0,12510,Chad Campbell,70.85,1842,26
62,0,12602,Dean Wilson,70.85,1842,26
64,0,20498,Briny Baird,70.86,2551,36
64,0,20859,Anders Hansen,70.86,1488,21
64,0,02246,Duffy Waldorf,70.86,1559,22
67,0,22405,Justin Rose,70.88,1701,24
67,0,23788,D.J. Trahan,70.88,2410,34
69,0,12660,Jesper Parnevik,70.89,1985,28
70,0,24490,George McNeill,70.90,2056,29
70,0,27649,Brandt Snedeker,70.90,2836,40
70,0,27963,Chris Stroud,70.90,1489,21
73,0,22892,Jason Gore,70.91,2340,33
74,0,27770,Camilo Villegas,70.94,2483,35
75,0,22371,Aaron Baddeley,70.97,2555,36
76,0,27933,John Merrick,71.04,1634,23
77,0,08931,Glen Day,71.06,1279,18
77,0,24140,Sean O'Hair,71.06,2558,36
79,0,01313,Steve Elkington,71.07,1919,27
79,0,02206,David Toms,71.07,1990,28
81,0,20378,Mathias Grönberg,71.08,1777,25
81,0,08881,Tripp Isenhour,71.08,1706,24
81,0,27060,John Mallinger,71.08,1706,24
84,0,20160,Charlie Wi,71.09,2488,35
85,0,19803,Ryan Armour,71.10,2204,31
85,0,20472,Alex Cejka,71.10,1493,21
87,0,26596,Ryan Moore,71.11,1991,28
87,0,25804,Bubba Watson,71.11,1920,27
