RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
89,0,01024,Billy Andrade,71.13,2205,31
90,0,01948,Tim Petrovic,71.15,1921,27
91,0,07363,Craig Bowden,71.17,1281,18
91,0,20574,Mathew Goggin,71.17,2064,29
93,0,26881,Jarrod Lyle,71.18,1566,22
94,0,10885,Robert Allenby,71.19,2563,36
94,0,06595,Kevin Sutherland,71.19,2278,32
96,0,27120,Troy Matteson,71.21,2065,29
97,0,24924,Bill Haas,71.22,2279,32
98,0,26882,Michael Sim,71.24,1211,17
99,0,10213,Dicky Pride,71.25,1710,24
100,0,07223,Brian Bateman,71.27,784,11
100,0,12714,Chris Tidland,71.27,784,11
102,0,19846,Brian Gay,71.28,2566,36
103,0,01388,Robert Gamez,71.29,1497,21
103,0,07547,Craig Kanada,71.29,2495,35
103,0,08075,Jerry Kelly,71.29,2923,41
103,0,21660,Jason Schultz,71.29,1212,17
107,0,25900,Lucas Glover,71.31,2781,39
108,0,06004,Stephen Ames,71.32,2425,34
108,0,22806,Doug LaBelle II,71.32,1783,25
108,0,10860,Justin Leonard,71.32,1783,25
111,0,01142,Bart Bryant,71.34,2069,29
112,0,07457,Steve Flesch,71.35,1855,26
113,0,22212,Craig Lile,71.36,1570,22
114,0,24449,Parker McLachlin,71.37,1356,19
115,0,20623,Gavin Coles,71.38,1499,21
115,0,21878,Mark Wilson,71.38,1499,21
117,0,01724,Jeff Maggert,71.42,1857,26
118,0,20628,Arron Oberholser,71.44,1929,27
119,0,02101,Joey Sindelar,71.45,1429,20
120,0,26951,Johnson Wagner,71.46,2001,28
121,0,25686,Jason Dufner,71.47,2144,30
121,0,02223,Bob Tway,71.47,2287,32
123,0,25892,Steve Wheatcroft,71.48,1787,25
124,0,23614,Rich Beem,71.50,2145,30
125,0,22913,John Rollins,71.51,2503,35
126,0,20433,Mark Hensby,71.52,1502,21
127,0,01132,Mark Brooks,71.53,1216,17
127,0,26420,Richard Johnson,71.53,1216,17
127,0,01707,Steve Lowery,71.53,1359,19
130,0,01157,Tom Byrum,71.54,930,13
130,0,11032,Frank Lickliter II,71.54,1717,24
132,0,23108,Matt Kuchar,71.55,1574,22
133,0,06034,Marco Dawson,71.56,1145,16
133,0,27095,Nick Watney,71.56,1932,27
135,0,12195,Tom Johnson,71.57,1002,14
136,0,22046,Geoff Ogilvy,71.58,2720,38
136,0,01941,Tom Pernice Jr.,71.58,2720,38
138,0,20098,Stuart Appleby,71.61,2363,33
139,0,21470,Daisuke Maruyama,71.62,1504,21
140,0,23349,Charles Warren,71.67,2150,30
141,0,23613,Rich Barcelo,71.68,1362,19
142,0,23983,Luke Donald,71.69,1864,26
143,0,27141,J.B. Holmes,71.71,1506,21
144,0,24507,Jason Bohn,71.72,1793,25
145,0,23638,Brendon de Jonge,71.74,1650,23
145,0,06621,Joe Durant,71.74,1937,27
145,0,23322,Brett Wetterich,71.74,1937,27
148,0,01161,Mark Calcavecchia,71.75,2009,28
149,0,26360,Bubba Dickerson,71.76,1220,17
150,0,20105,Jeff Gove,71.77,1866,26
151,0,12782,Tim Herron,71.79,1723,24
151,0,12705,Cliff Kresge,71.79,2728,38
153,0,22348,Nick O'Hern,71.80,2154,30
154,0,25273,Andrew Buckle,71.83,1724,24
155,0,20157,Retief Goosen,71.86,1006,14
156,0,28486,Michael Putnam,71.91,2301,32
157,0,01577,Lee Janzen,71.94,1223,17
158,0,23353,J.J. Henry,71.96,1727,24
159,0,19824,Craig Barlow,72.00,360,5
159,0,08123,Jeff Brehaut,72.00,1152,16
159,0,22378,Trevor Immelman,72.00,2160,30
159,0,06373,José María Olazábal,72.00,1080,15
159,0,02036,Jim Rutledge,72.00,792,11
164,0,20572,Rod Pampling,72.03,2377,33
165,0,02214,Kirk Triplett,72.05,1369,19
166,0,24980,Scott Gutschewski,72.06,1153,16
167,0,20766,Padraig Harrington,72.09,2451,34
168,0,23325,Vaughn Taylor,72.10,2163,30
169,0,01797,Rocco Mediate,72.15,1443,20
170,0,22295,Darron Stiles,72.16,1371,19
171,0,07749,Brett Quigley,72.17,1732,24
171,0,24457,Jaco Van Zyl,72.17,1299,18
173,0,12716,Charley Hoffman,72.19,2310,32
173,0,21959,Ted Purdy,72.19,1949,27
175,0,21805,Harrison Frazar,72.23,1589,22
176,0,11123,Chris Couch,72.27,1590,22
177,0,01928,Corey Pavin,72.29,1518,21
178,0,22621,Ben Curtis,72.33,1302,18
178,0,23320,Ryan Palmer,72.33,2170,30
180,0,23048,Eric Axley,72.37,1954,27
181,0,24290,D.J. Brigman,72.40,1448,20
182,0,01706,Davis Love III,72.42,1738,24
183,0,08375,Paul Stankowski,72.44,1159,16
184,0,21806,Paul Gow,72.50,1160,16
185,0,27702,Matt Hendrix,72.53,1378,19
186,0,20691,Greg Owen,72.58,1379,19
187,0,26679,Kevin Stadler,72.68,1817,25
188,0,01249,John Daly,72.83,874,12
189,0,06251,Chris DiMarco,72.96,2043,28
190,0,21528,Henrik Stenson,73.00,1460,20
191,0,21646,David Branshaw,73.12,1243,17
192,0,02104,Jeff Sluman,73.13,1097,15
193,0,01473,Todd Hamilton,73.18,1244,17
194,0,23800,Bryce Molder,73.21,1025,14
195,0,23933,Michael Boyd,73.29,1246,17
196,0,29476,Kyle Reifers,73.44,1175,16
