RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 2 PUTTS,TOTAL ROUNDS
1,0,01060,Dave Barr,11.59,672,58
2,0,02226,Tray Tyner,11.08,565,51
3,0,01725,John Mahaffey,11.05,718,65
4,0,02023,Clarence Rose,10.96,932,85
5,0,02106,Chris Smith,10.93,874,80
6,0,01958,Dan Pohl,10.91,633,58
7,0,01487,Jeff Hart,10.88,707,65
8,0,12781,Scott Medlin,10.85,575,53
9,0,01475,Donnie Hammond,10.82,660,61
10,0,01971,Dillard Pruitt,10.81,800,74
11,0,01943,Chris Perry,10.79,734,68
12,0,01996,Mike Reid,10.76,775,72
13,0,01203,Russ Cochran,10.75,892,83
14,0,01142,Bart Bryant,10.71,825,77
14,0,01307,Joel Edwards,10.71,1007,94
16,0,06036,Scott Dunlap,10.65,852,80
17,0,01323,Brad Fabel,10.60,912,86
18,0,08375,Paul Stankowski,10.59,752,71
19,0,01261,Jay Delsing,10.58,910,86
20,0,02170,Hal Sutton,10.57,930,88
20,0,02303,Robert Wrenn,10.57,761,72
22,0,01093,Ronnie Black,10.55,897,85
23,0,01157,Tom Byrum,10.54,801,76
24,0,02101,Joey Sindelar,10.53,916,87
25,0,02321,Fuzzy Zoeller,10.51,557,53
26,0,01035,Tommy Armour III,10.50,567,54
26,0,01143,Brad Bryant,10.50,882,84
26,0,01196,Brian Claar,10.50,1092,104
26,0,01938,David Peoples,10.50,588,56
30,0,01175,Jim Carter,10.48,1121,107
30,0,02241,Bobby Wadkins,10.48,964,92
32,0,08547,John Maginnes,10.47,848,81
33,0,01133,Billy Ray Brown,10.44,804,77
33,0,10425,Jay Williamson,10.44,804,77
35,0,01098,Jay Don Blake,10.42,948,91
36,0,20051,Joe Acosta Jr.,10.39,738,71
36,0,02245,Grant Waite,10.39,779,75
38,0,20095,Carl Paulson,10.38,903,87
39,0,02167,Mike Sullivan,10.35,880,85
40,0,07267,Allen Doyle,10.34,910,88
40,0,01435,Wayne Grady,10.34,662,64
42,0,01374,Robin Freeman,10.33,1054,102
43,0,02115,Taylor Smith,10.32,784,76
44,0,01837,Gil Morgan,10.31,629,61
45,0,01334,Keith Fergus,10.30,865,84
45,0,01607,Brian Kamm,10.30,896,87
47,0,06064,Jeff Gallagher,10.29,864,84
47,0,07101,Dave Stockton Jr.,10.29,947,92
49,0,06617,Brian Henninger,10.26,862,84
50,0,06214,Guy Boros,10.25,953,93
51,0,06599,John Elliott,10.24,522,51
52,0,01068,Andy Bean,10.23,767,75
52,0,10203,Bryan Gorman,10.23,706,69
52,0,02135,Mike Standly,10.23,829,81
55,0,01361,Dan Forsman,10.22,664,65
55,0,06090,Jim McGovern,10.22,889,87
57,0,19883,Joe Daley,10.18,784,77
57,0,01748,Doug Martin,10.18,937,92
59,0,20259,Hisayuki Sasaki,10.17,651,64
60,0,01139,Olin Browne,10.16,955,94
60,0,01185,Brandel Chamblee,10.16,711,70
62,0,10505,Shane Bertsch,10.15,741,73
62,0,01549,Mike Hulbert,10.15,954,94
62,0,01823,Larry Mize,10.15,741,73
65,0,20505,Lucas Parsons,10.14,568,56
65,0,10213,Dicky Pride,10.14,821,81
67,0,06044,Scott Gump,10.12,982,97
68,0,06577,John Wilson,10.11,819,81
69,0,06315,Pete Jordan,10.10,737,73
70,0,10649,Tom Scherrer,10.09,898,89
71,0,08337,Mike Heinen,10.08,958,95
71,0,02218,Ted Tryba,10.08,1038,103
73,0,02246,Duffy Waldorf,10.07,675,67
74,0,02008,Lee Rinker,10.05,1005,100
75,0,01527,Scott Hoch,10.04,964,96
75,0,06657,Steve Rintoul,10.04,753,75
75,0,06066,Gary Rusnak,10.04,783,78
75,0,06595,Kevin Sutherland,10.04,1074,107
79,0,01408,Kelly Gibson,10.03,1143,114
79,0,02186,Brian Tennyson,10.03,752,75
81,0,20098,Stuart Appleby,10.01,951,95
81,0,06124,Patrick Burke,10.01,721,72
81,0,01761,Len Mattiace,10.01,851,85
84,0,01603,Jeff Julian,10.00,690,69
85,0,07087,Hugh Royer III,9.98,908,91
85,0,10215,Charlie Rymer,9.98,898,90
87,0,08075,Jerry Kelly,9.97,907,91
87,0,01682,Wayne Levi,9.97,708,71
87,0,01707,Steve Lowery,9.97,997,100
90,0,01006,John Adams,9.91,773,78
90,0,01331,Rick Fehr,9.91,733,74
92,0,02049,Gene Sauers,9.90,772,78
93,0,01201,Lennie Clements,9.89,821,83
