RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,01724,Jeff Maggert,27.91,614,22
2,0,01235,Ben Crenshaw,28.00,420,15
3,0,01510,Nolan Henke,28.05,617,22
4,0,01378,David Frost,28.11,506,18
5,0,06332,Neal Lancaster,28.22,762,27
6,0,02186,Brian Tennyson,28.23,621,22
7,0,01577,Lee Janzen,28.30,651,23
8,0,08931,Glen Day,28.42,682,24
8,0,10809,Jim Furyk,28.42,682,24
10,0,01040,Emlyn Aubrey,28.44,455,16
11,0,06527,Steve Stricker,28.45,569,20
12,0,01414,Bob Gilder,28.48,712,25
13,0,01139,Olin Browne,28.52,713,25
14,0,01837,Gil Morgan,28.53,485,17
14,0,20259,Hisayuki Sasaki,28.53,542,19
16,0,01810,Phil Mickelson,28.59,486,17
17,0,09011,David Duval,28.63,544,19
18,0,01968,Nick Price,28.64,315,11
19,0,01876,Greg Norman,28.67,344,12
20,0,01701,Bob Lohr,28.68,803,28
21,0,01200,Keith Clearwater,28.70,660,23
22,0,01346,Ed Fiori,28.74,546,19
22,0,06657,Steve Rintoul,28.74,776,27
24,0,01331,Rick Fehr,28.75,575,20
24,0,06567,Vijay Singh,28.75,575,20
26,0,01553,John Huston,28.77,633,22
27,0,01928,Corey Pavin,28.78,518,18
28,0,01887,Mark O'Meara,28.83,519,18
29,0,01527,Scott Hoch,28.84,721,25
29,0,10860,Justin Leonard,28.84,721,25
31,0,02256,Tom Watson,28.85,375,13
32,0,02146,Payne Stewart,28.86,635,22
33,0,12660,Jesper Parnevik,28.88,462,16
34,0,01891,David Ogrin,28.89,809,28
35,0,01132,Mark Brooks,28.92,723,25
36,0,01599,Steve Jones,28.95,608,21
37,0,01157,Tom Byrum,28.96,753,26
37,0,01320,Bob Estes,28.96,666,23
37,0,07235,John Morse,28.96,724,25
40,0,01024,Billy Andrade,29.00,725,25
40,0,01203,Russ Cochran,29.00,754,26
40,0,10585,Scott McCarron,29.00,696,24
40,0,02049,Gene Sauers,29.00,667,23
40,0,02115,Taylor Smith,29.00,725,25
45,0,01093,Ronnie Black,29.04,697,24
45,0,01219,John Cook,29.04,668,23
45,0,06012,Greg Kraft,29.04,755,26
48,0,02218,Ted Tryba,29.06,959,33
49,0,06066,Gary Rusnak,29.08,756,26
50,0,06124,Patrick Burke,29.10,582,20
50,0,02246,Duffy Waldorf,29.10,582,20
52,0,06577,John Wilson,29.12,757,26
53,0,01226,Fred Couples,29.13,437,15
53,0,06034,Marco Dawson,29.13,699,24
53,0,06064,Jeff Gallagher,29.13,874,30
53,0,02267,D.A. Weibring,29.13,437,15
57,0,01116,Michael Bradley,29.14,612,21
58,0,10505,Shane Bertsch,29.15,787,27
59,0,01326,Nick Faldo,29.17,350,12
59,0,08075,Jerry Kelly,29.17,846,29
59,0,10213,Dicky Pride,29.17,700,24
62,0,02223,Bob Tway,29.19,613,21
62,0,10425,Jay Williamson,29.19,759,26
64,0,01042,Paul Azinger,29.21,555,19
64,0,01329,Brad Faxon,29.21,555,19
66,0,01072,Chip Beck,29.22,789,27
66,0,06140,Sean Murphy,29.22,672,23
68,0,01603,Jeff Julian,29.24,731,25
68,0,01823,Larry Mize,29.24,614,21
70,0,01783,Mark McCumber,29.25,351,12
71,0,01457,Jay Haas,29.27,644,22
72,0,06617,Brian Henninger,29.28,732,25
72,0,01549,Mike Hulbert,29.28,849,29
74,0,08993,Franklin Langham,29.29,908,31
74,0,01723,Andrew Magee,29.29,703,24
74,0,02159,Curtis Strange,29.29,615,21
77,0,08547,John Maginnes,29.30,791,27
