RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,28089,Jason Day,13.04,534.63,-287.25,384.29
2,0,30925,Dustin Johnson,11.31,508.84,-173.33,437.12
3,0,28237,Rory McIlroy,11.07,464.82,-360.74,352.51
4,0,34046,Jordan Spieth,9.29,482.91,-392.98,275.85
5,0,21528,Henrik Stenson,8.52,408.76,-250.36,284.84
6,0,24502,Adam Scott,7.07,304.07,-161.82,279.21
7,0,34360,Patrick Reed,6.10,317.24,-168.09,251.85
8,0,25804,Bubba Watson,6.04,283.70,-253.65,171.44
9,0,32139,Danny Willett,5.76,287.83,-152.97,241.64
10,0,32102,Rickie Fowler,5.63,287.14,-262.54,178.97
11,0,22405,Justin Rose,5.35,267.45,-236.26,138.55
12,0,25364,Paul Casey,5.08,248.91,-117.90,186.19
13,0,21209,Sergio Garcia,5.04,226.84,-164.43,181.18
14,0,29974,Branden Grace,4.89,254.37,-146.96,185.93
15,0,01810,Phil Mickelson,4.89,210.27,-103.69,196.03
16,0,25632,Jimmy Walker,4.72,245.42,-135.47,209.93
17,0,23108,Matt Kuchar,4.53,235.33,-140.15,184.91
18,0,32839,Hideki Matsuyama,4.46,231.83,-160.31,181.95
19,0,33122,Russell Knox,4.24,220.58,-94.36,155.28
20,3,27649,Brandt Snedeker,4.08,212.32,-122.20,200.00
21,-1,26329,Louis Oosthuizen,4.06,198.95,-132.25,144.28
22,-1,27141,J.B. Holmes,4.01,196.58,-123.59,149.83
23,-1,36689,Brooks Koepka,4.00,204.01,-150.67,146.21
24,0,31646,Emiliano Grillo,3.73,193.81,-87.40,128.57
25,0,26331,Charl Schwartzel,3.71,192.71,-109.47,150.95
26,3,27349,Alex Noren,3.63,145.00,-41.60,123.53
27,-1,10809,Jim Furyk,3.60,143.89,-160.12,79.27
28,-1,32366,Kevin Chappell,3.57,185.43,-60.48,168.34
29,-1,24024,Zach Johnson,3.50,178.49,-139.37,91.98
30,0,26499,Rafa Cabrera Bello,3.40,176.94,-71.17,174.97
31,1,22000,Chris Wood,3.40,149.53,-74.16,96.11
32,-1,26596,Ryan Moore,3.34,156.83,-82.83,138.53
33,20,34363,Tyrrell Hatton,3.32,165.89,-53.96,141.40
34,-1,33448,Justin Thomas,3.25,168.96,-91.33,113.19
35,-1,25818,Scott Piercy,3.15,163.94,-70.47,122.88
36,-1,29478,Kevin Kisner,3.08,160.39,-113.79,68.89
37,-1,40026,Daniel Berger,2.99,155.72,-81.34,111.21
38,-1,33948,Byeong Hun An,2.98,154.70,-99.67,91.84
39,-1,25396,Kevin Na,2.97,154.67,-120.15,94.34
40,1,33204,Shane Lowry,2.92,145.87,-120.22,85.63
41,-2,33293,Thomas Pieters,2.91,139.85,-59.68,111.62
42,-2,31202,William McGirt,2.90,150.67,-51.88,135.76
43,0,25198,Francesco Molinari,2.88,144.23,-74.54,110.30
44,-2,24924,Bill Haas,2.87,143.37,-109.51,112.43
45,3,27408,Martin Kaymer,2.75,142.93,-126.92,101.64
46,-2,24511,Thongchai Jaidee,2.72,141.37,-104.63,77.33
47,2,22986,Søren Kjeldsen,2.70,140.24,-78.80,81.44
48,-3,40098,Matt Fitzpatrick,2.68,139.48,-72.52,73.89
49,-3,31323,Gary Woodland,2.66,133.12,-79.27,107.49
