RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,48081,Xander Schauffele,70.27%,52,74
2,0,22371,Aaron Baddeley,68.75%,55,80
3,0,55454,Carl Yuan,68.33%,41,60
4,0,34098,Russell Henley,67.44%,58,86
5,0,47420,Jake Knapp,65.71%,46,70
6,0,54783,Dylan Wu,65.67%,44,67
7,0,27349,Alex Noren,65.33%,49,75
8,0,51997,Andrew Novak,64.94%,50,77
9,0,35461,Beau Hossler,64.56%,51,79
10,0,46441,Robby Shelton,64.47%,49,76
11,0,39327,Ben Silverman,63.75%,51,80
12,0,39977,Max Homa,63.33%,57,90
13,0,22405,Justin Rose,63.16%,48,76
14,0,26476,Chez Reavie,63.08%,41,65
15,0,52215,Robert MacIntyre,62.07%,54,87
16,0,55789,Taylor Montgomery,61.82%,34,55
17,0,34021,Bud Cauley,61.36%,27,44
18,0,47993,Denny McCarthy,61.29%,57,93
19,0,37455,Si Woo Kim,60.98%,50,82
20,0,47483,Will Zalatoris,60.87%,42,69
21,0,59143,Mac Meissner,60.32%,38,63
22,0,52375,Doug Ghim,60.27%,44,73
23,0,27936,Martin Laird,60.00%,36,60
23,0,35617,Martin Trainer,60.00%,24,40
23,0,48887,Matt Wallace,60.00%,30,50
26,0,50188,S.H. Kim,59.54%,78,131
27,0,30911,Tommy Fleetwood,59.49%,47,79
28,0,40098,Matt Fitzpatrick,59.46%,44,74
29,0,35450,Patrick Cantlay,59.38%,38,64
30,0,45522,Christiaan Bezuidenhout,59.26%,48,81
30,0,32839,Hideki Matsuyama,59.26%,48,81
32,0,40115,Adam Svensson,59.22%,61,103
33,0,23320,Ryan Palmer,59.09%,26,44
33,0,46414,Aaron Rai,59.09%,39,66
35,0,34099,Harris English,58.97%,46,78
36,0,47806,Raul Pereda,58.93%,33,56
37,0,50525,Collin Morikawa,58.75%,47,80
38,0,51766,Wyndham Clark,58.67%,44,75
39,0,33948,Byeong Hun An,58.62%,34,58
40,0,54628,Lee Hodges,58.02%,47,81
40,0,29420,Billy Horschel,58.02%,47,81
42,0,46442,Maverick McNealy,57.95%,51,88
43,0,50484,Hayden Springer,57.89%,33,57
44,0,30927,Brendon Todd,57.73%,56,97
45,0,29221,Webb Simpson,57.69%,45,78
46,0,52955,Ludvig Ãberg,57.63%,34,59
46,0,32757,Patton Kizzire,57.63%,34,59
46,0,48867,Matti Schmid,57.63%,34,59
49,0,47504,Sam Burns,57.33%,43,75
50,0,34256,Andrew Putnam,57.29%,55,96
51,0,32791,K.H. Lee,57.14%,48,84
52,0,35506,Mackenzie Hughes,57.00%,57,100
53,0,33486,Roger Sloan,56.92%,37,65
54,0,24024,Zach Johnson,56.86%,29,51
55,0,34466,Peter Malnati,56.84%,54,95
56,0,52453,Nicolai HÃ¸jgaard,56.82%,25,44
57,0,32366,Kevin Chappell,56.76%,21,37
57,0,52374,Brandon Wu,56.76%,42,74
59,0,39975,Michael Kim,56.72%,38,67
60,0,57975,Harry Hall,56.58%,43,76
60,0,34587,Chan Kim,56.58%,43,76
60,0,51894,Vince Whaley,56.58%,43,76
63,0,47347,Adam Schenk,56.47%,48,85
64,0,27644,Brian Harman,56.44%,57,101
64,0,28252,Seamus Power,56.44%,57,101
66,0,56149,Wilson Furr,56.41%,22,39
67,0,33141,Keegan Bradley,56.10%,46,82
67,0,23108,Matt Kuchar,56.10%,46,82
69,0,36699,Patrick Rodgers,55.65%,64,115
70,0,60004,Jacob Bridgeman,55.56%,45,81
70,0,34563,Chesson Hadley,55.56%,30,54
70,0,47995,Davis Riley,55.56%,40,72
73,0,28089,Jason Day,55.41%,41,74
74,0,25900,Lucas Glover,55.34%,57,103
75,0,32102,Rickie Fowler,55.17%,48,87
76,0,34255,Joseph Bramlett,55.13%,43,78
76,0,47988,Nick Hardy,55.13%,43,78
78,0,36871,Matt NeSmith,55.07%,38,69
78,0,50493,Justin Suh,55.07%,38,69
80,0,48117,Kurt Kitayama,54.93%,39,71
81,0,25493,Nick Taylor,54.84%,51,93
82,0,56630,Akshay Bhatia,54.76%,46,84
83,0,28775,Nate Lashley,54.69%,35,64
83,0,33204,Shane Lowry,54.69%,35,64
85,0,58168,Davis Thompson,54.67%,41,75
86,0,39971,Sungjae Im,54.64%,53,97
87,0,37275,Sam Ryder,54.17%,39,72
88,0,49947,Taylor Moore,54.13%,59,109
89,0,45157,Cam Davis,54.08%,53,98
90,0,51349,Nico Echavarria,53.85%,49,91
91,0,57366,Cameron Young,53.75%,43,80
92,0,30926,Chris Kirk,53.68%,51,95
93,0,28237,Rory McIlroy,53.62%,37,69
94,0,49771,J.T. Poston,53.61%,52,97
95,0,54591,Ben Griffin,53.54%,53,99
96,0,45609,Tyler Duncan,53.52%,38,71
97,0,39546,Keith Mitchell,53.25%,41,77
98,0,27214,Kevin Streelman,53.13%,34,64
98,0,33448,Justin Thomas,53.13%,34,64
100,0,57900,Chandler Phillips,53.09%,43,81
101,0,33399,Adam Hadwin,52.87%,46,87
102,0,39324,J.J. Spaun,52.78%,38,72
103,0,47679,Victor Perez,52.38%,33,63
104,0,33653,Thomas Detry,52.33%,45,86
105,0,40006,Erik van Rooyen,52.31%,34,65
106,0,35532,Tom Hoge,52.21%,59,113
107,0,51977,Max Greyserman,52.17%,36,69
107,0,32333,Kevin Tway,52.17%,24,46
107,0,52513,Carson Young,52.17%,36,69
110,0,37378,Min Woo Lee,52.11%,37,71
111,0,33408,Tyson Alexander,51.81%,43,83
112,0,40250,Taylor Pendrith,51.72%,45,87
112,0,47983,Chad Ramey,51.72%,45,87
114,0,47591,Eric Cole,51.61%,48,93
115,0,40058,Zac Blair,51.55%,50,97
116,0,55893,Sam Stevens,51.52%,34,66
117,0,24502,Adam Scott,51.43%,36,70
118,0,30163,Henrik Norlander,51.16%,22,43
119,0,34374,Erik Barnes,51.06%,24,47
120,0,29908,C.T. Pan,50.94%,27,53
121,0,28420,Ryan Brehm,50.79%,32,63
122,0,57362,Austin Eckroat,50.54%,47,93
123,0,36801,Mark Hubbard,50.50%,51,101
124,0,32070,Rafael Campos,50.00%,17,34
124,0,34076,Joel Dahmen,50.00%,40,80
124,0,12716,Charley Hoffman,50.00%,46,92
124,0,40162,Justin Lower,50.00%,47,94
124,0,27649,Brandt Snedeker,50.00%,37,74
124,0,27330,Josh Teater,50.00%,21,42
124,0,52666,Sami Valimaki,50.00%,29,58
131,0,31646,Emiliano Grillo,49.35%,38,77
132,0,29936,Ryan Fox,49.28%,34,69
133,0,51287,Ryo Hisatsune,49.12%,28,57
134,0,55182,Tom Kim,48.94%,46,94
134,0,46046,Scottie Scheffler,48.94%,23,47
136,0,51634,Sahith Theegala,48.78%,40,82
137,0,29535,Brice Garnett,48.72%,19,39
138,0,33968,ThorbjÃ¸rn Olesen,48.57%,17,35
139,0,59095,Chris Gotterup,48.48%,32,66
140,0,54421,Garrick Higgo,48.44%,31,64
141,0,48699,Callum Tarren,48.21%,27,56
142,0,27139,David Skinns,48.10%,38,79
