RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
75,0,45157,Cam Davis,57.14%,76,133,+52.00
76,0,24502,Adam Scott,57.02%,69,121,+24.00
77,0,47483,Will Zalatoris,56.91%,70,123,+29.00
78,0,60067,Joe Highsmith,56.90%,66,116,+25.00
79,0,34256,Andrew Putnam,56.82%,75,132,+30.00
80,0,39324,J.J. Spaun,56.76%,63,111,+21.00
81,0,33204,Shane Lowry,56.73%,59,104,+40.00
82,0,60004,Jacob Bridgeman,56.60%,60,106,+36.00
83,0,34046,Jordan Spieth,56.49%,74,131,+30.00
84,0,50493,Justin Suh,56.47%,48,85,+30.00
85,0,32791,K.H. Lee,56.41%,66,117,+29.00
86,0,32070,Rafael Campos,56.34%,40,71,+6.00
87,0,49947,Taylor Moore,56.29%,85,151,+49.00
88,0,52374,Brandon Wu,56.25%,54,96,+38.00
89,0,50525,Collin Morikawa,56.15%,73,130,+29.00
90,0,36871,Matt NeSmith,56.12%,55,98,+28.00
91,0,40006,Erik van Rooyen,56.04%,51,91,+28.00
92,0,49771,J.T. Poston,56.03%,79,141,+50.00
93,0,55708,Hayden Buckley,56.00%,56,100,+26.00
93,0,24024,Zach Johnson,56.00%,42,75,+25.00
95,0,37275,Sam Ryder,55.96%,61,109,+33.00
96,0,33653,Thomas Detry,55.56%,65,117,+31.00
97,0,34587,Chan Kim,55.45%,61,110,+21.00
98,0,54591,Ben Griffin,55.32%,78,141,+32.00
99,0,12716,Charley Hoffman,55.28%,68,123,+39.00
100,0,51977,Max Greyserman,55.21%,53,96,+32.00
101,0,31646,Emiliano Grillo,55.17%,64,116,+46.00
102,0,39546,Keith Mitchell,54.87%,62,113,+37.00
103,0,36801,Mark Hubbard,54.79%,80,146,+44.00
104,0,55182,Tom Kim,54.61%,77,141,+45.00
105,0,35506,Mackenzie Hughes,54.48%,79,145,+48.00
106,0,47347,Adam Schenk,54.41%,74,136,+49.00
107,0,33486,Roger Sloan,54.35%,50,92,+26.00
108,0,55789,Taylor Montgomery,54.05%,40,74,+32.00
109,0,57362,Austin Eckroat,53.95%,82,152,+50.00
110,0,37212,Paul Barjon,53.85%,42,78,+30.00
111,0,51634,Sahith Theegala,53.79%,78,145,+29.00
112,0,28775,Nate Lashley,53.76%,50,93,+13.00
113,0,48117,Kurt Kitayama,53.57%,60,112,+32.00
114,0,25493,Nick Taylor,53.54%,68,127,+41.00
115,0,52955,Ludvig Ãberg,53.47%,54,101,+26.00
116,0,52666,Sami Valimaki,53.41%,47,88,+31.00
117,0,57366,Cameron Young,53.24%,74,139,+38.00
118,0,35532,Tom Hoge,53.22%,91,171,+53.00
119,0,48119,Ben Taylor,53.19%,50,94,+36.00
120,0,27770,Camilo Villegas,53.13%,51,96,+43.00
121,0,34255,Joseph Bramlett,52.94%,63,119,+27.00
122,0,28420,Ryan Brehm,52.81%,47,89,+29.00
123,0,29535,Brice Garnett,52.73%,29,55,+15.00
124,0,46442,Maverick McNealy,52.54%,62,118,+37.00
125,0,40058,Zac Blair,52.42%,65,124,+38.00
126,0,27330,Josh Teater,52.38%,33,63,+28.00
127,0,37378,Min Woo Lee,52.25%,58,111,+35.00
127,0,40250,Taylor Pendrith,52.25%,58,111,+39.00
129,0,33399,Adam Hadwin,52.21%,71,136,+45.00
130,0,59836,Pierceson Coody,52.13%,49,94,+33.00
130,0,45609,Tyler Duncan,52.13%,49,94,+34.00
132,0,51890,Greyson Sigg,51.72%,60,116,+26.00
133,0,27649,Brandt Snedeker,51.69%,46,89,+37.00
134,0,29936,Ryan Fox,51.67%,62,120,+35.00
135,0,51287,Ryo Hisatsune,51.52%,51,99,+18.00
136,0,34374,Erik Barnes,51.47%,35,68,+31.00
137,0,29908,C.T. Pan,51.39%,37,72,+28.00
138,0,47679,Victor Perez,51.14%,45,88,+30.00
139,0,57900,Chandler Phillips,50.94%,54,106,+31.00
140,0,50095,Austin Smotherman,50.88%,29,57,+18.00
141,0,47988,Nick Hardy,50.85%,60,118,+35.00
141,0,36884,Ben Kohles,50.85%,60,118,+49.00
143,0,30926,Chris Kirk,50.74%,69,136,+47.00
144,0,29478,Kevin Kisner,50.59%,43,85,+36.00
145,0,34076,Joel Dahmen,50.45%,56,111,+36.00
146,0,33408,Tyson Alexander,50.43%,59,117,+39.00
147,0,59866,Nick Dunlap,50.00%,46,92,+37.00
147,0,32640,Troy Merritt,50.00%,47,94,+39.00
147,0,48153,Matthieu Pavon,50.00%,46,92,+43.00
147,0,46414,Aaron Rai,50.00%,51,102,+31.00
147,0,46340,Alex Smalley,50.00%,47,94,+27.00
147,0,48699,Callum Tarren,50.00%,43,86,+27.00
147,0,48319,Tom Whitney,50.00%,48,96,+39.00
154,0,54421,Garrick Higgo,49.46%,46,93,+29.00
155,0,27644,Brian Harman,49.32%,72,146,+57.00
156,0,39997,Corey Conners,49.30%,70,142,+46.00
157,0,49960,Sepp Straka,49.11%,55,112,+50.00
158,0,45242,Kevin Yu,48.94%,46,94,+30.00
159,0,46113,Ryan McCormick,48.81%,41,84,+41.00
160,0,50497,Adrien Dumont de Chassart,48.45%,47,97,+42.00
161,0,36799,Stephan Jaeger,48.09%,63,131,+40.00
162,0,52453,Nicolai HÃ¸jgaard,47.83%,33,69,+26.00
162,0,27139,David Skinns,47.83%,55,115,+39.00
164,0,59442,Parker Coody,47.56%,39,82,+32.00
165,0,54576,Patrick Fishburn,46.67%,35,75,+13.00
166,0,46717,Viktor Hovland,46.59%,41,88,+34.00
167,0,59095,Chris Gotterup,46.46%,46,99,+26.00
168,0,48084,Wesley Bryan,46.30%,25,54,+19.00
169,0,51696,Rico Hoey,46.15%,48,104,+30.00
170,0,40026,Daniel Berger,46.08%,47,102,+23.00
171,0,36326,David Lipsky,46.07%,41,89,+37.00
172,0,56149,Wilson Furr,45.90%,28,61,+20.00
173,0,38991,Alejandro Tosti,45.28%,48,106,+55.00
174,0,52372,Cameron Champ,44.94%,40,89,+35.00
175,0,31323,Gary Woodland,44.79%,43,96,+52.00
176,0,47663,Kevin Dougherty,44.57%,41,92,+36.00
177,0,27064,Jhonattan Vegas,44.19%,38,86,+22.00
178,0,26596,Ryan Moore,43.82%,39,89,+33.00
179,0,27129,Luke List,43.40%,46,106,+44.00
180,0,32367,Jorge Campillo,41.89%,31,74,+29.00
181,0,60767,Blaine Hale Jr.,41.82%,23,55,+23.00
182,0,52514,Trace Crowe,39.51%,32,81,+40.00
183,0,35310,Lanto Griffin,34.38%,33,96,+52.00
184,0,51070,Vincent Norrman,30.88%,21,68,+29.00
