RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,35506,Mackenzie Hughes,97.92%,94,96
2,0,46414,Aaron Rai,96.67%,58,60
3,0,31323,Gary Woodland,96.49%,55,57
4,0,55789,Taylor Montgomery,96.15%,50,52
5,0,52215,Robert MacIntyre,96.10%,74,77
6,0,32757,Patton Kizzire,96.08%,49,51
7,0,54783,Dylan Wu,95.77%,68,71
8,0,35617,Martin Trainer,95.35%,41,43
9,0,34374,Erik Barnes,95.24%,40,42
9,0,28089,Jason Day,95.24%,60,63
11,0,27644,Brian Harman,94.59%,70,74
12,0,33141,Keegan Bradley,94.52%,69,73
13,0,52955,Ludvig Ãberg,94.44%,68,72
13,0,45609,Tyler Duncan,94.44%,51,54
15,0,50095,Austin Smotherman,93.88%,46,49
16,0,54576,Patrick Fishburn,93.62%,44,47
17,0,29420,Billy Horschel,93.55%,58,62
18,0,22371,Aaron Baddeley,93.44%,57,61
19,0,33968,ThorbjÃ¸rn Olesen,93.02%,40,43
20,0,59095,Chris Gotterup,92.98%,53,57
21,0,26596,Ryan Moore,92.96%,66,71
22,0,32333,Kevin Tway,92.86%,39,42
23,0,51890,Greyson Sigg,92.73%,51,55
24,0,47993,Denny McCarthy,92.59%,75,81
25,0,46441,Robby Shelton,92.41%,73,79
26,0,52375,Doug Ghim,92.31%,72,78
27,0,51997,Andrew Novak,92.06%,58,63
28,0,32366,Kevin Chappell,92.00%,46,50
29,0,32839,Hideki Matsuyama,91.89%,68,74
30,0,51766,Wyndham Clark,91.49%,43,47
30,0,55893,Sam Stevens,91.49%,86,94
32,0,29478,Kevin Kisner,91.11%,41,45
33,0,51696,Rico Hoey,91.04%,61,67
34,0,49771,J.T. Poston,90.79%,69,76
35,0,24502,Adam Scott,90.77%,59,65
36,0,57975,Harry Hall,90.70%,78,86
37,0,58168,Davis Thompson,90.59%,77,85
38,0,51894,Vince Whaley,90.57%,48,53
39,0,52372,Cameron Champ,90.48%,38,42
39,0,33399,Adam Hadwin,90.48%,57,63
39,0,48887,Matt Wallace,90.48%,38,42
42,0,57900,Chandler Phillips,90.43%,104,115
43,0,60004,Jacob Bridgeman,90.38%,47,52
44,0,33486,Roger Sloan,90.32%,56,62
45,0,47483,Will Zalatoris,90.14%,64,71
46,0,32102,Rickie Fowler,90.00%,63,70
46,0,48081,Xander Schauffele,90.00%,63,70
48,0,30927,Brendon Todd,89.90%,89,99
49,0,47504,Sam Burns,89.86%,62,69
49,0,40098,Matt Fitzpatrick,89.86%,62,69
49,0,27139,David Skinns,89.86%,62,69
52,0,26476,Chez Reavie,89.80%,44,49
53,0,52453,Nicolai HÃ¸jgaard,89.74%,35,39
53,0,39546,Keith Mitchell,89.74%,70,78
55,0,36871,Matt NeSmith,89.71%,61,68
55,0,50484,Hayden Springer,89.71%,61,68
57,0,51634,Sahith Theegala,89.61%,69,77
58,0,34021,Bud Cauley,89.47%,51,57
59,0,33653,Thomas Detry,89.41%,76,85
60,0,56149,Wilson Furr,89.36%,42,47
61,0,59866,Nick Dunlap,89.33%,67,75
61,0,25900,Lucas Glover,89.33%,67,75
63,0,39977,Max Homa,89.29%,75,84
63,0,50525,Collin Morikawa,89.29%,75,84
65,0,28252,Seamus Power,89.25%,83,93
66,0,40006,Erik van Rooyen,89.23%,58,65
67,0,28237,Rory McIlroy,89.16%,74,83
68,0,27649,Brandt Snedeker,89.13%,41,46
69,0,35461,Beau Hossler,89.06%,57,64
70,0,36799,Stephan Jaeger,89.04%,65,73
70,0,33448,Justin Thomas,89.04%,65,73
72,0,36699,Patrick Rodgers,89.02%,73,82
73,0,45242,Kevin Yu,88.89%,56,63
74,0,49947,Taylor Moore,88.76%,79,89
75,0,50497,Adrien Dumont de Chassart,88.52%,54,61
75,0,59143,Mac Meissner,88.52%,54,61
75,0,29908,C.T. Pan,88.52%,54,61
78,0,24024,Zach Johnson,88.46%,46,52
79,0,40162,Justin Lower,88.31%,68,77
80,0,55182,Tom Kim,88.24%,60,68
80,0,27349,Alex Noren,88.24%,45,51
82,0,32640,Troy Merritt,88.16%,67,76
83,0,28775,Nate Lashley,87.93%,51,58
84,0,47591,Eric Cole,87.90%,109,124
85,0,34256,Andrew Putnam,87.88%,58,66
86,0,23108,Matt Kuchar,87.84%,65,74
87,0,36801,Mark Hubbard,87.65%,71,81
87,0,48117,Kurt Kitayama,87.65%,71,81
89,0,30911,Tommy Fleetwood,87.50%,56,64
89,0,46442,Maverick McNealy,87.50%,70,80
91,0,55708,Hayden Buckley,87.32%,62,71
