RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
1,0,01928,Corey Pavin,18.24,54,296
2,0,12510,Chad Campbell,17.93,66,368
3,0,01418,Bill Glasson,17.54,37,211
4,0,01329,Brad Faxon,17.38,49,282
5,0,23541,Ben Crane,17.32,53,306
6,0,02010,Loren Roberts,17.29,37,214
7,0,10809,Jim Furyk,16.98,63,371
8,0,10733,Kent Jones,16.88,67,397
9,0,22293,Heath Slocum,16.71,67,401
10,0,21407,Arjun Atwal,16.60,44,265
11,0,01249,John Daly,16.55,49,296
12,0,01810,Phil Mickelson,16.49,48,291
13,0,10425,Jay Williamson,16.28,35,215
14,0,02214,Kirk Triplett,16.27,34,209
15,0,10117,Bob Heintz,16.24,44,271
16,0,01945,Kenny Perry,16.09,51,317
17,0,23621,Rory Sabbatini,16.08,50,311
18,0,21878,Mark Wilson,16.03,46,287
19,0,23063,Scott Hend,15.81,46,291
20,0,01320,Bob Estes,15.69,59,376
21,0,08075,Jerry Kelly,15.63,63,403
22,0,06004,Stephen Ames,15.61,49,314
23,0,01142,Bart Bryant,15.56,56,360
24,0,23135,Tim Clark,15.36,53,345
25,0,21498,Hideto Tanihara,15.23,30,197
26,0,01388,Robert Gamez,15.20,57,375
26,0,02239,Scott Verplank,15.20,52,342
28,0,20663,Brenden Pappas,15.12,31,205
29,0,20229,Stewart Cink,15.08,54,358
30,0,20572,Rod Pampling,15.03,49,326
31,0,23322,Brett Wetterich,14.95,45,301
32,0,24361,Pat Perez,14.81,52,351
33,0,06575,Dudley Hart,14.79,50,338
34,0,01823,Larry Mize,14.78,30,203
35,0,23320,Ryan Palmer,14.69,57,388
36,0,01685,J.L. Lewis,14.68,59,402
37,0,22548,Patrick Sheehan,14.67,66,450
38,0,01707,Steve Lowery,14.65,57,389
39,0,12652,Cameron Beckman,14.59,55,377
39,0,20623,Gavin Coles,14.59,41,281
41,0,01139,Olin Browne,14.58,57,391
42,0,06332,Neal Lancaster,14.55,56,385
43,0,12782,Tim Herron,14.54,58,399
44,0,10885,Robert Allenby,14.53,51,351
45,0,01706,Davis Love III,14.52,44,303
46,0,02246,Duffy Waldorf,14.51,47,324
47,0,01487,Jeff Hart,14.46,36,249
48,0,08793,Tiger Woods,14.44,41,284
49,0,20548,Hidemichi Tanaka,14.42,60,416
50,0,08537,J.P. Hayes,14.40,37,257
51,0,01724,Jeff Maggert,14.33,43,300
52,0,20498,Briny Baird,14.29,56,392
53,0,02101,Joey Sindelar,14.22,60,422
54,0,01127,Danny Briggs,14.18,39,275
55,0,12662,Thomas Levet,14.15,29,205
56,0,01157,Tom Byrum,14.11,47,333
57,0,01219,John Cook,14.04,40,285
58,0,20628,Arron Oberholser,14.01,36,257
59,0,22405,Justin Rose,13.99,54,386
60,0,12454,Mario Tiziani,13.96,37,265
61,0,07223,Brian Bateman,13.95,54,387
62,0,07867,Woody Austin,13.90,56,403
63,0,08931,Glen Day,13.88,44,317
63,0,23108,Matt Kuchar,13.88,34,245
65,0,26679,Kevin Stadler,13.87,52,375
66,0,08545,Glen Hnatiuk,13.78,31,225
67,0,23614,Rich Beem,13.77,34,247
68,0,23983,Luke Donald,13.73,32,233
69,0,26758,David Hearn,13.72,38,277
70,0,01577,Lee Janzen,13.67,41,300
70,0,21949,Joe Ogilvie,13.67,54,395
72,0,06373,José María Olazábal,13.66,28,205
73,0,01887,Mark O'Meara,13.64,36,264
73,0,24502,Adam Scott,13.64,36,264
75,0,23725,Brendan Jones,13.56,43,317
75,0,20382,Stephen Leaney,13.56,48,354
75,0,23623,Bo Van Pelt,13.56,61,450
78,0,23497,Tag Ridings,13.55,50,369
78,0,06527,Steve Stricker,13.55,34,251
80,0,01132,Mark Brooks,13.51,40,296
80,0,01381,Fred Funk,13.51,55,407
82,0,24140,Sean O'Hair,13.49,53,393
83,0,01226,Fred Couples,13.48,36,267
83,0,06515,Shaun Micheel,13.48,43,319
85,0,21209,Sergio Garcia,13.46,35,260
86,0,12823,Carlos Franco,13.40,41,306
86,0,20645,John Senden,13.40,54,403
88,0,19824,Craig Barlow,13.33,42,315
89,0,20094,Jonathan Kaye,13.31,39,293
89,0,02206,David Toms,13.31,41,308
91,0,01797,Rocco Mediate,13.29,40,301
92,0,23325,Vaughn Taylor,13.28,53,399
93,0,12680,Shigeki Maruyama,13.27,52,392
94,0,21633,Steve Allan,13.22,53,401
95,0,01677,Tom Lehman,13.21,35,265
96,0,21805,Harrison Frazar,13.17,54,410
97,0,20121,Todd Fischer,13.16,52,395
98,0,08123,Jeff Brehaut,13.09,36,275
99,0,01035,Tommy Armour III,13.03,55,422
99,0,20850,Daniel Chopra,13.03,55,422
99,0,12602,Dean Wilson,13.03,46,353
102,0,02104,Jeff Sluman,12.99,50,385
103,0,24604,Hunter Haas,12.85,41,319
104,0,24024,Zach Johnson,12.83,48,374
105,0,26287,Roland Thatcher,12.79,38,297
106,0,01766,Billy Mayfair,12.78,57,446
107,0,22046,Geoff Ogilvy,12.77,47,368
108,0,20157,Retief Goosen,12.71,30,236
108,0,21806,Paul Gow,12.71,38,299
108,0,20474,Phillip Price,12.71,38,299
111,0,22295,Darron Stiles,12.70,39,307
111,0,20396,Lee Westwood,12.70,24,189
113,0,10423,Mike Weir,12.69,33,260
114,0,23349,Charles Warren,12.68,45,355
115,0,06197,Michael Allen,12.67,46,363
116,0,06599,John Elliott,12.66,29,229
117,0,20502,Michael Long,12.63,36,285
