RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,27895,Jonas Blixt,65.44,89,136,+21.00
2,0,20593,Greg Chalmers,65.24,107,164,+34.00
3,0,10809,Jim Furyk,65.15,86,132,+24.00
4,0,22405,Justin Rose,62.81,76,121,+25.00
5,0,19846,Brian Gay,62.32,86,138,+43.00
6,0,34021,Bud Cauley,60.84,87,143,+15.00
7,0,28500,Martin Flores,60.15,80,133,+39.00
8,0,23108,Matt Kuchar,60.14,89,148,+31.00
9,0,06251,Chris DiMarco,60.13,95,158,+47.00
10,0,20766,Padraig Harrington,59.41,60,101,+25.00
11,0,02206,David Toms,59.21,45,76,+14.00
12,0,24924,Bill Haas,58.62,68,116,+22.00
13,0,22371,Aaron Baddeley,58.33,77,132,+35.00
14,0,27649,Brandt Snedeker,57.86,81,140,+39.00
15,0,23548,Bill Lunde,57.39,66,115,+37.00
16,0,24024,Zach Johnson,57.24,87,152,+49.00
17,0,25345,Carl Pettersson,56.71,93,164,+45.00
18,0,01797,Rocco Mediate,56.70,55,97,+22.00
19,0,25686,Jason Dufner,56.69,72,127,+35.00
20,0,23983,Luke Donald,56.48,61,108,+30.00
21,0,21209,Sergio Garcia,56.36,62,110,+17.00
22,0,28237,Rory McIlroy,56.16,41,73,+17.00
23,0,24138,Ian Poulter,56.12,55,98,+29.00
24,0,28307,Matt Every,56.10,69,123,+36.00
25,0,33141,Keegan Bradley,55.30,73,132,+21.00
26,0,22046,Geoff Ogilvy,55.28,68,123,+34.00
27,0,01810,Phil Mickelson,55.07,76,138,+47.00
28,0,32200,Roberto Castro,55.00,77,140,+34.00
29,0,23541,Ben Crane,54.61,77,141,+48.00
30,0,20396,Lee Westwood,54.44,49,90,+21.00
31,0,21528,Henrik Stenson,54.43,43,79,+17.00
32,0,28089,Jason Day,54.37,56,103,+27.00
33,0,23135,Tim Clark,54.35,50,92,+32.00
33,0,20623,Gavin Coles,54.35,50,92,+38.00
35,0,20098,Stuart Appleby,54.31,63,116,+35.00
36,0,29222,Billy Hurley III,54.24,64,118,+43.00
37,0,25396,Kevin Na,54.03,67,124,+33.00
38,0,30925,Dustin Johnson,53.85,63,117,+34.00
39,0,20850,Daniel Chopra,53.75,43,80,+38.00
40,0,08725,Tom Gillis,53.74,79,147,+48.00
41,0,33120,Mark Anderson,53.62,74,138,+38.00
42,0,31558,J.J. Killeen,53.55,113,211,+69.00
