RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,06004,Stephen Ames,75.00,9,12
2,0,20593,Greg Chalmers,74.42,32,43
3,0,20396,Lee Westwood,71.43,15,21
4,0,28237,Rory McIlroy,69.23,9,13
5,0,10809,Jim Furyk,68.75,22,32
6,0,28500,Martin Flores,64.86,24,37
7,0,23108,Matt Kuchar,64.52,20,31
8,0,25396,Kevin Na,64.10,25,39
9,0,21961,Charles Howell III,63.64,35,55
9,0,01810,Phil Mickelson,63.64,21,33
11,0,27895,Jonas Blixt,63.33,19,30
11,0,25686,Jason Dufner,63.33,19,30
11,0,24663,Y.E. Yang,63.33,19,30
14,0,22348,Nick O'Hern,62.22,28,45
15,0,29476,Kyle Reifers,61.76,21,34
16,0,29222,Billy Hurley III,61.29,19,31
16,0,29221,Webb Simpson,61.29,19,31
18,0,34021,Bud Cauley,60.71,17,28
18,0,21350,Ryuji Imada,60.71,17,28
18,0,21878,Mark Wilson,60.71,17,28
21,0,01706,Davis Love III,60.00,12,20
22,0,23718,Nathan Green,59.38,19,32
23,0,24361,Pat Perez,58.97,23,39
24,0,26758,David Hearn,58.82,20,34
24,0,24024,Zach Johnson,58.82,20,34
26,0,24490,George McNeill,58.70,27,46
27,0,23548,Bill Lunde,58.62,17,29
27,0,25632,Jimmy Walker,58.62,34,58
29,0,26476,Chez Reavie,58.33,14,24
30,0,27095,Nick Watney,57.89,22,38
31,0,33141,Keegan Bradley,57.58,19,33
32,0,08075,Jerry Kelly,57.14,24,42
33,0,22371,Aaron Baddeley,56.76,21,37
34,0,32200,Roberto Castro,56.67,17,30
35,0,31558,J.J. Killeen,56.36,31,55
36,0,20848,Ángel Cabrera,56.25,9,16
36,0,25818,Scott Piercy,56.25,18,32
38,0,24358,Robert Garrigus,55.56,20,36
38,0,20766,Padraig Harrington,55.56,10,18
40,0,23638,Brendon de Jonge,55.32,26,47
41,0,24138,Ian Poulter,54.55,12,22
42,0,06567,Vijay Singh,54.35,25,46
43,0,23983,Luke Donald,54.17,13,24
43,0,22405,Justin Rose,54.17,13,24
45,0,19846,Brian Gay,54.05,20,37
46,0,24502,Adam Scott,53.85,14,26
47,0,20070,Matt Bettencourt,53.57,15,28
47,0,23325,Vaughn Taylor,53.57,15,28
49,0,06251,Chris DiMarco,53.49,23,43
50,0,24925,Jonathan Byrd,53.33,16,30
51,0,28307,Matt Every,52.94,18,34
52,0,24924,Bill Haas,52.78,19,36
52,0,20572,Rod Pampling,52.78,19,36
54,0,06034,Marco Dawson,52.63,10,19
55,0,12510,Chad Campbell,52.50,21,40
55,0,20645,John Senden,52.50,21,40
57,0,24494,Erik Compton,52.38,22,42
57,0,24940,Edward Loar,52.38,11,21
57,0,06527,Steve Stricker,52.38,11,21
60,0,08725,Tom Gillis,52.17,24,46
61,0,30750,Tommy Gainey,52.00,26,50
61,0,20574,Mathew Goggin,52.00,13,25
63,0,01797,Rocco Mediate,51.72,15,29
64,0,23135,Tim Clark,51.61,16,31
65,0,26851,Marc Leishman,51.52,17,33
65,0,10860,Justin Leonard,51.52,17,33
65,0,30927,Brendon Todd,51.52,17,33
68,0,01766,Billy Mayfair,51.16,22,43
69,0,29910,Blake Adams,50.00,27,54
69,0,20098,Stuart Appleby,50.00,16,32
69,0,28087,Kris Blanks,50.00,15,30
69,0,34099,Harris English,50.00,25,50
69,0,32102,Rickie Fowler,50.00,15,30
69,0,21209,Sergio Garcia,50.00,10,20
69,0,30925,Dustin Johnson,50.00,10,20
69,0,27974,Sung Kang,50.00,16,32
69,0,29926,Danny Lee,50.00,11,22
69,0,31202,William McGirt,50.00,23,46
69,0,21528,Henrik Stenson,50.00,14,28
69,0,27963,Chris Stroud,50.00,14,28
69,0,22582,Kyle Thompson,50.00,9,18
69,0,32150,Michael Thompson,50.00,15,30
69,0,23623,Bo Van Pelt,50.00,16,32
84,0,25345,Carl Pettersson,48.84,21,43
85,0,06522,Ernie Els,48.72,19,39
86,0,23800,Bryce Molder,48.57,17,35
87,0,27302,Garth Mulroy,47.83,11,23
88,0,33122,Russell Knox,47.62,10,21
89,0,26300,Matt Jones,47.37,9,19
89,0,27466,Spencer Levin,47.37,18,38
91,0,23541,Ben Crane,47.06,16,34
92,0,28455,Will Claxton,46.88,15,32
92,0,27556,Ted Potter Jr.,46.88,15,32
94,0,12782,Tim Herron,46.67,21,45
94,0,26329,Louis Oosthuizen,46.67,7,15
96,0,12652,Cameron Beckman,46.43,13,28
96,0,28089,Jason Day,46.43,13,28
96,0,22046,Geoff Ogilvy,46.43,13,28
99,0,24507,Jason Bohn,45.95,17,37
100,0,25562,Andres Romero,45.83,11,24
101,0,23621,Rory Sabbatini,45.71,16,35
102,0,20104,Ken Duke,45.45,20,44
102,0,25240,D.A. Points,45.45,15,33
102,0,26331,Charl Schwartzel,45.45,5,11
105,0,24781,Hunter Mahan,45.24,19,42
106,0,23903,Stephen Gangluff,45.00,9,20
106,0,29420,Billy Horschel,45.00,9,20
108,0,23788,D.J. Trahan,44.83,13,29
109,0,28259,Sangmoon Bae,44.74,17,38
110,0,21407,Arjun Atwal,44.44,16,36
110,0,27214,Kevin Streelman,44.44,20,45
112,0,27060,John Mallinger,43.75,14,32
113,0,27649,Brandt Snedeker,43.59,17,39
114,0,20160,Charlie Wi,43.48,20,46
115,0,28475,Jeff Overton,43.40,23,53
116,0,01941,Tom Pernice Jr.,43.33,13,30
117,0,27141,J.B. Holmes,42.86,15,35
117,0,29518,Brendan Steele,42.86,12,28
117,0,27330,Josh Teater,42.86,18,42
117,0,25892,Steve Wheatcroft,42.86,12,28
117,0,31323,Gary Woodland,42.86,9,21
117,0,08793,Tiger Woods,42.86,9,21
123,0,21753,Brian Davis,42.11,16,38
123,0,30852,Ryo Ishikawa,42.11,8,19
125,0,30944,Jason Kokrak,41.94,13,31
126,0,10885,Robert Allenby,41.67,10,24
126,0,27436,Graham DeLaet,41.67,10,24
128,0,33120,Mark Anderson,41.46,17,41
129,0,25834,Daniel Summerhays,41.38,12,29
129,0,26951,Johnson Wagner,41.38,12,29
131,0,06036,Scott Dunlap,41.18,7,17
132,0,20691,Greg Owen,41.03,16,39
133,0,23409,James Driscoll,40.91,18,44
133,0,28308,Troy Kelly,40.91,9,22
135,0,27797,Derek Lamely,40.74,11,27
136,0,22293,Heath Slocum,40.63,13,32
137,0,22961,David Mathis,40.48,17,42
137,0,29289,S.Y. Noh,40.48,17,42
139,0,01116,Michael Bradley,40.00,10,25
139,0,29478,Kevin Kisner,40.00,12,30
139,0,30711,Colt Knost,40.00,16,40
139,0,35139,Richard Lee,40.00,8,20
139,0,26596,Ryan Moore,40.00,14,35
139,0,23320,Ryan Palmer,40.00,14,35
139,0,02206,David Toms,40.00,4,10
146,0,27120,Troy Matteson,39.53,17,43
147,0,20229,Stewart Cink,39.29,11,28
147,0,23353,J.J. Henry,39.29,11,28
149,0,11123,Chris Couch,39.13,9,23
150,0,33419,Cameron Tringale,39.02,16,41
151,0,27936,Martin Laird,38.46,10,26
151,0,25572,Graeme McDowell,38.46,5,13
153,0,32698,Bobby Gates,38.24,13,34
154,0,01249,John Daly,38.10,8,21
154,0,21805,Harrison Frazar,38.10,8,21
156,0,28093,Miguel Angel Carballo,37.50,12,32
156,0,27644,Brian Harman,37.50,21,56
156,0,06573,Brandt Jobe,37.50,6,16
156,0,01724,Jeff Maggert,37.50,12,32
160,0,22378,Trevor Immelman,37.04,10,27
160,0,27770,Camilo Villegas,37.04,10,27
