RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,01331,Rick Fehr,27.71,1718,62,21
2,0,06527,Steve Stricker,28.22,2201,78,22
3,0,01329,Brad Faxon,28.24,2203,78,21
4,0,01761,Len Mattiace,28.32,2917,103,21
5,0,01302,R.W. Eaks,28.33,2266,80,24
6,0,01887,Mark O'Meara,28.41,1818,64,21
7,0,06012,Greg Kraft,28.47,2363,83,23
8,0,02010,Loren Roberts,28.51,2167,76,23
9,0,01920,Craig Parry,28.53,1284,45,24
10,0,01320,Bob Estes,28.54,2854,100,23
11,0,19881,Robert Damron,28.57,2514,88,23
11,0,01378,David Frost,28.57,1943,68,22
13,0,01928,Corey Pavin,28.60,1859,65,23
14,0,20229,Stewart Cink,28.61,2661,93,23
15,0,08931,Glen Day,28.62,2576,90,21
15,0,02007,Larry Rinker,28.62,2662,93,22
15,0,12663,Phil Tataurangi,28.62,2261,79,23
15,0,02267,D.A. Weibring,28.62,1975,69,21
19,0,02146,Payne Stewart,28.63,2061,72,22
20,0,01024,Billy Andrade,28.68,2725,95,20
20,0,10809,Jim Furyk,28.68,2782,97,23
22,0,01096,Phil Blackmar,28.69,2295,80,23
23,0,01706,Davis Love III,28.74,2012,70,24
23,0,01905,Joe Ozaki,28.74,1523,53,23
25,0,10457,Frank Nobilo,28.75,1725,60,22
26,0,01261,Jay Delsing,28.76,2157,75,23
27,0,06617,Brian Henninger,28.78,2734,95,22
28,0,01132,Mark Brooks,28.80,2534,88,22
28,0,01249,John Daly,28.80,2160,75,23
28,0,09011,David Duval,28.80,2275,79,19
31,0,06004,Stephen Ames,28.81,1383,48,23
32,0,01619,Skip Kendall,28.83,2941,102,22
32,0,08993,Franklin Langham,28.83,2652,92,22
32,0,01748,Doug Martin,28.83,3171,110,23
35,0,02321,Fuzzy Zoeller,28.84,1961,68,22
36,0,12645,Brent Geiberger,28.85,2568,89,23
36,0,01926,Steve Pate,28.85,2452,85,22
36,0,02131,Mike Springer,28.85,3029,105,23
36,0,02279,Mark Wiebe,28.85,2279,79,22
40,0,20098,Stuart Appleby,28.86,1818,63,21
40,0,01891,David Ogrin,28.86,2886,100,23
42,0,08537,J.P. Hayes,28.88,1877,65,24
42,0,07753,Kevin Wentworth,28.88,2253,78,21
44,0,02133,Craig Stadler,28.89,1762,61,24
44,0,02294,Willie Wood,28.89,2398,83,24
