RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,01249,John Daly,.06,5,77
1,0,10423,Mike Weir,.06,5,77
3,0,08793,Tiger Woods,.05,4,73
4,0,02214,Kirk Triplett,.04,3,82
5,0,01096,Phil Blackmar,.03,2,80
5,0,01203,Russ Cochran,.03,3,88
5,0,01226,Fred Couples,.03,2,68
5,0,01266,Clark Dennis,.03,2,75
5,0,01388,Robert Gamez,.03,2,69
5,0,20094,Jonathan Kaye,.03,2,63
5,0,01706,Davis Love III,.03,2,74
5,0,01810,Phil Mickelson,.03,2,79
13,0,20099,Doug Barron,.02,2,89
13,0,01068,Andy Bean,.02,1,48
13,0,01072,Chip Beck,.02,1,62
13,0,19881,Robert Damron,.02,2,88
13,0,01326,Nick Faldo,.02,1,49
13,0,01334,Keith Fergus,.02,1,53
13,0,06643,Paul Goydos,.02,2,100
13,0,01549,Mike Hulbert,.02,2,89
13,0,01577,Lee Janzen,.02,2,82
13,0,01633,Tom Kite,.02,1,66
13,0,06332,Neal Lancaster,.02,2,86
13,0,08993,Franklin Langham,.02,2,92
13,0,01705,Tim Loustalot,.02,1,64
13,0,01707,Steve Lowery,.02,2,86
13,0,01766,Billy Mayfair,.02,2,90
13,0,21593,Keith Nolan,.02,1,54
13,0,01960,Don Pooley,.02,1,60
13,0,10213,Dicky Pride,.02,1,59
13,0,07707,Mike Small,.02,1,65
13,0,02131,Mike Springer,.02,2,105
13,0,02133,Craig Stadler,.02,1,61
13,0,02135,Mike Standly,.02,2,86
13,0,06791,Mark Wurtz,.02,1,55
36,0,01042,Paul Azinger,.01,1,70
36,0,19824,Craig Barlow,.01,1,81
36,0,01063,Ben Bates,.01,1,100
36,0,01116,Michael Bradley,.01,1,70
36,0,10569,Mike Brisky,.01,1,87
36,0,01161,Mark Calcavecchia,.01,1,96
36,0,07569,Mark Carnevale,.01,1,93
36,0,01175,Jim Carter,.01,1,106
36,0,01201,Lennie Clements,.01,1,70
36,0,21584,Richie Coughlan,.01,1,94
36,0,19883,Joe Daley,.01,1,68
36,0,06621,Joe Durant,.01,1,79
36,0,01306,David Edwards,.01,1,76
36,0,01323,Brad Fabel,.01,1,92
36,0,01329,Brad Faxon,.01,1,82
36,0,07457,Steve Flesch,.01,1,99
36,0,21805,Harrison Frazar,.01,1,81
36,0,01376,Bob Friend,.01,1,85
36,0,01381,Fred Funk,.01,1,114
36,0,06064,Jeff Gallagher,.01,1,89
36,0,12645,Brent Geiberger,.01,1,89
36,0,01408,Kelly Gibson,.01,1,107
36,0,01414,Bob Gilder,.01,1,81
36,0,01475,Donnie Hammond,.01,1,87
36,0,06575,Dudley Hart,.01,1,83
36,0,06617,Brian Henninger,.01,1,95
36,0,12782,Tim Herron,.01,1,94
36,0,01527,Scott Hoch,.01,1,100
36,0,01553,John Huston,.01,1,93
36,0,01607,Brian Kamm,.01,1,70
36,0,01677,Tom Lehman,.01,1,79
36,0,10860,Justin Leonard,.01,1,100
36,0,01685,J.L. Lewis,.01,1,94
36,0,01761,Len Mattiace,.01,1,103
36,0,10585,Scott McCarron,.01,1,83
36,0,06090,Jim McGovern,.01,1,85
36,0,01887,Mark O'Meara,.01,1,68
36,0,12660,Jesper Parnevik,.01,1,69
36,0,01941,Tom Pernice Jr.,.01,1,79
36,0,01943,Chris Perry,.01,1,107
36,0,02008,Lee Rinker,.01,1,104
36,0,02010,Loren Roberts,.01,1,80
36,0,02023,Clarence Rose,.01,1,98
36,0,06567,Vijay Singh,.01,1,93
36,0,06581,David Sutherland,.01,1,93
36,0,12663,Phil Tataurangi,.01,1,79
36,0,06078,Esteban Toledo,.01,1,93
36,0,06613,Tommy Tolles,.01,1,81
36,0,02206,David Toms,.01,1,85
36,0,02218,Ted Tryba,.01,1,105
36,0,08385,Omar Uresti,.01,1,109
36,0,12755,Vance Veazey,.01,1,67
36,0,02239,Scott Verplank,.01,1,96
36,0,02245,Grant Waite,.01,1,95
36,0,02279,Mark Wiebe,.01,1,79
36,0,02321,Fuzzy Zoeller,.01,1,68
