RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,06567,Vijay Singh,68.839,7611,- 38.670,110
2,0,06522,Ernie Els,68.981,4042,- 41.091,58
3,0,08793,Tiger Woods,69.041,5017,- 46.045,72
4,0,01810,Phil Mickelson,69.162,5501,- 37.221,79
5,0,20157,Retief Goosen,69.316,3827,- 14.603,55
6,0,21209,Sergio Garcia,69.803,4516,- 48.615,64
7,0,20229,Stewart Cink,69.816,6800,- 27.878,97
8,0,06004,Stephen Ames,69.897,6658,- 17.761,95
9,0,02239,Scott Verplank,69.917,6372,- 9.510,91
10,0,02206,David Toms,70.045,5226,- 42.646,74
11,0,01457,Jay Haas,70.055,5559,- 24.663,79
12,0,08075,Jerry Kelly,70.088,7655,- 15.432,109
13,0,24502,Adam Scott,70.096,3675,- 30.012,52
14,0,01677,Tom Lehman,70.101,4618,8.650,66
15,0,23983,Luke Donald,70.114,5082,- 33.800,72
16,0,01706,Davis Love III,70.134,5307,- 46.926,75
17,0,24024,Zach Johnson,70.176,7542,- 33.208,107
18,0,10423,Mike Weir,70.197,5162,- 37.604,73
19,0,12660,Jesper Parnevik,70.199,6034,3.087,86
20,0,02010,Loren Roberts,70.217,5537,10.171,79
21,0,12680,Shigeki Maruyama,70.226,6497,- 36.184,92
22,0,23623,Bo Van Pelt,70.245,7319,- 13.536,104
23,0,01945,Kenny Perry,70.256,5359,- 19.579,76
24,0,06251,Chris DiMarco,70.276,6912,- 24.999,98
25,0,02214,Kirk Triplett,70.314,5900,6.372,84
26,0,10885,Robert Allenby,70.322,6229,- 40.697,88
27,0,19825,Darren Clarke,70.325,3399,- 23.391,48
28,0,01968,Nick Price,70.376,3559,- 40.211,50
29,0,22405,Justin Rose,70.423,5085,- 14.576,72
30,0,01928,Corey Pavin,70.443,5582,- 17.034,79
31,0,01381,Fred Funk,70.448,6776,- 13.005,96
32,0,20098,Stuart Appleby,70.471,5514,- 17.226,78
33,0,23621,Rory Sabbatini,70.505,6096,- 32.544,86
34,0,23135,Tim Clark,70.526,5943,- 18.840,84
35,0,01142,Bart Bryant,70.528,4852,14.465,69
36,0,24357,K.J. Choi,70.536,5832,- 48.049,82
37,0,01157,Tom Byrum,70.547,5868,- 12.565,83
38,0,01527,Scott Hoch,70.568,3613,- 14.049,51
39,0,02246,Duffy Waldorf,70.602,5146,7.936,73
40,0,10860,Justin Leonard,70.609,6014,- 12.216,85
41,0,20433,Mark Hensby,70.631,6582,- 13.320,93
42,0,01927,Dennis Paulson,70.675,5048,- 30.096,71
42,0,25345,Carl Pettersson,70.675,6835,20.464,97
44,0,01724,Jeff Maggert,70.680,4265,- 24.184,60
45,0,21959,Ted Purdy,70.686,7899,17.846,112
45,0,20645,John Senden,70.686,6766,19.894,96
47,0,21731,Freddie Jacobson,70.713,5665,- 7.948,80
48,0,01329,Brad Faxon,70.719,6341,- 46.986,89
49,0,02104,Jeff Sluman,70.738,6851,10.623,97
50,0,06621,Joe Durant,70.749,5984,29.697,85
51,0,20572,Rod Pampling,70.753,6642,8.796,94
52,0,12652,Cameron Beckman,70.767,6774,19.602,96
53,0,12823,Carlos Franco,70.768,6982,23.999,99
54,0,01577,Lee Janzen,70.770,5807,- 3.888,82
55,0,21961,Charles Howell III,70.773,7180,- 31.923,101
56,0,01320,Bob Estes,70.787,5016,9.892,71
56,0,12782,Tim Herron,70.787,5907,- 31.674,83
58,0,20498,Briny Baird,70.788,6857,9.457,97
59,0,22046,Geoff Ogilvy,70.803,6134,25.868,87
60,0,12510,Chad Campbell,70.808,6606,- 20.861,93
61,0,01249,John Daly,70.816,5594,.480,79
62,0,23353,J.J. Henry,70.826,7307,- 11.929,103
63,0,20127,Chris Riley,70.844,5259,- 16.520,74
64,0,07457,Steve Flesch,70.846,7458,- 19.160,105
65,0,19846,Brian Gay,70.850,6659,.881,94
66,0,23325,Vaughn Taylor,70.865,5795,15.936,82
67,0,12645,Brent Geiberger,70.876,6428,21.702,91
68,0,24925,Jonathan Byrd,70.877,5895,- 12.220,83
69,0,21805,Harrison Frazar,70.900,5777,36.804,82
70,0,01948,Tim Petrovic,70.912,7617,- 29.457,107
71,0,01226,Fred Couples,70.918,3716,- 28.264,52
72,0,20850,Daniel Chopra,70.926,7506,12.207,106
73,0,21949,Joe Ogilvie,70.933,7244,- 8.874,102
74,0,06595,Kevin Sutherland,70.941,5826,- 8.872,82
75,0,07223,Brian Bateman,70.950,5670,6.038,80
76,0,01941,Tom Pernice Jr.,70.957,7014,10.734,99
77,0,06575,Dudley Hart,70.976,4126,- 9.364,58
78,0,19972,José Coceres,70.982,4534,8.864,64
79,0,19824,Craig Barlow,70.988,5523,14.040,78
80,0,20634,Peter Lonard,70.999,4735,- 49.094,66
81,0,20382,Stephen Leaney,71.003,5358,- 32.746,75
82,0,20628,Arron Oberholser,71.010,5195,- 11.237,73
83,0,23541,Ben Crane,71.013,6512,21.214,92
84,0,01619,Skip Kendall,71.032,7041,- 8.811,99
85,0,01473,Todd Hamilton,71.036,6285,- 33.843,88
86,0,10201,Matt Gogel,71.039,5965,2.266,84
87,0,07867,Woody Austin,71.044,6672,6.101,94
88,0,07749,Brett Quigley,71.048,6970,- 7.254,98
89,0,01938,David Peoples,71.054,5672,12.352,80
90,0,24507,Jason Bohn,71.057,6741,9.399,95
91,0,10733,Kent Jones,71.058,6869,23.638,97
92,0,06515,Shaun Micheel,71.059,6481,- 14.595,91
93,0,11032,Frank Lickliter II,71.068,6116,- 4.127,86
94,0,20548,Hidemichi Tanaka,71.075,6342,- 16.317,89
95,0,21878,Mark Wilson,71.095,4400,7.894,62
96,0,02101,Joey Sindelar,71.111,6969,- .141,98
97,0,01388,Robert Gamez,71.113,7305,19.675,103
98,0,02223,Bob Tway,71.114,6058,- 13.319,85
99,0,01161,Mark Calcavecchia,71.115,5624,- 5.911,79
100,0,22548,Patrick Sheehan,71.139,7879,17.421,111
101,0,20472,Alex Cejka,71.153,5009,- 28.272,70
102,0,20121,Todd Fischer,71.164,7246,12.682,102
103,0,10585,Scott McCarron,71.188,6107,15.133,86
104,0,22913,John Rollins,71.201,6075,- 22.925,85
105,0,01685,J.L. Lewis,71.210,7521,27.310,106
106,0,25396,Kevin Na,71.211,6807,29.242,96
107,0,08931,Glen Day,71.217,7042,8.461,99
108,0,01666,Bernhard Langer,71.246,3917,1.540,55
109,0,20029,Notah Begay III,71.252,4762,11.884,67
110,0,22293,Heath Slocum,71.262,6394,19.548,90
111,0,06332,Neal Lancaster,71.271,7333,7.937,103
112,0,23320,Ryan Palmer,71.273,7102,25.325,100
113,0,01313,Steve Elkington,71.274,4353,- 5.278,61
114,0,06197,Michael Allen,71.279,6041,17.735,85
114,0,26420,Richard Johnson,71.279,7245,25.420,102
116,0,24361,Pat Perez,71.282,7127,1.187,100
117,0,24781,Hunter Mahan,71.307,6710,- 7.186,94
118,0,21633,Steve Allan,71.316,7033,27.327,99
119,0,01139,Olin Browne,71.321,6229,47.232,88
120,0,01887,Mark O'Meara,71.324,4148,- 11.220,58
121,0,25686,Jason Dufner,71.339,5625,10.792,79
122,0,23552,Hank Kuehne,71.356,6342,8.697,89
123,0,23497,Tag Ridings,71.380,3562,6.978,50
124,0,06373,José María Olazábal,71.382,3715,- 3.128,52
125,0,20593,Greg Chalmers,71.387,4974,23.077,70
126,0,01127,Danny Briggs,71.390,5767,15.628,81
127,0,12602,Dean Wilson,71.392,7041,26.773,99
128,0,10425,Jay Williamson,71.404,6966,31.602,98
129,0,01920,Craig Parry,71.414,3607,- 36.307,50
130,0,02002,John Riegger,71.417,3775,10.121,53
131,0,01707,Steve Lowery,71.418,6359,- 2.823,89
132,0,01024,Billy Andrade,71.433,7410,19.012,104
133,0,19881,Robert Damron,71.449,6571,2.314,92
134,0,07363,Craig Bowden,71.453,5938,- 7.385,83
135,0,20094,Jonathan Kaye,71.468,5433,- 1.459,76
136,0,02099,Scott Simpson,71.474,3937,- 5.950,55
137,0,12760,Danny Ellis,71.488,5482,22.545,77
138,0,02106,Chris Smith,71.511,7487,21.700,105
139,0,25900,Lucas Glover,71.534,6485,24.609,91
140,0,06809,Bob Burns,71.550,6136,17.274,86
141,0,01553,John Huston,71.566,3984,23.716,56
142,0,23108,Matt Kuchar,71.574,5933,7.675,83
143,0,22621,Ben Curtis,71.578,3744,- 21.925,52
144,0,20663,Brenden Pappas,71.589,7685,46.633,108
145,0,01203,Russ Cochran,71.591,4352,15.064,61
146,0,01766,Billy Mayfair,71.607,7539,- 20.304,105
147,0,22371,Aaron Baddeley,71.614,6115,- 27.790,85
148,0,01042,Paul Azinger,71.625,5338,33.857,75
149,0,10107,Deane Pappas,71.627,4989,24.904,70
150,0,01261,Jay Delsing,71.633,5217,12.227,73
151,0,06527,Steve Stricker,71.635,5573,14.509,78
152,0,08339,Spike McRoy,71.647,6530,- 10.142,91
153,0,01219,John Cook,71.685,3781,18.297,53
154,0,21407,Arjun Atwal,71.688,5952,- 1.857,83
155,0,08385,Omar Uresti,71.705,6064,30.944,85
156,0,01035,Tommy Armour III,71.715,6225,14.248,87
157,0,07721,Pat Bates,71.735,6923,35.337,97
158,0,10912,Craig Perks,71.746,5166,- .262,72
159,0,08123,Jeff Brehaut,71.747,7439,22.669,104
160,0,24290,D.J. Brigman,71.748,5446,6.816,76
161,0,26287,Roland Thatcher,71.751,4723,12.566,66
162,0,01378,David Frost,71.752,5585,11.646,78
163,0,20378,Mathias Grönberg,71.757,6238,4.852,87
164,0,23614,Rich Beem,71.758,5543,- 17.653,77
165,0,01361,Dan Forsman,71.828,5522,8.740,77
166,0,23613,Rich Barcelo,71.857,4670,.676,65
167,0,08537,J.P. Hayes,71.862,5366,23.632,75
168,0,01797,Rocco Mediate,71.899,3440,11.153,48
169,0,01926,Steve Pate,71.937,4938,25.637,69
170,0,21646,David Branshaw,71.975,5881,20.940,82
171,0,23307,Roger Tambellini,71.989,5623,- 7.855,78
172,0,12394,Tom Carter,72.020,7913,9.154,110
173,0,01761,Len Mattiace,72.028,5423,- 20.886,75
174,0,08835,Kris Cox,72.052,5121,- 5.332,71
175,0,20585,Niclas Fasth,72.063,4332,- 8.215,60
176,0,23063,Scott Hend,72.109,5705,- 8.369,79
177,0,08337,Mike Heinen,72.131,3821,1.969,53
178,0,12705,Cliff Kresge,72.143,6279,- 2.523,87
179,0,08881,Tripp Isenhour,72.157,3828,- 3.680,53
180,0,06613,Tommy Tolles,72.218,4828,10.609,67
181,0,01771,Blaine McCallister,72.239,4909,3.271,68
182,0,20104,Ken Duke,72.247,6265,20.493,87
183,0,02245,Grant Waite,72.271,5555,9.902,77
184,0,21893,Brian Kortan,72.283,4476,5.539,62
185,0,20580,Andre Stolz,72.341,3827,7.085,53
186,0,06078,Esteban Toledo,72.359,6491,21.268,90
187,0,07939,Dan Olsen,72.360,5270,12.307,73
188,0,02049,Gene Sauers,72.390,5843,20.628,81
189,0,12753,David Morland IV,72.411,5277,9.021,73
190,0,01132,Mark Brooks,72.585,5076,4.932,70
191,0,06214,Guy Boros,72.597,4637,9.231,64
192,0,10213,Dicky Pride,72.906,4581,12.100,63
193,0,12682,Hirofumi Miyase,73.087,4596,8.475,63
194,0,11123,Chris Couch,73.464,4024,16.525,55
195,0,25237,Kevin Muncrief,73.540,3662,14.985,50
196,0,23338,David Gossett,75.013,4272,3.731,57
