RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,10809,Jim Furyk,9.36,32,342
2,0,20472,Alex Cejka,10.94,36,329
3,0,06251,Chris DiMarco,11.32,30,265
4,0,19846,Brian Gay,11.67,44,377
5,0,20127,Chris Riley,12.01,34,283
6,0,06522,Ernie Els,12.50,29,232
6,0,20766,Padraig Harrington,12.50,22,176
6,0,26420,Richard Johnson,12.50,39,312
9,0,01766,Billy Mayfair,12.58,38,302
10,0,08075,Jerry Kelly,12.68,44,347
11,0,06012,Greg Kraft,12.71,30,236
12,0,07749,Brett Quigley,12.77,47,368
13,0,06527,Steve Stricker,12.88,30,233
14,0,20812,Tjaart van der Walt,12.96,21,162
15,0,06643,Paul Goydos,12.99,30,231
16,0,22378,Trevor Immelman,13.00,42,323
17,0,06350,Bob May,13.02,28,215
18,0,20105,Jeff Gove,13.07,37,283
19,0,01928,Corey Pavin,13.20,26,197
20,0,21949,Joe Ogilvie,13.31,43,323
21,0,22046,Geoff Ogilvy,13.41,33,246
22,0,02239,Scott Verplank,13.44,41,305
23,0,08793,Tiger Woods,13.50,32,237
24,0,02206,David Toms,13.51,35,259
25,0,22405,Justin Rose,13.59,50,368
26,0,12660,Jesper Parnevik,13.65,40,293
27,0,20229,Stewart Cink,13.69,43,314
28,0,20691,Greg Owen,13.72,38,277
29,0,22621,Ben Curtis,13.74,36,262
30,0,01132,Mark Brooks,13.93,34,244
31,0,08375,Paul Stankowski,14.16,31,219
32,0,23541,Ben Crane,14.29,42,294
32,0,24502,Adam Scott,14.29,37,259
34,0,27095,Nick Watney,14.33,50,349
35,0,26596,Ryan Moore,14.35,32,223
36,0,06621,Joe Durant,14.37,51,355
37,0,01313,Steve Elkington,14.38,23,160
38,0,20628,Arron Oberholser,14.39,41,285
39,0,24507,Jason Bohn,14.45,50,346
40,0,24140,Sean O'Hair,14.46,48,332
41,0,11032,Frank Lickliter II,14.49,50,345
42,0,10423,Mike Weir,14.52,45,310
43,0,06197,Michael Allen,14.57,44,302
44,0,12510,Chad Campbell,14.63,43,294
44,0,01599,Steve Jones,14.63,36,246
46,0,23718,Nathan Green,14.72,53,360
47,0,01329,Brad Faxon,14.93,33,221
48,0,12645,Brent Geiberger,15.02,47,313
49,0,24361,Pat Perez,15.08,27,179
50,0,24138,Ian Poulter,15.17,27,178
51,0,23621,Rory Sabbatini,15.28,44,288
52,0,20608,David Howell,15.34,25,163
52,0,06373,José María Olazábal,15.34,29,189
54,0,01381,Fred Funk,15.36,51,332
55,0,06034,Marco Dawson,15.38,48,312
55,0,21878,Mark Wilson,15.38,42,273
57,0,24024,Zach Johnson,15.44,44,285
58,0,23349,Charles Warren,15.46,47,304
59,0,24980,Scott Gutschewski,15.52,27,174
60,0,01948,Tim Petrovic,15.58,43,276
61,0,24924,Bill Haas,15.64,51,326
61,0,02246,Duffy Waldorf,15.64,48,307
63,0,23983,Luke Donald,15.65,36,230
64,0,02104,Jeff Sluman,15.71,55,350
65,0,21961,Charles Howell III,15.75,46,292
65,0,23320,Ryan Palmer,15.75,57,362
67,0,01042,Paul Azinger,15.83,44,278
67,0,08835,Kris Cox,15.83,44,278
69,0,20572,Rod Pampling,15.88,47,296
70,0,12680,Shigeki Maruyama,15.99,51,319
71,0,23048,Eric Axley,16.05,52,324
72,0,22913,John Rollins,16.06,53,330
73,0,20378,Mathias Grönberg,16.08,50,311
73,0,25804,Bubba Watson,16.08,46,286
75,0,21350,Ryuji Imada,16.22,54,333
76,0,21407,Arjun Atwal,16.35,52,318
77,0,26360,Bubba Dickerson,16.37,55,336
77,0,07457,Steve Flesch,16.37,65,397
79,0,20498,Briny Baird,16.38,47,287
79,0,02101,Joey Sindelar,16.38,48,293
81,0,01823,Larry Mize,16.42,22,134
82,0,08537,J.P. Hayes,16.43,34,207
83,0,23135,Tim Clark,16.49,47,285
84,0,20099,Doug Barron,16.52,37,224
85,0,22548,Patrick Sheehan,16.61,52,313
85,0,22293,Heath Slocum,16.61,53,319
87,0,06567,Vijay Singh,16.62,63,379
87,0,23322,Brett Wetterich,16.62,54,325
89,0,10860,Justin Leonard,16.67,40,240
89,0,01685,J.L. Lewis,16.67,29,174
91,0,25345,Carl Pettersson,16.72,52,311
92,0,01139,Olin Browne,16.76,59,352
93,0,10733,Kent Jones,16.86,57,338
94,0,06515,Shaun Micheel,16.88,53,314
95,0,23623,Bo Van Pelt,16.94,63,372
96,0,25240,D.A. Points,16.97,46,271
97,0,12716,Charley Hoffman,16.98,63,371
98,0,06575,Dudley Hart,17.01,49,288
99,0,10565,Ian Leggatt,17.08,41,240
100,0,01810,Phil Mickelson,17.11,51,298
101,0,12662,Thomas Levet,17.12,25,146
102,0,28475,Jeff Overton,17.15,53,309
103,0,23353,J.J. Henry,17.20,54,314
104,0,07867,Woody Austin,17.25,64,371
105,0,19881,Robert Damron,17.28,52,301
105,0,21959,Ted Purdy,17.28,61,353
107,0,20157,Retief Goosen,17.29,37,214
108,0,01320,Bob Estes,17.31,49,283
